restaurant;address1;address2
Slice, The Perfect Food;1413 2nd Ave;Btwn 73rd & 74th St
Slurp;84 Stanton St;At Orchard St
Smiler's;532 Madison Ave;At 54th St
Smiler's;554 5th Ave;Btwn 45th & 46th St
Smith & Mills;71 N Moore St;At Greenwich St
Smith & Wollensky;797 3rd Ave;At 49th St
Smith's;79 MacDougal St;Btwn Bleecker & Houston St
Smith's Bar;701 8th Ave;At 44th St
Smoke;2751 Broadway;Btwn 105th & 106th St
Smokin' Q;206 E 63rd St;Btwn 2nd & 3rd Ave
Smokin' Q (CLOSED);206 E 63rd St;
Smoochies;60 W 23rd St;Btwn 5th & 6th Ave
Smorgas Chef;924 2nd Ave;At 49th St
Smorgas Chef;283 W 12th St;At W 4th St
Smorgas Chef;58 Park Ave;Btwn 37th & 38th St
Smorgas Chef;53 Stone St;Btwn Hanover Sq & Broad St
SnAKS;611 5th Ave;Btwn 49th & 50th St
SnAKS611;5th Ave;
Snack;105 Thompson St;Btwn Prince & Spring St
Snack Dragon Taco Shack;199 E 3rd St;At Ave B
Snack Taverna;63 Bedford St;At Morton St
Snacky's;117 Mulberry St;
Snooky's;792 Columbus Ave;Btwn 98th & 100th St
SoHo Made Soups;75 Varick St;At Grand St
SoHo Park;62 Prince St;At Lafayette St
Soba Nippon;19 W 52nd St;Btwn 5th & 6th Ave
Soba Totto;211 E 43rd St #1F;At 3rd Ave
Soba-ya;229 E 9th St;Btwn 2nd & 3rd Ave
Soba-ya22;9 E 9th St;
Sobakoh;309 E 5th St;At 2nd Ave
Sobakoh30;9 E 5th St;
Socarrat Paella Bar;259 W 19th St;Btwn 7th & 8th Ave
Social;795 8th Ave;Btwn 48th & 49th St
Social795;8th Ave;
Society Coffee;2104 Frederick Douglass Blvd;Btwn 113th & 114th St
Sodi;105 Christopher St;
Sofia;221 W 46th St;Btwn 8th Ave & Broadway
Sofia Wine Bar & Cafe;242 E 50th St;
Sofia's Cucina;143 Mulberry St;Btwn Hester & Grand St
Sofia221 W;46th St;
Sofrito;400 E 57th St;Btwn 1st Ave & Sutton Pl
Sofrito40;0 E 57th St;
Soho Grill;224 Lafayette St;At Spring St
SohoGrill;224 Lafayette St;
Sojourn;244 E 79th St;
Sokhna Restaurant;225 W 116th St;Btwn 7th & 8th Ave
Sol y Sombra;462 Amsterdam Ave;At 82nd St
Solace;406 E 64th St;At 1st Ave
Solace (CLOSED);406 E 64th St;At 1st Ave
Solera;216 E 53rd St;At 3rd Ave
Solera216 E;53rd St;
Solex;103 1st Ave;Btwn 6th & 7th St
Solex103;1st Ave;
Solo;550 Madison Ave;At 55th St
Solo Pizza;27 Avenue B;Btwn 2nd & 3rd St
Sombrero;303 W 48th St;At 8th Ave
Something Sweet;177 1st Ave;At 11th St
Son Cubano;405 W 14th St;Btwn 9th Ave & Washington St
Sonar Gaow;328 E 6th St;Btwn 1st & 2nd Ave
Song;7.2117 2nd Ave;At 7th St
Song 7.21;17 2nd Ave;
Song Kran;330 8th Ave;Btwn 26th & 27th St
Sonia Rose;74 Orchard St;Btwn Broome & Grand St
Sookk;2686 Broadway;Btwn 102nd & 103rd St
Sophie's;96 Chambers St;Btwn Church St & Bway
Sophie's;73 New St;Btwn Beaver St & Exchange Pl
Sophie's;141 Fulton St;Btwn Bway & Nassau St
Sophie's;369 Lexington Ave;Btwn 40th & 41st St
Sophie's;805 3rd Ave;Btwn 49th & 50th St
Sophie's;28 E 23rd St;At Madison Ave
Sorella;95 Allen St;Btwn Broome & Delancey St
Sosa Borella;832 8th Ave;Btwn 50th & 51st St
Soto;357 6th Ave;Btwn W 4th St & Washington Pl
Sotto Cinque;322 E 86th St;Btwn 1st & 2nd Ave
Souen;210 6th Ave;At Prince St
Souen;28 E 13th St;Btwn University Place & 5th Ave
Souen;326 E 6th St;
Souen210;6th Ave;
Souen28 E;13th St;
Soul Fixins';371 W 34th St;At 9th Ave
Soul Fixins';225 W 28th St;Btwn 7th & 8th Ave
Soulfully GoodE;85th St;At 2nd Ave
Sounkyo Sushi;937 1st Ave;Btwn 51st & 52nd St
Soup & Smoothie Heaven;316 5th Ave;At 32nd St
Soup Burg;1095 Lexington Ave;Btwn 76th & 77th St
Soup Man;2 Astor Pl;At Bway
Soup Man;414 Lenox Ave;At 131st St
Soup Man;708 3rd Ave;At 45th St
Soup Man;110 Pearl St;At Hanover Sq
Soup Man;672 Lexington Ave;Btwn 55th & 56th St
Soup Man;1369 3rd Ave;At 78th St
Soup Man;37 W 48th St;Btwn 5th & 6th Ave
Soup Man;97 Trinity Pl;Btwn Cedar & Thames St
Soup Man;4 E 42nd St;At 5th Ave
Soup Man (CLOSED);708 3rd Ave;At 45th St
Soup Spot;220 W 31st St;Btwn 7th & 8th Ave
Soup Stop;517 Columbus Ave;Btwn 84th & 85th St
Soup Stop;1270 Madison Ave;At 91st St
South Beach Cafe;100 W 124th St;At Lenox Ave
South Gate;154 Central Park S;Btwn 6th & 7th Ave
SouthWestNY;225 Liberty St;At West Side Hwy Inside
Southern Hospitality;1460 2nd Ave;Btwn 76th & 77th St
Souths;273 Church St;Btwn White & Franklin St
Southwest;621 9th Ave;At 44th St
Soutine Bakery;104 W 70th St;At Columbus Ave
Soy And Sake Village;47 7th Ave S;Btwn Bleecker & Morton St
Soy Luck Club;115 Greenwich Ave;At Jane St
Space Market;1 University Place;Btwn Waverly Pl & 8th St
Spade's;557 3rd Ave;At 37th St
Spade's55;7 3rd Ave;
Spaghetti Western;59 Reade St;Btwn Church St & Broadway
Spain Restaurant;113 W 13th St;Btwn 6th & 7th Ave
Spanish Taverna;203 W 38th St;At 7th Ave
Spanky's BBQ;127 W 43rd St;Btwn 6th & 7th Ave
Spanky's BBQ (CLOSED);127 W 43rd St;
Sparks Steak House;210 E 46th St;Btwn 2nd & 3rd Ave
Speedy's;1271 Broadway;At 32nd St
Spice;39 E 13th St;
Spice;199 8th Ave;Btwn 19th & 20th St
Spice;104 2nd Ave;At 6th St
Spice;610 Amsterdam Ave;Btwn 89th & 90th St
Spice;60 University Pl;At 10th St
Spice;1411 2nd Ave;Btwn 73rd & 74th St
Spice Cove;326 E 6th St;Btwn 1st & 2nd Ave
Spice Fusion;777 8th Ave;Btwn 47th & 48th St
Spice Market;403 W 13th St;At 9th Ave
Spice Noodle;1744 1st Ave;Btwn 90th & 91st St
Spice104;2nd Ave;
Spice1411;2nd Ave;
Spice199;8th Ave;
Spice39 E;13th St;
SpiegelworldPier;17;At South Street
Spiga;200 W 84th St;Btwn Amsterdam Ave & Bway
Spiga200 W;84th St;
Spigolo;1561 2nd Ave;At 81st St
Spigolo15;61 2nd Ave;
Spinelli's Pizza;425 7th Ave;Btwn 33rd & 34th St
Spitzer's Corner;101 Rivington St;At Ludlow St
Splendid China;2038 Amsterdam Ave;At 161st St
Spotlight Live;1604 Broadway;Btwn 48th & 49th St
Spotlight Live (CLOSED);1604 Broadway;
Spring Street Natural;62 Spring St;At Lafayette St
Spunto;65 Carmine St;
St. Andrews;120 W 44th St;Btwn Bway & Sixth Ave
St. Dymphna's;118 St Marks Pl;Btwn Ave A & 1st Av
St. James Gate;441 Amsterdam Ave;At 81st St
St. Maggies Cafe;120 Wall St;At South St
Stage Deli;834 7th Ave;Btwn 53rd & 54th St
Stage Door;5 Penn Plaza;Corner of 8th Ave & 33rd St
Stage Door Deli;26 Vesey St;Btwn Broadway & Church St
Stage Restaurant;128 2nd Ave;Btwn 7th & 8th St
Stage Star Cafe;105 W 55th St;Btwn 6th & 7th Ave
Staghorn Steakhouse;315 W 36th St;Btwn 8th & 9th Ave
Stand;24 E 12th St;Btwn 5th Ave & University Pl
Stand24 E;12th St;
Stanton;244 E 79th St;
Stanton24;4 E 79th St;
Star Cafe;19 Division St;
Star Coffee Shop;541 Columbus Ave;At 86th St
Star Deli;65 Leonard St;Corner of Church St
Star Diner;1462 1st Ave;At 76th St
Star Gourmet;797 6th Ave;At 27th St
Star Lite Deli;212 W 44th St;Btwn 7th & 8th Ave
Star Lounge;50 Central Park S;Btwn 5th & 6th Ave
Stargate Restaurant;1580 3rd Ave;Btwn 88th & 89th St
Starlite Diner;1279 1st Ave;At 69th St
Starvin' Marvin Cafe;171 W 23rd St;Btwn 6th & 7th Ave
Steak & Hoagies;1657 Madison Ave;Btwn 110th & 111th St
Steak Frites;225 Varick St;At Clarkson St
Steamers Landing;375 S End Ave;Btwn Liberty & Albany St
Stella Maris;213 Front St;Btwn Beekman St & Peck Slip
Stella's Pizza;110 9th Ave;Btwn 17th & 18th St
Steve's Pizza;110 Trinity Pl;At Cedar St
Sticky Rice;85 Orchard St;At Broome St
Stir;1363 1st Ave;At 73rd St
Stir Cafe;32 Broadway;Btwn Whitehall St & Exchange Pl
Stir1363;1st Ave;
Stitch Bar & Lounge;247 W 37th St;Btwn 7th & 8th Ave
Stogo;159 2nd Ave;At 10th St
Stogo159;2nd Ave;
Stone Creek;140 E 27th St;Btwn 3rd & Lexington Ave
Stone Rose;10 Columbus Circle;At 60th St
Stone Street Tavern;52 Stone St;Btwn William & Pearl St
Stop;1253143 Broadway;Btwn La Salle St & Tiemann Pl
Stop 1253;143 Broadway;
Stout NYC;133 W 33rd St;Btwn 6th & 7th Ave
Strada;57 Ristorante Italiano315 W 57th St;Btwn 8th & 9th Ave
Strictly Roots;2058 Adam Clayton Powell Blvd;At 123rd St
Strip House;13 E 12th St;Btwn 5th Ave & University Pl
Strokos Deli;888 10th Ave;At 58th St
Strokos Pizza;1090 Amsterdam Ave;At 114th St
Stromboli Pizza;83 Saint Marks Pl;At 1st Ave
Stromboli Pizzeria;112 University Pl;Btwn E 12th St & 13th St
Stumble Inn;1454 2nd Ave;Btwn 75th & 76th St
Suba;109 Ludlow St;Btwn Rivington & Delancey St
Suba (CLOSED);109 Ludlow St;
Subsconscious;1213 Amsterdam Ave;Btwn 119th & 120th St
Subsconscious;2814 Broadway;At 109th St
Subtle Tea;121 Madison Ave;At 30th St
Suenos;311 W 17th St;Btwn 8th & 9th Ave
Suenos311 W;17th St;
Sugar Bar;254 W 72nd St;Btwn Bway & West End
Sugar Cafe;200 Allen St;Btwn Houston & Stanton St
Sugar Deli Food Center;468 9th Ave;At 36th St
Sugar Sweet Sunshine;126 Rivington St;Btwn Essex & Norfolk St
Sugiyama;251 W 55th St;Btwn Bway & 8th Ave
Sukhadia;17 W 45th St;Btwn 5th & 6th Ave
Sullivan Diner;169 Sullivan St;Btwn Bleecker & Houston
Sullivan Street Bakery;533 W 47th St;Btwn 10th & 11th Ave
Sultana Cafe;128 E 4th St;Btwn 1st & 2nd Ave
Suma Sushi;964 Amsterdam Ave;Btwn 107th & 108th St
Sumile Sushi;154 W 13th St;Btwn 6th & 7th Ave
Sun Cafe;67 Reade St;Btwn Bway & Church St
Sun Deli & Pizzeria;1544 Madison Ave;Btwn 104th & 105th St
Sun Gourmet Deli;440 9th Ave;Corner of 35th St
Sun Lee's Gourmet Deli;321 5th Ave;Btwn 32nd & 33rd St
Sun Yip;7 W 45th St;Btwn 5th & 6th Ave
Sun Yip7 W;45th St;
Sun-Chan;2707 Broadway;Btwn 103rd & 104th St
Sunberry's Cafe;106 E 60th St;Btwn Park & Lexington Ave
Sunburst Espresso Bar;206 3rd Ave;At 18th St
Sundaes and Cones;95 E 10th St;At 3rd Ave
Sunflower Diner;359 3rd Ave;At 26th St
Sunny Chinese Cuisine;1425 3rd Ave;
Sunrise;27 Division St;Btwn Chatham Sq & Market St
Sunrise Delicatessen;575 7th Ave;Btwn 40th & 41st St
Sunshine Kitchen;695 St. Nicholas Ave;At 145th St
Super Green;52 A Sherman Ave;Btwn Thayer & Arden St
Super Sandwich;265 Columbus Ave;Btwn 72nd & 73rd St
Super Tacos;96th St & Broadway;SW Corner
Super Taste;26 N Eldridge St;At Canal St
Supermac;348 7th Ave;Btwn 29th & 30th St
Supper;156 2nd St;Btwn Ave A & Ave B
Supper156;2nd St;
Sura Thai Kitchen;2656 Broadway;At 101st St
Sura: The King's Meal;105 E 9th St;Btwn 3rd & 4th Ave
Surf City Squeeze;266 Bleecker St;Btwn 6th & 7th Ave
Surya;302 Bleecker St;Btwn 7th Ave S & Grove St
Sushi & Deli Box;68 W 39th St;Btwn 5th Ave & 6th Ave
Sushi A la Kawa;18 Maiden Ln;
Sushi Bar;1414 Madsion Ave;At 98th St
Sushi Damo Damo;330 W 58th St;Btwn 8th & 9th Ave
Sushi Edo;9 E 17th St;Btwn Bway & 5th Ave
Sushi Fuji;316 W 36th St;Btwn 8th & 9th Ave
Sushi Generation;1571 2nd Ave;Btwn 81st & 82nd St
Sushi Hana;466 Amsterdam Ave;Btwn 82nd & 83rd St
Sushi Hana;1501 2nd Ave;At 78th St
Sushi King;399 1st Ave;Btwn 23rd & 24th St
Sushi Kou;208 3rd Ave;Btwn 18th & 19th St
Sushi Lounge;132 Saint Marks Pl;At Ave A
Sushi Mambo;255 Bleecker St;At Cornelia St
Sushi Republic;43 W 54th St;Btwn 5th & 6th Ave
Sushi Seki;1143 1st Ave;Btwn 62nd & 63rd St
Sushi Sennin;1420 3rd Ave;Btwn 80th & 81st St
Sushi Sennin;30 E 33rd St;Btwn Park & Madison Ave
Sushi Sennin (CLOSED);1420 3rd Ave;Btwn 80th & 81st St
Sushi Suki;1577 York Ave;Btwn 83rd & 84th St
Sushi Time;821 2nd Ave;Btwn 43rd & 44th St
Sushi Twist;66 Madison Ave;Btwn 27th & 28th St
Sushi Yasuda;204 E 43rd St;Btwn 2nd & 3rd Ave
Sushi Yawa;25 W 8th St;At MacDougal St
Sushi You;246 E 51st St;Btwn 2nd & 3rd Ave
Sushi Yu;2827 W 181st St;Btwn Pinehurst & Cabrini
Sushi Zen;108 W 44th St;Btwn 6th & 7th Ave
Sushi a la Kawa;18 Maiden Ln;At Liberty Pl
Sushi a-go-go;1900 Broadway;Btwn 63rd & 64th St
Sushi of Gari;46347 W 46th St;Btwn 8th & 9th Ave
Sushi of Gari;402 E 78th St;Btwn 1st & York Ave
Sushi on Hudson;556 Hudson St;Btwn Perry & 11th St
Sushi-Ann;38 E 51st St;Btwn Park & Madison Ave
Sushi-Tei;4711 E 47th St;Btwn Madison & 5th Ave
SushiSamba;787 7th Ave S;Btwn Grove & Barrow St
SushiSamba Park;245 Park Ave S;Btwn 19th & 20th St
Sushiden;19 E 49th St;Btwn 5th & Madison Ave
Sushiden;123 W 49th St;Btwn 6th & 7th Ave
Sushiya;28 W 56th St;Btwn 5th & 6th Ave
Sushiya28 W;56th St;
Susie's Kitchen;444 Park Ave S;At 30th St
Suspenders;111 Broadway;At Thames St
Sutton Cafe;1026 1st Ave;Btwn 56th & 57th St
Sutton Pizza & Gyro;1140 1st Ave;Btwn 62nd & 63rd St
Sutton Place;1015 2nd Ave;Btwn 53rd & 54th St
Suzie's;163 Bleecker St;Btwn Thompson & Sullivan St
Suzie's16;3 Bleecker St;
Suzu Sushi;1075 1st Ave;Btwn 58th & 59th St
Swagat;411A Amsterdam Ave;Btwn 79th & 80th St
Swagat;205 W 29th St;At 7th Ave
Swagat205 W;29th St;
Sweet;270 Greenwich St;Btwn Warren & Murray St
Sweet & Lowdown;123 Allen St;Btwn Rivington & Delancey St
Sweet & Vicious;5 Spring St;Btwn Elizabeth St & Bowery
Sweet Emily's;321 W 51st St;
Sweet Life Cafe;147 Christopher St;Btwn Washington & Greenwich St
Sweet Revenge;62 Carmine St;At Bedford St
Sweet Spring Restaurant;25A Catherine St;At Henry St
Sweetiepie;19 Greenwich Ave;Btwn 10th & Christopher St
Swich Pressed Sandwiches;104 8th Ave;Btwn 15th & 16th St
Swift;34 E 4th St;Btwn Lafayette St & Bowery
Swift34 E;4th St;
Swifty's;1007 Lexington Ave;Btwn 72nd & 73rd St
Swig;1629 2nd Ave;Btwn 84th & 85th St
Swig1629;2nd Ave;
Swing;46349 W 46th St;Btwn 8th & 9th Ave
Swing 463;49 W 46th St;
Swizz;310 W 53rd St;At 8th Ave
Swizz310 W;53rd St;
Sylvia's;328 Lenox Ave;Btwn 126th & 127th St
Symposium Greek Restaurant;544 W 113th St;At Broadway
Szechuan Garden Kitchen;2076 8th Ave;Btwn 112th & 113th St
Szechuan Gourmet;21 W 39th St;Btwn 5th & 6th Ave
Szechuan Hunan Cottage;1588 York Ave;Btwn 83rd & 84th St
Szechuan Kitchen;1518 1st Ave;Btwn 79th & 80th St
T & R Pizza;411 Amsterdam Ave;Btwn 79th & 80th St
T Salon & T Emporium;11 E 20th St;Btwn Bway & Park Ave S
T-Bar Steak & Lounge;1278 3rd Ave;Btwn 73rd & 74th St
T.J. Byrnes;77 Fulton St;At Ryders Aly
T.S. Ma;480 9th Ave;Btwn 36th & 37th St
T.S. Ma48;0 9th Ave;
TA Cocina Express;710 9th Ave;Btwn 48th & 49th St
TAO;42 E 58th St;Btwn Park & Madison Ave
TAO42 E 5;8th St;
TG Whitney's;244 E 53rd St;Btwn 2nd & 3rd Ave
TOC;0(Thai on Clinton)6 Clinton St;
TOC (Thai on Clinton);6 Clinton St;Btwn Houston & Stanton St
Taam-Tov;46 W 47th St;Btwn 5th & 6th Ave
Taan Thai;17 E 31st St;Btwn Madison & 5th Ave
Tabla;11 Madison Ave;At 25th St
Table Tales Cafe;243 Water St;Btwn Beekman St & Peck Slip
Table d'Hote;44 E 92nd St;Btwn Madison & Park Ave
Taboon;773 10th Ave;At 52nd St
Taboon773;10th Ave;
Tabouli;3915 Broadway;
Taco;1229 1st Avenue;Btwn 66th & 67th St
Taco & Tortilla King;285 3rd Ave;Btwn 21st & 22nd St
Taco Bandito;325 8th Ave;Btwn 26th & 27th St
Taco City;1143 1st Ave;Btwn 62nd & 63rd Sts
Taco Express;397 8th Ave;Btwn 29th & 30th St
Taco Grill;146 W 72nd St;Btwn Amsterdam & Columbus Ave
Taco House;178 Church St;Btwn Duane & Reade St
Taco King Grill;1448 1st Ave;Btwn 75th and 76th Sts
Taco Taco;1726 2nd Ave;Btwn 89th & 90th St
Taco Today;1659 1st Ave;Btwn 86th & 87th St
Taco1229;1st Avenue;
Tacocina;714 9th Ave;Btwn 48th & 49th St
Tacos El Paisa;1548 St Nicholas Ave;
Tacos Neza;1455 Saint Nicholas Ave;Btwn 183rd & 184th St
Tadka;229 E 53rd St;Btwn 2nd & 3rd Ave
Tadka229 E;53rd St;
Tafu;569 Lexington Ave;51st St btwn 3rd & Lex Ave
Tagine Dining Gallery;537 9th Ave;At 40th St
Tahini;0(fka Kosher Village)23 3rd Ave;
Tahini (fka Kosher Village);23 3rd Ave;Btwn St Marks Pl & 9th St
Tai Thai;78 E 1st St;Btwn 1st Ave & Ave A
Tai Thai;0(fka Tiny Thai Cafe)693 9th Ave;
Tai Thai (fka Tiny Thai Cafe);693 9th Ave;Btwn 47th & 48th St
Tailor;525 Broome St;Btwn Thompson St & 6th Ave
Taipei Noodle Restaurant;7 Allen St;Btwn Canal & Division St
Taj II;48 W 21st St;Btwn 5th & 6th Ave
Taj II48 W;21st St;
Taj Mahal;318 E 6th St;Btwn 1st & 2nd Ave
Tajin;85 Greenwich St;Btwn Edgar & Rector St
Takahachi;85 Avenue A;Btwn 5th & 6th St
Takahachi;145 Duane St;Btwn W Broadway & Church St
Taki Sushi;60 W 48th St;Btwn 5th & 6th Ave
Taksim;1030 2nd Ave;Btwn 54th & 55th St
Taksim103;0 2nd Ave;
Tal Bagels;2446 Broadway;Btwn 90th & 91st St
Tal Bagels;333 E 86th St;Btwn 1st & 2nd Ave
Tal Bagels;977 1st Ave;Btwn 53rd & 54th St
Talay;701 W 135th St;At 12th Ave
Talay701 W;135th St;
Talent Thai Kitchen;210 E 34th St;Btwn 2nd & 3rd Ave
Talia's Steakhouse;668 Amsterdam Ave;Btwn 92nd & 93rd St
Talia's To Go;668 Amsterdam Ave;Btwn 92nd & 93rd St
Tamarind;424 Amsterdam Ave;Btwn 80th & 81st St
Tamarind;41 E 22nd St;Btwn Bway & Park Ave S
Tamarind;1679 3rd Ave;At 94th St
Tamarind Gourmet;3161 Broadway;Btwn Lasalle & Tiemann Pl
Tamaya;4030 Broadway;At St Nicholas Ave
Tamaya403;0 Broadway;
Tamilnadu Bhavan;102 Lexington Ave;At 27th St
Tan Wong Restaurant;103 E Broadway;Btwn Allen & Forsyth St
Tanaka Sushi;222 E 51st St;Btwn 2nd & 3rd Ave
Tandoor Palace;88 Fulton St;At Gold St
Tandoori;210 W 94th St;Btwn Amsterdam Ave & Broadway
Tang Pavilion;65 W 55th St;Btwn 5th & 6th Ave
Tang S.;306 St Nicholas Ave;Btwn 126th & 127th St
Tang S.30;6 St Nicholas Ave;
Tang Tang;1328 3rd Ave;At 76th St
Tanti Baci;163 W 10th St;At 7th Ave
Tapeo;2929 Clinton St;At Stanton St
Tapeo 292;9 Clinton St;
Taqueria California;3151 Broadway;Btwn Lasalle & Tiemann Place
Taqueria La Fogata;2104 2nd Ave;Btwn 108th & 109th
Taqueria Mexicana Los Angeles;1336 St Nicholas Ave;Btwn 176th & 177th St
Taqueria y Fonda la Mexicana;968 Amsterdam Ave;Btwn 107th & 108th St
Tarallucci e Vino;163 1st Ave;At 10th St
Tarallucci e Vino;15 E 18th St;Btwn Bway & 5th Ave
Taro;1364 Lexington Ave;Btwn 90th & 91st St
Tartine;253 W 11th St;At W 4th St
Tartine25;3 W 11th St;
Taso's;600 W 57th St;At 11th Ave
Taso's600 W;57th St;
Taste;1413 3rd Ave;At 80th St
Taste;34 Lexington Ave;At 24th St
Taste Of Seafood;59 E 125th St;
Taste of Tokyo;60 Beaver St;At Hanover Sq
Taste1413;3rd Ave;
Tasty Cafe;126 Madison Ave;Btwn 30th & 31st St
Tasty Cafe;2062 Broadway;At 71st St
Tasty Hand-Pulled Noodles;1 Doyers St;
Tasty King;534 E 14th St;Btwn Ave A & Ave B
Tataki;3 Lispenard St;Btwn Church St & W Broadway
Tatany;721400 2nd Ave;Btwn 72nd & 73rd St
Tatany;207 E 26th St;Btwn 2nd & 3rd Ave
Tatany 72;1400 2nd Ave;
Tatany207 E;26th St;
Tauro Restaurant;284 Hudson St;Btwn Broome & Spring St
Tavern on Jane;31 8th Ave;At Jane St
Tavern on the Green;0Central Park West;At 67th St
Tavern on the Green;1Central Park West 1 At 67th St;
Tavern on the GreenCentral Park West;0 At 67th St;
Tawaa;4005 Broadway;Btwn 168th & 169th St
Tawaa;401 E 68th St;At 1st Ave
Tawaa401 E;68th St;
Taz Cafe;84 William St;At Nassau St
Tea and Sympathy;108 Greenwich Ave;At Jane St
Teariffic;51 Mott St;At Bayard St
Tebaya;144 W 19th St;Btwn 6th & 7th Ave
Tebaya144 W;19th St;
Ted's Montana Grill;110 W 51st St;Btwn 6th & 7th Ave
Tehuitzingo;695 10th Ave;Btwn 47th & 48th St
Teleon Cafe;162 W 56th St;Btwn 6th & 7th Ave
Telepan;72 W 69th St;Btwn Columbus Ave & CPW
Telepan72 W;69th St;
Telephone Bar & Grill;149 2nd Ave;Btwn 9th & 10th St
Telio;2481 Broadway;Btwn 92nd & 93rd St
Tello's;263 W 19th St;Btwn 7th & 8th Ave
Tello's26;3 W 19th St;
Temple Bar;332 Lafayette St;Btwn Houston & Bleecker St
Ten Sushi;39 E 31st St;Btwn Madison & Park Ave S
Ten's Cabaret;35 E 21st St;Btwn Broadway & Park Ave
Teng Dragon;2260 1st Ave;Btwn 116th & 117th St
Tenzan;1714 2nd Ave;At 89th St
Tenzan;285 Columbus Ave;At 73rd St
Tenzan;988 2nd Ave;At 52nd St
Tenzan171;4 2nd Ave;
Tenzan988;2nd Ave;
Teodora;141 E 57th St;Btwn Lexington & 3rd Ave
Teodora14;1 E 57th St;
Tequila Chito's Bar & Grille;358 W 23rd St;Btwn 8th & 9th Ave
Tequila Jack's;1668 3rd Ave;Btwn 93rd & 94th St
Tequilaville;12 Vanderbilt Ave;Btwn 42nd & 43rd St
Teresa's;220 E 42nd St;Btwn 2nd & 3rd Ave
Teresa's;215 E 47th St;Btwn 2nd & 3rd Ave
Teriyaki Boy;15 Lexington Ave;Btwn 22nd & 23rd St
Teriyaki Boy;885 9th Ave;Btwn 57th & 58th St
Teriyaki Boy;216 E 10th St;Btwn 1st & 2nd Ave
Teriyaki Boy;732 7th Ave;Btwn 48th & 49th St
Teriyaki Boy;1640 3rd Ave;Btwn 91st & 92nd St
Terminal Restaurant;329 10th Ave;Corner of 29th St
Terrace;59 W 53rd St;Btwn 5th & 6th Ave
Terrace Fish & Chip;77 Pearl St;At Coenties Aly
Terrace Fish and Chip;124 Fulton St;Btwn Dutch & Nassau St
Terrace In The Sky;400 W 119th St;Btwn Amsterdam Ave & Morningside Dr
Terramare;22 E 65th St;Btwn Madison & 5th Ave
Terroir;413 E 12th St;At 1st Ave
Terroir41;3 E 12th St;
Terry's Gourmet Deli;575 6th Ave;At 16th St
Tet;83 Avenue A;At E 6th St
Tevere;155 E 84th St;Btwn Lexington & 3rd Ave
Tevere155 E;84th St;
Texas Chicken & Grill;360 W 42nd St;Btwn 8th & 9th Ave
Texas Rotisserie & Grill;2581 Broadway;At 97th St
Texas Rotisserie & Grill;94 Fulton St;Btwn Gold & William St
Texas Rotisserie & Grill;1315 1st Ave;Btwn 70th & 71st St
Thai;51224 E 51st St;Btwn 2nd & 3rd Ave
Thai 5122;4 E 51st St;
Thai Angel;141 Grand St;Btwn Bway & Lafayette St
Thai Basil;860 9th Ave;Btwn 55th & 56th St
Thai Chai-Yo;233 9th Ave;Btwn 24th & 25th St
Thai Lemongrass;273A Mott St;Btwn Houston & Prince St
Thai Market;960 Amsterdam Ave;Btwn 107th & 108th St
Thai Me Up;238 E 14th St;Btwn 2nd & 3rd Ave
Thai Select;472 9th Ave;Btwn 36th & 37th St
Thai Terminal;349 E 12th St;Btwn 1st & 2nd Ave
Thai on Two;180 2nd Ave;Btwn 11th & 12th St
Thai-Nam;137 E 45th St;Btwn 3rd & Lexington Ave
ThaiNY;394 3rd Ave;At 28th St
ThaiNY394;3rd Ave;
Thailand Cafe;95 2nd Ave;At 6th St
Thailand Restaurant;856 10th Ave;Btwn 56th & 57th St
Thaison;89 Baxter St;Btwn Bayard & Walker St
Thalassa;179 Franklin St;Btwn Greenwich & Hudson St
Thalia;828 8th Ave;At 50th St
Thalia828;8th Ave;
That's Amore Pizza;1246 Saint Nicholas Ave;Btwn 172nd & 173rd St
The Adore;17 E 13th St;Btwn 5th Ave & University Pl
The Australian;20 W 38th St;Btwn 5th & 6th Ave
The Back Page;1472 3rd Ave;At 83rd St
The Bagel Cafe/Ray's Pizza;2 Saint Marks Pl;At 3rd Ave
The Bagel Mill;1700 1st Ave;At 88th St
The Bar @ Etats-Unis;247 E 81st St;Btwn 2nd & 3rd Ave
The Bar Room at The Modern;9 W 53rd St;Btwn 5th & 6th Ave
The Bean;49 1/2 1st Ave;At E Houston St
The Beekman Pub;15 Beekman St;Btwn William & Nassau St
The Bigger Place;61 Warren St;At W Bway
The BlackFinn;218 E 53rd St;Btwn 2nd & 3rd Ave
The Blind Tiger;281 Bleecker St;At Jones St
The Blue Seats;157 Ludlow St;At Stanton St
The Bourgeois Pig;111 E 7th St;Btwn 1st Ave & Ave A
The Breadstix Cafe;254 8th Ave;At 23rd St
The Bullpen;1678 1st Ave;Btwn 87th & 88th St
The Cafe @ RMA;150 W 17th St;Btwn 6th & 7th Ave
The Cafe at Country;90 Madison Ave;At 29th St
The Cafe at Le Cirque;151 E 58th St;
The Capital Grille;155 E 42nd St;Btwn Lex & 3rd Ave
The Carlyle;35 E 76th St;At Madison Ave
The Carnegie Club;156 W 56th St;Btwn 6th & 7th Ave
The Casual Grill;24 John St;Btwn Bway & Nassau St
The Casual Grill (CLOSED);24 John St;
The Center RoomColumbus Ave;0 At 64th St;
The Center RoomColumbus Ave;At;64th St
