restaurant;address;country
Soup Talk;52 Vanderbilt Ave;New York
Souperdog;692 8th Ave;New York
Souperman Inc;77 Pearl St;New York
South St Diner;203 South St;New York
Southside Cafe;252 W 47th St;New York
Sovereign Management Corp;600 3rd Ave # 18;New York
Spades Noodle Rice & More;557 3rd Ave # Main;New York
Spaghetti Western;59 Reade St;New York
Spain Restaurant;113 W 13th St;New York
Spanish Taverna;203 W 38th St;New York
Sparks Steak House;210 E 46th St;New York
Spartina;355 Greenwich St;New York
Speedy Deli;1271 Broadway # 1;New York
Spice Cove;326 E. 6th Street;New York
Spice Fusion;777 8th Avenue;New York
Spice Thai Hot & Cool;1411 2nd Ave;
Spicy Pot Express Caribbean & American R;2173 2nd Ave;New York
Spirit Cruises;W 23rdst Piier 62 # 200;New York
Spoonbread Two;366 W 110th St;New York
Spoons Squared Inc;235 East 53rd Street;New York
Spoons Squared Inc;235 E 53rd St;New York
Spring Joy;172 8th Ave;New York
Spring Street Natural Restaurant and Bar;Health;
Spring Street Natural Restaurant and Bar;62 Spring Street;New York
Spy Bar;101 Greene St;New York
Square Diner Corp;33 Leonard St;New York
Sripa Diner;205 Hudson St;New York
St Carlos Bakery Inc;E 172 103;New York
St Marks Pizza;23 3rd Ave;New York
St. Maggies Cafe;120 Wall;New York
Stage Deli & Restaurant Inc;834 7th Ave;New York
Stage Store Deli;99 Maiden Ln;New York
Standard;158 1st Ave;New York
Standard Notions;161 Ludlow St # 1;New York
Star Diner Restaurants Inc;839 7th Ave;New York
Star Express;140 Fulton St;New York
Star Fried Chicken Inc;1764 1st Ave;New York
Stardust Chinese Restaurant;162 Lafayette St;New York
Stargate Restaurant;1580 3rd Ave;New York
Starks Veranda Restaurant;319 Broadway;New York
Starlight Deli;212 West 44th Street;New York
Starlight Restaurant & Deli;211 E 46thst Grround;New York
Starlight Restaurant & Diner;211 E 46th St;New York
Starlite Diner Cafe;Diner;
Starlite Diner Cafe;1279 1st Ave # 1;New York
Starrett Restaurant Inc;601 W 26th St # 1;New York
Steamers Landing;375 S End Ave;New York
Stella Del Mare;346 Lexington Ave;New York
Stella Maris;213 Front Street;New York
Step Mama;199 E 3rd St;New York
Stingy Lulus;129 Saint Marks Pl;New York
Stock & Tankard;587 3rd Ave;New York
Stone Street Tavern;52 Stone Street(Hanover Square + Coentie;New York
Stoned Crow;85 Washington Pl;New York
Stonewall;53 Christopher St;New York
Stonewall Bistro;113 7th Ave;New York
Stonewall Bistro;Candy/Dessert Shop;
Strand Diner;208 W 96th St;New York
Streetcar Cafe;370 W 46th St;New York
Strictly Roots Restaurant;2058 7th Ave;New York
Strictly Roots Restaurant;Soul Food;
Studio Coffee Shop;630 9th Ave;New York
Stuyvesant Restaurant;286 1st Ave # A;New York
Stuyvesant Town Cafe;313 1st Ave;New York
Subway;716 3rd Avenue;New York
Subway;581 3rd Avenue;New York
Subway;113 Lafayette Street;New York
Subway;367 West 34th Street;New York
Subway;29 East 8th Street;New York
Subway;254 Park Avenue;New York
Subway;144 Delancey Street;New York
Subway;149 West 4th Street;New York
Subway;1171 2nd Avenue;New York
Subway;1068 2nd Avenue Frnt;New York
Subway;149 East 60th Street Frnt;New York
Subway;166 1st Avenue Frnt;New York
Subway;221 7th Avenue;New York
Subway;244 West 14th Street;New York
Subway;1101 1st Avenue Frnt;New York
Subway Restaurant;926 2nd Avenue;New York
Subway Sandwich Shop;32 E 23rd St;New York
Subway Sandwich Sop;1411 2nd Ave;New York
Subway Sandwiches & Salads;2699 Broadway;New York
Subway Sandwiches & Salads;2508 Broadway;New York
Subway Sandwiches & Salads;235 8th Ave;New York
Subway Sandwiches & Salads;2039 Broadway;New York
Subway Sandwiches & Salads;765 8th Ave;New York
Subway Sandwiches & Salads;400 E 14th St;New York
Subway Sandwiches & Salads;165 Church St;New York
Subway Sandwiches & Salads;401 8th Ave;New York
Subway Sandwiches & Salads;46 7th Ave S;New York
Subway Sandwiches & Salads;55 W 14th St # 1;New York
Subway Sandwiches & Salads;584 9th Ave;New York
Subway Sandwiches & Salads;717 Lexington Ave;New York
Subway Sandwiches & Salads;401 5th Ave;New York
Success Chinese Restaurant;763 Avenue Of The Americas;New York
Sucelt Coffee Shop Inc;200 W 14th St;New York
Sugar Bar;254 W 72nd St;New York
Sugar Bar & Restaurant;311 Church St Frnt;New York
Sugasawa Limited;467 Columbus Ave;New York
Suibi Japanese Restaurant;232 E 53rd St;New York
Sukhadia's;17 West 45th Street;New York
Sukhothai West Restaurant;411 W 42nd St;New York
Sumile Sushi;154 W. 13th st.;New York
Summers Bar & Restaurant;49 Clinton St;New York
Sumo Restaurant;106 8th Ave;New York
Sumou Japanese Restaurant Inc;104 John St;New York
Sun Dance Cafe;865 Ave Of The Americas # 1;New York
Sun Lin Garden Restaurant Inc;69 Bayard St;New York
Sun Lok Kee Restaurant;13 Mott St;New York
Sun Lok Kee Rice Shop Inc;13 Mott St;New York
Sun Qiang Restaurant;7 Eldridge St;New York
Sun Say Gay Restrnt Inc;220 Canal St;New York
Sun Sun Noodle House;918 8th Ave;New York
Sun Tin Yick;100 Mott St;New York
Sun Wah Coffee Shop;19 Pike St;New York
Sunflower Coffee Shop;359 3rd Ave;New York
Sung Chu Mei Chinese Restaurant;615 Hudson St;New York
Sungarden;Park Ave;New York
Sunny East Restaurant;21 W 39th St;New York
Sunrise Cuisine;2317 1st Avenue;New York
Sunrise Deli;Deli/Sandwich/Subs;
Sunrise Deli;575 7th Ave;New York
Sunshine Deli;50 W 23rd St;New York
Sunshine Kitchen;695 Saint Nicholas Ave;New York
Supper Club;240 W 47th St;New York
Surf City Squeeze;100 W 33rd St # 7;New York
Susan & Winsome Restaurant;627 Lenox Ave;New York
Sushi Generation Inc;1571 2nd Ave;New York
Sushi Hana;1501 2nd Ave;New York
Sushi Hana;466 Amsterdam Avenue;New York
Sushi Hatsu;1143 1st Ave;New York
Sushi Masa;141 E 47th St # 1;New York
Sushi On Hudson;556 Hudson St;New York
Sushi Tei;5 World Trade Ctr # 257;New York
Sushi Zen Inc.;57 West 46th;New York
Sushi-Q Japanese Take Out;1275 Lexington Ave;New York
Sushi-desse;113 East 18th St.;
Sushi-tei;875 3rd Ave;New York
Sushi-tei 47 Inc;11 E 47th St;New York
Sushi-tei Restaurant;164 E 45th St;New York
Sushiden Madison Av;19 E 49th St;New York
Sushiden Sixth Ave;123 W 49th St;New York
Sushisay Restaurant;38 E 51st St;New York
Sushiya Japanese Restaurant;28 W 56thst Frrnt;New York
Suspenders Of Wall St Rest;111 Broadway;New York
SuteiShi;24 Peck Slip;New York
Sutton Watering Hole;209 E 56th St;New York
Suzies Restaurant;163 Bleecker St;New York
Svoboda Restaurant;85 2nd Ave;New York
Swan's Bar And Grill;213 Pearl Street;New York
Sweet Basil Jazz Restaurant;88 7th Ave S;New York
Sweet Donuts;3868 10th Ave;New York
Sweet Life Cafe;147 Christopher St;New York
Sweet N Tart Cafe Inc;76 Mott St;New York
Swing 46 Jazz & Supper Club;349 W 46th St;New York
Swing In Dine;2104 2nd Ave;New York
Sydneys Australian Barbeque;17 Battery Pl;New York
Sylvias Restaurant;328 Lenox Ave;New York
Symposium Greek Restaurant;544 West 113th Street Frnt;New York
Syrah;1400 2nd Ave # 1;New York
Szechuan Cuisine;1345 2nd Ave;New York
Szechuan Kitchen;1460 1st Ave;New York
Szechuan Palace;1329 2nd Ave;New York
Szechuan Super Taste & Aroma;917 2nd Ave;New York
Szechuan West;202 8th Ave;New York
T G Whitneys;244 E 53rd St;New York
T J Byrne Bar & Restaurant;77 Fulton St;New York
T J Keanes Pub;783 8th Ave;New York
T J Restoration Inc;77 Saint Marks Pl;New York
T J Southern Gourmet;92 Chambers St # 1;New York
T S Ma Restaurant;641 8th Ave # 1;New York
TAO;42 East 58th Street;New York
Ta Cocina;714 9th Avenue;New York
Table Dhote;44 E 92nd St;New York
Taboo;218 E 52nd St;New York
Tachigui Soba;732 7th Ave;New York
Taco & Tortilla King;285 3rd Ave;New York
Taco Bandito;325 8th Ave;New York
Taco Bell;215 W 95th St # 5245;New York
Taco Bell;712 3rd Ave;New York
Taco Bell;329 5th Ave;New York
Taco Bell;331 Avenue Of The Americas;New York
Taco Bell Corp;953 3rd Ave;New York
Taco Bell Inc;Mexican;
Taco Bell Inc;875 Ave Of Americas Ground;New York
Taco City;1143 1st Ave;New York
Taco Express Inc;225 7th Ave;New York
Taco Grill;146 W 72nd St;New York
Taco Grill;348 W 42nd St;New York
Taco House;178 Church St;New York
Taco King;1448 1st Ave;New York
Taco Star;130 E 28th St;New York
Taco Taco Inc;1726 2nd Ave;New York
Taco Velez;3864 Broadway;New York
Tacocina Inc;714 9th Ave # 1;New York
Tads;104 E 14th St;New York
Tads;119 W 42nd St;New York
Tads;152 W 34th St;New York
Tads Steaks;761 7th Ave # 50;New York
Tads Steaks;228 W 42nd St;New York
Tads Steaks;701 7th Ave;New York
Tagine Dining Gallery;At 40th St;
Tagine Dining Gallery;537 9th Ave;
Tai Hong Lau Restaurant;70 Mott St;New York
Tai Tung Rice Shop;244 Canal St;New York
Taiyo Japanese Restaurant Inc;1374 York Ave # 1;New York
Taj 2;48 W. 21st Street;New York
Taj Palace Inc;9 W 31st St;New York
Taj Restaurants Inc;310 E 6th St;New York
Tajmahal Indian Restaurant;328 E 6th St;New York
Takahashi Restaurant;85 Avenue A;New York
Takano;218 E 53rd St;New York
Take;26 S William St;New York
Takino Inc;1026 2nd Ave;New York
Talia's Steakhouse & Bar;668 Amsterdam Avenue (92nd-93rd Street);
Tam-tam Bar;145 E 50th St;New York
Tams Sea Wok;190 Duane St # A;New York
Tan Viet Huong Restaurant Inc;73 Mulberry St;New York
Tan Viet Huong Restaurant Inc;Vietnamese;
Tandoor Palace Inc;88 Fulton St;New York
Tandoori Club;133 E 45th St # 1;New York
Tandoori Garden;304 E 6th St;New York
Tang Tang Noodles & More;1328 3rd Ave;New York
Tang Tang On 20 Street;243 3rd Ave;New York
Tang Zi Guang;1954 Amsterdam Ave;New York
Tango Japanese Restaurant;43 W 54th St;New York
Tangs Pavilion;65 W 55th St;New York
Tanokyu;7 W 46th St;New York
Tanti Baci Cafe;163 W 10thst Bssmt;New York
Taormina Of Mulberry St;147 Mulberry St;New York
Tap Room;3 W 18th St;New York
Tapika;950 8th Ave;
Taprobane Sri Lankan Restaurant;234 W 56th St;New York
Taqueria De Mexico Ltd;93 Greenwich Ave;New York
Taqueria Y Fonda La Mexicana;968 Amsterdam Avenue;New York
Tartine;253 W 11th St;New York
Tashi Awen Vegetarian;210 W 14th St;New York
Tasos Restaurant;600 W 57th St # 1;New York
Taste Good Chinese Kitchen;717 Saint Nicholas Ave;New York
Taste Good Inc;150 Fulton St;New York
Taste Of China;1850 3rd Ave;New York
Taste Of China Restaurant;626 Amsterdam Ave # 1;New York
Taste Of New York;705 8th Ave;New York
Taste Of Tokyo;60 Beaver Street;New York
Taste Of Tokyo;Japanese;
Taste Of Tokyo Inc;54 W 13th St;New York
Tataki Japanese Restaurant;3 Lispenard St;New York
Tatany 52 Inc;250 E 52nd St;New York
Tatany Japanese Restaurant;380 3rd Ave # 1;New York
Tatou Restaurant;151 E 50th St;New York
Tavalon Tea Bar;22 East 14th Street;
Tavern On Jane;31 8th Ave;New York
Tavern On The Green;1 W 67th St;New York
Tazza Restaurant & Bar;196 8th Ave;New York
Tea & Sympathy Inc;108 Greenwich Ave # 1;New York
Tea Den Chinese Restaurant Inc;940 8th Ave;New York
Ted's Montana Grill;110 W. 51st Street;New York
Teen Angel;405 W 51st St;New York
Telephone Bar and Grill;149 2nd Ave;New York
Television City Restaurant;74 W 50th St;New York
Temple Bar;332 Lafayette St;New York
Ten Kai Restaurant Inc;20 W 56th St # 3;New York
Ten Pell Restrnt;10 Pell;New York
Ten-tan Chinese Restaurant;3864 10th Ave;New York
Tenares Restaurant;2316 Amsterdam Ave;New York
Tennessee Mountain Restaurant SOHO;143 Spring Street;New York
Tenth Av Jukebox Cafe;637 10th Ave;New York
Tequilas Mexican Grill Rest;245 West 14th Street;
Tequilas On Columbus;368 Columbus Ave;New York
Tequilaville;64 W 52nd St;New York
Tequilaville;729 7th Ave;New York
Tequilaville;99 Park Ave # 1;New York
Tequilaville;12 Vanderbilt Ave;New York
Tequilaville;498 7th Ave;New York
Teresa Coffee Shop & Restaurant;103 1st Ave;New York
Teresas Corp;117 Mulberry St;New York
Teriyaki Boy;885 9th Ave;New York
Teriyaki Boy;237 E 9th St;New York
Teriyaki Boy;22 Maiden Ln;New York
Teriyaki Boy Inc;1640 3rd Ave # 1;New York
Teriyaki Boy Inc;18 Lexington Ave;New York
Teriyaki Town;77 Pearl St;New York
Terra Blues Bar Restrnt & Music;149 Bleecker St;New York
Terrace Dining Corp;22 W 135th St;New York
Terrace Restaurant Butler Hall;400 W 119th St;New York
Terramare Café;Italian;
Terramare Café;22 East 65th Street;New York
Terras Gourmet;77 Pearl St;New York
Tevares Restaurant;2316 Amsterdam Ave;New York
Tevere 84 Italian Glatt Kosher;155 E 84th St;New York
Tevere 84 Italian Glatt Kosher;Italian;
Texas Fried Chicken Usa Ltd;4 Park Ave;New York
Texas Rotisserie & Grill;94 Fulton St # 2;New York
Texas Rotisserie & Grill;712 3rd Ave;New York
Texas Star;741 Saint Nicholas Ave # 1;New York
Tgi Fridays;47 E 42nd St;New York
Tgi Fridays;407 Park Ave;New York
Tgi Fridays;21 W 51st St;New York
Tgi Fridays;604 5th Ave;New York
Tgi Fridays;761 7th Ave;New York
Tgi Fridays;750 3rd Ave;New York
Tgi Fridays;430 Lexington Ave;New York
Thady Cons Bar & Restaurant;915 2nd Ave;New York
Thai Chai-Yo;233 9th Avenue;New York
Thai House Cafe;151 Hudson St;New York
Thai Jasmine Ltd;860 9th Ave;New York
Thai Select;472 9th Avenue;New York
Thai Son Vietnamese Rest;89 Baxter Street;New York
Thai Village;Thai;
Thai Village;133 W 3rd St;New York
Thailand Cafe;95 2nd Ave;New York
Thailand Restaurant;106 Bayard St;New York
Thali Indian Vegetarian Inc;Indian;
Thali Indian Vegetarian Inc;28 Greenwich Ave # 1;New York
Thanh Hong Restaurant Inc;30 E Broadway # 4;New York
Thanh Vi Restaurant;137 E Broadway;New York
The Beekman;15 Beekman Street # 17;New York
The Carriage House;219 East 59th Street;New York
The Cupping Room Cafe;359 West Broadway;New York
The Elephant;58 East 1st. St.;New York
The Globe Restaurant;26th Street And Park Ave Sth;New York
The Hideaway;185 Duane Street;New York
The Lobby Lounge af the Algonquin Hotel;59 West 44th Street;
The New Panorama Cafe;303 East 85th St.;New York
The Oak Room;59 West 44th Street;New York
The Organic Grill;123 First Ave;New York
The Overlook;225 East 44th Street;New York
The Red Lion;151 Bleecker St.;New York
The River Room;Riverside Drive at 145th Street;New York
The Riverside Church;490 Riverside Dr.;New York
The Sanctuary;25 1st Avenue;New York
The Village Pourhouse;64 Third Avenue;
Theadore;17 E 13th St;New York
Third & Long;523 3rd Ave;New York
Third Avenue Bagel & Appetizer;1461 3rd Ave;New York
Three Decker Restaurant Inc;1746 2nd Ave # 1;New York
Three Guys Restaurant;49 E 96thmadisson Ave;New York
Three Guys Restaurant;960 Madison Ave;New York
Three Of Cups;83 1st Ave;New York
Three Star Coffee Shop;541 Columbus Ave;New York
Three Stars Restaurant;1462 1st Ave;New York
Tibet Shambala;488 Amsterdam Ave # Ground;New York
Tibet on Houston;136 W Houston @ Sullivan;New York
Tibetan Kitchen;444 3rd Ave;
Tick Tock Diner;481 8th Ave;New York
Tien Fu Restaurant;180 3rd Ave;New York
Tien Garden Inc;170 Allen St;New York
Tijuana Toms;114 Greenwich St;New York
Time Cafe;87 7th Ave S;New York
Time Cafe;380 Lafayette St;New York
Time Cafe;2330 Broadway;New York
Times Square Brewery Rstrnt;160 W 42nd St;New York
Timothys Coffees Of World;200 E 94th St;New York
Tin Hoi Chinese Restaurant;520 E 14th St # 520;New York
Tindo Restaurant Inc;1 Eldridge St;New York
Tio Pepe Restaurant;168 W 4th St;New York
Tipo Romano Inc;359 W 53rd St;New York
Tiramisu Inc;1410 3rd Ave;New York
Titou;259 W 4th St;New York
Tivoli Restaurant;515 3rd Ave # 1;New York
Toad Hall;57 Grand St;New York
Tofu Chinese & Japanese Rstrnt;2741 Broadway;New York
Tokubei 86;314 E 86th St;New York
Tokyo Feast Inc;50 W 55th St;New York
Tokyo Lamen;90 University Pl;New York
Tokyo Lunch;10 John St;New York
Tokyo Pop;2728 Broadway;New York
Toledo Restaurant;6 E 36th St;New York
Tomas 126 Delancey Corp;116 Delancey St;New York
Tomas Restaurant;2148 Amsterdam Ave;New York
Tomoe Sushi;172 Thompson St;New York
Tomotachi Sushi Take Out;204 Spring St;New York
Toms Kitchen;1172 Amsterdam Ave;New York
Toms Restaurant;2880 Broadway;New York
Tong Sing Take Out;2245 1st Ave # 30;New York
Tonic East;411 3rd Ave (Off 29th Street);New York
Tony Di Napoli Restaurant;1606 2nd Ave;New York
Tony Mirenda Restaurant;107 Macombs Pl;New York
Tonys Of Worth St;83 Worth St # 1;New York
Tonys Pizzeria;58 Macdougal St;New York
Tonys Restaurant;265 W 37th St;New York
Tonys Sandwich Shop;83 Baxter St;New York
Top Broccoli Restaurant;304 W 40th St;New York
Top Of The Tower;3 Mitchell Pl;New York
Topaz Thai Restaurant;Thai;
Topaz Thai Restaurant;127 W 56th St # 1;New York
Toppings Restaurant;133 W 14th St;New York
Tops Food Co;139 E Broadway;New York
Toraya Restaurant;300 E 52nd St;New York
Torch;137 Ludlow St;New York
Torre Di Pisa Inc;19 W 44th St;New York
Tortilla Flats Restaurant;767 Washington St;New York
Toscorp;127 7th Ave;New York
Toshi Restaurant Ltd;1144 1st Ave;New York
Totonno's;462 Second Avenue @ 26th Street;New York
Totonnos Manhattan;1544 2nd Ave;New York
Totoya Restaurant;1144 1st Ave;New York
Tout-va-bien Restaurant;311 W 51st St # 1;New York
Tovars Deli;691 10th Ave;New York
Towers Food Service;466 1st Ave;New York
Town & Gardens Ltd;(212) 627-5558;
Town & Gardens Ltd;Pier 64 At 24th St W;New York
Town Crier Restaurant;303 E 53rd St;New York
Town House Inn Restaurant;696 2nd Ave;New York
Townhouse Restaurant;206 E 58th St;New York
Trade Inn Restaurant & Coffee Hse;Path Terminal;New York
Tramway Coffee Shop;1143 2nd Ave;New York
Tran Peter;83 Chrystie St;New York
Trapani;89 South St;New York
Trattoria Alba;233 E 34th St;New York
Trattoria Dellarte;900 7th Ave;New York
Trattoria Dopo Teatro;125 W 44th St;New York
Trattoria I Pagliacci;240 Park Ave S;New York
Trattoria Rustica;343 E 85th St;New York
Trattoria Sambuca;20 W 72nd St;New York
Trattoria Siciliana Restrnt;517 2nd Ave;New York
Trattoria Spaghetto;228 Bleecker St # 232;New York
Trattoria Trecolori Inc;133 W 45th St;New York
Tre Giovani;548 Laguardia Pl;New York
Tre Pomodori;210 E 34th St;New York
Tre Pomodoro Restaurant;1742 2nd Avenue;New York
Treaty Stone Restaurant;233 7th Ave;New York
Trellis;549 Main St;New York
Tres Aztecas;66 Rivington St;New York
Trevi Coffee Shop;48 Union Sq E;New York
Triad Restaurant & Theater;158 W 72nd St;New York
Triangle Pizzeria;246 E 106th St;New York
Triangolo Catering;345 E 83rd St;New York
Tribeca Diner;125 Chambers St;New York
Tribeca Grill Reservations;375 Greenwich St;New York
Tribeca Park Deli;1 Walker St;New York
Tribeca Restaurant & Catering;378 Greenwich St;New York
Tricon Global Restaurant Inc;10 E 40th St # 30;New York
Trieu Tran Restaurant;89 E Broadway;New York
Trilogy Bar & Grill;241 E 73rd St # 1a;New York
Trilogy Restrnt;135 Christopher St;New York
Trio Restaurant & Bar;167 E 33rd Street;New York
Trionfo Ristorante;224 W 51st St;New York
Triple A Restaurant;2061 2nd Ave # 106;New York
Triple Crown Restaurant & Ale;330 7th Ave;New York
Triplets Roumanian Steak House;11 Grand St;New York
Triumph Restaurant Corp;148 Bleecker St;New York
Trolleys Deli & Pizza;325 W 42nd St # 1;New York
Tropica Restaurant;200 Park Ave;New York
Tse Yang Restaurant;34 E 51st St;New York
Tsunami Restaurant;70 W 3rd St;New York
Tu Do Restaurant Corp;119 Bowery;New York
Tu Vuu Phuong Restaurant;209 Grand St;New York
Tucci;206 E 63rd St;New York
Tudor Grill Restaurant;45 Tudor City Pl;New York
Tukasa Inc;60 W 56th St;New York
Tullios Restaurant;17 W 32ndst Lbbby;New York
Tuong Lai Restaurant;245 Grand St;New York
Tupelo Grill;One Penn Plaza (34th & 8th);New York
Turkish Cuisine;631 9th Avenue Frnt;New York
Turkish Grill;195 Bleecker St;New York
Turkish Kitchen;386 3rd Ave;New York
Turkuaz Fine Turkish Cuisine;2637 Broadway;New York
Turtle Bay Cafe;225 E 44th St;New York
