restaurant;in;address1;address2;address3;neighborhood;phone;type;addressGoogle
Upstairs at ‘21’;;21 W 52nd St;between Fifth and Sixth Aves;;Midtown West;(212-265-1900);American;21 W 52nd St
Urban Lobster Shack;;15 Stone St;at Broad St;;Financial District;(212-809-2626);Seafood;15 Stone St
Ushi Wakamaru;;136 W Houston St;between MacDougal and Sullivan Sts;;Greenwich Village;(212-228-4181);Japanese;136 W Houston St
Utsav;1185 Sixth Ave;;between 46th and 47th Sts;entrance on 46th St;Midtown West;(212-575-2525);Indian;
Uva;;1486 Second Ave;at 77th St;;Upper East Side;(212-472-4552);Italian;1486 2nd Ave
V & T Pizza Restaurant;;1024 Amsterdam Ave;between 110th and 111th Sts;;Columbia University–City College;(212-663-1708);Italian;1024 Amsterdam Ave
Vai;;225 W 77th St;between Broadway and Amsterdam Ave;;Upper West Side;(212-362-4500);Italian;225 W 77th St
Valbella;;421 W 13th St;between Ninth Ave and Washington St;;Meatpacking District;(212-645-7777);Italian;421 W 13th St
Van Leeuwen Artisan Ice Cream;;For route and schedule;visit vanleeuwenicecream.com;;Soho;(No phone);American;625 8th Ave
Vanessa’s Dumpling House;;118 Eldridge St;between Broome and Grand Sts;;Lower East Side;(212-625-8008);Chinese;118 Eldridge St
Vanessa’s Dumplings;;220 E 14th St;between Second and Third Aves;;Gramercy/Flatiron;(212-529-1328);Chinese;220 E 14th St
Vatan;;409 Third Ave;between 28th and 29th Sts;;Gramercy/Flatiron;(212-689-5666);Indian;409 3rd Ave
Vegetarian Dim Sum House;;24 Pell St;between Bowery and Mott St;;Chinatown/Little Italy;(212-577-7176);Vegetarian & Organic;24 Pell St
Vegetarian Paradise 2;;144 W 4th St;between MacDougal St and Sixth Ave;;Greenwich Village–Noho;(212-260-7130);Vegetarian & Organic;144 West 4th Street
Vento;;675 Hudson St;between 13th and 14th St;;Meatpacking District;(212-699-2400);Italian;675 Hudson St
VereChocolate;12 W 27th St;;;;;;;
Veritas;;43 E 20th St;between Broadway and Park Ave South;;Gramercy/Flatiron;(212-353-3700);American Creative;43 E 20th St
Vertigo;;354 Third Ave;at 26th St;;Gramercy/Flatiron;(212-696-1011);American;354 3rd Ave
Veselka;;144 Second Ave;at 9th St;;East Village;(212-228-9682);Eastern European;144 2nd Ave
Vespa;;1625 Second Ave;between 84th and 85th Sts;;Upper East Side;(212-472-2050);Italian;1625 2nd Ave
Vespa Cibobuono;;1625 Second Ave;between 84th and 85th Sts;;Upper East Side;(212-472-2050);Italian;1625 2nd Ave
Vestry Wines;;65 Vestry St;at Washington St;;Tribeca;(212-810-2899);Food or Beverage Shop;65 Vestry St
Vesuvio Bakery;;160 Prince St;between West Broadway and Thompson St;;Soho;(212-925-8248);Cafés & diners;160 Prince St
Via;;16 W 21st St;between Fifth and Sixth Aves;;Chelsea;(212-645-5032);Italian;16 W 21st St
Via Della Pace;;48 E 7th St;between First and Second Aves;;East Village;(212-253-5803);Italian;48 E 7th St
Via Emilia;;47 E 21st St;between Broadway and Park Ave South;;Gramercy/Flatiron;(212-505-3072);Italian;47 E 21st St
Via dei Mille;;357 West Broadway;between Broome and Grand Sts;;Soho;(212-431-0080);Italian;357 W Broadway
ViceVersa;;325 W 51st St;between Eighth and Ninth Aves;;Midtown West;(212-399-9265);Italian;325 W 51st St
Vico;;1302 Madison Ave;between 92nd and 93rd Sts;;Upper East Side;(212-876-4160);Italian;1302 Madison Ave
Victor’s Café;;236 W 52nd St;between Broadway and Eighth Ave;;Midtown West;(212-586-7714);Caribbean: Cuban;236 W 52nd St
Viet Café;;345 Greenwich St;between Harrison and Jay Sts;;Tribeca;(212-431-5888);Vietnamese;345 Greenwich St
Villa Berulia;;107 E 34th St;between Park and Lexington Aves;;Midtown East;(212-689-1970);Italian;107 E 34th St
Villa Pazzo;;296 Bleecker St;at Seventh Ave South;;West Village;(212-488-2700);Italian;296 Bleecker St
Village;;62 W 9th St;between Fifth and Sixth Aves;;Greenwich Village;(212-505-3355);French;62 W 9th St
Village Mingala;;21 E 7th St;between Second and Third Aves;;East Village;(212-529-3656);Asian: Burmese;21 E 7th St
Village Mingala;;21–23 E 7th St;between Second and Third Aves;;East Village;(212-260-0457);Asian: Burmese;21 E 7th St
Village Natural;;46 Greenwich Ave;between Sixth and Seventh Aves;;West Village;(212-727-0968);Vegetarian & Organic;46 Greenwich Ave
Village Shawarma;;321 Sixth Ave;at 3rd St;;East Village;(212-924-8700);Middle Eastern;321 6th Ave
Village Yokocho;8 Stuyvesant St;;between Third Ave and 9th St;second floor;East Village;(212-598-3041);Japanese;
Vince & Eddie’s;;70 W 68th St;between Central Park West and Columbus Ave;;Upper West Side;(212-721-0068);American;70 W 68th St
Vino 313;;201 E 31st St;between Second and Third Aves;;Midtown East;(212-725-8466);Italian;201 E 31st St
Vintage Irving;;118A E 15th St;between Union Sq East and Irving Pl;;Gramercy/Flatiron;(212-677-6300);Mediterranean;118A E 15th St
Vintage New York WineBar (CLOSED);;482 Broome St;at Wooster St;;Soho;(212-226-9463);American;482 Broome St
Virgil’s Real BBQ;;152 W 44th St;between Sixth Ave and Broadway;;Midtown West;(212-921-9494);Barbeque;152 W 44th St
Visconti;;39 E 58th St;between Madison and Park Aves;;Midtown East;(212-758-8600);Italian;39 E 58th St
Vittorio Cucina (CLOSED);;308 Bleecker St;between Barrow and Grove Sts;;West Village;(212-463-0730);Italian;308 Bleecker St
Vong;;200 E 54th St;at Third Ave;;Midtown East;(212-486-9592);Thai;200 E 54th St
Vosges Haut-Chocolat;;1100 Madison Ave;at 83rd St;;Upper East Side;(212-717-2929);Food or Beverage Shop;1100 Madison Ave
Vynl;;754 Ninth Ave;between 50th and 51st Sts;;Midtown West;(212-974-2003);Eclectic;754 9th Ave
Vynl;;507 Columbus Ave;between 84th and 85th Sts;;Upper West Side;(212-362-1107);Eclectic;507 Columbus Ave
Waikiki Wally’s;;101 E 2nd St;at First Ave;;East Village;(212-673-8908);Asian: Pan-Asian;101 E 2nd St
Waikiki Wally’s (CLOSED);;101 E 2nd St;at First Ave;;East Village;(212-673-8908);Asian: Pan-Asian;101 E 2nd St
Wakiya;Gramercy Park Hotel;;2 Lexington Ave;at 21st St;Gramercy/Flatiron;(212-995-1330);Chinese;
Waldy’s Woodfired Pizza and Penne;;800 Sixth Ave;between 27th and 28th Sts;;Chelsea;(212-213-5042);Italian;800 6th Ave
Walker’s;;16 North Moore St;at Varick St;;Tribeca;(212-941-0142);American;16 N Moore St
Wall Street Burger Shoppe;;30 Water St;between Broad St and Coenties Slip;;Financial District;(212-425-1000);American;30 Water St
Wallsé;;344 W 11th St;at Washington St;;West Village;(212-352-2300);Austrian;344 W 11th St
Washoku Café;;9 E 37th St;between Fifth and Madison Aves;;Midtown East;(212-686-2233);Japanese;9 E 37th St
Wawa Canteen;;289 Mercer St;at Waverly Pl;;Greenwich Village;(212-473-6162);Korean;289 Mercer St
Westside Sushi;;717 Ninth Ave;between 48th and 49th Sts;;Midtown West;(212-581-2366);Japanese;717 9th Ave
Westville;;210 W 10th St;at Bleecker St;;West Village;(212-741-7971);American;210 W 10th St
Westville East;;173 Ave A;at 11th St;;East Village;(212-677-2033);American;173 Avenue A
Whistlin’ Dixie’s;;714 Eleventh Ave;between 50th and 51st Sts;;Midtown West;(212-349-4370);Mexican;714 11th Ave
White Slab Palace;77 Delancey St;;;;;;;
Whole Foods Market;;270 Greenwich St;at Warren St;;Tribeca;(212-349-6555);Food or Beverage Shop;270 Greenwich St
Whole Foods Market;;95 E Houston St;at Bowery;;Lower East Side;(212-420-1320);Food or Beverage Shop;95 E Houston St
Whole Foods Market Union Square;;40 E 14th St;between Broadway and University Pl;;Gramercy/Flatiron;(212-673-5388);Food or Beverage Shop;40 E 14th St
Whym;;889 Ninth Ave;at 58th St;;Midtown West;(212-315-0088);American;889 9th Ave
Wicker Park;;1469 Third Ave;at 83rd St;;Upper East Side;(212-734-5600);American;1469 3rd Ave
Wild Edibles;Grand Central Market;;Lexington Ave;at 43rd St;Midtown East;(212-687-4255);Food or Beverage Shop;
Wild Edibles;;535 Third Ave;between 35th and 36th Sts;;Midtown East;;Food or Beverage Shop;535 3rd Ave
Wild Edibles;Amish Market;;45th St;between Second and Third Aves;Midtown East;;Food or Beverage Shop;
Wild Edibles;West Side Market;;Seventh Ave;at 14th St;West Village;;Food or Beverage Shop;
Wild Edibles;"Mon–Fri 7am–9pm; Sat 10am–7pm; Sun 11am–6pm";;;;;;;
Wild Ginger;;51 Grove St;between Seventh Ave South and Bleecker St;;West Village;(212-367-7200);Asian: Pan-Asian;51 Grove St
Wild Ginger Pan-Asian Vegan Café;;380 Broome St;between Mott and Mulberry Sts;;Chinatown/Little Italy;(212-966-1883);Vegetarian & Organic;380 Broome St
Wildwood Barbeque;;225 Park Ave South;between 18th and 19th Sts;;Gramercy/Flatiron;(212-533-2500);Barbeque;AMERICAN WOOLEN BUILDING
Wilfie & Nell;228 W 4th St;;;;;;;
William Greenberg Jr. Desserts;;1100 Madison Ave;between 82nd and 83rd Sts;;Upper East Side;(212-744-0304);Cafés & diners;1100 Madison Ave
Wimp’s Sky Café and Martini Bar;;29 W 125 St;between Malcolm X Blvd (Lenox Ave) and Fifth Ave;;Harlem;(212-410-2296);American Regional;29 W 125th St
Win49 (CLOSED);;205 Allen St;between Houston and Stanton Sts;;Lower East Side;(212-353-9494);Japanese;205 Allen St
Winebar;;65 Second Ave;between 3rd and 4th Sts;;East Village;(212-777-1608);Mediterranean;65 2nd Ave
Wogie’s Bar & Grill;;39 Greenwich Ave;at Charles St;;West Village;(212-229-2171);American;39 Greenwich Ave
Wok to Walk;;106 University Pl;between 12th and 13th Sts;;Greenwich Village;(212-206-8584);Asian: Pan-Asian;106 University Pl
Wolf & Lamb Steakhouse;10 E 48th St;;;;;;;
Wolfgang’s Steakhouse;;409 Greenwich St;between Beach and Hubert Sts;;Tribeca;(212-925-0350);Steakhouses;409 Greenwich St
Wolfgang’s Steakhouse;;4 Park Ave;at 33rd St;;Midtown East;(212-889-3369);Steakhouses;Park Ave
Wollensky’s Grill;;201 E 49th St;at Third Ave;;Midtown East;(212-753-0444);Steakhouses;201 E 49th St
Won Jo;;23 W 32nd St;between Fifth Ave and Broadway;;Midtown West;(212-695-5815);Korean;23 W 32nd St
Wondee Siam;;792 Ninth Ave;between 52nd and 53rd Sts;;Midtown West;(212-459-9057);Thai;792 9th Ave
Wondee Siam II;;813 Ninth Ave;between 53rd and 54th Sts;;Midtown West;(917-286-1726);Thai;813 9th Ave
Wondee Siam III;;641 Tenth Ave;between 45th and 46th Sts;;Midtown West;(212-245-4601);Thai;641 Amsterdam Ave
Woo Chon;;8–10 W 36th St;between Fifth and Sixth Aves;;Midtown West;(212-695-0676);Korean;8 W 36th St
Woo Lae Oak;;148 Mercer St;between Houston and Prince Sts;;Soho;(212-925-8200);Korean;148 Mercer St
Woody McHale’s;;234 W 14th St;between Seventh and Eighth Aves;;Chelsea;(212-206-0430);American;234 W 14th St
Woolworth Tower Kitchen;;233 Broadway;at Barclay St;;Financial District;(212-571-2930);American;233 Broadway
World Cafe;;201 Columbus Ave;at 69th St;;Upper West Side;(212-799-8090);American;201 Columbus Ave
Wu Liang Ye;;36 W 48th St;between Fifth and Sixth Aves;;Midtown West;(212-398-2308);Chinese;36 W 48th St
Wu Liang Ye;;338 Lexington Ave;between 39th and 40th Sts;;Midtown East;(212-370-9647);Chinese;338 Lexington Ave
Wu Liang Ye;;215 E 86th St;between Second and Third Aves;;Upper East Side;(212-534-8899);Chinese;215 East 86th St
XO Cafe;;96 Walker St;between Centre and Lafayette Sts;;Chinatown/Little Italy;(212-343-8625);Chinese;96 Walker St
XO Kitchen;;148 Hester St;between Bowery and Elizabeth St;;Chinatown/Little Italy;(212-965-8645);Chinese;148 Hester St
Xai Xai;;365 W 51st St;between Eighth and Ninth Aves;;Midtown West;(212-541-9241);African: South African;365 W 51st St
Xicala Wine & Tapas Bar;;151B Elizabeth St;between Broome and Kenmare Sts;;Chinatown/Little Italy;(212-219-0599);Spanish;151B Elizabeth St
Xinjiang Kebabs;;Division St;at Forsyth St;;Chinatown/Little Italy;(no phone);Chinese;Division St
Xinjiang Kebabs;Get your protein with filling lamb;;;;;;;
Xunta;;174 First Ave;between 10th and 11th Sts;;East Village;(212-614-0620);Spanish;174 1st Avenue
Yaffa Cafe;;97 St. Marks Pl;between First Ave and Ave A;;East Village;(212-674-9302);American;97 St Marks Pl
Yaffa’s T-Room;;19 Harrison St;at Greenwich St;;Tribeca;(212-274-9403);Eclectic;19 Harrison St
Yakiniku Juju;;157 E 28th St;between Lexington and Third Aves;;Gramercy/Flatiron;(212-684-7830);Japanese;157 E 28th St
Yakitori Taisho;;5 St. Marks Pl;between Second and Third Aves;;East Village;(212-228-5086);Japanese;5 St Marks Pl
Yakitori Totto;;251 W 55th St;between Broadway and Eighth Ave;;Midtown West;(212-245-4555);Japanese;251 W 55th St
Yama;;40 Carmine St;between Bedford and Bleecker Sts;;West Village;(212-989-9330);Japanese;40 Carmine St
Yama;;122 E 17th St;at Irving Pl;;Gramercy/Flatiron;(212-475-0969);Japanese;122 E 17th St
Yama;;92 W Houston St;between La Guardia Pl and Thompson St;;Greenwich Village;(212-674-0935);Japanese;92 W Houston St
Yama 49;;308 E 49th St;at Second Ave;;Midtown East;(212-355-3370);Japanese;308 E 49th St
Yatagan Kebab House;;104 MacDougal St;at Bleecker St;;West Village;(212-677-0952);Middle Eastern;104 MacDougal St
Yerba Buena;;23 Ave A;between 1st and 2nd Sts;;East Village;(212-529-2919);Latin American;23 Avenue A
Yi Mei Gourmet Food Inc.;;51 Division St;between Catherine and Market Sts;;Chinatown/Little Italy;(212-925-1921);Chinese;51 Division St
Yo In Yo Out;1569 Lexington Ave;;;;;;;
Yogurtland;;267 Bleecker St;at Morton St;;West Village;(212-206-1824);Eclectic;267 Bleecker St
Yorganic;;3 Hanover Sq;at Beaver St;;Financial District;(212-968-9700);Food or Beverage Shop;3 Hanover Square
York Grill;;1690 York Ave;between 88th and 89th Sts;;Upper East Side;(212-772-0261);American;1690 York Ave
Yoshi Sushi;;131 Ave A;between St. Marks Pl and 9th St;;East Village;(212-420-5909);Japanese;131 Avenue A
You-Chun;;5 W 36th St;between Fifth and Sixth Aves;;Midtown West;(212-239-5000);Korean;5 W 36th St
Yozakura;;168 Ludlow St;between E Houston and Stanton Sts;;Lower East Side;(212-260-2066);Japanese;168 Ludlow St
Yuca Bar;;111 Ave A;at 7th St;;East Village;(212-982-9533);Latin American;111 Avenue A
Yuen Yuen;;61 Bayard St;between Elizabeth and Mott Sts;;Chinatown/Little Italy;(212-406-2100);Chinese;61 Bayard St
Yum Yum 3;;658 Ninth Ave;at 46th St;;Midtown West;(212-956-0639);Thai;658 9th Ave
Yum Yum Bangkok;;650 Ninth Ave;between 45th and 46th Sts;;Midtown West;(212-262-7244);Thai;650 9th Ave
Yuva;;230 E 58th St;between Second and Third Aves;;Midtown East;(212-339-0090);Indian;230 E 58th St
Yvonne Yvonne;;301 W 135th St;between Frederick Douglass Blvd (Eighth Ave) and St. Nicholas Ave;;Harlem;(212-862-1223);Caribbean: Jamaican;301 W 135th St
Yvonne’s Mobile Jamaican Restaurant;;71st St;at York Ave;;Upper East Side;(no phone);Caribbean: Jamaican;E 71st St
Zaitzeff;;72 Nassau St;at John St;;Financial District;(212-571-7272);American;72 Nassau St
Zaitzeff;;18 Ave B;between 2nd and 3rd Sts;;East Village;(212-477-7137);American;18 Avenue B
Zakuro;;143 Second Ave;at 9th St;;East Village;(212-505-5625);Japanese;143 2nd Ave
Zarela;;953 Second Ave;between 50th and 51st Sts;;Midtown East;(212-644-6740);Mexican;953 2nd Ave
Zebú Grill;;305 E 92nd St;between First and Second Aves;;Upper East Side;(212-426-7500);Brazilian;305 E 92nd St
Zemi;;130 Ninth Ave;at 18th St;;Chelsea;(212-924-6950);Eclectic;130 9th Ave
Zen Burger (CLOSED);;465 Lexington Ave;between 45th and 46th Sts;;Midtown East;(212-661-6080);American;465 Lexington Ave
Zen Palate;;663 Ninth Ave;at 46th St;;Midtown West;(212-582-1276);Vegetarian & Organic;663 9th Ave
Zen Palate;;104 John St;at Cliff St;;Financial District;(212-962-4208);Vegetarian & Organic;104 John St
Zen Palate (Closed);;34 Union Sq East;at 16th St;;Gramercy/Flatiron;(212-614-9291);Vegetarian & Organic;34 Union Square E
Zen Palate (Closed);;2170 Broadway;between 76th and 77th Sts;;Upper West Side;(212-501-7768);Vegetarian & Organic;2170 Broadway
Zereouè Restaurant & Bar;;13 East 37th St;between Fifth and Madison Aves;;Midtown East;(212-679-9355);African: West African;13 E 37th St
Zereoué;;13 E 37th St;between Fifth and Madison Aves;;Midtown East;(212-679-9355);African: West African;13 E 37th St
Zerza Mediterrano;;308 E 6th St;between First and Second Aves;;East Village;(212-529-8250);Moroccan;308 E 6th St
Zeytin;;519 Columbus Ave;at 85th St;;Upper West Side;(212-579-1145);Turkish;519 Columbus Ave
Zibetto Espresso Bar;;1385 Sixth Ave;at 56th St;;Midtown East;(no phone);Previews;1385 6th Ave
Zibetto Espresso Bar;;102 Fulton St;at William St;;Financial District;(no phone);Previews;102 Fulton St
Ziggiz;;333 Third Ave;between 24th and 25th Sts;;Gramercy/Flatiron;(212-683-3663);American;333 3rd Ave
Zoma;;2084 Frederick Douglass Blvd (Eighth Ave);at 113th St;;Harlem;(212-662-0620);African: Ethiopian;2084 Frederick Douglass Blvd
Zona Rosa;;40 W 56th St;between Fifth and Sixth Aves;;Midtown West;(212-247-2800);Mexican;40 W 56th St
Zona Rosa (CLOSED);40 W 56th St;;;;;;;
Zoë;;90 Prince St;between Broadway and Mercer St;;Soho;(212-966-6722);American Creative;90 Prince St
Zucchero e Pomodori;;1431 Second Ave;between 74th and 75th Sts;;Upper East Side;(212-585-2100);Italian;1431 2nd Ave
Zucco: Le French Diner;;188 Orchard St;between Houston and Stanton Sts;;Lower East Side;(212-677-5200);French;188 Orchard St
Zuni;;598 Ninth Ave;between 42nd and 43rd Sts;;Midtown West;(212-765-7626);American Regional;598 9th Ave
Zé Cafe;;398 E 52nd St;at First Ave;;Midtown East;(212-758-1944);Eclectic;398 E 52nd St
Zócalo;Grand Central Terminal;;Lower Concourse;42nd St;at Park Ave;Midtown East;(212-687-5666);
Zócalo (CLOSED);;174 E 82nd St;between Lexington and Third Aves;;Upper East Side;(212-717-7772);Mexican;174 E 82nd St
aKa Café (CLOSED);;49 Clinton St;between Rivington and Stanton Sts;;Lower East Side;(212-979-6096);Eclectic;49 Clinton St
at65;AliceTully Hall;;;;;;;
bar.vetro;;222 E 58th St;between Second and Third Aves;;Midtown East;(212-308-0112);Italian;222 E 58th St
barmarché;;14 Spring St;at Elizabeth St;;Chinatown/Little Italy;(212-219-9542);American;14 Spring St
daBhang Café;;45 W 8th St;between Fifth and Sixth Aves;;Greenwich Village;(212-475-1711);Cafés & diners;45 W 8th St
davidburke & donatella;;133 E 61st St;between Park and Lexington Aves;;Upper East Side;(212-813-2121);American Creative;133 E 61st St
dell’anima;;38 Eighth Ave;at Jane St;;West Village;(212-366-6633);Italian;38 8th Ave
eighty one;;45 W 81st St;between Columbus Ave and Central Park West;;Upper West Side;(212-873-8181);American;45 W 81st St
elmo;156 Seventh Ave;;;;;;;
i Trulli;;122 E 27th St;between Park Ave South and Lexington Ave;;Gramercy/Flatiron;(212-481-7372);Italian;122 E 27th St
il Buco;;47 Bond St;between Lafayette St and Bowery;;East Village;(212-533-1932);Italian;47 Bond St
ilili;;236 Fifth Ave;between 27th and 28th Sts;;Gramercy/Flatiron;(212-683-2929);Middle Eastern;236 5th Ave
just salad;;320 Park Ave;;;Midtown East;(212-758-8900);Cafés;320 Park Ave
wd~50;;50 Clinton St;between Rivington and Stanton Sts;;Lower East Side;(212-477-2900);American Creative;50 Clinton St
Ñ;;33 Crosby St;between Broome and Grand Sts;;Soho;(212-219-8856);Spanish;33 Crosby St
öko;;137 First Ave;between St. Marks Pl and E 9th St;;East Village;(212-228-3321);Food or Beverage Shop;137 1st Avenue
‘21’ Club;;21 W 52nd St;between Fifth and Sixth Aves;;Midtown West;(212-582-7200);American;21 W 52nd St
