restaurant;address;addressFix
Totonnos Manhattan;1544 2nd Ave;1544 2nd Ave, New York, NY 10028, USA
Totoya Restaurant;1144 1st Ave;1144 1st Avenue, New York, NY 10065, USA
Tout-va-bien Restaurant;311 W 51st St # 1;311 W 51st St # 1
Tovars Deli;691 10th Ave;691 10th Ave, New York, NY 10036, USA
Towers Food Service;466 1st Ave;466 1st Ave
Town & Gardens Ltd;(212) 627-5558;(212) 627-5558
Town & Gardens Ltd;Pier 64 At 24th St W;Pier 64 At 24th St W
Town Crier Restaurant;303 E 53rd St;303 E 53rd St, New York, NY 10022, USA
Town House Inn Restaurant;696 2nd Ave;696 2nd Ave, New York, NY 10016, USA
Townhouse Restaurant;206 E 58th St;206 E 58th St, New York, NY 10022, USA
Trade Inn Restaurant & Coffee Hse;Path Terminal;Path Terminal
Tramway Coffee Shop;1143 2nd Ave;1143 2nd Ave, New York, NY 10065, USA
Tran Peter;83 Chrystie St;83 Chrystie St, New York, NY 10002, USA
Trapani;89 South St;89 South St, New York, NY 10038, USA
Trattoria Alba;233 E 34th St;233 E 34th St, New York, NY 10016, USA
Trattoria Dellarte;900 7th Ave;900 7th Ave, New York, NY 10019, USA
Trattoria Dopo Teatro;125 W 44th St;125 W 44th St, New York, NY 10036, USA
Trattoria I Pagliacci;240 Park Ave S;240 Park Ave S, New York, NY 10003, USA
Trattoria Rustica;343 E 85th St;343 E 85th St, New York, NY 10028, USA
Trattoria Sambuca;20 W 72nd St;20 W 72nd St, New York, NY 10023, USA
Trattoria Siciliana Restrnt;517 2nd Ave;517 2nd Ave, New York, NY 10016, USA
Trattoria Spaghetto;228 Bleecker St # 232;228 Bleecker St #232, New York, NY 10014, USA
Trattoria Trecolori Inc;133 W 45th St;133 W 45th St, New York, NY 10036, USA
Tre Giovani;548 Laguardia Pl;548 LaGuardia Pl, New York, NY 10012, USA
Tre Pomodori;210 E 34th St;210 E 34th St, New York, NY 10016, USA
Tre Pomodoro Restaurant;1742 2nd Avenue;1742 2nd Ave, New York, NY 10128, USA
Treaty Stone Restaurant;233 7th Ave;233 7th Ave, Venice, CA 90291, USA
Trellis;549 Main St;549 Main St, Blandon, PA 19510, USA
Tres Aztecas;66 Rivington St;66 Rivington St, New York, NY 10002, USA
Trevi Coffee Shop;48 Union Sq E;48 Union Square E, New York, NY 10003, USA
Triad Restaurant & Theater;158 W 72nd St;158 W 72nd St, New York, NY 10023, USA
Triangle Pizzeria;246 E 106th St;246 E 106th St
Triangolo Catering;345 E 83rd St;345 E 83rd St, New York, NY 10028, USA
Tribeca Diner;125 Chambers St;125 Chambers St, New York, NY 10007, USA
Tribeca Grill Reservations;375 Greenwich St;375 Greenwich St, New York, NY 10013, USA
Tribeca Park Deli;1 Walker St;1 Walker St, Northcote VIC 3070, Australia
Tribeca Restaurant & Catering;378 Greenwich St;378 Greenwich St, New York, NY 10013, USA
Tricon Global Restaurant Inc;10 E 40th St # 30;10 E 40th St #30, New York, NY 10016, USA
Trieu Tran Restaurant;89 E Broadway;89 E Broadway
Trilogy Bar & Grill;241 E 73rd St # 1a;241 E 73rd St #1a, New York, NY 10021, USA
Trilogy Restrnt;135 Christopher St;135 Christopher St, New York, NY 10014, USA
Trio Restaurant & Bar;167 E 33rd Street;167 E 33rd St, New York, NY 10016, USA
Trionfo Ristorante;224 W 51st St;224 W 51st St, New York, NY 10019, USA
Triple A Restaurant;2061 2nd Ave # 106;2061 2nd Ave #106, New York, NY 10029, USA
Triple Crown Restaurant & Ale;330 7th Ave;330 7th Ave, New York, NY 10001, USA
Triplets Roumanian Steak House;11 Grand St;11 Grand St, New York, NY 10013, USA
Triumph Restaurant Corp;148 Bleecker St;148 Bleecker St, New York, NY 10012, USA
Trolleys Deli & Pizza;325 W 42nd St # 1;325 W 42nd St #1, New York, NY 10036, USA
Tropica Restaurant;200 Park Ave;MetLife Building, 200 Park Ave, New York, NY 10166, USA
Tse Yang Restaurant;34 E 51st St;34 E 51st St, New York, NY 10022, USA
Tsunami Restaurant;70 W 3rd St;70 W 3rd St, New York, NY 10012, USA
Tu Do Restaurant Corp;119 Bowery;119 Bowery, New York, NY 10002, USA
Tu Vuu Phuong Restaurant;209 Grand St;209 Grand St, New York, NY 10013, USA
Tucci;206 E 63rd St;206 E 63rd St, New York, NY 10065, USA
Tudor Grill Restaurant;45 Tudor City Pl;45 Tudor City Pl, New York, NY 10017, USA
Tukasa Inc;60 W 56th St;60 W 56th St, New York, NY 10019, USA
Tullios Restaurant;17 W 32ndst Lbbby;17 W 32nd St, New York, NY 10001, USA
Tuong Lai Restaurant;245 Grand St;245 Grand St
Tupelo Grill;One Penn Plaza (34th & 8th);1 Pennsylvania Plaza, New York, NY 10119, United States
Turkish Cuisine;631 9th Avenue Frnt;631 9th Ave, New York, NY 10036, USA
Turkish Grill;195 Bleecker St;195 Bleecker St, New York, NY 10012, USA
Turkish Kitchen;386 3rd Ave;386 3rd Ave
Turkuaz Fine Turkish Cuisine;2637 Broadway;2637 Broadway, New York, NY 10025, USA
Turtle Bay Cafe;225 E 44th St;225 E 44th St, New York, NY 10017, USA
Turtle Bay Grill & Lounge;987 Second Avenue;987 2nd Ave, New York, NY 10022, USA
Tuscan Square;16 W 51st St;16 W 51st St, New York, NY 10111, USA
Tuscan Steak;622 3rd Ave.;622 3rd Ave, New York, NY 10017, USA
Tuscany;61 W 55th St # 1;61 W 55th St #1, New York, NY 10019, USA
Tutta Pasta Restaurant;26 Carmine St;26 Carmine St, New York, NY 10014, USA
Tutta Pasta Restaurant;504 Laguardia Pl # 1;504 LaGuardia Pl #1, New York, NY 10012, USA
Twenty First Century Rstrnt;336 E 23rd St;336 E 23rd St, New York, NY 10010, USA
Twenty Warren St Food Corp;20 Warren St;20 Warren St, New York, NY 10007, USA
Twin Doughnut;67 W 23rd St;67 W 23rd St, New York, NY 10010, USA
Twins;;
Two Boots To Go Inc;42 Avenue A;42 Avenue A, New York, NY 10009, USA
Two Boots To Go West;75 Greenwich Ave;75 Greenwich Ave, New York, NY 10014, USA
Two Rancheros Restaurant The;509 9th Ave # 38;509 9th Ave #38, New York, NY 10018, USA
Two Rooms;313 E 58th St;313 E 58th St, New York, NY 10022, USA
Tycoon (Inside Cheetas Gentlemans Club);252 West 43rd Street;252 West 43rd Street
Tycoon Donuts;85 Canal St;85 Canal St, New York, NY 10002, USA
Typhoon Brewery;22 E 54th St;22 E 54th St, New York, NY 10022, USA
U Like;4762 Broadway;4762 Broadway, New York, NY 10034, USA
U Like Chinese Restaurant;747 Columbus Ave;747 Columbus Ave, New York, NY 10025, USA
U Patel Incorp;475 5th Ave;475 5th Ave, New York, NY 10017, USA
Ukrainian East Vlg Restaurant Inc;140 2nd Ave;140 2nd Ave, New York, NY 10003, USA
Uncle Chans Restaurant;391 8th Ave;391 8th Ave, New York, NY 10001, USA
Uncle Moes Burritos;14 W 19th St;14 W 19th St, New York, NY 10011, USA
Uncle Nick's Greek Cuisine;747 9th Avenue Frnt;747 9th Ave, New York, NY 10019, USA
Uncle Nicks Greek Cuisine;569 Hudson St;569 Hudson St, New York, NY 10014, USA
Uncle Vanya;315 W 54th St;315 W 54th St, New York, NY 10019, USA
Under D Tree;2086 Adam Clayton Powell Jr Blvd;2086 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA
Underground Pizzeria;205 Pearl St;205 Pearl St
Unicorn Restaurant;2170 3rd Ave;2170 3rd Ave, New York, NY 10035, USA
Union Bar;204 Park Ave S # Ground;204 Park Ave S # Ground, Steamboat Springs, CO 80487, USA
Union Pacific Restaurant;111 E 22nd St;111 E 22nd St, New York, NY 10010, USA
Union Square Cafe;21 E 16th St # 1;21 E 16th St #1, Bayonne, NJ 07002, USA
Union Square Noodle Shop;76 3rd Ave;76 3rd Ave, Brooklyn, NY 11217, USA
Unique Fast Food 16 Inc;16 Pell St;16 Pell St, New York, NY 10013, USA
United Fried Chicken;567 Lenox Ave;567 Lenox Ave, New York, NY 10037, USA
University Place Restaurant;101 University Pl;101 University Pl, New York, NY 10003, USA
Until Four;251 W 55th St;251 W 55th St, New York, NY 10019, USA
Up Down & Out;765 Washington St;765 Washington St, New York, NY 10014, USA
Uptown Juice Bar;54 W 125th St;54 W 125th St, New York, NY 10027, USA
Uptown Restaurant & Lounge;1576 Third Avenue;1576 3rd Ave, New York, NY 10128, USA
Urban Grill;1613 2nd Ave;1613 2nd Ave, New York, NY 10075, USA
Usagi Restaurant;251 Lexington Ave;251 Lexington Ave, New York, NY 10016, USA
Utopia;267 Amsterdam Ave;267 Amsterdam Ave, New York, NY 10023, USA
Utopia West Restaurant Corp;338 8th Ave;338 8th Ave, New York, NY 10001, USA
V & A Deli & Pizza;817 2nd Ave;817 2nd Ave, New York, NY 10017, USA
V & T Restaurant;1024 Amsterdam Ave;1024 Amsterdam Ave, New York, NY 10025, USA
Va Bene Restaurant;1589 2nd Ave;1589 2nd Ave, New York, NY 10028, USA
VaTutto;23 Cleveland Place;23 Cleveland Pl, New York, NY 10012, USA
Valdino West;581 Hudson Street;581 Hudson St, New York, NY 10014, USA
Van West Restaurant;247 W 72nd St;247 W 72nd St, New York, NY 10023, USA
Vandam Diner;12 Vandam St;12 Vandam St, New York, NY 10013, USA
Vargas Restaurant;143 Spring St;143 Spring St, New York, NY 10012, USA
Varick Cafe;175 Varick St;175 Varick St, New York, NY 10014, USA
Vatan Indian Restaurant;409 3rd Ave;409 3rd Ave, New York, NY 10016, USA
Vege Vege Ii;544 3rd Ave # 1;544 3rd Ave #1, New York, NY 10016, USA
Vegetarians Paradise - Village- V P 2;144 West 4th Street;144 West 4th Street, New York, NY 10012, USA
Vegetarians Paradise 2;140 W 4th St # 1;140 West 4th Street #1, New York, NY 10012, USA
Vegetarians Paradise Mott St;33 Mott St;33 Mott St, New York, NY 10013, USA
Velli Restaurant;132 W Houston St;132 W Houston St, New York, NY 10012, USA
Vento Jo;1050 2nd Ave;1050 2nd Ave, New York, NY 10022, USA
Venue;505 Columbus Ave;505 Columbus Ave, New York, NY 10024, USA
Verbena Restaurant;54 Irving Pl;54 Irving Pl
Verdis;123 W 39th St;123 W 39th St, New York, NY 10018, USA
Vergina;231 E 53rd St;231 E 53rd St, New York, NY 10022, USA
Vermicelli;1492 2nd Ave # Ground;1492 2nd Ave, New York, NY 10075, USA
Vermouth;355 Amsterdam Ave;355 Amsterdam Ave, New York, NY 10024, USA
Vernaces Ristorante Italiano;252 Bleecker St;252 Bleecker St, New York, NY 10014, USA
Veronica Ristorante Italiano;240 W 38th St;240 W 38th St, New York, NY 10018, USA
Veselka Restaurant;144 2nd Ave;144 2nd Ave, New York, NY 10003, USA
Vespa Restaurant;1625 2nd Ave;1625 2nd Ave, New York, NY 10028, USA
Via Brasil Inc;34 W 46th St;34 W 46th St, New York, NY 10036, USA
Via Della Pace;48 East 7th Street;48 E 7th St, New York, NY 10003, USA
Via Italia Inc;45 W 46th St;45 W 46th St, New York, NY 10036, USA
Via Oreto Italian Restaurant;1121 1st Ave;1121 1st Avenue, New York, NY 10065, USA
Viand Coffee Shop Of;1011 Madison Ave;1011 Madison Ave, New York, NY 10075, USA
Viand Coffee Shop Of 61st St;673 Madison Ave;673 Madison Ave, New York, NY 10065, USA
Viand Coffee Shop Of 86 St;300 E 86th St # 1;300 East 86th St #1, New York, NY 10028, USA
Viande Restaurant Corp;555 W 42nd St # 1;555 W 42nd St #1, New York, NY 10036, USA
Vic Sam Restaurant Inc;114 Christopher St;114 Christopher St, New York, NY 10014, USA
Viceroy Restaurant & Bar;160 8th Avenue;160 8th Ave, New York, NY 10011, USA
Vico Madison Av Ristorante;1302 Madison Ave;1302 Madison Ave, New York, NY 10128, USA
Vicolo;55 Greenwich Ave;55 Greenwich Ave, New York, NY 10014, USA
Victor's Cafe 52;Cater;Cater
Victor's Cafe 52;236 W. 52;236 W 52nd St, New York, NY 10019, USA
Victoria Restaurant;1042 2nd Ave;1042 2nd Ave, New York, NY 10022, USA
Victors University Place Inc;30 Vesey St # 1802;30 Vesey St #1802, New York, NY 10007, USA
Victory Cafe;1604 3rd Ave;1604 3rd Ave
Video Diner Club Ltd;357 West St;357 West St, New York, NY 10014, USA
Vienesse Gourmet Deli;475 Lexington Ave;475 Lexington Ave, New York, NY 10017, USA
Vietnam Restaurant;11 Doyers St;11 Doyers St, New York, NY 10013, USA
View Restaurant;1535 Broadway;1535 Broadway, New York, NY 10036, USA
Villa Berulia Restaurant Inc;107 E 34th St;107 E 34th St, New York, NY 10016, USA
Villa Castillo Restaurant;94 Avenue C;94 Loisaida Ave, New York, NY 10009, USA
Villa Juana Restaurant;143 Sherman Ave;143 Sherman Ave
Villa Mosconi Restaurant;69 Macdougal St;69 MacDougal St, New York, NY 10012, USA
Village;62 West 9th Street;62 W 9th St, New York, NY 10011, USA
Village Atelier;436 Hudson St;436 Hudson St
Village Crown;96 3rd Ave # 1;96 3rd Ave #1, New York, NY 10003, USA
Village Den Inc;225 W 12th St;225 W 12th St, New York, NY 10011, USA
Village Doughnut Inc;321 6th Ave;321 6th Ave, New York, NY 10014, USA
Village Fried Chicken;1739 Amsterdam Ave;1739 Amsterdam Ave, New York, NY 10031, USA
Village Idiot;355 W 14th St;355 W 14th St, New York, NY 10014, USA
Village Lantern;167 Bleecker St;167 Bleecker St, New York, NY 10012, USA
Village Restaurant;35 1st Ave;35 1st Ave
Vince & Ediies;70 W 68th St;70 W 68th St, New York, NY 10023, USA
Vincents Clam Bar;119 Mott St;119 Mott St, New York, NY 10013, USA
Vincents Clam Bar;Italian;Italian
Vincis Brothers Pizza Corp;1122 1st Ave;1122 1st Avenue, New York, NY 10065, USA
Vintage Irving;118a East 15th Street;118A E 15th St, New York, NY 10003, USA
Vintage Restaurant Inc;753 9th Ave;753 9th Ave, New York, NY 10019, USA
Vintonis;205 Pearl St;205 Pearl St
Violet Inc;79 Washington Sq E;79 Washington Square E, New York, NY 10003, USA
Virgil's Barbecue;152 West 44th Street Frnt;152 W 44th St, New York, NY 10036, United States
Viva Pancho West 44th Street;156 W 44th St;156 W 44th St, New York, NY 10036, USA
Viviana Restaurant;3855 10th Ave;3855 10th Ave
Volare Restaurant Corp;147 W 4th St;147 W Fourth St, Boston, MA 02127, USA
Vong;200 E 54th St;200 E 54th St, New York, NY 10022, USA
Vuli Restaurant;134 E 48th St;134 E 48th St, New York, NY 10017, USA
Vynl Diner;824 9th Ave;824 9th Ave, New York, NY 10019, USA
W K Restaurant Inc;42 Bowery;42 Bowery, New York, NY 10013, USA
Wa Lung Kitchen;557 Grand St;557 Grand St, New York, NY 10002, USA
Wah Hing Coffee Shop;70 Forsyth St;70 Forsyth St, New York, NY 10002, USA
Wah Sing Leu Corp;72 Bayard St;72 Bayard St, New York, NY 10013, USA
Wai Lee;940 Amsterdam Ave;940 Amsterdam Ave, New York, NY 10025, USA
Wako International Corp;155 E 52nd St # 19;155 E 52nd St #19, New York, NY 10022, USA
Waldorf Bar & Grill;876 3rd Ave;876 3rd Ave NE, Issaquah, WA 98029, USA
Walkers Restaurant;16 N Moore St;16 N Moore St, New York, NY 10013, USA
Wall Street Club;70 Broadway;70 Broadway, Dobbs Ferry, NY 10522, USA
Wall Street Deli;1230 Avenue Of The Americas;1230 6th Ave, New York, NY 10020, USA
Wall Street Kitchen & Bar Inc;70 Broad St;70 Broad St, New York, NY 10004, USA
Wallys Place Restaurant & Bar;59 Bayard St;59 Bayard St, New York, NY 10013, USA
Wan Chum Kitchen;57 Pitt St;57 Pitt St, New York, NY 10002, USA
Washington Place;75 Washington Pl;75 Washington Pl, New York, NY 10011, USA
Water Club;500 E 30th St;500 E 30th St, New York, NY 10016, USA
Water Club Banquets;Waterfront;Waterfront
Water Club Banquets;500 E 30th St;500 E 30th St, New York, NY 10016, USA
Water Moon;467 Columbus Avenue;467 Columbus Ave, New York, NY 10024, USA
Waterfront Ale House;540 2nd Ave;540 2nd Ave
Waterfront Ale House;Waterfront;Waterfront
Waterloo;145 Charles St;Via Charles Gounod, 20092 Cinisello Balsamo MI, Italy
Waterstone Grill;79 Pearl Street Broad street;79 Pearl St, New York, NY 10004, USA
Wave Japanese Restaurant;21 S End Ave # 1;21 South End Ave #1, New York, NY 10280, USA
Waverly Coffee Shop & Restaurant;19 Waverly Pl;19 Waverly Pl, New York, NY 10003, USA
Waverly Inn Ye;16 Bank St;16 Bank St
Waverly Restaurant;385 Avenue Of The Americas;385 6th Ave, New York, NY 10014, USA
Wei Chong Wei;88 E Broadway;88 E Broadway, New York, NY 10002, USA
Wellington Restaurant;190 7th Ave;190 7th Ave, New York, NY 10011, USA
Wells Restaurant;2247 7th Ave;2247 7th Ave, New York, NY 10036, USA
Wendys;1211 Avenue Of The Americas;1211 6th Ave, New York, NY 10036, United States
Wendys;26 E 23rd St;26 E 23rd St, New York, NY 10010, USA
Wendys;3935 Broadway;3935 County Rd E E, Sheboygan Falls, WI 53085, USA
Wendys;433 7th Ave # 1;433 7th Ave APT 1, Brooklyn, NY 11215, USA
Wendys;447 Lexington Ave;447 Lexington Ave, New York, NY 10017, USA
Wendys;85 Nassau St;85 Nassau St, New York, NY 10038, USA
Wendys;650 Broadway # 1;650 Broadway #1, New York, NY 10012, USA
Wendys;American;American
Wendys;957 3rd Ave;957 3rd Ave, New York, NY 10022, USA
Wendys;117 Beekman St;117 Beekman St, New York, NY 10038, USA
West 63 Street Steak House;44 W 63rd St;44 W 63rd St., New York, NY 10023, USA
West 63rd Street Steakhouse;44 W 63rd St;44 W 63rd St., New York, NY 10023, USA
West Bank Cafe;407 W 42nd St;407 W 42nd St, New York, NY 10036, USA
West End Cottage Restaurant;212 W 72nd St;212 W 72nd St, New York, NY 10023, USA
West Four Cafe;140 W 4th St;140 West 4th Street, New York, NY 10012, USA
West Market Diner;659 W 131st St;659 W 131st St, New York, NY 10027, USA
West Saigon Inc;Vietnamese;Vietnamese
West Saigon Inc;2381 Broadway;2381 Broadway, New York, NY 10024, USA
West Side Bistro;207 W 94th St;207 W 94th St, New York, NY 10025, USA
West Side Chefs;315 W. 57th;315 W 57th St, New York, NY 10019, USA
West Side Cottage Inc;788 9th Ave;788 9th Ave, New York, NY 10019, USA
West Side Diner;360 9th Ave;360 9th Ave, New York, NY 10001, USA
Westerly Restrnt;923 8th Ave;923 8th Ave, New York, NY 10019, USA
Western Seaworld;57 9th Ave;57 9th Ave
Westside Brewing Company;340 Amsterdam Ave;340 Amsterdam Ave, New York, NY 10024, USA
Westside Coffee Shop Ii;323 Church St;323 Church St, San Francisco, CA 94114, USA
Westside Cottage Ii;689 9th Ave # 1;689 9th Ave #1, New York, NY 10036, USA
Westside Diner;889 10th Ave;889 10th Ave, New York, NY 10019, USA
Westside Restaurant Inc;2020 Broadway # 69;2020 Broadway #69, New York, NY 10023, USA
Westway Diner Inc;914 9th Ave;914 9th Ave S, Hopkins, MN 55343, USA
Westway Diner Inc;Diner;Diner
Where Its At;58 W 91st St # 8;58 W 91st St #8, New York, NY 10024, USA
Whiskey;235 W 46th St;235 W 46th St, New York, NY 10036, USA
White Hourse Tavern;567 Hudson St;567 Hudson St, New York, NY 10014, USA
Whitehall Deli;27 Whitehall St;27 Whitehall St, New York, NY 10004, USA
Whitehorse Tavern;25 Bridge St;25 Bridge St, South Dartmouth, MA 02748, USA
Whitehouse Travel Co Inc;110 Greene St # 404;110 Greene St #404, New York, NY 10012, USA
Whos On First;1683 1st Ave;1683 1st Avenue, New York, NY 10128, USA
Wicked Wolf Restaurant;1442 1st Ave;1442 1st Avenue, New York, NY 10021, USA
Wickers;43 Crosby St;43 Crosby St, New York, NY 10012, USA
Wild Flowers;60 E 42nd St;60 E 42nd St, New York, NY 10165, USA
Wild Flowers;149 W 36th St # 4;149 W 36th St #4, New York, NY 10018, USA
Wild Ginger;226 E 51st Street;226 E 51st St, New York, NY 10022, USA
Wild Green Cafe;1555 3rd Ave;1555 3rd Ave, New York, NY 10128, USA
Wild Thyme Restaurant;1603 2nd Ave;1603 2nd Ave, New York, NY 10028, USA
Wilkinsons Seafood Cafe;1573 York Ave;1573 York Ave, New York, NY 10028, USA
Williamss Fifth Av Cafe;18 E 13th St;18 E 13th St, New York, NY 10003, USA
Willie Burger;381 W 125th St;381 W 125th St, New York, NY 10027, USA
Willies Burgers;274 W 145th St;274 W 145th St, New York, NY 10039, USA
Willies Restaurant;224 W 49th St # 1;224 W 49th St #1, New York, NY 10019, USA
Willys Bar & Grill;1538 2nd Ave;1538 2nd Ave, New York, NY 10028, USA
Wilsons Bakery & Restaurant;1980 Amsterdam Ave;1980 Amsterdam Ave, New York, NY 10032, USA
Win Hop Restaurant Inc;51 Bayard St;51 Bayard St
Win Rock Restaurant;16 Bowery Frnt;16 Bowery Frnt
Win Won Restaurant;10 Liberty Pl;10 Liberty St, New York, NY 10005, USA
Windfall;23 W. 39th Street;23 W 39th St, New York, NY 10018, USA
Windows On The World;1 World Trade Ctr # 107;285 Fulton St, New York, NY 10007, United States
Wine & Apples Restaurant;117 W 57th St;117 W 57th St, New York, NY 10019, USA
Wing Hing Restaurant;2413 2nd Ave;2413 2nd Ave, New York, NY 10035, USA
Wing Hing Restaurant Inc;36 W 33rd St;36 W 33rd St, New York, NY 10001, USA
Wing Lee Kitchen;52 Sherman Ave;52 Sherman Ave, Jersey City, NJ 07307, USA
Wing Shoon Restaurant;165 E Broadway;165 E Broadway, New York, NY 10002, USA
Wing Sing Chinese Restaurant;1863 Lexington Ave;1863 Lexington Ave
Wing Wah Fast Food Restaurant Inc;60 W 48th St;60 W 48th St, New York, NY 10036, USA
Wing Wah Restaurant;2308 1st Ave;2308 1st Avenue, New York, NY 10035, USA
Wing Wong Inc;111 Lafayette St;111 Lafayette St, Stamford, CT 06902, USA
Wing Yuan Kitchen Restaurant;421 2nd Ave;421 Second Ave, Atlanta, GA 30317, USA
Wings Of Westwood;126 Chambers St;126 Chambers St, New York, NY 10007, USA
Winnies Bar & Restaurant;104 Bayard St;104 Bayard St, New York, NY 10013, USA
Winter Garden Cafe;2 World Financial Ctr;2 World Financial Ctr
Wire International Inc;333 Hudson St;333 Hudson St, New York, NY 10013, USA
Wit Inc;554 5th Ave # 6;554 5th Ave #6, New York, NY 10036, USA
Wo Hop Kitchen;2923 8th Ave;2923 Frederick Douglass Blvd, New York, NY 10039, USA
Wo Hop Restaurant;17 Mott St;17 Mott St, New York, NY 10013, USA
Wo On Restaurant Inc;16 Mott St;16 Mott St, New York, NY 10013, USA
Wogies;39 Greenwich Avenue;39 Greenwich Ave, New York, NY 10014, USA
Wok & Roll;901 6th Ave;901 S 6th Ave, Hacienda Heights, CA 91745, USA
