restaurant;address;country;addressGoogle
Trattoria Sambuca;20 W 72nd St;New York;20 W 72nd St
Trattoria Siciliana Restrnt;517 2nd Ave;New York;517 2nd Ave
Trattoria Spaghetto;228 Bleecker St # 232;New York;228 Bleecker St #232
Trattoria Trecolori Inc;133 W 45th St;New York;133 W 45th St
Tre Giovani;548 Laguardia Pl;New York;548 LaGuardia Pl
Tre Pomodori;210 E 34th St;New York;210 E 34th St
Tre Pomodoro Restaurant;1742 2nd Avenue;New York;1742 2nd Ave
Treaty Stone Restaurant;233 7th Ave;New York;233 7th Ave
Trellis;549 Main St;New York;549 Main St
Tres Aztecas;66 Rivington St;New York;66 Rivington St
Trevi Coffee Shop;48 Union Sq E;New York;48 Union Square E
Triad Restaurant & Theater;158 W 72nd St;New York;158 W 72nd St
Triangle Pizzeria;246 E 106th St;New York;246 E 106th St
Triangolo Catering;345 E 83rd St;New York;345 E 83rd St
Tribeca Diner;125 Chambers St;New York;125 Chambers St
Tribeca Grill Reservations;375 Greenwich St;New York;375 Greenwich St
Tribeca Park Deli;1 Walker St;New York;1 Walker St
Tribeca Restaurant & Catering;378 Greenwich St;New York;378 Greenwich St
Tricon Global Restaurant Inc;10 E 40th St # 30;New York;10 E 40th St #30
Trieu Tran Restaurant;89 E Broadway;New York;89 E Broadway
Trilogy Bar & Grill;241 E 73rd St # 1a;New York;241 E 73rd St #1a
Trilogy Restrnt;135 Christopher St;New York;135 Christopher St
Trio Restaurant & Bar;167 E 33rd Street;New York;167 E 33rd St
Trionfo Ristorante;224 W 51st St;New York;224 W 51st St
Triple A Restaurant;2061 2nd Ave # 106;New York;2061 2nd Ave #106
Triple Crown Restaurant & Ale;330 7th Ave;New York;330 7th Ave
Triplets Roumanian Steak House;11 Grand St;New York;11 Grand St
Triumph Restaurant Corp;148 Bleecker St;New York;148 Bleecker St
Trolleys Deli & Pizza;325 W 42nd St # 1;New York;325 W 42nd St #1
Tropica Restaurant;200 Park Ave;New York;MetLife Building
Tse Yang Restaurant;34 E 51st St;New York;34 E 51st St
Tsunami Restaurant;70 W 3rd St;New York;70 W 3rd St
Tu Do Restaurant Corp;119 Bowery;New York;119 Bowery
Tu Vuu Phuong Restaurant;209 Grand St;New York;209 Grand St
Tucci;206 E 63rd St;New York;206 E 63rd St
Tudor Grill Restaurant;45 Tudor City Pl;New York;45 Tudor City Pl
Tukasa Inc;60 W 56th St;New York;60 W 56th St
Tullios Restaurant;17 W 32ndst Lbbby;New York;17 W 32nd St
Tuong Lai Restaurant;245 Grand St;New York;245 Grand St
Tupelo Grill;One Penn Plaza (34th & 8th);New York;1 Pennsylvania Plaza
Turkish Cuisine;631 9th Avenue Frnt;New York;631 9th Ave
Turkish Grill;195 Bleecker St;New York;195 Bleecker St
Turkish Kitchen;386 3rd Ave;New York;386 3rd Ave
Turkuaz Fine Turkish Cuisine;2637 Broadway;New York;2637 Broadway
Turtle Bay Cafe;225 E 44th St;New York;225 E 44th St
Turtle Bay Grill & Lounge;987 Second Avenue;New York;987 2nd Ave
Tuscan Square;16 W 51st St;New York;16 W 51st St
Tuscan Steak;622 3rd Ave.;New York;622 3rd Ave
Tuscany;61 W 55th St # 1;New York;61 W 55th St #1
Tutta Pasta Restaurant;26 Carmine St;New York;26 Carmine St
Tutta Pasta Restaurant;504 Laguardia Pl # 1;New York;504 LaGuardia Pl #1
Twenty First Century Rstrnt;336 E 23rd St;New York;336 E 23rd St
Twenty Warren St Food Corp;20 Warren St;New York;20 Warren St
Twin Doughnut;67 W 23rd St;New York;67 W 23rd St
Twins;;New York;
Two Boots To Go Inc;42 Avenue A;New York;42 Avenue A
Two Boots To Go West;75 Greenwich Ave;New York;75 Greenwich Ave
Two Rancheros Restaurant The;509 9th Ave # 38;New York;509 9th Ave #38
Two Rooms;313 E 58th St;New York;313 E 58th St
Tycoon (Inside Cheetas Gentlemans Club);252 West 43rd Street;New York;252 W 43rd St
Tycoon Donuts;85 Canal St;New York;85 Canal St
Typhoon Brewery;22 E 54th St;New York;22 E 54th St
U Like;4762 Broadway;New York;4762 Broadway
U Like Chinese Restaurant;747 Columbus Ave;New York;747 Columbus Ave
U Patel Incorp;475 5th Ave;New York;475 5th Ave
Ukrainian East Vlg Restaurant Inc;140 2nd Ave;New York;140 2nd Ave
Uncle Chans Restaurant;391 8th Ave;New York;391 8th Ave
Uncle Moes Burritos;14 W 19th St;New York;14 W 19th St
Uncle Nick's Greek Cuisine;747 9th Avenue Frnt;New York;747 9th Ave
Uncle Nicks Greek Cuisine;569 Hudson St;New York;569 Hudson St
Uncle Vanya;315 W 54th St;New York;315 W 54th St
Under D Tree;2086 Adam Clayton Powell Jr Blvd;New York;2086 Adam Clayton Powell Jr Blvd
Underground Pizzeria;205 Pearl St;New York;205 Pearl St
Unicorn Restaurant;2170 3rd Ave;New York;2170 3rd Ave
Union Bar;204 Park Ave S # Ground;New York;204 Park Ave S # Ground
Union Pacific Restaurant;111 E 22nd St;New York;111 E 22nd St
Union Square Cafe;21 E 16th St # 1;New York;21 E 16th St #1
Union Square Noodle Shop;76 3rd Ave;New York;76 3rd Ave
Unique Fast Food 16 Inc;16 Pell St;New York;16 Pell St
United Fried Chicken;567 Lenox Ave;New York;567 Lenox Ave
University Place Restaurant;101 University Pl;New York;101 University Pl
Until Four;251 W 55th St;New York;251 W 55th St
Up Down & Out;765 Washington St;New York;765 Washington St
Uptown Juice Bar;54 W 125th St;New York;54 W 125th St
Uptown Restaurant & Lounge;1576 Third Avenue;New York;1576 3rd Ave
Urban Grill;1613 2nd Ave;New York;1613 2nd Ave
Usagi Restaurant;251 Lexington Ave;New York;251 Lexington Ave
Utopia;267 Amsterdam Ave;New York;267 Amsterdam Ave
Utopia West Restaurant Corp;338 8th Ave;New York;338 8th Ave
V & A Deli & Pizza;817 2nd Ave;New York;817 2nd Ave
V & T Restaurant;1024 Amsterdam Ave;New York;1024 Amsterdam Ave
Va Bene Restaurant;1589 2nd Ave;New York;1589 2nd Ave
VaTutto;23 Cleveland Place;New York;23 Cleveland Pl
Valdino West;581 Hudson Street;New York;581 Hudson St
Van West Restaurant;247 W 72nd St;New York;247 W 72nd St
Vandam Diner;12 Vandam St;New York;12 Vandam St
Vargas Restaurant;143 Spring St;New York;143 Spring St
Varick Cafe;175 Varick St;New York;175 Varick St
Vatan Indian Restaurant;409 3rd Ave;New York;409 3rd Ave
Vege Vege Ii;544 3rd Ave # 1;New York;544 3rd Ave #1
Vegetarians Paradise - Village- V P 2;144 West 4th Street;New York;144 West 4th Street
Vegetarians Paradise 2;140 W 4th St # 1;New York;140 West 4th Street #1
Vegetarians Paradise Mott St;33 Mott St;New York;33 Mott St
Velli Restaurant;132 W Houston St;New York;132 W Houston St
Vento Jo;1050 2nd Ave;New York;1050 2nd Ave
Venue;505 Columbus Ave;New York;505 Columbus Ave
Verbena Restaurant;54 Irving Pl;New York;54 Irving Pl
Verdis;123 W 39th St;New York;123 W 39th St
Vergina;231 E 53rd St;New York;231 E 53rd St
Vermicelli;1492 2nd Ave # Ground;New York;1492 2nd Ave
Vermouth;355 Amsterdam Ave;New York;355 Amsterdam Ave
Vernaces Ristorante Italiano;252 Bleecker St;New York;252 Bleecker St
Veronica Ristorante Italiano;240 W 38th St;New York;240 W 38th St
Veselka Restaurant;144 2nd Ave;New York;144 2nd Ave
Vespa Restaurant;1625 2nd Ave;New York;1625 2nd Ave
Via Brasil Inc;34 W 46th St;New York;34 W 46th St
Via Della Pace;48 East 7th Street;New York;48 E 7th St
Via Italia Inc;45 W 46th St;New York;45 W 46th St
Via Oreto Italian Restaurant;1121 1st Ave;New York;1121 1st Avenue
Viand Coffee Shop Of;1011 Madison Ave;New York;1011 Madison Ave
Viand Coffee Shop Of 61st St;673 Madison Ave;New York;673 Madison Ave
Viand Coffee Shop Of 86 St;300 E 86th St # 1;New York;300 East 86th St #1
Viande Restaurant Corp;555 W 42nd St # 1;New York;555 W 42nd St #1
Vic Sam Restaurant Inc;114 Christopher St;New York;114 Christopher St
Viceroy Restaurant & Bar;160 8th Avenue;New York;160 8th Ave
Vico Madison Av Ristorante;1302 Madison Ave;New York;1302 Madison Ave
Vicolo;55 Greenwich Ave;New York;55 Greenwich Ave
Victor's Cafe 52;Cater;New York;Cater
Victor's Cafe 52;236 W. 52;New York;236 W 52nd St
Victoria Restaurant;1042 2nd Ave;New York;1042 2nd Ave
Victors University Place Inc;30 Vesey St # 1802;New York;30 Vesey St #1802
Victory Cafe;1604 3rd Ave;New York;1604 3rd Ave
Video Diner Club Ltd;357 West St;New York;357 West St
Vienesse Gourmet Deli;475 Lexington Ave;New York;475 Lexington Ave
Vietnam Restaurant;11 Doyers St;New York;11 Doyers St
View Restaurant;1535 Broadway;New York;1535 Broadway
Villa Berulia Restaurant Inc;107 E 34th St;New York;107 E 34th St
Villa Castillo Restaurant;94 Avenue C;New York;94 Loisaida Ave
Villa Juana Restaurant;143 Sherman Ave;New York;143 Sherman Ave
Villa Mosconi Restaurant;69 Macdougal St;New York;69 MacDougal St
Village;62 West 9th Street;New York;62 W 9th St
Village Atelier;436 Hudson St;New York;436 Hudson St
Village Crown;96 3rd Ave # 1;New York;96 3rd Ave #1
Village Den Inc;225 W 12th St;New York;225 W 12th St
Village Doughnut Inc;321 6th Ave;New York;321 6th Ave
Village Fried Chicken;1739 Amsterdam Ave;New York;1739 Amsterdam Ave
Village Idiot;355 W 14th St;New York;355 W 14th St
Village Lantern;167 Bleecker St;New York;167 Bleecker St
Village Restaurant;35 1st Ave;New York;35 1st Avenue
Vince & Ediies;70 W 68th St;New York;70 W 68th St
Vincents Clam Bar;119 Mott St;New York;119 Mott St
Vincents Clam Bar;Italian;New York;Little Italy
Vincis Brothers Pizza Corp;1122 1st Ave;New York;1122 1st Avenue
Vintage Irving;118a East 15th Street;New York;118A E 15th St
Vintage Restaurant Inc;753 9th Ave;New York;753 9th Ave
Vintonis;205 Pearl St;New York;205 Pearl St
Violet Inc;79 Washington Sq E;New York;79 Washington Square E
Virgil's Barbecue;152 West 44th Street Frnt;New York;152 W 44th St
Viva Pancho West 44th Street;156 W 44th St;New York;156 W 44th St
Viviana Restaurant;3855 10th Ave;New York;3855 10th Ave
Volare Restaurant Corp;147 W 4th St;New York;147 West 4th Street
Vong;200 E 54th St;New York;200 E 54th St
Vuli Restaurant;134 E 48th St;New York;134 E 48th St
Vynl Diner;824 9th Ave;New York;824 9th Ave
W K Restaurant Inc;42 Bowery;New York;42 Bowery
Wa Lung Kitchen;557 Grand St;New York;557 Grand St
Wah Hing Coffee Shop;70 Forsyth St;New York;70 Forsyth St
Wah Sing Leu Corp;72 Bayard St;New York;72 Bayard St
Wai Lee;940 Amsterdam Ave;New York;940 Amsterdam Ave
Wako International Corp;155 E 52nd St # 19;New York;155 E 52nd St #19
Waldorf Bar & Grill;876 3rd Ave;New York;876 3rd Ave
Walkers Restaurant;16 N Moore St;New York;16 N Moore St
Wall Street Club;70 Broadway;New York;70 Broadway
Wall Street Deli;1230 Avenue Of The Americas;New York;1230 6th Ave
Wall Street Kitchen & Bar Inc;70 Broad St;New York;70 Broad St
Wallys Place Restaurant & Bar;59 Bayard St;New York;59 Bayard St
Wan Chum Kitchen;57 Pitt St;New York;57 Pitt St
Washington Place;75 Washington Pl;New York;75 Washington Pl
Water Club;500 E 30th St;New York;500 E 30th St
Water Club Banquets;Waterfront;New York;Waterfront
Water Club Banquets;500 E 30th St;New York;500 E 30th St
Water Moon;467 Columbus Avenue;New York;467 Columbus Ave
Waterfront Ale House;540 2nd Ave;New York;540 2nd Ave
Waterfront Ale House;Waterfront;New York;Waterfront
Waterloo;145 Charles St;New York;145 Charles St
Waterstone Grill;79 Pearl Street Broad street;New York;79 Pearl St
Wave Japanese Restaurant;21 S End Ave # 1;New York;21 South End Ave #1
Waverly Coffee Shop & Restaurant;19 Waverly Pl;New York;19 Waverly Pl
Waverly Inn Ye;16 Bank St;New York;16 Bank St
Waverly Restaurant;385 Avenue Of The Americas;New York;385 6th Ave
Wei Chong Wei;88 E Broadway;New York;88 E Broadway
Wellington Restaurant;190 7th Ave;New York;190 7th Ave
Wells Restaurant;2247 7th Ave;New York;2247 7th Ave
Wendys;1211 Avenue Of The Americas;New York;1211 6th Ave
Wendys;26 E 23rd St;New York;26 E 23rd St
Wendys;3935 Broadway;New York;3935 Broadway
Wendys;433 7th Ave # 1;New York;433 7th Ave APT 1
Wendys;447 Lexington Ave;New York;447 Lexington Ave
Wendys;85 Nassau St;New York;85 Nassau St
Wendys;650 Broadway # 1;New York;650 Broadway #1
Wendys;American;New York;New York
Wendys;957 3rd Ave;New York;957 3rd Ave
Wendys;117 Beekman St;New York;117 Beekman St
West 63 Street Steak House;44 W 63rd St;New York;44 W 63rd St.
West 63rd Street Steakhouse;44 W 63rd St;New York;44 W 63rd St.
West Bank Cafe;407 W 42nd St;New York;407 W 42nd St
West End Cottage Restaurant;212 W 72nd St;New York;212 W 72nd St
West Four Cafe;140 W 4th St;New York;140 West 4th Street
West Market Diner;659 W 131st St;New York;659 W 131st St
West Saigon Inc;Vietnamese;New York;Vietnamese
West Saigon Inc;2381 Broadway;New York;2381 Broadway
West Side Bistro;207 W 94th St;New York;207 W 94th St
West Side Chefs;315 W. 57th;New York;315 W 57th St
West Side Cottage Inc;788 9th Ave;New York;788 9th Ave
West Side Diner;360 9th Ave;New York;360 9th Ave
Westerly Restrnt;923 8th Ave;New York;923 8th Ave
Western Seaworld;57 9th Ave;New York;57 9th Ave
Westside Brewing Company;340 Amsterdam Ave;New York;340 Amsterdam Ave
Westside Coffee Shop Ii;323 Church St;New York;323 Church St
Westside Cottage Ii;689 9th Ave # 1;New York;689 9th Ave #1
Westside Diner;889 10th Ave;New York;889 10th Ave
Westside Restaurant Inc;2020 Broadway # 69;New York;2020 Broadway #69
Westway Diner Inc;914 9th Ave;New York;914 9th Ave
Westway Diner Inc;Diner;New York;Diner
Where Its At;58 W 91st St # 8;New York;58 W 91st St #8
Whiskey;235 W 46th St;New York;235 W 46th St
White Hourse Tavern;567 Hudson St;New York;567 Hudson St
Whitehall Deli;27 Whitehall St;New York;27 Whitehall St
Whitehorse Tavern;25 Bridge St;New York;25 Bridge St
Whitehouse Travel Co Inc;110 Greene St # 404;New York;110 Greene St #404
Whos On First;1683 1st Ave;New York;1683 1st Avenue
Wicked Wolf Restaurant;1442 1st Ave;New York;1442 1st Avenue
Wickers;43 Crosby St;New York;43 Crosby St
Wild Flowers;60 E 42nd St;New York;60 E 42nd St
Wild Flowers;149 W 36th St # 4;New York;149 W 36th St #4
Wild Ginger;226 E 51st Street;New York;226 E 51st St
Wild Green Cafe;1555 3rd Ave;New York;1555 3rd Ave
Wild Thyme Restaurant;1603 2nd Ave;New York;1603 2nd Ave
Wilkinsons Seafood Cafe;1573 York Ave;New York;1573 York Ave
Williamss Fifth Av Cafe;18 E 13th St;New York;18 E 13th St
Willie Burger;381 W 125th St;New York;381 W 125th St
Willies Burgers;274 W 145th St;New York;274 W 145th St
Willies Restaurant;224 W 49th St # 1;New York;224 W 49th St #1
Willys Bar & Grill;1538 2nd Ave;New York;1538 2nd Ave
Wilsons Bakery & Restaurant;1980 Amsterdam Ave;New York;1980 Amsterdam Ave
Win Hop Restaurant Inc;51 Bayard St;New York;51 Bayard St
Win Rock Restaurant;16 Bowery Frnt;New York;16 Bowery
Win Won Restaurant;10 Liberty Pl;New York;10 Liberty Pl
Windfall;23 W. 39th Street;New York;23 W 39th St
Windows On The World;1 World Trade Ctr # 107;New York;1 World Trade Center #107
Wine & Apples Restaurant;117 W 57th St;New York;117 W 57th St
Wing Hing Restaurant;2413 2nd Ave;New York;2413 2nd Ave
Wing Hing Restaurant Inc;36 W 33rd St;New York;36 W 33rd St
Wing Lee Kitchen;52 Sherman Ave;New York;52 Sherman Ave
Wing Shoon Restaurant;165 E Broadway;New York;165 E Broadway
Wing Sing Chinese Restaurant;1863 Lexington Ave;New York;1863 Lexington Ave
Wing Wah Fast Food Restaurant Inc;60 W 48th St;New York;60 W 48th St
Wing Wah Restaurant;2308 1st Ave;New York;2308 1st Avenue
Wing Wong Inc;111 Lafayette St;New York;111 Lafayette St
Wing Yuan Kitchen Restaurant;421 2nd Ave;New York;421 2nd Ave
Wings Of Westwood;126 Chambers St;New York;126 Chambers St
Winnies Bar & Restaurant;104 Bayard St;New York;104 Bayard St
Winter Garden Cafe;2 World Financial Ctr;New York;2 World Financial Ctr
Wire International Inc;333 Hudson St;New York;333 Hudson St
Wit Inc;554 5th Ave # 6;New York;554 5th Ave #6
Wo Hop Kitchen;2923 8th Ave;New York;2923 Frederick Douglass Blvd
Wo Hop Restaurant;17 Mott St;New York;17 Mott St
Wo On Restaurant Inc;16 Mott St;New York;16 Mott St
Wogies;39 Greenwich Avenue;New York;39 Greenwich Ave
Wok & Roll;901 6th Ave;New York;901 6th Ave
Wok & Roll;17 E River Piers # 3;New York;89 South St
Wok 63;1202 2nd Ave # 1;New York;1202 2nd Ave #1
Wok N Roll;1011 Avenue Of The Americas;New York;1011 6th Ave
Wok N Roll;169 Bleecker St;New York;169 Bleecker St
Wok N Roll;359 E 68th St;New York;359 E 68th St
Wollenskys Grill;201 E 49th St;New York;201 E 49th St
Won Ton Specialists Inc;158 Lafayette St;New York;158 Lafayette St
Wonfa Restaurant;393 Canal St;New York;393 Canal St
Wong King Express Inc;135 John St;New York;135 John St
Woochon Restaurant;8 - 10 West 36th Street;New York;8 W 36th St #10
Woodys Restaurant & Bar;140 7th Ave S;New York;140 7th Ave S
Works Bar;428 Columbus Ave;New York;428 Columbus Ave
World Cafe;201 Columbus Ave;New York;201 Columbus Ave
World Cup Cafe Inc;956 Lexington Ave;New York;956 Lexington Ave
World Foods Of 34th Street;470 8th Ave;New York;470 8th Ave
World Of Vegetarian Inc;24 Pell St;New York;24 Pell St
World Yacht;World Yacht Marina At Pier 8;New York;Pier 81
Wrapp Factory;111 Broadway;New York;111 Broadway
Wrapp Factory;2857 Broadway;New York;2857 Broadway
Wrapsody Restaurant;73 Thompson St;New York;73 Thompson St
Wu Liang Ye 86 Restaurant Inc;215 E 86thst Grround;New York;215 East 86th St
Wuliang Ye Lexington Restaurant;338 Lexington Ave;New York;338 Lexington Ave
Wuliangye 48 Restaurant Inc;36 W 48th St # 1;New York;36 W 48th St #1
Wuliangye Express Inc;9 W 46th St;New York;9 W 46th St
X R Bar;128 W Houston St;New York;128 W Houston St
Xando Coffee & Bar;2160 Broadway;New York;2160 Broadway
Xie's Mexican & Asian Restaurant;513 Avenue Of The Americ;New York;513 6th Ave
Xin Zhang Jian;511 Grand St;New York;511 Grand St
Xing Hing Restaurant;511 Grand St Frntr;New York;511 Grand St
Xunta Tapas Bar;174 1st Ave # 1;New York;174 1st Avenue #1
Yaffa Cafe;97 Saint Marks Pl;New York;97 St Marks Pl
Yahoo;171 W 4th St # 1;New York;171 West 4th Street #1
Yakiniku West;218 E 9th St;New York;218 E 9th St
Yakko Co;114 E 40th St;New York;114 E 40th St
Yama Japanese Restaurant;49 Irving Pl;New York;49 Irving Pl
Yamaguchi Restaurant Corp;35 W 45th St;New York;35 W 45th St
Yan Bowl;125 W 45th St;New York;125 W 45th St
Yan Van Van;335 Madison Ave # 43;New York;335 Madison Ave #43
Yangtze On Hudson;21 S End Ave;New York;21 South End Ave
Yangtze On Hudson;Yangtze On Hudson;New York;57 W 57th St
Yankee Clipper Restaurant Corp;170 John St Ground;New York;170 John St
Yankee Doodle Deli;205 W 38th St;New York;205 W 38th St
Yasmine Restaurant;1642 Lexington Ave;New York;1642 Lexington Ave
Yatagan Kebab House;104 Macdougal St;New York;104 MacDougal St
Yatra;32 West 31st Street;New York;32 W 31st St
Yellowfingers;200 E 60th St;New York;200 E 60th St
Yet Jip;5 W 36th St;New York;5 W 36th St
Yeun Yeun Restaurants;61 Bayard St;New York;61 Bayard St
Yeungs Number 1 Chinese Restaurant;4486 Broadway;New York;4486 Broadway
Yijo Corp;Yijo Corp;New York;Yijo Corp
Yijo Corp;23 W 35th St;New York;23 W 35th St
Yin Hey Cottage Inc;68 Mott St # 1;New York;68 Mott St #1
Ying Chen Chinese Restaurant;166 Amsterdam Ave;New York;166 Amsterdam Ave
Yip Enterprise Inc;17 Ann St;New York;17 Ann St
Yip Yick Ming Inc;18 Beaver St;New York;18 Beaver St
Yippie Yi Yo Cafe;450 Amsterdam Ave;New York;450 Amsterdam Ave
Yips;1290 Ave Of The Americas # 1;New York;1290 6th Ave #1
Yips Restaurant Inc;126 Water St;New York;126 Water St
Yips Restaurants;62 William St;New York;62 William St
Yodo Restaurant Of Japan;13 E 47th St;New York;13 E 47th St
Yonehama Inc;12 E 46th St # 5;New York;12 E 46th St #5
Yonehama Inc;Yonehama Inc;New York;12 E 46th St #5
Yonehama Inc;12 E 46th St;New York;12 E 46th St
Yook Ying Assn;99 E Broadway;New York;99 E Broadway
Yoon Foods Corp;135 W 50th St;New York;135 W 50th St
Yoon Foods Inc;16 Vanderbilt Ave;New York;16 Vanderbilt Ave
York Grill;1690 York Ave;New York;1690 York Ave
York Pizza & Pita Cafe;436 E 72nd St;New York;436 E 72nd St
Yorkville Inn;1701 2nd Ave;New York;1701 2nd Ave
Yoro Restarurant;106 Fulton St;New York;106 Fulton St
Yoshi Japanese Restaurant;416 W 46th St # 1;New York;416 W 46th St #1
Yoshi Japanese Restaurant;201 E Houston St;New York;201 E Houston St
Young Chow Restaurant Corp;145 4th Ave;New York;145 4th Ave
Yue Wah Chinese Restaurant;756 9th Ave;New York;756 9th Ave
Yuka Restaurant;1557 2nd Ave;New York;1557 2nd Ave
Yum;123 W 44th St;New York;123 W 44th St
Yummi Restaurant;63 Reade St;New York;63 Reade St
Yummy Crust Bakery & Cafe;168 William St;New York;168 William St
Yummy Food Chinese Restaurant;103 Lenox Ave;New York;103 Lenox Ave
Yura & Co;1645 3rd Ave;New York;1645 3rd Ave
Z & L 52;972 2nd Ave;New York;972 2nd Ave
