restaurant;address1;address2;addressGoogle1
The Redhead;349 E 13th St;Btwn 1st & 2nd Ave;349 E 13th St
The Restaurant at Jumeirah;0Essex House160 Central Park S;;Central Park S
The Restaurant at Jumeirah Essex House;160 Central Park S 1 Btwn 6th & 7th Ave;;160 Central Park S
The Restaurant at Jumeirah Essex House;160 Central Park S;Btwn 6th & 7th Ave;160 Central Park S
The Restaurant at The Benjamin;125 E 50th St;At Lexington Ave;125 E 50th St
The Ridgeway Diner;664 6th Ave;Btwn 20th & 21st St;664 6th Ave
The River Room;0Riverbank State Park;145th St & Riverside Dr;0Riverbank State Park
The River RoomRiverbank State Park;;145th St & Riverside Dr;
The River RoomRiverbank State Park;0 145th St & Riverside Dr;;0 145th St & Riverside Dr
The River RoomRiverbank State Park;1 145th St & Riverside Dr;;Riverside Dr & W 145th St
The Rose Club;768 5th Ave;At W 58th St;768 5th Ave
The Russian Tea Room;150 W 57th St;Btwn 6th & 7th Ave;150 W 57th St
The Rusty Knot;425 West St;At 11th St;425 West St
The Sea Grill;19 W 49th St;Btwn 5th & 6th Ave;19 W 49th St
The Shoreham Restaurant & Bar;33 W 55th St;Btwn 5th & 6th Ave;33 W 55th St
The Sixth Ward;191 Orchard St;Btwn Houston & Stanton St;191 Orchard St
The Slaughtered Lamb Pub;182 W 4th St;At Jones St;182 West 4th Street
The Smith;55 3rd Ave;Btwn 10th & 11th St;55 3rd Ave
The Soda Shop;125 Chambers St;Btwn W Bway & Church St;125 Chambers St
The Spotted Pig;314 W 11th St;At Greenwich St;314 W 11th St
The Square Diner;33 Leonard St;At W Bway;33 Leonard St
The Stag's Head;961 2nd Ave;At 51st St;961 2nd Ave
The Stanton Social;99 Stanton St;Btwn Orchard & Ludlow St;99 Stanton St
The Star on;18 Diner128 10th Ave;At 18th St;10th Ave
The Stoned Crow;85 Washington Pl;Btwn 6th Ave & MacDougal St;85 Washington Pl
The Sunburnt Cow;137 Avenue C;Btwn 8th & 9th St;137 Loisaida Ave
The Tavern Restaurant;27 W 35th St;Btwn 5th & 6th Ave;27 W 35th St
The Tea Box At Takashimaya;693 5th Ave;Btwn 54th & 55th St;693 5th Ave
The Ten Bells;247 Broome St;Btwn Orchard & Ludlow St;247 Broome St
The Three Monkeys;99 Rivington St;At Ludlow St;99 Rivington St
The Town Tavern;134 W 3rd St;At MacDougal St;134 W 3rd St
The Ultimate Pasta;401 E 57th St;At 1st Ave;401 E 57th St
The Ultimate Pizza;401 E 57th St;At 1st Ave;401 E 57th St
The Verona;265 Madison Ave;At 39th St;265 Madison Ave
The Viceroy;160 8th Ave;At 18th St;160 8th Ave
The View;1535 Broadway, 47th Fl;Btwn 45th & 46th St;1535 Broadway 47th Fl
The Village Pourhouse;64 3rd Ave;At 11th St;64 3rd Ave
The Village Pourhouse;982 Amsterdam Ave;Btwn 108th & 109th St;982 Amsterdam Ave
The Volstead;125 E 54th St;Btwn Park & Lex Ave;125 E 54th St
The Water Club;500 E 30th St;At The E River & FDR Dr;500 E 30th St
The Watering Hole;106 E 19th St;Btwn Irving & Park Ave;106 E 19th St
The Waverly Inn;16 Bank St;At Waverly Pl;16 Bank St
The Wellness Cafe;11 W 56th St;Btwn 5th & 6th Ave;11 W 56th St
The Westside Brewing Co;340 Amsterdam Ave;At 76th St;340 Amsterdam Ave
The Westside Brewing Co (CLOSED);340 Amsterdam Ave;;340 Amsterdam Ave
The Wicked Wolf;1442 1st Ave;At E 75th St;1442 1st Avenue
The World Bar;845 United Nations Plaza;Btwn 47th & 48th St;845 United Nations Plaza
The Yoghurt Place II;71 Sullivan St;Btwn Spring & Broome St;71 Sullivan St
Theater Row Diner;424 W 42nd St;At Dyer Ave;424 W 42nd St
Think Coffee;1 Bleecker St;At Bowery;1 Bleecker St
Think Coffee;248 Mercer St;Btwn 3rd & 4th St;248 Mercer St
Thirty Five;1Lispenard St 1 Btwn Church St & Broadway;;Church St
Thompson Cafe;68 Thompson St;Btwn Spring & Broome St;68-72 Thompson St
Thor;107 Rivington St;At Ludlow St;107 Rivington St
Three Tarts;164 9th Ave;At 20th St;164 9th Ave
Three of Cups;83 1st Ave;At 5th St;83 1st Avenue
Tia Pol;205 10th Ave;Btwn 22nd & 23rd St;205 10th Ave
Tia Pol20;5 10th Ave;;5 10th Ave
Tibetan Kitchen;444 3rd Ave;At 31st St;444 3rd Ave
Tick Tock Diner;481 8th Ave;At 34th St;481 8th Ave
Tides Seafood;102 Norfolk St;Btwn Delancey & Rivington St;The Back Room
Tiengarden;170 Allen St;Btwn Rivington & Stanton St;170 Allen St
Tiffin Wallah;127 E 28th St;At Lexington Ave;127 E 28th St
Times Deli Cafe;158 W 44th St;Btwn Bway & 6th Ave;158 W 44th St
Times Gourmet Deli;240 W 40th St;Btwn 7th & 8th Ave;240 W 40th St
Times Square Deli;168 Madison Ave;At 33rd St;168 Madison Ave
Times Square Hot Bagels;200 W 44th St;At 7th Ave;200 W 44th St
Tina;203 E 14th St;Btwn 2nd & 3rd Ave;203 E 14th St
Tina's Restaurant;179 Madison Ave;Btwn 33rd & 34th St;179 Madison Ave
Tina's Restaurant;23 W 56th St;Btwn 5th & 6th Ave;23 W 56th St
Tina203 E;14th St;;E 14th St
Tiny's Giant Sandwich Shop;129 Rivington St;At Norfolk St;129 Rivington St
Tio Pepe Restaurant;168 W 4th St;Btwn 6th & 7th Ave;168 West 4th Street
Tipico Dominicano;4172 Broadway Ave;At 177th St;4172 Broadway
Tir Na Nog;5 Penn Plaza;At 33rd St;5 Pennsylvania Plaza
TiramiSu;1410 3rd Ave;At 80th St;1410 3rd Ave
Tisserie;857 Broadway;At 17th St;857 Broadway
Tisserie;55870 7th Ave;Btwn 55th & 56th St;7th Ave
Tisserie (CLOSED);857 Broadway;At 17th St;857 Broadway
Tito's;2049 2nd Ave;;2049 2nd Ave
Tito's204;9 2nd Ave;;9 2nd Ave
Toast;3157 Broadway;Btwn Tiemann Pl & La Salle St;3157 Broadway
Toast;2737 Broadway;At 105th St;2737 Broadway
Toastie's;6 E 48th St;Btwn 5th Ave & Madison Ave;6 E 48th St
Toasties;25 Union Sq W;Btwn 15th & 16th St;25 Union Square W
Toasties;25 John St;Btwn Nassau St & Bway;25 John St
Toasties Delicatessen;214 7th Ave;Btwn 22nd & 23rd St;214 7th Ave
Tocqueville;1 E 15th St;At 5th Ave;1 E 15th St
Todai;6 E 32nd St;Btwn Madison & 5th Ave;6 E 32nd St
Todai6 E;32nd St;;W 32nd St
Tokubei;86314 E 86th St;Btwn 1st & 2nd Ave;East 86th St
Tokyo Bar;277 Church St;At White St;277 Church St
Tokyo Bay;183 Duane St;Btwn Greenwich & Hudson St;183 Duane St
Tokyo Lamen;90 University Pl;At 12th St;90 University Pl
Tokyo Lamen (CLOSED);90 University Pl;At 12th St;90 University Pl
Tokyo Pop;2728 Broadway;Btwn 104th & 105th St;2728 Broadway
Tokyo Pop (CLOSED);2728 Broadway;Btwn 104th & 105th St;2728 Broadway
Tokyo Restaurant;342 Lexington Ave;Btwn 39th & 40th St;342 Lexington Ave
Toledo Restaurant;6 E 36th St;Btwn 5th & Madison Ave;6 E 36th St
Toloache;251 W 50th St;Btwn Bway & 8th Ave;251 W 50th St
Tom Tuesday Dinner;47 E 19th St;Btwn Bway & Park Ave S;47 E 19th St
Tom's;3161 Broadway;Btwn Lasalle & Tiemann Pl;3161 Broadway
Tom's Restaurant;2880 Broadway;At 112th St;2880 Broadway
Tomato Nouvelle;144 E 52nd St;Btwn 3rd & Lexington Ave;144 E 52nd St
Tommys;3795 Broadway;Btwn 157th & 158th St;3795 Broadway
Tommys379;5 Broadway;;615 5 Broadway
Tomo;2850 Broadway;Btwn 110th & 111th St;2850 Broadway
Tomo (CLOSED);2850 Broadway;;2850 Broadway
Tomoe Sushi;172 Thompson St;Btwn Bleecker & Houston St;172 Thompson St
Tonda;235 E 4th St;;235 E 4th St
Tong Thai Brasserie;39 E 13th St;Btwn Broadway & University Pl;39 E 13th St
Tonic;727 7th Ave;Btwn 48th & 49th St;727 7th Ave
Tonic East;411 3rd Ave;At 29th St;411 3rd Ave
Tonic727;7th Ave;;7th Ave
Tonnie's Minis;120 W 3rd St;Btwn MacDougal St & 6th Ave;120 W 3rd St
Tono Sushi;174 7th Ave;Btwn 20th & 21st St;174 7th Ave
Tony's;347 1st Ave;At 20th St;347 1st Avenue
Tony's Di Napoli;1606 2nd Ave;At 83rd St;1606 2nd Ave
Tony's Di Napoli;147 W 43rd St;Btwn 6th & 7th Ave;147 W 43rd St
Tony's Pizza;58 W 31st St;At 6th Ave;58 W 31st St
Tony's Pizza & Pasta;4771 Broadway;At Dyckman;4771 Broadway
Tony's Sushi & Grill;720 2nd Ave;At 39th St;720 2nd Ave
Tony's347;1st Ave;;1st Avenue
Toons;417 Bleecker St;At Bank St;417 Bleecker St
Top of the Tower;3 Mitchell Place;At 1st Ave & 49th St;3 Mitchell Pl
Topaz;127 W 56th St;Btwn 6th & 7th Ave;127 W 56th St
Topaz127 W;56th St;;W 56th St
Tops Food;139 E Broadway;Btwn Pike & Rutgers St;139 E Broadway
Tori Shin;1193 1st Ave;Btwn 64th & 65th St;1193 1st Avenue
Torino;22 W 56th St;Btwn 5th & 6th Ave;22 W 56th St
Torino22 W;56th St;;W 56th St
Tortilla Flats;767 Washington St;At W 12th St;767 Washington St
Tortillas;1049 St. Nicholas Ave;Btwn 162nd & 163rd St;1049 St Nicholas Ave
Tossed;295 Park Ave S;Btwn 22nd & 23rd St;295 Park Ave S
Tossed;30 Rockefeller Plaza;At 49th St;30 Rockefeller Plaza
Totally Baked;8 W 18th St;Btwn 5th & 6th Ave;8 W 18th St
Totally Baked (CLOSED);8 W 18th St;Btwn 5th & 6th Ave;8 W 18th St
Totonno's;1544 2nd Ave;Btwn 80th & 81st St;1544 2nd Ave
Totonno's;462 2nd Ave;At 26th St;462 2nd Ave
Totoya;1144 1st Ave;At 63rd St;1144 1st Avenue
Totoya114;4 1st Ave;;4 1st Avenue
Touch of India;232 W 37th St;Btwn 7th & 8th Ave;232 W 37th St
Tout Va Bien;311 W 51st St;Btwn 8th & 9th Ave;311 W 51st St
Tower Cafe;506 Lenox Ave;Btwn 135th & 136th St;506 Lenox Ave
Town;15 W 56th St;Btwn 5th & 6th Ave;15 W 56th St
Town15 W;56th St;;W 56th St
Townhouse Restaurant/Diner;696 2nd Ave;Btwn 37th & 38th St;696 2nd Ave
Toyama Sushi;11 W 36th St;Btwn 5th & 6th Ave;11 W 36th St
Toyo Sushi;437 3rd Ave;Btwn 30th & 31st St;437 3rd Ave
Tracks Raw Bar & Grill;0Penn Station;7th Ave btwn 31st & 33rd St;0Penn Station
Tracks Raw Bar & GrillPenn Station;0 7th Ave btwn 31st & 33rd St;;7th Ave
Tracks Raw Bar & GrillPenn Station;1 7th Ave btwn 31st & 33rd St;;131 W 33rd St
Trailer Park Lounge & Grill;271 W 23rd St;Btwn 7th & 8th Ave;271 W 23rd St
Tramonti;364 W 46th St;Btwn 8th & 9th Ave;364 W 46th St
Tramway Diner;1143 2nd Ave;At 60th St;1143 2nd Ave
Trata Estiatorio;1331 2nd Ave;Btwn 70th & 71st St;1331 2nd Ave
Trattoria Alba;233 E 34th St;Btwn 2nd & 3rd Ave;233 E 34th St
Trattoria Amici;381 Lenox Ave;;381 Lenox Ave
Trattoria Belvedere;165 Lexington Ave;Btwn 30th & 31st St;165 Lexington Ave
Trattoria Casa Di Isacco;536 9th Ave;Btwn 39th & 40th St;536 9th Ave
Trattoria Dell'Arte;900 7th Ave;At 57th St;900 7th Ave
Trattoria Dopo Teatro;125 W 44th St;Btwn 6th Ave & Bway;125 W 44th St
Trattoria Pesce Pasta;1079 1st Ave;At 59th St;1079 1st Avenue
Trattoria Pesce Pasta;625 Columbus Ave;At 90th St;625 Columbus Ave
Trattoria Pesce Pasta;262 Bleecker St;Btwn 6th & 7th Ave;262 Bleecker St
Trattoria Pesce Pasta;1562 3rd Ave;Btwn 87th & 88th St;1562 3rd Ave
Trattoria Toscana;64 Carmine St;Btwn Bedford St & 7th Ave S;64 Carmine St
Trattoria Trecolori;254 W 47th St;Btwn 8th Ave & Bway;254 W 47th St
Tre Dici;128 W 26th St;Btwn 6th & 7th Ave;128 W 26th St
Tre Dici Steak;128 W 26th St;Btwn 6th & 7th Ave;128 W 26th St
Tre Giovani;548 Laguardia Pl;Btwn Bleecker & W 3rd St;548 LaGuardia Pl
Tre Merli;463 W Broadway;;463 W Broadway
Tre Merli Bistro;183 W 10th St;;183 W 10th St
Tree;190 1st Ave;Btwn 11th & 12th St;190 1st Avenue
Treichville;339 E 118th St;Btwn 1st & 2nd Ave;339 E 118th St
Tres Pasos;3385 Broadway;Btwn 137th & 138th St;3385 Broadway
Trestle on Tenth;242 10th Ave;At 24th St;242 10th Ave
Trevi Deli;48 Union Sq E;Btwn 16th & 17th St;48 Union Square E
Triangolo;345 E 83rd St;Btwn 1st & 2nd Ave;345 E 83rd St
Tribeca Bagels;374 Canal St;;374 Canal St
Tribeca Grill;375 Greenwich St;At Franklin St;375 Greenwich St
Tribeca Hana;372 Greenwich St;Btwn Franklin & N Moore St;372 Greenwich St
Tribeca Park;1 Walker St;At Beach St;1 Walker St
Tribeca Pizzeria;378 Greenwich St;At N Moore St;378 Greenwich St
Tribeca Treats;94 Reade St;Btwn W Bway & Church St;94 Reade St
Trigo;268 W Broadway;At 6th Ave;268 W Broadway
Trinity Place;115 Broadway;At Cedar St;115 Broadway
Trio;167 E 33rd St;Btwn Lexington & 3rd Ave;167 E 33rd St
Trio167 E;33rd St;;W 33rd St
Triomphe;49 W 44th St;Btwn 5th & 6th Ave;49 W 44th St
Triple Crown;330 7th Ave;Btwn 28th & 29th St;330 7th Ave
Tropica;200 Park Ave;At 45th St;MetLife Building
Tropica (CLOSED);200 Park Ave;;MetLife Building
Tropical;128128 Elizabeth St;At Broome St;Elizabeth St
Tropical Restaurant;3517 Broadway;At 144th St;3517 Broadway
Tropical Spanish;3771 Broadway;Btwn 156th & 157th St;3771 Broadway
Tropicalia;1372 York Ave;At 73rd St;1372 York Ave
Troy Turkish Grill;539 9th Ave;At 40th St;539 9th Ave
True Blue;2741 8th Ave;Btwn 145th & 146th St;2741 Frederick Douglass Blvd
Trulli122 E;27th St;;W 27th St
Trump Grill;725 5th Ave;Btwn 56th & 57th St;725 5th Ave
Tsampa;212 E 9th St;Btwn 2nd & 3rd Ave;212 E 9th St
Tsampa212 E;9th St;;W 9th St
Tse Yang;34 E 51st St;Btwn Madison & Park Ave;34 E 51st St
Tsingtao Cottage;44 Ann St;Btwn William & Nassau St;44 Ann St
Tsuki;1410 1st Ave;At 75th St;1410 1st Avenue
Tsuki1410;1st Ave;;1st Avenue
Tu Sabor Latino;3864 Broadway;Btwn 161st & 162nd St;3864 Broadway
Tuck Shop;250 W 49th St;Btwn Bway & 8th Ave;250 W 49th St
Tuck Shop;68 E 1st St;At 2nd Ave;68 E 1st St
Tulcingo Del Valle;665 10th Ave;Btwn 46th & 47th St;665 10th Ave
Turkish Cuisine;631 9th Ave;Btwn 44th & 45th St;631 9th Ave
Turkish Kitchen;386 3rd Ave;Btwn 27th & 28th St;386 3rd Ave
Turks & Frogs;458 Greenwich St;Btwn Watts & Desbrosses St;458 Greenwich St
Turkuaz;2637 Broadway;At 100th St;2637 Broadway
Turkuaz26;37 Broadway;;37 Broadway
Turquoise Seafood;240 E 81st St;Btwn 2nd & 3rd Ave;240 E 81st St
Turtle Bay;987 2nd Ave;Btwn 52nd & 53rd St;987 2nd Ave
Tuscany;61 W 55th St;Btwn 5th & 6th Ave;61 W 55th St
Tuscany61 W;55th St;;W 55th St
Tuts;196 Orchard St;Btwn Houston & Stanton St;196 Orchard St
Twelve;0(XII) (12)206 E 34th St;;0(XII) (12)206 E 34th St
Twelve (XII) (;12)206 E 34th St;Btwn 2nd & 3rd Ave;206 E 34th St #12
Twin Cafe;275 Greenwich St;At Murray St;275 Greenwich St
Twin Deli;162 Madison Ave;Btwn 32nd & 33rd St;162 Madison Ave
Twins Pub;421 9th Ave;Btwn 33rd & 34th St;421 9th Ave
Two Boots;74 Bleecker St;At Bway;74 Bleecker St
Two Boots;0grand central terminal;;89 E 42nd St
Two Boots;0Grand Central Terminal;At 42nd St;89 E 42nd St
Two Boots;384 Grand St;Btwn Norfolk & Suffolk St;384 Grand St
Two Boots Pizzeria;42 Ave A;At 3rd St;42 Avenue A
Two Boots Upper East Side;1617 2nd Ave;At 84th St;1617 2nd Ave
Two Boots West;201 W 11th St;At 7th Ave;201 W 11th St
Two BootsGrand Central Terminal;1 At 42nd St;;1 At 42nd St
Two Guys Pizza;517 W 36th St;Btwn 10th & 11th Ave;517 W 36th St
Two Little Red Hens;1652 2nd Ave;At 86th St;1652 2nd Ave
Two Times Square;0 Restaurant & Lounge714 7th Ave;Btwn 47th & 48th St;7th Ave
Two Times Square Restaurant & Lounge;714 7th Ave;Btwn 47th & 48th St;714 7th Ave
Two Times Square Restaurant & Lounge;714 7th Ave 1 Btwn 47th & 48th St;;Two Times Square 714 Seventh Avenue At
Txikito;240 9th Ave;At 25th St;240 9th Ave
Txikito24;0 9th Ave;;0 9th Ave
Tycoon;252 W 43rd St;Btwn Bway & 8th Ave;252 W 43rd St
Tycoon252 W;43rd St;;W 43rd St
U Cafe;1436 Lexington Ave;Btwn 93rd & 94th St;1436 Lexington Ave
U Like;23 W 100th St;Btwn Manhattan Ave & CPW;23 W 100th St
U Like23 W;100th St;;W 100th St
USA Pizza;530 2nd Ave;Btwn 29th & 30th St;Vangurad
Udon West;150 E 46th St;;150 E 46th St
Ukrainian East Village Restaurant;140 2nd Ave;Btwn E 9th St & St Marks Pl;140 2nd Ave
Ulysses';95 Pearl St;At Stone St;95 Pearl St
Umbertos Clam House;386 Broome St;Btwn Mott & Mulberry St;386 Broome St
Umi No Aji;219 E 23rd St;Btwn 2nd & 3rd Ave;219 E 23rd St
Umi Sushi;118 E 31st St;Btwn Lex & Park Ave;118 E 31st St
Una Pizza Napoletana;349 E 12th St;Btwn 1st & 2nd Ave;349 E 12th St
Uncle Jack's Steakhouse;44 W 56th St;Btwn 5th & 6th Ave;44 W 56th St
Uncle Jack's Steakhouse;440 9th Ave;Btwn 34th & 35th St;440 9th Ave
Uncle Marky's Organics;235 E 53rd St;Btwn 2nd & 3rd Ave;235 E 53rd St
Uncle Ming's;225 Avenue B;Btwn 13th & 14th St;225 Avenue B
Uncle Moe's;14 W 19th St;Btwn 5th & 6th Ave;14 W 19th St
Uncle Nick's;382 8th Ave;At W 29th St;382 8th Ave
Uncle Nick's;747 9th Ave;Btwn 50th & 51st St;747 9th Ave
Uncle Nick's Ouzaria;749 9th Ave;Btwn 50th & 51st St;749 9th Ave
Uncle Vanya;315 W 54th St;Btwn 8th & 9th Ave;315 W 54th St
Under D Tree;182 Lenox Ave;At 119th St;182 Lenox Ave
Under D Tree;2086 7th Ave;Btwn 124th & 125th St;2086 Adam Clayton Powell Jr Blvd
Underground Pizza Two;2A William St;At 3 Hanover Sq;2A William St
Unicorn;2170 3rd Ave;Btwn 118th & 119th St;2170 3rd Ave
Unicorn21;70 3rd Ave;;70 3rd Ave
Union Prime;9 E 16th St;Btwn 5th Ave & Broadway;9 E 16th St
Union Square Cafe;21 E 16th St;Btwn 5th Ave & Union Sq West;21 E 16th St
University Restaurant;101 University Pl;At 12th St;101 University Pl
Unwined;2537 Broadway;At 95th St;2537 Broadway
Unwined25;37 Broadway;;37 Broadway
Upstairs at ';21'21 W 52nd St;Btwn 5th & 6th Ave;21 W 52nd St #21
Upstairs at Bouley;130 W Broadway;At Duane St;130 W Broadway
Uptown Cottage;1748 2nd Ave;At 91st Steet;1748 2nd Ave
Uptown Juice Bar;54 W 125th St;Btwn Lenox & 5th Ave;54 W 125th St
Uptown Restaurant & Lounge;1576 3rd Ave;Btwn 88th & 89th St;1576 3rd Ave
Urban Lobster;240 E Houston St;At Ave A;240 E Houston St
Urban Lobster Shack;15 Stone St;Btwn Broad St & Broadway;15 Stone St
Ushiwaka Maru;0(Ushiwakamaru)136 W Houston St;;0(Ushiwakamaru)136 W Houston St
Ushiwaka Maru (Ushiwakamaru);136 W Houston St;Btwn MacDougal & Sullivan St;136 W Houston St
Uskudar;1405 2nd Ave;Btwn 73rd & 74th St;1405 2nd Ave
Uskudar14;05 2nd Ave;;5 2nd Ave
Utopia;267 Amsterdam Ave;Btwn 72nd & 73rd St;267 Amsterdam Ave
Utopia Cafe;46 W 56th St;Btwn 5th & 6th Ave;46 W 56th St
Utsav;1185 6th Ave;At 46th St;1185 6th Ave
Utsav1185;6th Ave;;6th Ave
Uva;1486 2nd Ave;Btwn 77th & 78th St;1486 2nd Ave
V & T Pizza;1024 Amsterdam Ave;Btwn 110th & 111th St;1024 Amsterdam Ave
V.I.P. Gourmet;297 7th Ave;Btwn 26th & 27th St;297 7th Ave
Va Bene;1589 2nd Ave;Btwn 82nd & 83rd St;1589 2nd Ave
Va Bene15;89 2nd Ave;;89 2nd Ave
Vai;225 W 77th St;Btwn Broadway & Amsterdam Ave;225 W 77th St
Vai225 W;77th St;;E 77th St
Valbella;421 W 13th St;Btwn Washington & Greenwich St;421 W 13th St
Vamos!;348 1st Ave;Btwn 20th & 21st St;348 1st Avenue
Vamos!348;1st Ave;;1st Avenue
Van Diemens;383 3rd Ave;Btwn 27th & 28th St;383 3rd Ave
Vandali15;90 1st Ave;;90 1st Avenue
Vandam Diner;12 Vandam St;Btwn Varick St & 6th Ave;12 Vandam St
Vanessa's Dumplings;220 E 14th St;Btwn 2nd & 3rd Ave;220 E 14th St
Variety Cafe;48 W 48th St;Btwn 5th Ave and 6th Ave;48 W 48th St
Vatan;409 3rd Ave;At 29th St;409 3rd Ave
Vatan409;3rd Ave;;3rd Ave
Vegetarian Dim Sum House;24 Pell St;At Doyers St;24 Pell St
Vegetarian Sandwich Bar;1259 Park Ave;Btwn 97th & 98th St;1259 Park Ave
Vegetarian's Paradise;2144 W 4th St;Btwn 6th Ave & Macdougal St;West 4th Street
Veloce Club (fka Bar Veloce);17 Cleveland Pl;;17 Cleveland Pl
Velour;297 10th Ave;At 27th St;297 10th Ave
Velour297;10th Ave;;10th Ave
Veniero's;342 E 11th St;Btwn 1st & 2nd Ave;342 E 11th St
Vento;675 Hudson St;At 14th St;675 Hudson St
Veritas;43 E 20th St;Btwn Bway & Park Ave S;43 E 20th St
Veritas43 E;20th St;;W 20th St
Verlaine;110 Rivington St;Btwn Ludlow & Essex St;110 Rivington St
Vermicelli;1492 2nd Ave;Btwn 77th & 78th St;1492 2nd Ave
Vermilion;480 Lexington Ave;At 46th St;480 Lexington Ave
VERO;1483 2nd Ave;Btwn 77th & 78th St;1483 2nd Ave
VERO;1004 2nd Ave;At 53rd St;1004 2nd Ave
Vero1004;2nd Ave;;2nd Ave
Vero1483;2nd Ave;;2nd Ave
Vertigo;354 3rd Ave;At 26th St;354 3rd Ave
Vertigo35;4 3rd Ave;;4 3rd Ave
Veselka;144 2nd Ave;At 9th St;144 2nd Ave
Veselka14;4 2nd Ave;;4 2nd Ave
Vespa;1625 2nd Ave;Btwn 84th & 85th St;1625 2nd Ave
Vespa1625;2nd Ave;;2nd Ave
Vesuvio Bakery & Cafe;160 Prince St;Btwn W Bway & Thompson St;160 Prince St
Vesuvio Bakery & Cafe (CLOSED);160 Prince St;;160 Prince St
Vezzo;178 Lexington Ave;At 31st St;178 Lexington Ave
Via Brasil;34 W 46th St;Btwn 5th & 6th Ave;34 W 46th St
Via Della Pace;48 E 7th St;At 2nd Ave;48 E 7th St
Via Emilia;47 E 21st St;Btwn Bway & Park Ave;47 E 21st St
Via Italia Ristorante;45 W 46th St;Btwn 5th & 6th Ave;45 W 46th St
Via Oreto;1121 1st Ave;Btwn 61st & 62nd St;1121 1st Avenue
Via Oreto (CLOSED);1121 1st Ave;Btwn 61st & 62nd St;1121 1st Avenue
Via Quadronno;25 E 73rd St;At Madison Ave;25 E 73rd St
Via dei Mille;357 W Broadway;Btwn Grand & Broome St;357 W Broadway
Viand;673 Madison Ave;At 61st St;673 Madison Ave
Viand;1011 Madison Ave;At 78th St;1011 Madison Ave
Viand Cafe;2130 Broadway;At 75th St;2130 Broadway
Viand Restaurant;300 E 86th St;At 2nd Ave;300 East 86th St
Viang Ping;1393A 2nd Ave;Btwn 72nd & 73rd St;1393A 2nd Ave
Viang Ping;1393 2nd Ave;Btwn 72nd & 73rd St;1393 2nd Ave
Viang Ping;210 E 23rd St;Btwn 2nd & 3rd Ave;210 E 23rd St
Vic's Pizza;51 Essex St;At Grand St;51 Essex St
ViceVersa;325 W 51st St;Btwn 8th & 9th Ave;325 W 51st St
Vicino Firenze;1586 2nd Ave;Btwn 82nd & 83rd St;1586 2nd Ave
Vico Ristorante;1302 Madison Ave;Btwn 92nd to 93rd St;1302 Madison Ave
Victor's Cafe;236 W 52nd St;Btwn 8th Ave & Bway;236 W 52nd St
Viennese Gourmet Deli;475 Lexington Ave;At 46th St;475 Lexington Ave
Viet-Nam Banh Mi So;1369 Broome St;Btwn Mott & Elizabeth St;Broome St
VietCafe;345 Greenwich St;Btwn Harrison & Jay St;345 Greenwich St
Vig;27119 E 27th St;Btwn Lexington & Park Ave;E 27th St
Vig 27119 E;27th St;;W 27th St
Villa Berulia;107 E 34th St;Btwn Lexington & Park Ave;107 E 34th St
Villa Mosconi;69 MacDougal St;Btwn Bleecker & Houston St;69 MacDougal St
Villa Pizza;263 W 42nd St;At 8th Ave;263 W 42nd St
Village;38575 8th Ave;At 38th St;8th Ave
Village;62 W 9th St;Btwn 5th & 6th Ave;62 W 9th St
Village Clubhouse Deli;164 Bleecker St;Btwn Sullivan & Thompson St;164 Bleecker St
Village Den;225 W 12th St;At Greenwich Ave;225 W 12th St
Village Lantern;167 Bleecker St;Btwn Sullivan & Thompson St;167 Bleecker St
Village Mingala;21 E 7th St;Btwn 2nd & 3rd Ave;21 E 7th St
Village Natural;46 Greenwich Ave;Btwn 6th & 7th Ave;46 Greenwich Ave
Village Restaurant;35 1st Ave;Btwn 2nd & 3rd St;35 1st Avenue
Village62 W;9th St;;W 9th St
Villaggio;180 Avenue C;Btwn 11th & 12th St;180 Loisaida Ave
Vince & Eddie's;70 W 68th St;Btwn Columbus Ave & CPW;70 W 68th St
Vincent's;119 Mott St;At Hester St;119 Mott St
Vinci's;1122 1st Ave;Btwn 61st & 62nd St;1122 1st Avenue
Vinci's11;22 1st Ave;;22 1st Avenue
Vinegar Hill;3385 Broadway;Btwn 137th & 138th St;3385 Broadway
Vinny Vincenz;231 1st Ave;Btwn 13th & 14th St;231 1st Avenue
Vino;313201 E 31st St;At 3rd Ave;E 31st St
Vino;1268 2nd Ave;Btwn 66th & 67th St;1268 2nd Ave
Vino 3132;01 E 31st St;;1 E 31st St
Vino Vino;211 W Broadway;At Franklin St;211 W Broadway
Vino1268;2nd Ave;;2nd Ave
Vintage Irving;118A E 15th St;At Irving Pl;118A E 15th St
Virage;118 2nd Ave;At 7th St;118 2nd Ave
Virage118;2nd Ave;;2nd Ave
Virgil's Real Barbecue;152 W 44th St;Btwn 6th Ave & Bway;152 W 44th St
Viva Herbal Pizzeria;179 2nd Ave;Btwn 11th & 12th St;179 2nd Ave
Viva Pancho;156 W 44th St;Btwn 6th & 7th Ave;156 W 44th St
Vivolo;140 E 74th St;Btwn Lexington & Park Ave;140 E 74th St
Vivolo140 E;74th St;;E 74th St
Vizio;255 W 55th St;Btwn 8th Ave & Bway;255 W 55th St
Vizio255 W;55th St;;W 55th St
Voce;41 Madison Ave;;Jerome Mansion
Volare;147 W 4th St;Btwn MacDougal St & 6th Ave;147 West 4th Street
Volare147 W;4th St;;West 4th Street
Vong;200 E 54th St;At 3rd Ave;200 E 54th St
