0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Russian Samovar Restaurant;Midtown West;256 W 52nd St;256 W 52nd St;New York;NY;;$$$;Continental;Russian Samovar Restaurant;Midtown West;256 W 52nd St;256 W 52nd St;New York;NY;;;Russian
Sahara East Restaurant;E. Village;;nan;;;;;;Sahara East Restaurant;East Village;184 1st Avenue;184 1st Avenue;New York;NY;;;Middle Eastern
Adour Alain Ducasse at The St. Regis New York;Midtown East;;nan;;;;;;Adour Alain Ducasse at The St. Regis New York;Midtown West; 2 E 55th St-at Fifth Ave;2 E 55th St;New York;NY;French;;
Antonucci's;Upper East Side;;nan;;;;;;Antonucci's;Upper East Side;170 East 81 Street;170 E 81st St;New York;NY;;;Italian
Ben Benson's Steakhouse;Midtown West;;nan;;;;;;Ben Benson's Steakhouse;Midtown West;123 West 52nd Street;123 W 52nd St;New York;NY;;;Steakhouses
Benjamin Steakhouse;Midtown East;;nan;;;;;;Benjamin Steakhouse;Midtown East;Manhattan · 52 East 41 Street;52 E 41st St;New York;NY;;;Steakhouses
Erminia Ristorante;Upper East Side;;nan;;;;;;Erminia Ristorante;Upper East Side;250 E 83rd St;250 E 83rd St;New York;NY;;;Italian
Il Bordello;Chelsea;191 Seventh Ave;191 7th Ave;New York;NY;;$$$;Steakhouse;Il Bordello;Chelsea; 470 W 23rd St-at Tenth Ave;470 W 23rd St;New York;NY;Italian;;
Nero D' Avola;Meatpacking District;46 Gansevoort St;46 Gansevoort St;New York;NY;;$$$;Italian;Nero D' Avola;Meatpacking District;46 Gansevoort St-At Greenwich St;46 Gansevoort St;New York;NY;;;Italian
Norma's at Le Parker Meridien;Midtown West;118 West 57th Street;118 W 57th St;New York;NY;;$$;American;Norma's at Le Parker Meridien;nan;118 West 57th Street;118 W 57th St;New York;NY;;;nan
Perilla Restaurant;Greenwich Village;9 Jones Street;9 Jones St;New York;NY;;$$$$;American;Perilla Restaurant;West Village;9 Jones Street;9 Jones St;New York;NY;;;American
SUteiShi;Financial District;;nan;;;;;;SUteiShi;Financial District; 236 Front St-at Peck Slip;236 Front St;New York;NY;Japanese;;
Talay Restaurant;Harlem;701 W 135th St;701 W 135th St;New York;NY;;$$$;Thai;Talay Restaurant;Harlem;701 West 135th Street;701 W 135th St;New York;NY;;;Asian: Pan-Asian
Allen and Delancey;Lower East Side;115 Allen St;115 Allen St;New York;NY;;$$$;American;Allen and Delancey;;115 Allen Street;115 Allen St;;NY;;;
Cavatappo Wine Bar;Upper East Side;;1728 Second Ave btwn 89th and 90th Sts;;;;;;Cavatappo Wine Bar;Upper East Side; 1728 Second Ave-between 89th and 90th Sts;1728 2nd Ave;New York;NY;Italian;;
Central Park Boathouse Restaurant;Upper East Side;;Central Park Lake at 72nd St;;;;;;Central Park Boathouse Restaurant;Upper East Side;Central Park Lake -park entrance on Fifth Aveat 72nd St;;New York;NY;Seafood;;
Congee Bowery;Lower East Side;;207 Bowery;;;;;;Congee Bowery;;207 Bowery-At Rivington St;207 Bowery;;NY;;;
Da Silvano Bistecca;Greenwich Village;260 6th Avenue;260 6th Ave;New York;NY;;$$$;Italian;Da Silvano Bistecca;Greenwich Village; 260 Sixth Ave-between Bleecker and W Houston Sts;260 6th Ave;New York;NY;;;Steakhouses
Dakshin Indian Bistro;Upper East Side;;nan;;;;;;Dakshin Indian Bistro;Upper East Side; 1713 First Ave-between 88th and 89th Sts;1713 1st Avenue;New York;NY;Indian;;
Deborah (CLOSED);Greenwich Village;43 Carmine St btwn Bedford and Bleecker...;43 Carmine St;;;;;;Deborah (CLOSED);West Village; 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;NY;;;American
Hatsuhana Park;Midtown East;237 Park Ave;237 Park Ave;New York;NY;;$$$$;Sushi;Hatsuhana Park;;237 Park Ave-At 46th St;237 Park Ave;;NY;;;
Inside Park at St. Bart’s;Midtown East;;109 E 50th St;;;;;;Inside Park at St. Bart’s;Midtown East; 109 E 50th St-at Park Ave;109 E 50th St;New York;NY;American;;
Le Charlot;Upper East Side;;19 E 69th St btwn Madison and Park Aves;;;;;;Le Charlot;Upper East Side; 19 E 69th St-between Madison and Park Aves;19 E 69th St;New York;NY;French;;
Maloney and Porcelli;Midtown East;37 E 50th St;37 E 50th St;New York;NY;;$$$$;Steakhouse;Maloney and Porcelli;nan;37 East 50th Street;37 E 50th St;New York;NY;;;nan
Pizza Gruppo;East Village;;186 Ave B btwn 11th and 12th Sts;;;;;;Pizza Gruppo;East Village; 186 Ave B-between 11th and 12th Sts;186 Avenue B;New York;NY;Italian: Pizza;;
Sanctuary Tea;SoHo;;nan;;;;;;Sanctuary Tea;Soho;337B W Broadway-At Grand St;337b W Broadway;New York;NY;;;Cafés & diners
Smokin' Q (CLOSED);Upper East Side;;nan;;;;;;Smokin' Q (CLOSED);Upper East Side;206 E 63rd St-;206 E 63rd St;New York;NY;;;Barbeque
Black Iron Burger Shop;East Village;540 E 5th St;540 E 5th St;New York;NY;American;$$$;;Black Iron Burger;East Village;540 E 5th St.;540 E 5th St;New York;NY;;;
Blue 9 Burger;East Village;92 3rd Ave;92 3rd Ave;New York;NY;American;$;;Blue 9;East Village;92 3rd Avenue at 12th Street;92 3rd Ave;New York;NY;;;Cafés & diners
Dinosaur Bar-B-Que;Harlem;646 W 131st St;646 W 131st St;New York;NY;American;$;;Dinosaur Bar B Que;Columbia University–City College;646 West 131st Street;646 W 131st St;New York;NY;;;Barbeque
Keens Steakhouse;Midtown West;72 W 36th St;72 W 36th St;New York;NY;Steakhouse;$$$;;Keens Steak House;Midtown West;72 W 36th St;72 W 36th St;New York;NY;;;Steakhouses
Kum Gang San;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;Korean;$$;;Kum Gang Inc;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;;;Korean
La Palapa;E. Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
La Palapa;East Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
Nobu Fifty Seven;Midtown West;40 W 57th St;40 W 57th St;New York;NY;Japanese;$$$$$;;Nobu 57;Midtown West; 40 W 57th St-between Fifth and Sixth Aves;40 W 57th St;New York;NY;Japanese;;
Salud Restaurant and Bar;;142 Beekman Street;142 Beekman St;New York;NY;;;;Salud Restaurant Bar;nan;142 Beekman Street;142 Beekman St;New York;NY;;;nan
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Wogies Restaurant;West Village;39 Greenwich Ave;39 Greenwich Ave;New York;NY;American;$;;Wogies Bar & Grill;West Village;39 Greenwich Ave-At Charles St;39 Greenwich Ave;New York;NY;;;American
Yozakura Kushiyaki Bar;Lower East Side;168 Ludlow St;168 Ludlow St;New York;NY;Japanese;$;;Yozakura;Lower East Side; 168 Ludlow St-between E Houston and Stanton Sts;168 Ludlow St;New York;NY;Japanese;;
99¢ Fresh Pizza;Midtown East;;;;;;;;99c Fresh Pizza;Midtown West; 569 Ninth Ave-at 41st St;569 9th Ave;New York;NY;;;Italian
Bamn!;East Village;;;;;;;;Bamn;East Village;37 St. Marks Place;37 St Marks Pl;New York;NY;;;Eclectic
Café Deville;East Village;;;;;;;;Café DeVille;East Village;103 3rd Ave.;103 3rd Ave;New York;NY;;;French
City Girl Café;Soho;;;;;;;;City Girl Cafe;Soho;63 Thompson St-Btwn Spring & Broome St;63 Thompson St;New York;NY;;;Cafés & diners
Egg Custard King Two Cafe;Chinatown;;;;;;;;Egg Custard King Cafe;Chinatown/Little Italy; 271 Grand St-between Eldridge and Forsyth Sts;271 Grand St;New York;NY;Cafés;;
El Maguey y La Tuna;Lower East Side;;;;;;;;El Maguey Y La Tuna;Lower East Side;321 E Houston St-Btwn Ridge & Attorney St;321 E Houston St;New York;NY;;;Mexican
Friend House 2;East Village;;nan;;;;;;Friend House;East Village; 99 Third Ave-between 12th and 13th Sts;99 3rd Ave;New York;NY;Thai;;
Hampton Chutney Co.;Upper West Side;;;;;;;;Hampton Chutney Co;Upper West Side;464 Amsterdam Ave-At 82nd St;464 Amsterdam Ave;New York;NY;;;Indian
Itzocan Bistro;Upper East Side;;1575 Lexington Ave;;;;;;Itzocan;Upper East Side;1575 Lexington Avenue;1575 Lexington Ave;New York;NY;;;Mexican
Jeollado;East Village;;;;;;;;Jeoladdo;East Village;116 East 4th Street;116 E 4th St;New York;NY;;;Japanese
KushiQ;Midtown East;;;;;;;;Kushi-Q;Midtown East; 23 Third Ave-between 45th and 46th Sts;23 3rd Ave;New York;NY;Japanese;;
Oklahoma Smoke BBQ;Harlem;;;;;;;;Oklahoma Smoke;Harlem; 231 W 145th St-between Frederick Douglass Blvd;231 W 145th St;New York;NY;Barbeque;;
Old Homestead Steakhouse;Chelsea;;;;;;;;Old Homestead Steak House;Chelsea;56 9th Avenue;56 9th Ave;New York;NY;;;Steakhouses
Rheon Café;Soho;;;;;;;;Rheon Cafe;Soho; 189 Spring St-between Sullivan and Thompson Sts;189 Spring St;New York;NY;Cafés & diners;;
Rice to Riches;Chinatown;;;;;;;;Rice To Riches;Chinatown/Little Italy;37 Spring Street;37 Spring St;New York;NY;;;Cafés & diners
Royale Cafe + Pastry;West Village;;;;;;;;Royale Cafe & Pastry;West Village;461 6th Ave-;461 6th Ave;New York;NY;;;Cafés & diners
Salsa y Salsa;Chelsea;;;;;;;;Salsa Y Salsa;Chelsea;206 7th Ave-At 22nd St;206 7th Ave;New York;NY;;;Mexican
Charles's Southern-Style Kitchen;Harlem;;;;;;;;Charles' Southern Style Kitchen;Harlem;2839 Eighth Ave.;2839 Frederick Douglass Blvd;New York;NY;;;nan
Chat 'n Chew;Union Square;10 E 16th St;10 E 16th St;New York;NY;;$;American;Chat 'N Chew;nan;10 East 16th Street;10 E 16th St;New York;NY;;;nan
Fagiolini Restaurant Inc;Murray Hill;;;;;;;;Fagiolini Restaurant;Murray Hill;334 Lexington Ave.;334 Lexington Ave;New York;NY;;;nan
Fagiolini Restaurant Inc;Murray Hill;;;;;;;;Fagiolini Restaurant;Murray Hill;334 Lexington Ave.;334 Lexington Ave;New York;NY;;;nan
Friend of a Farmer;Gramercy;77 Irving Pl;77 Irving Pl;New York;NY;;$;American;Friend of A Farmer;Gramercy/Flatiron;77 Irving Pl-Btwn 18th & 19th St;77 Irving Pl;New York;NY;;;American
Friend of a Farmer;Gramercy;77 Irving Pl;77 Irving Pl;New York;NY;;$;American;Friend of A Farmer;nan;77 Irving Pl-Btwn 18th & 19th St;77 Irving Pl;New York;NY;;;nan
Good World Bar and Grill;Lower E. Side;;;;;;;;Good World Bar & Grill;Lower East Side;3 Orchard St-Btwn Division & Canal St;3 Orchard St;New York;NY;;;Eclectic
Manhattan Heroes Corp;Chelsea;;;;;;;;Manhattan Heroes;Chelsea;27th & 7th Ave.;7th Ave & W 27th St;New York;NY;;;
Novitá;Gramercy;102 E 22nd Street;102 E 22nd St;New York;NY;;$$$;Italian;Novitas Restaurant;Gramercy/Flatiron;102 E 22nd St;102 E 22nd St;New York;NY;;;Italian
Otto Enoteca Pizzeria;Greenwich Village;1 Fifth Ave;1 5th Ave;New York;NY;;$$$$;Italian;Otto;Greenwich Village;1 5th Avenue;1 5th Ave;New York;NY;;;Italian: Pizza
Pure Food and Wine;Gramercy;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Pure Food and Wine;Gramercy / Flatiron;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Pure Food and Wine;Gramercy / Flatiron;;nan;;;;;;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Brasserie Athenee;Midtown West;9 W 57th St;East River Realty Company;New York;NY;;$$$$;French;Brasserie 8½;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Ciaobella;Upper East Side;;;;;;;;CiaoBella;Upper East Side;1640 2nd Ave-At 85th St;1640 2nd Ave;New York;NY;;;Italian
Gotham Bar and Grill;Greenwich Village;12 E 12th St;12 E 12th St;New York;NY;;$$$$;American;Gotham Bar & Grill;Greenwich Village;12 E 12th St;12 E 12th St;New York;NY;;;American Creative
Massimo al Ponte Vecchio;Greenwich Village;;;;;;;;Massimo Al Ponte Vecchio;Greenwich Village; 206 Thompson St-between Bleecker and W 3rd Sts;206 Thompson St;New York;NY;Italian;;
Prem-on Thai;Greenwich Village;138 W Houston St;138 W Houston St;New York;NY;;$$;Thai;Prem-On Thai;Greenwich Village;138 W Houston St-Btwn MacDougal & Sullivan St;138 W Houston St;New York;NY;;;Thai
Havana Alma de Cuba;West Village;94 Christopher St;94 Christopher St;New York;NY;;$$;Cuban;Havana Alma De Cuba;nan;94 Christopher Street;94 Christopher St;New York;NY;;;nan
Il Laboratorio del Gelato;Lower East Side;95 Orchard St btwn Broome and Delancey...;95 Orchard St btwn Broome and Delancey...;;;;;;Il Laboratorio Del Gelato;Lower East Side;95 Orchard Street;95 Orchard St;New York;NY;;;Cafés & diners
La Lanterna di Vittorio;Greenwich Village;129 MacDougal St btwn 3rd and 4th Sts;129 MacDougal St btwn 3rd and 4th Sts;;;;;;La Lanterna Di Vittorio;Greenwich Village;129 MacDougal Street;129 MacDougal St;New York;NY;;;Italian: Pizza
Malatesta Trattoria;W. Village;649 Washington St;649 Washington St;New York;NY;;$$;Italian;Malatesta;West Village;649 Washington St.;649 Washington St;New York;NY;;;Italian
Swizz Restaurant and Wine Bar;Midtown West;310 W 53rd St btwn Eighth and Ninth...;310 W 53rd St;;;;;;Swizz Restaurant Wine Bar;Midtown West;310 West 53rd Street;310 W 53rd St;New York;NY;;;Eclectic
The Carlyle Restaurant;Upper East Side;35 E 76th St at Madison Ave;35 E 76th St;;;;;;The Carlyle;Upper East Side;35 E 76th St-At Madison Ave;35 E 76th St;New York;NY;;;French
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Bistro du Nord;Upper East Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Candle Cafe;Upper E. Side;154 E 79 St;154 E 79th St;New York;NY;;$$;Vegetarian;Candle 79;Upper East Side; 154 E. 79th St-at Lexington Ave;154 E 79th St;New York;NY;Vegetarian & Organic;;
Esperanto Cafe;West Village;145 Ave C;145 Loisaida Ave;New York;NY;;$$;Nuevo Latino;Esperanto;East Village; 145 Ave C-at 9th St;145 Loisaida Ave;New York;NY;Latin American;;
Falai Panetteria;Lower E. Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower East Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Flea Market Cafe;E. Village;131 Ave A;131 Avenue A;New York;NY;;$;French;Flea Market;East Village;131 Avenue A;131 Avenue A;New York;NY;;;French
Gabriela's Restaurante y Tequila Bar;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;$$;Mexican;Gabriela's;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;;Mexican
Jarnac;Greenwich Village;100 University Pl;100 University Pl;New York;NY;;$$$;Sushi;Japonica Restaurant;Greenwich Village;100 University Pl;100 University Pl;New York;NY;;;Japanese
Momofuku Noodle Bar;E. Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Milk Bar and Bakery;East Village;207 Second Ave.;207 2nd Ave;New York;NY;;;
Momofuku Ssam Bar;E. Village;171 First Ave.;171 1st Avenue;New York;NY;;$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssäm Bar;East Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Niko's Mediterranean Grill and Bistro;Upper West Side;2161 Broadway;2161 Broadway;New York;NY;;$;Greek;Niko's Mediterranean Grill & Bistro;West 70s;2161 Broadway;2161 Broadway;New York;NY;;;nan
Sammy's Roumanian Steak House;Lower East Side;157 Chrystie St;157 Chrystie St;New York;NY;;$$$;European;Sammy's Roumanian;Lower East Side;157 Chrystie St-At Delancey St;157 Chrystie St;New York;NY;;;Eastern European
Xunta Tapas Bar;East Village;174 First Ave;174 1st Avenue;New York;NY;;$;Spanish;Xunta;East Village; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;NY;Spanish;;
Brasserie 8 1/2;Midtown East;9 W 57th St;East River Realty Company;New York;NY;;$$$$;French;Brasserie 8 1 2;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Citrus Bar and Grill;Upper West Side;320 Amsterdam Ave;320 Amsterdam Ave;New York;NY;;$$;Asian;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Citrus Bar and Grill;Upper West Side;;nan;;;;;;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Perry St.;W. Village;176 Perry St;176 Perry St;New York;NY;;$$$$;French;Perry St;West Village;176 Perry St-At West St;176 Perry St;New York;NY;;;American
Perry St.;W. Village;;nan;;;;;;Perry St;West Village;176 Perry St-At West St;176 Perry St;New York;NY;;;American
Uncle Jack's Steakhouse - Westside;Midtown West;440 9th Avenue;440 9th Ave;New York;NY;;$$$;Steakhouse;Uncle Jack's Steakhouse;Midtown West;440 9th Avenue;440 9th Ave;New York;NY;;;Steakhouses
Frankie & Johnnie's Steakhouse - Manhattan;Midtown West;32 W 37th St;32 W 37th St;New York;NY;;$$$;Steakhouse;Frankie & Johnnie's Steakhouse;Midtown West;32 West 37th Street;32 W 37th St;New York;NY;;;Steakhouses
Fresco by Scotto Restaurant;Midtown East;34 E 52nd St;34 E 52nd St;New York;NY;;$$$;Italian;Fresco by Scotto;Midtown East; 34 E 52nd St-between Madison and Park Aves;34 E 52nd St;New York;NY;Italian;;
New York Kom Tang Kalbi House;Midtown West;;nan;;;;;;New York Kom Tang Kal Bi House;Midtown West;32 West 32nd Street;32 W 32nd St;New York;NY;;;Korean
Petrossian - New York;Midtown West;182 W 58th St;182 W 58th St;New York;NY;;$$$$;Continental;Petrossian;Midtown West; 182 W 58th St-at Seventh Ave;182 W 58th St;New York;NY;Russian;;
Smith & Wollensky - New York;Midtown East;797 Third Ave;797 3rd Ave;New York;NY;;$$$;Steakhouse;Smith & Wollensky;Midtown East; 797 Third Ave-at 49th St;797 3rd Ave;New York;NY;Steakhouses;;
CamaJe Bistro;Greenwich Village;85 Macdougal St;85 MacDougal St;New York;NY;;$$;American;CamaJe;Greenwich Village;85 MacDougal Street;85 MacDougal St;New York;NY;;;French
Elaine’s;Upper East Side;1703 Second Ave;1703 2nd Ave;New York;NY;;$$$;American;Elaine's;Upper East Side;1703 2nd Ave-Btwn 88th & 89th St;1703 2nd Ave;New York;NY;;;Italian
Lugo Caffé;Midtown West;;nan;;;;;;Lugo Caffè;Midtown West;1 Penn Plaza -33rd Stat Eighth Ave;;New York;NY;Italian;;
Papillon Bistro;Midtown East;;22 E 54th St;;;;;;Papillion;Midtown East;22 East 54th Street;22 E 54th St;New York;NY;;;French
Bar Q;Greenwich Village;268 Sixth Avenue;268 6th Ave;New York;NY;;$$;Italian;Bar Pitti;Greenwich Village; 268 Sixth Ave-between Bleecker and Houston Sts;268 6th Ave;New York;NY;Italian;;
Calle Ocho;Upper W. Side;446 Columbus Avenue;446 Columbus Ave;New York;NY;;$$;Cuban;Calle OCHO;Upper West Side;446 Columbus Av;446 Columbus Ave;New York;NY;;;Caribbean
Casa Adela;East Village;72 Bedford St;72 Bedford St;New York;NY;;$$;South American;Casa;West Village; 72 Bedford St-at Commerce St;72 Bedford St;New York;NY;Brazilian;;
En Japanese Brasserie;W. Village;435 Hudson St;435 Hudson St;New York;NY;;$$$;Japanese;En;West Village;435 Hudson St.;435 Hudson St;New York;NY;;;
Etats-Unis;Upper E. Side;242 E 81st St;242 E 81st St;New York;NY;;$$$;American;Etats Unis Restaurant;Upper East Side;242 E 81st St;242 E 81st St;New York;NY;;;American Creative
I Coppi;E. Village;432 E Ninth St;432 E 9th St;New York;NY;;$$$;Italian;I Copi;East Village;432 East 9th Street;432 E 9th St;New York;NY;;;Italian
Lan Cafe;East Village;56 Third Ave;56 3rd Ave;New York;NY;;$$;Sushi;Lan;East Village; 56 Third Ave-between 10th and 11th Sts;56 3rd Ave;New York;NY;Japanese;;
Morrell Wine Bar and Cafe;Midtown West;1 Rockefeller Plaza;1 Rockefeller Plaza 48Th and;New York;NY;;$$$;American;Morrell Wine Bar & Cafe;Midtown West;1 Rockefeller Plaza-Btwn 5th & 6th Ave at 49th St;1 Rockefeller Plaza 48Th and;New York;NY;;;Italian
Morrell Wine Bar and Cafe;Midtown West;;1 Rockefeller Plaza 48Th and;;;;;;Morrell Wine Bar & Cafe;Midtown West;1 Rockefeller Plaza-Btwn 5th & 6th Ave at 49th St;1 Rockefeller Plaza 48Th and;New York;NY;;;Italian
Ocean Grill New York;Upper West Side;384 Columbus Ave;384 Columbus Ave;New York;NY;;$$$;Seafood;Ocean Grill;Upper West Side; 384 Columbus Ave-between 78th and 79th Sts;384 Columbus Ave;New York;NY;Seafood;;
Angon on the Sixth;E. Village;;nan;;;;;;Angon On the Sixth;East Village;320 East 6th Street Frnt;320 E 6th St;New York;NY;;;Indian
