0_restaurant;0_neighborhood;0_address;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_country;1_neighborhood;1_type;1_phone;1_type_r
Roberto Passon;Midtown West;741 Ninth Ave;New York;NY;Italian;$$$;;Roberto;741 Ninth Ave.;New York;West 50s;;;
Ruth's Chris Steak House;Midtown West;148 West 51st Street;New York;NY;Steakhouse;$$$$;;Ruth Chris Steakhouse;148 W 51st St;New York;;;;
Salud Restaurant and Bar;;142 Beekman Street;New York;NY;;;;Salud Restaurant Bar;142 Beekman Street;New York;nan;;nan;nan
Schiller's Restaurant;Lower East Side;131 Rivington St;New York;NY;International;$$;;Schiller's Liquor Bar;131 Rivington St-At Norfolk St;New York;Lower East Side;;(212-260-4555);Eclectic
Sea Grill;Midtown West;19 West 49th Street;New York;NY;Seafood;$$$$;;Sea Breeze;541 9th Avenue at 40th Street;New York, NY, 10018;;;;
Sevilla Restaurant and Bar;West Village;62 Charles St& West 4th St;New York;NY;Spanish;$$;;Sevilla Restaurant Bar;62 Charles Street;New York, NY, 10014;;;;
Sezz Medi';Harlem;1260 Amsterdam Ave;New York;NY;Mediterranean;$$;;Sezz Medi; 1260 Amsterdam Ave-at 122nd St;New York;Columbia University–City College;Mediterranean;(212-932-2901);
Shaffer City Oyster Bar & Grill;Flatiron;5 W 21st St;New York;NY;Seafood;$$$;;Shaffer City Oyster Bar;5 W 21st St;New York;;;;
Shun Lee West;;43 W. 65th St.;New York;NY;Chinese;$$$;;Shun Lee Palace East;155 E 55th St;New York;;;;
Stanton Social;Lower East Side;99 Stanton St;New York;NY;International;$$$;;Stanton; 244 E 79th St-between Second and Third Aves;New York;Upper East Side;Eclectic;(212-537-7745);
Stanton Social Club;;99 Stanton Street;New York;NY;Small Plates;$$$;;Stanton Social;99 Stanton Street;New York, NY, 10002;;;;
Stella Di Mare;Murray Hill;346 Lexington Avenue;New York;NY;Italian;$$$;;Stella Del Mare;346 Lexington Ave;New York;;;;
Tong;;39 E. 13th St.;New York;NY;Thai;$$$;;Tonda;235 E 4th St-;;;;;
Tribeca Grill;TriBeCa;375 Greenwich St;New York;NY;American;$$$;;Tribeca Greenmarket;Greenwich Street;Manhattan, NY, 10013;;;;
Uncle Nick's;Chelsea;;;;;;;Uncle Moe’s; 14 W 19th St-between Fifth and Sixth Aves;New York;Chelsea;Mexican;(212-727-9400);
Veritas;Union Square;43 E 20th St;New York;NY;American;$$$$;;Vergina;231 E 53rd St;New York;;;;
Vico Ristorante;Upper East Side;1302 Madison Ave;New York;NY;Italian;$$$;;Vico Madison Av Ristorante;1302 Madison Ave;New York;;;;
Westville East;East Village;173 Ave. A;New York;NY;American;$;;Westville; 210 W 10th St-at Bleecker St;New York;West Village;American;(212-741-7971);
99¢ Fresh Pizza;Midtown East;;;;;;;99c Fresh Pizza; 569 Ninth Ave-at 41st St;New York;Midtown West;;(212-268-1461);Italian
Aurora Soho;Soho;;;;;;;Aurora SoHo;510 Broome St-Btwn Thompson St & W Broadway;New York;Soho;;(212-334-9020);Italian
Aurora Soho;SoHo;510 Broome St btwn Thompson St and West...;;;;;;Aurora SoHo;510 Broome St-Btwn Thompson St & W Broadway;New York;Soho;;(212-334-9020);Italian
BarBossa;Lower E. Side;;;;;;;BarBao; 100 W 82nd St-at Columbus Ave;New York;Upper West Side;Vietnamese;(212-501-0776);
Bistro du Nord;Upper East Side;;;;;;;Bistro Ten 18; 1018 Amsterdam Ave-at 110th St;New York;Upper West Side;American;(212-662-7600);
Bistro du Nord;Upper E. Side;;;;;;;Bistro Ten 18; 1018 Amsterdam Ave-at 110th St;New York;Upper West Side;American;(212-662-7600);
Brasserie 52;Midtown West;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 44; 44 W 44th St-between Fifth and Sixth Aves;New York;Midtown West;American;(212-944-8844);
Bridge Café;Financial/Battery Pk;;;;;;;Bridge Cafe; 279 Water St-at Dover St;New York;Financial District;American;(212-227-3344);
Bryant Park Grill;Midtown West;;;;;;;Bryant Park Cafe and Grill; 25 W 40th St-between Fifth and Sixth Aves;New York;Midtown West;American;(212-840-6500);
Cacio e Vino;East Village;;;;;;;Cacio e Pepe; 182 Second Ave-between 11th and 12th Sts;New York;East Village;Italian;(212-505-5931);
Café Condesa;West Village;;;;;;;Café Cluny; 284 W 12th St-at 4th St;New York;West Village;French;(212-255-6900);
Café Cortadito;East Village;;;;;;;Café Condesa; 183 W 10th St-at W 4th St;New York;West Village;American Creative;(212-352-0050);
Café Deville;East Village;;;;;;;Café DeVille;103 3rd Ave.;New York;East Village;;;
Café Henri;West Village;;;;;;;Café Habana;229 Elizabeth St.;New York;Greenwich Village;;;
Café Spice;Midtown East;;;;;;;Café Soleil; 1016 Second Ave-between 53rd and 54th Sts;New York;Midtown East;French;(212-758-1351);
Capri Caffé;Tribeca;;;;;;;Capri Cafe;165 Church St-Btwn Chambers & Reade St;New York;Tribeca;;(212-513-1358);Italian
Da Silvano Cantinetta;West Village;;;;;;;Da Silvano Bistecca; 260 Sixth Ave-between Bleecker and W Houston Sts;New York;Greenwich Village;Steakhouses;(212-844-0282);
East of Eighth;Chelsea;;;;;;;East of 8th;254 W 23rd St.;New York;Chelsea;;;
El Castillo de Jagua Restaurant;Lower East Side;;;;;;;El Castillo de Jagua; 113 Rivington St-between Essex and Ludlow Sts;New York;Lower East Side;Caribbean: Dominican;(212-982-6412);
Esperanto Cafe;West Village;;;;;;;Esperanto; 145 Ave C-at 9th St;New York;East Village;Latin American;(212-505-6559);
Festival Mexicano Restaurant;Lower East Side;;;;;;;Festival Mexicano; 120 Rivington St-between Essex and Norfolk Sts;New York;Lower East Side;Mexican;(212-995-0154);
Friend House 2;East Village;;;;;;;Friend House; 99 Third Ave-between 12th and 13th Sts;New York;East Village;Thai;(212-388-1838);
Gigino at Wagner Park;Financial/Battery Pk;;;;;;;Gigino Wagner Park;20 Battery Pl-At West St;New York;Financial District;;(212-528-2228);Italian
Gold St.;Financial/Battery Pk;;;;;;;Gold St; 2 Gold St-between Maiden Ln and Platt St;New York;Financial District;Cafés & diners;(212-747-0797);
Gotham Bar and Grill;Greenwich Village;12 E 12th St;New York;NY;;$$$$;American;Gotham Bar & Grill;12 E 12th St;;;;;
Grey Dog Coffee;West Village;;;;;;;Grey Dog; 90 University Pl-between 11th and 12th Sts;New York;Greenwich Village;Cafés & diners;(212-414-4739);
Gusto Organics;West Village;;;;;;;Gusto Grilled Organics; 519 Sixth Ave-between 13th and 14th Sts;New York;West Village;Argentine;(212-242-5800);
Horus Café;East Village;;;;;;;Horus Cafe; 93 Ave B-at 6th St;New York;East Village;Middle Eastern: Egyptian;(212-777-9199);
Hudson Diner;West Village;;;;;;;Hudson Corner Café; 570 Hudson St-at 11th St;New York;West Village;American;(212-229-2727);
Itzocan Bistro;Upper East Side;1575 Lexington Ave at 101st St;;;;;;Itzocan;1575 Lexington Avenue;New York, NY, 10029;;;;
Kampuchea Restaurant;Lower East Side;;;;;;;Kampuchea Noodle Bar; 78 Rivington St-at Allen St;New York;Lower East Side;Asian: Cambodian;(212-529-3901);
Knife + Fork;East Village;;;;;;;Knife & Fork;108 E. Fourth St.;New York;East Village;;;
La Focaccia;West Village;;;;;;;La Focacceria; 128 First Ave-between St. Marks Pl and E 7th St;New York;East Village;Italian;(212-254-4946);
La Focaccia;W. Village;;;;;;;La Focacceria; 128 First Ave-between St. Marks Pl and E 7th St;New York;East Village;Italian;(212-254-4946);
La Palapa West;West Village;;;;;;;La Palapa Rockola; 359 Sixth Ave-between Washington Pl and W 4th St;New York;West Village;Mexican;(212-243-6870);
Levana;Upper West Side;;;;;;;Levain’s; 167 W 74th St-between Columbus and Amsterdam Aves;New York;Upper West Side;Cafés;(212-874-6080);
Levana;Upper W. Side;;;;;;;Levain’s; 167 W 74th St-between Columbus and Amsterdam Aves;New York;Upper West Side;Cafés;(212-874-6080);
Lever House Restaurant;Midtown East;;;;;;;Lever House; 390 Park Ave-between 53rd and 54th Sts;New York;Midtown East;American;(212-888-2700);
Little Havana Restaurant;West Village;;;;;;;Little Havana; 30 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;Caribbean: Cuban;(212-255-2212);
Loreley Restaurant & Biergarten;Lower East Side;;;;;;;Loreley Restaurant & Biergaerten;7 Rivington St.;New York;Lower East Side;;;
Mardigras Pizza;Financial/Battery Pk;;;;;;;Mardigras; 3 Maiden Ln-between Broadway and Liberty Pl;New York;Financial District;American Regional;(212-233-6066);
Mr. Chow Tribeca;Tribeca;;;;;;;Mr. Chow (Tribeca); 121 Hudson St-at N Moore St;New York;Tribeca;Chinese;(212-965-9500);
North Square Restaurant;West Village;;;;;;;North Square;Washington Square Hotel -103 Waverly Plat Washington Sq West;New York;Greenwich Village;American Creative;(212-254-1200);
Oklahoma Smoke BBQ;Harlem;;;;;;;Oklahoma Smoke; 231 W 145th St-between Frederick Douglass Blvd;New York;Harlem;Barbeque;(212-862-5335);
Osteria del Circo;Midtown West;;;;;;;Osteria al Doge; 142 W 44th St-between Sixth Ave and Broadway;New York;Midtown West;Italian;(212-944-3643);
Persepolis;Upper East Side;;;;;;;Persephone; 115 E 60th St-between Park and Lexington Aves;New York;Upper East Side;Greek;(212-339-8363);
Persepolis;Upper E. Side;;;;;;;Persephone; 115 E 60th St-between Park and Lexington Aves;New York;Upper East Side;Greek;(212-339-8363);
Primehouse New York;Gramercy / Flatiron;;;;;;;Primehouse; 381 Park Ave South-at 27th St;New York;Gramercy/Flatiron;Steakhouses;(212-824-2600);
Rheon Café;Soho;;;;;;;Rheon Cafe; 189 Spring St-between Sullivan and Thompson Sts;New York;Soho;Cafés & diners;(212-966-7040);
Shanghai Cuisine;Chinatown;;;;;;;Shanghai Café;100 Mott St.;New York;Chinatown;;nan;nan
Tabla Street Cart;Flatiron;;;;;;;Tabla Frankie Cart;11 Madison Ave.;New York;Flatiron;;;
Telephone Bar and Grill;East Village;;;;;;;Telephone Bar & Grill; 149 Second Ave-between 9th and 10th Sts;New York;East Village;American;(212-529-5000);
Tre Dici Steak;Chelsea;;;;;;;Tre Dici; 128 W 26th St-between Sixth and Seventh Aves;New York;Chelsea;Italian;(212-243-8183);
Ukrainian East Village Restaurant;East Village;;;;;;;Ukrainian East Village; 140 Second Ave-between 8th and 9th Sts;New York;East Village;Eastern European;(212-614-3283);
Via Delle Zoccolette;East Village;;;;;;;Via Della Pace; 48 E 7th St-between First and Second Aves;New York;East Village;Italian;(212-253-5803);
Village Natural;West Village;;;;;;;Village Mingala; 21 E 7th St-between Second and Third Aves;New York;East Village;Asian: Burmese;(212-529-3656);
Wondee Siam II;Midtown West;;;;;;;Wondee Siam; 792 Ninth Ave-between 52nd and 53rd Sts;New York;Midtown West;Thai;(212-459-9057);
wd~50;Lower East Side;;;;;;;wd-50;50 Clinton St.;New York;Lower East Side;;;
Angon on the Sixth;E. Village;;;;;;;Angon on Sixth; 320 E 6th St-between First and Second Aves;New York;East Village;Indian;(212-260-8229);
Angon on the Sixth;East Village;320 E Sixth St;New York;NY;;$;Indian;Angon on Sixth; 320 E 6th St-between First and Second Aves;New York;East Village;Indian;(212-260-8229);
Azul Bistro;Lower E. Side;;;;;;;Azul Argentine Bistro; 152 Stanton St-at Suffolk St;New York;Lower East Side;Argentine;(646-602-2004);
Azul Bistro;Lower East Side;152 Stanton St at Suffolk St;;;;;;Azul Argentine Bistro; 152 Stanton St-at Suffolk St;New York;Lower East Side;Argentine;(646-602-2004);
Basera Northern Indian Cuisine;Midtown East;;;;;;;Basera Indian Bistro; 745 Ninth Ave-between 50th and 51st Sts;New York;Midtown West;Indian;(212-757-9787);
Bella Cucina;Upper E. Side;;;;;;;Bella Blu; 967 Lexington Ave-between 70th and 71st Sts;New York;Upper East Side;Italian;(212-988-4624);
Bistro le Steak;Upper E. Side;;;;;;;Bistro du Nord; 1312 Madison Ave-at 93rd St;New York;Upper East Side;French;(212-289-0997);
Borobudur Cafe;E. Village;;;;;;;Borobudur; 128 E 4th St-between First and Second Aves;New York;East Village;Asian: Indonesian;(212-614-9079);
Bull & Bear Pub;Midtown East;;;;;;;Bull & Bear;Waldorf=Astoria -570 Lexington Aveat 49th St;New York;Midtown East;Steakhouses;(212-872-4900);
Cafe Lucca;W. Village;;;;;;;Cafe Loup; 105 W 13th St-between Sixth and Seventh Aves;New York;West Village;French;(212-255-4746);
Candle Cafe;Upper E. Side;;;;;;;Candle 79; 154 E. 79th St-at Lexington Ave;New York;Upper East Side;Vegetarian & Organic;(212-537-7179);
Carne;Upper W. Side;;;;;;;Carmine’s; 2450 Broadway-between 90th and 91st Sts;New York;Upper West Side;Italian;(212-362-2200);
Chat 'n Chew;Union Square;10 E 16th St;New York;NY;;$;American;Chat 'N Chew;10 East 16th Street;New York, NY, 10003;;;;
Chelsea Trattoria;Chelsea;;;;;;;Chelsea Thai Wholesale;75 Ninth Ave.;New York;Chelsea;;;
Dean & Deluca Cafe;Midtown West;;;;;;;Dean & DeLuca;New York Times Building -620 Eighth Aveat 48th St;New York;Midtown West;Food or Beverage Shop;(212-221-0308);
Demarchelier Restaurant;Upper E. Side;;;;;;;Demarchelier; 50 E 86th St-between Madison and Park Aves;New York;Upper East Side;French;(212-249-6300);
Fagiolini Restaurant Inc;Murray Hill;;;;;;;Fagiolini Restaurant;334 Lexington Ave.;New York;Murray Hill;;;
Fresco by Scotto Restaurant;Midtown East;;;;;;;Fresco by Scotto; 34 E 52nd St-between Madison and Park Aves;New York;Midtown East;Italian;(212-935-3434);
Kitaro Inc;Upper E. Side;;;;;;;Kitaro; 1164 First Ave-between 63rd and 64th Sts;New York;Upper East Side;Japanese;(212-317-9892);
Kuruma Zushi Restaurant;Midtown West;;;;;;;Kuruma Zushi;7 E 47th St -between Fifth and Madison Avessecond floor;New York;Midtown East;Japanese;(212-317-2802);
La Boite en Boise;Upper W. Side;;;;;;;La Boite en Bois; 75 W 68th St-between Columbus Ave and Central Park West;New York;Upper West Side;French;(212-874-2705);
La Palapa Rockola;W. Village;;;;;;;La Palapa Cocina Mexicana;359 Sixth Ave.;New York;West Village;;;
Lattanzi Ristorante;Midtown West;;;;;;;Lattanzi Restaurant; 361 W 46th St-between Eighth and Ninth Aves;New York;Midtown West;Italian;(212-315-0980);
Lorenzo and Maria's Kitchen;Upper E. Side;;;;;;;Lorenzo & Maria’s Kitchen; 1418 Third Ave-between 80th and 81st Sts;New York;Upper East Side;Food or Beverage Shop;(212-794-1080);
Mangiarini;Upper E. Side;;;;;;;Mangiami; 9 Stanton St-between Bowery and Chrystie St;New York;Lower East Side;Italian;(212-477-7047);
Mangiarini;Upper East Side;;;;;;;Mangiami; 9 Stanton St-between Bowery and Chrystie St;New York;Lower East Side;Italian;(212-477-7047);
Manhattan Heroes Corp;Chelsea;;;;;;;Manhattan Heroes;27th & 7th Ave.;New York;Chelsea;;;
Michangelo;Midtown West;;;;;;;Michael’s; 24 W 55th St-between Fifth and Sixth Aves;New York;Midtown West;American;(212-767-0555);
Momofuku Ssam Bar;E. Village;;;;;;;Momofuku Noodle Bar; 171 First Ave-between 10th and 11th Sts;New York;East Village;Japanese;(212-777-7773);
Nello's;Upper E. Side;;;;;;;Nello; 696 Madison Ave-between 62nd and 63rd Sts;New York;Upper East Side;Italian;(212-980-9099);
Ninth Street Market;E. Village;;;;;;;Ninth Street Espresso; 700 E 9th St-between Aves C and D;New York;East Village;Cafés;(212-358-9225);
Olympic Restaurant;Midtown West;;;;;;;Olympic Pita; 58 W 38th St-between Fifth and Sixth Aves;New York;Midtown West;Kosher;(212-869-7482);
Park Cafe;Midtown West;;;;;;;Park Blue; 158 West 58th St-between Sixth and Seventh Aves;New York;Midtown West;Eclectic;(212-247-2727);
Pepe Verde To Go;W. Village;;;;;;;Pepe Verde; 559 Hudson St-between Perry and W 11th Sts;New York;West Village;Italian;(212-255-2221);
Perry St.;W. Village;;;;;;;Perry St;176 Perry St-At West St;New York;West Village;;(212-352-1900);American
Pershing Square Cafe;Midtown East;;;;;;;Pershing Square; 90 E 42nd St-at Park Ave;New York;Midtown East;American;(212-286-9600);
Regional Thai Taste Restaurant;Chelsea;;;;;;;Regional Thai Taste; 208 Seventh Ave-at 22nd St;New York;Chelsea;Thai;(212-807-9872);
Russian Samovar Restaurant;Midtown West;;;;;;;Russian Samovar; 256 W 52nd St-between Broadway and Eighth Ave;New York;Midtown West;Russian;(212-757-0168);
Sahara East Restaurant;E. Village;;;;;;;Sahara East; 184 First Ave-between 11th and 12th Sts;New York;East Village;Middle Eastern;(212-353-9000);
Serafina Fabulous Pizza;Upper E. Side;;;;;;;Serafina Fabulous Grill; 29 E 61st St-between Madison and Park Aves;New York;Upper East Side;Italian;(212-702-9898);
Serafina Fabulous Pizza;Upper East Side;1022 Madison Ave at 79th St;;;;;;Serafina Fabulous Grill; 29 E 61st St-between Madison and Park Aves;New York;Upper East Side;Italian;(212-702-9898);
Tatany 52 Inc;Midtown East;;;;;;;Tatany 52; 250 E 52nd St-between Second and Third Aves;New York;Midtown East;Japanese;(212-593-0203);
Temple Bar;E. Village;;;;;;;Temple; 81 St. Marks Pl-at First Ave;New York;East Village;Korean;(212-979-9300);
Village Natural Restaurant;W. Village;;;;;;;Village Natural; 46 Greenwich Ave-between Sixth and Seventh Aves;New York;West Village;Vegetarian & Organic;(212-727-0968);
World Cup Cafe Inc;Upper E. Side;;;;;;;World Cafe; 201 Columbus Ave-at 69th St;New York;Upper West Side;American;(212-799-8090);
Zona Rosa (CLOSED);Midtown West;;;;;;;Zona Rosa; 40 W 56th St-between Fifth and Sixth Aves;New York;Midtown West;Mexican;(212-247-2800);
Antonucci's;Upper East Side;;;;;;;Antonucci; 170 E 81st St-between Lexington and Third Aves;New York;Upper East Side;Italian;(212-570-5100);
Aquavit Cafe;Midtown East;;;;;;;Aquavit; 65 E 55th St-between Madison and Park Aves;New York;Midtown West;Eclectic;(212-307-7311);
Ben and Jack's Steakhouse;Midtown East;;;;;;;Ben Benson’s Steakhouse; 123 W 52nd St-between Sixth and Seventh Aves;New York;Midtown West;Steakhouses;(212-581-8888);
Brasserie Cognac;Midtown West;;;;;;;Brasserie AthenÃ©e;300 W 46th St-At 8th Ave;New York;Midtown West;;(212-399-1100);French
China Grill - New York;Midtown West;;;;;;;China Grill; 60 W 53rd St-between Fifth and Sixth Aves;New York;Midtown West;Asian: Pan-Asian;(212-333-7788);
Ciaobella;Upper East Side;;;;;;;CiaoBella;1640 2nd Ave-At 85th St;New York;Upper East Side;;(212-794-8560);Italian
East of Eighth Restaurant;Chelsea;;;;;;;East of Eighth; 254 W 23rd St-between Seventh and Eighth Aves;New York;Chelsea;American;(212-352-0075);
Fraunces Tavern Restaurant;Financial District;;;;;;;Fraunces Tavern; 54 Pearl St-at Broad St;New York;Financial District;American;(212-968-1776);
Jewel of India - NYC;Midtown West;;;;;;;Jewel of India; 15 W 44th St-between Fifth and Sixth Aves;New York;Midtown West;Indian;(212-869-5544);
Massimo al Ponte Vecchio;Greenwich Village;;;;;;;Massimo Al Ponte Vecchio; 206 Thompson St-between Bleecker and W 3rd Sts;New York;Greenwich Village;Italian;(212-228-7701);
Novecento New York;SoHo;;;;;;;Novecento; 343 West Broadway-between Broome and Grand Sts;New York;Soho;Argentine;(212-925-4706);
Ocean Grill New York;Upper West Side;;;;;;;Ocean Grill; 384 Columbus Ave-between 78th and 79th Sts;New York;Upper West Side;Seafood;(212-579-2300);
Palá;Lower East Side;;;;;;;Palà; 198 Allen St-between Houston and Stanton Sts;New York;Lower East Side;Italian: Pizza;(212-614-7252);
Public House - New York;Midtown East;;;;;;;Public House; 140 E 41st St-between Lexington and Third Aves;New York;Midtown East;American;(212-682-3710);
Smith & Wollensky - New York;Midtown East;;;;;;;Smith & Wollensky; 797 Third Ave-at 49th St;New York;Midtown East;Steakhouses;(212-753-1530);
Tagine Dining Gallery / Lounge;Midtown West;;;;;;;Tagine Dining Gallery; 537 Ninth Ave-between 39th and 40th Sts;New York;Midtown West;Moroccan;(212-564-7292);
Tony's Di Napoli - Midtown;Midtown West;;;;;;;Tony's Di Napoli; 147 W 43rd St-between Sixth Ave and Broadway;New York;Midtown West;Italian;(212-221-0100);
Zereouè Restaurant and Bar;Midtown East;;;;;;;Zereouè Restaurant & Bar; 13 East 37th St-between Fifth and Madison Aves;New York;Midtown East;African: West African;(212-679-9355);
A Salt and Battery;Greenwich Village;112 Greenwich Ave btwn 12th and 13th Sts;;;;;;A Salt & Battery (CLOSED); 80 Second Ave-between 4th and 5th Sts;New York;East Village;British & Irish;(212-254-6610);
