restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
Grand Central Oyster Bar;Midtown East;;;;;;;
Grand Tier Met Opera;Lincoln Center;;;;;;;
Greenwich Grill;TriBeCa - Downtown;;;;;;;
Gyu-Kaku - East Village;East Village;;;;;;;
Gyu-Kaku - Mid Town;Midtown East;;;;;;;
Hakata Tonton;West Village;;;;;;;
Hanratty's;Upper East Side;;;;;;;
Haru Sushi - Wall Street;Financial District;;;;;;;
Havana Central - Times Square;Times Square;;;;;;;
Havana Central at The West End;Upper West Side;;;;;;;
Heartbeat at W New York;Midtown East;;;;;;;
Heartland Brewery Chophouse;Times Square;;;;;;;
Henry's Restaurant;Upper West Side;;;;;;;
Horus Kebab House;East Village;;;;;;;
Hundred Acres;SoHo;;;;;;;
Hurley's;Theater District;;;;;;;
Il Bordello;Chelsea;;;;;;;
Il Buco;NoHo;;;;;;;
Il Cantinori;East Village;;;;;;;
Il Corso;Midtown West;;;;;;;
In Vino Wine Bar & Restaurant;East Village;;;;;;;
Inakaya;Times Square;;;;;;;
Indochine;NoHo;;;;;;;
Jacques;NoLita;;;;;;;
Japonais - NYC;Union Square;;;;;;;
Jarnac;Greenwich Village;;;;;;;
Jazz Standard;Gramercy / Flatiron;;;;;;;
Jean Georges;Midtown West;;;;;;;
Jewel of India - NYC;Midtown West;;;;;;;
Johnny Utah's;Rockefeller Center Midtown;;;;;;;
Josephina;Lincoln Center;;;;;;;
Josies East;Murray Hill;;;;;;;
Kellari Parea Greek Bistro;Gramercy / Flatiron;;;;;;;
Kellari Taverna;Theater District;;;;;;;
Kion;East Village;;;;;;;
Kittichai;SoHo;;;;;;;
Klee;Chelsea;;;;;;;
Knife + Fork Restaurant & Wine Bar;East Village;;;;;;;
Kobe Club - New York;Midtown West;;;;;;;
Koi - New York;Midtown West;;;;;;;
Kouzan;Upper West Side;;;;;;;
L'Absinthe Brasserie;Upper East Side;;;;;;;
L'Allegria Restaurant;Hell's Kitchen;;;;;;;
L'Artusi;Greenwich Village;;;;;;;
L'Atelier de Joel Robuchon - Four Seasons Hotel New York;Midtown East;;;;;;;
L'Ecole - Restaurant of The French Culinary Institute;SoHo;;;;;;;
La Carne Grill;Midtown East;;;;;;;
La Fonda Del Sol;Midtown East;;;;;;;
La Masseria;Theater District;;;;;;;
La Rivista;Theater District;;;;;;;
La Vineria;Theater District;;;;;;;
Lattanzi;Theater District;;;;;;;
Le Bernardin;Theater District;;;;;;;
Le Rivage;Theater District;;;;;;;
Legends New York City;Midtown West;;;;;;;
Les Halles Downtown;Financial District;;;;;;;
Les Halles Park Avenue;Gramercy / Flatiron;;;;;;;
Lever House;Midtown East;;;;;;;
Lily's;Midtown East;;;;;;;
Lobby Lounge at Mandarin Oriental, New York;Columbus Circle;;;;;;;
Lola;SoHo;;;;;;;
Lomito;SoHo;;;;;;;
Los Dados;Meatpacking District;;;;;;;
Lucille's Grill;Midtown West;;;;;;;
Lucy;Gramercy / Flatiron;;;;;;;
Luna Piena Ristorante;Midtown East;;;;;;;
Lunetta;Gramercy / Flatiron;;;;;;;
Lure Fishbar;SoHo;;;;;;;
Lusso;West Village;;;;;;;
MINT;Midtown East;;;;;;;
MR CHOW - 57th;Midtown East;;;;;;;
MR CHOW - TriBeca;TriBeCa - Downtown;;;;;;;
Macao Trading Company;TriBeCa - Downtown;;;;;;;
Madras Mahal;Murray Hill;;;;;;;
Mai House;TriBeCa - Downtown;;;;;;;
Maison;Theater District;;;;;;;
Marc Forgione, fka FORGE;TriBeCa - Downtown;;;;;;;
Marfa;East Village;;;;;;;
Market Table;Greenwich Village;;;;;;;
Marseille;Theater District;;;;;;;
Massimo al Ponte Vecchio;Greenwich Village;;;;;;;
Match 65 (formerly Paris Match);Upper East Side;;;;;;;
Matsugen;TriBeCa - Downtown;;;;;;;
Maya - New York;Upper East Side;;;;;;;
McCormick & Schmick's Seafood - New York;Midtown West;;;;;;;
Megu;TriBeCa - Downtown;;;;;;;
Mercat;NoHo;;;;;;;
Mercer Kitchen;SoHo;;;;;;;
Merchants NY Restaurant;Upper East Side;;;;;;;
Merkato 55;Meatpacking District;;;;;;;
Mesa Grill;Gramercy / Flatiron;;;;;;;
Meson Sevilla;Theater District;;;;;;;
Metisse French Bistro;Upper West Side;;;;;;;
Metro Marche;Times Square;;;;;;;
Mezzogiorno;SoHo;;;;;;;
Mindy's at The New York Helmsley Hotel;Midtown East;;;;;;;
Monte's Trattoria;Greenwich Village;;;;;;;
Montebello Ristorante Italiano;Midtown East;;;;;;;
Morimoto New York;Chelsea;;;;;;;
Morrell Wine Bar & Cafe;Rockefeller Center Midtown;;;;;;;
Morton's The Steakhouse - Midtown Manhattan;Midtown East;;;;;;;
Mr. Jones;Union Square;;;;;;;
Mr. WEST;Chelsea;;;;;;;
Murals on 54 @ The Warwick New York Hotel;Theater District;;;;;;;
NAYA Mezze & Grill;Midtown East;;;;;;;
Nanking - Manhattan;Theater District;;;;;;;
Natsumi Restaurant;Theater District;;;;;;;
Nero D' Avola;Meatpacking District;;;;;;;
Nick & Stef's;Midtown West;;;;;;;
Nicole at The Novotel Hotel Times Square;Times Square;;;;;;;
Nikki Midtown;Midtown East;;;;;;;
Ninja;TriBeCa - Downtown;;;;;;;
Nino's 208;Midtown East;;;;;;;
Nirvana;Midtown East;;;;;;;
Nisos Mediterranean Cuisine;Chelsea;;;;;;;
Nizza - NYC;Hell's Kitchen;;;;;;;
Nolita House Restaurant;NoLita;;;;;;;
Norma's at Le Parker Meridien;Midtown West;;;;;;;
North Square;West Village;;;;;;;
Nougatine at Jean Georges;Midtown West;;;;;;;
Novecento New York;SoHo;;;;;;;
Novitá - New York City;Gramercy / Flatiron;;;;;;;
ONDA;South Street Seaport;;;;;;;
Ocean Grill New York;Upper West Side;;;;;;;
Olana;Gramercy / Flatiron;;;;;;;
Old Homestead Restaurant;Meatpacking District;;;;;;;
Ole Restaurant;Murray Hill;;;;;;;
One 83;Upper East Side;;;;;;;
One if by Land, Two if by Sea;Greenwich Village;;;;;;;
Onieal's Grand Street;SoHo;;;;;;;
Oscar Cafe;SoHo;;;;;;;
Oscar's at the Waldorf Astoria;Midtown East;;;;;;;
Osteria Gelsi;Theater District;;;;;;;
Otto Enoteca Pizzeria;Greenwich Village;;;;;;;
PLANETHAILAND212;Gramercy / Flatiron;;;;;;;
Pala;Lower East Side;;;;;;;
Palá;Lower East Side;;;;;;;
Pamplona;Gramercy / Flatiron;;;;;;;
Paola's Restaurant;Upper East Side;;;;;;;
Papatzul;SoHo;;;;;;;
Park Avenue Bistro;Gramercy / Flatiron;;;;;;;
Pasha - NYC;Upper West Side;;;;;;;
Peasant;SoHo;;;;;;;
Per Se;Columbus Circle;;;;;;;
Perilla Restaurant;Greenwich Village;;;;;;;
Periyali;Gramercy / Flatiron;;;;;;;
Perle;Financial District;;;;;;;
Petrossian - New York;Midtown West;;;;;;;
Picholine;Lincoln Center;;;;;;;
Pietrasanta;Hell's Kitchen;;;;;;;
Pipa;Union Square;;;;;;;
Plataforma Churrascaria;Theater District;;;;;;;
Plunge Bar;Meatpacking District;;;;;;;
Pomaire;Theater District;;;;;;;
Porter House New York;Midtown West;;;;;;;
Pound & Pence;Financial District;;;;;;;
Pranna;Gramercy / Flatiron;;;;;;;
Prem-on Thai;SoHo;;;;;;;
Primehouse New York;Gramercy / Flatiron;;;;;;;
Providence - NYC;Hell's Kitchen;;;;;;;
Public House - New York;Midtown East;;;;;;;
Pure Food and Wine;Gramercy / Flatiron;;;;;;;
Rainbow Room Grill;Midtown West;;;;;;;
Raoul's;SoHo;;;;;;;
Red Egg;Chinatown;;;;;;;
Red Restaurant;South Street Seaport;;;;;;;
Resto;Gramercy / Flatiron;;;;;;;
Roc Restaurant;TriBeCa - Downtown;;;;;;;
Rock Center Cafe;Rockefeller Center Midtown;;;;;;;
Rosa Mexicano - Lincoln Center;Lincoln Center;;;;;;;
Rosa Mexicano - Union Square;Union Square;;;;;;;
Rosanjin;TriBeCa - Downtown;;;;;;;
Rosie O'Grady's;Midtown West;;;;;;;
Rothmann's Steakhouse - NYC;Midtown East;;;;;;;
Rouge Tomate;Midtown East;;;;;;;
Roy's - New York;Financial District;;;;;;;
Ruby Foo's - Times Square;Times Square;;;;;;;
Rughetta Ristorante;Upper East Side;;;;;;;
Russian Firebird Restaurant;Theater District;;;;;;;
Russian Tea Room - NYC;Midtown West;;;;;;;
Ruth's Chris Steak House - New York City - Midtown;Theater District;;;;;;;
SIDECAR at P.J. Clarke's;Midtown East;;;;;;;
SUSHISAMBA 7;Greenwich Village;;;;;;;
SUSHISAMBA park;Gramercy / Flatiron;;;;;;;
SUteiShi;Financial District;;;;;;;
Saju Bistro;Theater District;;;;;;;
Salmon River;Midtown East;;;;;;;
Salt;SoHo;;;;;;;
San Domenico NY;Midtown West;;;;;;;
Sanctuary T;SoHo;;;;;;;
Sangria 46;Theater District;;;;;;;
Sant Ambroeus;Upper East Side;;;;;;;
Sapphire;Lincoln Center;;;;;;;
Satsko;Lower East Side;;;;;;;
Savore;SoHo;;;;;;;
Savoy;SoHo;;;;;;;
Scaletta Restaurant;Upper West Side;;;;;;;
Scalini Fedeli;TriBeCa - Downtown;;;;;;;
Scarlatto;Theater District;;;;;;;
Sea Grill;Rockefeller Center Midtown;;;;;;;
Seasonal Restaurant and Weinbar;Midtown West;;;;;;;
Secession;TriBeCa - Downtown;;;;;;;
Seppi's Resto/Bar;Midtown West;;;;;;;
Sequoia Restaurant;South Street Seaport;;;;;;;
Serafina;Midtown West;;;;;;;
Serafina at The Time Hotel;Theater District;;;;;;;
Shula's Steak House - NY;Theater District;;;;;;;
Shun Lee Cafe;Lincoln Center;;;;;;;
Shun Lee West;Lincoln Center;;;;;;;
Sinigual - NY;Midtown East;;;;;;;
Slate Plus;Gramercy / Flatiron;;;;;;;
Smith & Wollensky - New York;Midtown East;;;;;;;
Smoke Jazz Club;Upper West Side;;;;;;;
Smorgas Chef @ Scandinavia House;Murray Hill;;;;;;;
Smorgas Chef Midtown;Midtown East;;;;;;;
Smorgas Chef Wall Street;Financial District;;;;;;;
Smorgas Chef West Village;West Village;;;;;;;
Sol Y Sombra - Manhattan;Upper West Side;;;;;;;
Sombrero Mexican;Theater District;;;;;;;
Sonia Rose;Lower East Side;;;;;;;
Sosa Borella;Theater District;;;;;;;
Sotto Cinque;Upper East Side;;;;;;;
SouthWest NY;Financial District;;;;;;;
Staghorn Steakhouse;Midtown West;;;;;;;
Stone Rose;Columbus Circle;;;;;;;
Strada 57;Midtown West;;;;;;;
Sushi Twist;Gramercy / Flatiron;;;;;;;
Sushi of Gari 46;Theater District;;;;;;;
Swizz Restaurant;Theater District;;;;;;;
THOR;Lower East Side;;;;;;;
TY - Four Seasons New York;Midtown East;;;;;;;
Tabla;Gramercy / Flatiron;;;;;;;
Tacocina Restaurant;Hell's Kitchen;;;;;;;
Tagine Dining Gallery / Lounge;Midtown West;;;;;;;
Taj - New York;Gramercy / Flatiron;;;;;;;
Talay Restaurant;Harlem;;;;;;;
Tamarind;Gramercy / Flatiron;;;;;;;
Tarallucci E Vino;Gramercy / Flatiron;;;;;;;
Thalassa;TriBeCa - Downtown;;;;;;;
Thalia;Theater District;;;;;;;
The Art Institute of New York - One Hudson Square;TriBeCa - Downtown;;;;;;;
The Box NYC's PANDORA;Lower East Side;;;;;;;
The Cafe Carlyle;Upper East Side;;;;;;;
The Center Room;Lincoln Center;;;;;;;
The Grill Room;Financial District;;;;;;;
The Harrison;TriBeCa - Downtown;;;;;;;
The House;Gramercy / Flatiron;;;;;;;
The Ketch;Financial District;;;;;;;
The Kitchen Club;NoLita;;;;;;;
The Libertine;Financial District;;;;;;;
The Little Owl;Greenwich Village;;;;;;;
The Mermaid Inn Uptown;Upper West Side;;;;;;;
The Modern - Bar Room;Midtown West;;;;;;;
The Modern - Dining Room;Midtown West;;;;;;;
The Monday Room;NoLita;;;;;;;
The Oak Room at the Plaza Hotel;Midtown East;;;;;;;
The Odeon;TriBeCa - Downtown;;;;;;;
The Palm - NYC One;Midtown East;;;;;;;
The Palm - NYC Too;Midtown East;;;;;;;
The Palm - NYC West Side;Times Square;;;;;;;
The Palm - Tribeca;TriBeCa - Downtown;;;;;;;
The Round Table at the Algonquin Hotel;Midtown West;;;;;;;
The View Restaurant;Times Square;;;;;;;
The West Branch;Upper West Side;;;;;;;
Toloache;Theater District;;;;;;;
Tony's Di Napoli - Midtown;Midtown West;;;;;;;
Tre;Lower East Side;;;;;;;
Tredici Steak;Chelsea;;;;;;;
Tribeca Grill;TriBeCa - Downtown;;;;;;;
Trigo;TriBeCa - Downtown;;;;;;;
Trinity Place;Financial District;;;;;;;
Two Times Square;Theater District;;;;;;;
Uncle Jack's Steakhouse - Midtown;Midtown West;;;;;;;
Uncle Jack's Steakhouse - Westside;Midtown West;;;;;;;
Union Prime;Union Square;;;;;;;
Utsav Festive India;Theater District;;;;;;;
Vai Restaurant;Upper West Side;;;;;;;
Vatan Indian Restaurant;Murray Hill;;;;;;;
Veritas;Gramercy / Flatiron;;;;;;;
Via Dei Mille;SoHo;;;;;;;
ViceVersa;Theater District;;;;;;;
Vicino Firenze;Upper East Side;;;;;;;
Vince and Eddie's;Lincoln Center;;;;;;;
Virgil's;Theater District;;;;;;;
Vong - New York;Midtown East;;;;;;;
West Bank Cafe;Theater District;;;;;;;
Wolfgang's Steakhouse - Tribeca;TriBeCa - Downtown;;;;;;;
YerbaBuena;Lower East Side;;;;;;;
Yuva;Midtown East;;;;;;;
Zampa;West Village;;;;;;;
Zanzibar;Hell's Kitchen;;;;;;;
Zereouè Restaurant and Bar;Midtown East;;;;;;;
Zoe Restaurant;SoHo;;;;;;;
Zoe Townhouse;Upper East Side;;;;;;;
Zorzi;Midtown East;;;;;;;
at Vermilion;Midtown East;;;;;;;
craftsteak;Meatpacking District;;;;;;;
db Bistro moderne;Theater District;;;;;;;
de Santos - Manhattan;West Village;;;;;;;
iL Punto;Theater District;;;;;;;
ilili;Murray Hill;;;;;;;
landmarc [at the time warner center];Columbus Circle;;;;;;;
landmarc [tribeca];TriBeCa - Downtown;;;;;;;
p*ong;West Village;;;;;;;
wd-50;Lower East Side;;;;;;;
'ino;Greenwich Village;;;;;;;
'inoteca;Lower East Side;;;;;;;
'sNice;Greenwich Village;45 Eighth Ave at W 4th St;45 Eighth Ave at W 4th St;;;;;
'sNice;Park Slope;45 Eighth Ave at W 4th St;45 Eighth Ave at W 4th St;;;;;
'wichcraft;Greenwich Village;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;Midtown West;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;SoHo;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;Midtown East;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;Chelsea;60 E 8th St at Broadway;60-68 E 8th St;;;;;
1 Dominick;SoHo;1 Dominick St at Sixth Ave;1 Dominick St;;;;;
10 Downing;Greenwich Village;10 Downing St near Sixth Ave;10 Downing St;;;;;
12th Street Bar and Grill;Park Slope;1123 Eighth Ave at 12th St;1123 Eighth Ave at 12th St;;;;;
2nd Street Cafe;Park Slope;;;;;;;
508;SoHo;508 Greenwich St at Spring St;508 Greenwich St;;;;;
540 Park;Upper East Side;540 Park Ave at 61st St;540 Park Ave;;;;;
57;Midtown East;;;;;;;
99 Miles to Philly;East Village;;;;;;;
A Salt and Battery;Greenwich Village;112 Greenwich Ave btwn 12th and 13th Sts;112 Greenwich Ave btwn 12th and 13th Sts;;;;;
A.O.C.;Greenwich Village;;;;;;;
AJ Maxwell's Steakhouse;Midtown West;;;;;;;
AQ Kafe;Midtown East;;;;;;;
Abraco Espresso;East Village;86 E 7th St at First Ave;86 E 7th St;;;;;
Absinthe;East Village;111 1st Ave at 7th St;111 1st Avenue;;;;;
Acme Bar and Grill;Greenwich Village;;;;;;;
Agata and Valentina Ristorante;Upper East Side;1513 First Ave at E 79th St;1513 First Ave at E 79th St;;;;;
Aki On West 4th;Greenwich Village;;;;;;;
Al Di La;Park Slope;248 5th Ave at Carroll St;248 5th Ave;;;;;
Alchemy;Park Slope;;;;;;;
Alexandra;Greenwich Village;;;;;;;
Ali Baba;Midtown East;212 E 34th St btwn Second and Third Aves;212 E 34th St;;;;;
Allen and Delancey;Lower East Side;;;;;;;
Alma Grill;Midtown East;134 E 48th St at Lexington Ave;134 E 48th St at Lexington Ave;;;;;
Alta Voce;Park Slope;;;;;;;
Ama;SoHo;48 MacDougal St btwn Houston and Prince...;48 MacDougal St btwn Houston and Prince...;;;;;
Ammos;Midtown East;;;;;;;
Amy's Bread;Greenwich Village;75 Ninth Ave btwn 15th and 16th Sts;75 Ninth Ave btwn 15th and 16th Sts;;;;;
An Choi;Lower East Side;;;;;;;
Anthony's;Park Slope;426A Seventh Ave at 14th St;E 14th St;;;;;
Anthos;Midtown East;;;;;;;
Antica Venezia;Greenwich Village;;;;;;;
Antique Garage;SoHo;41 Mercer St btwn Broome and Grand Sts;41 Mercer St;;;;;
Applewood;Park Slope;;;;;;;
Apropos Cafe;Park Slope;186 5th Avenue at Sackett St;186 5th Avenue at Sackett St;;;;;
Aquagrill;SoHo;210 Spring St at 6th Ave;210 Spring St;;;;;
Arabelle;Upper East Side;37 E. 64th St. at Madison Ave;37 E 64th St;;;;;
Archipelago (CLOSED);SoHo;;;;;;;
Aretsky's Patroon;Midtown East;160 E 46th St btwn Lexington and 3rd...;160 E 46th St;;;;;
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;806 Broadway btwn 11th and 12th Sts;;;;;
Armani Ristorante;Midtown West;;;;;;;
Aroma Kitchen and Winebar;East Village;36 E 4th St btwn Lafayette and Bowery;36 E 4th St btwn Lafayette and Bowery;;;;;
Arte;Greenwich Village;21 E 9th St btwn Fifth Ave and...;21 E 9th St;;;;;
Arturo's Pizzeria;Greenwich Village;;;;;;;
Asiate;Midtown West;;;;;;;
August;Greenwich Village;359 Bleecker St btwn Charles and W 10th...;359 Bleecker St;;;;;
Aurora;SoHo;510 Broome St btwn Thompson St and West...;510 Broome St;;;;;
Aurora Soho;SoHo;510 Broome St btwn Thompson St and West...;510 Broome St;;;;;
Avon Bistro (CLOSED);Midtown East;;;;;;;
Ayza Cafe and Wine Bar;Midtown East;11 W 31st St btwn Fifth Ave and Broadway;11 W 31st St btwn Fifth Ave and Broadway;;;;;
Azul Bistro;Lower East Side;152 Stanton St at Suffolk St;152 Stanton St;;;;;
B. Smith's;Midtown West;;;;;;;
BB Sandwich Bar;Greenwich Village;;;;;;;
BG;Midtown West;;;;;;;
BLT Burger;Greenwich Village;;;;;;;
Babouche;SoHo;92 Prince St at Mercer St;92 Prince St;;;;;
Babouche Park Slope;Park Slope;163 5th Ave at Lincoln Place;163 5th Ave;;;;;
Balthazar;SoHo;;;;;;;
Bamboo 52;Midtown West;;;;;;;
Banc Cafe;Midtown East;431 Third Ave at 30th St;431 3rd Ave;;;;;
Bandol Bistro;Upper East Side;181 E 78th St btwn Lexington and Third...;181 E 78th St;;;;;
Bao 111 (CLOSED);East Village;111 Ave C btwn 7th and 8th Sts;111 Ave C btwn 7th and 8th Sts;;;;;
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;502 Sixth Ave btwn 12th and 13th Sts;;;;;
Bar BQ;Park Slope;;;;;;;
Bar Bao;Upper West Side;;;;;;;
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;142 W 10th St;;;;;
Bar Carrera;East Village;;;;;;;
Bar Masa;Midtown West;;;;;;;
Bar Q;Greenwich Village;;;;;;;
Bar Q (CLOSED);Greenwich Village;;;;;;;
Bar Tano;Park Slope;457 Third Ave at 9th St;Third Ave.;;;;;
Bar Toto;Park Slope;411 11th St at Sixth Ave;411 11th St;;;;;
Barbuto;Greenwich Village;775 Washington St btwn Jane and 12th Sts;775 Washington St btwn Jane and 12th Sts;;;;;
Barcibo Enoteca;Upper West Side;;;;;;;
Barolo;SoHo;;;;;;;
Barrio;Park Slope;;;;;;;
Basta Pasta;Chelsea;;;;;;;
Batch;Greenwich Village;150B W. 10th Street btwn Greenwich Ave...;150B W 10th St;;;;;
Beer Table;Park Slope;;;;;;;
Beet;Park Slope;;;;;;;
Belleville;Park Slope;;;;;;;
Ben's Kosher Delicatessen;Midtown West;;;;;;;
Better Burger;Midtown East;561 Third Ave at 37th St;561 3rd Ave;;;;;
Better Burger (CLOSED);Upper East Side;;;;;;;
Big John;Lower East Side;;;;;;;
Birdbath;Greenwich Village;145 Seventh Ave So at Charles St;145 7th Ave S;;;;;
Birdbath;East Village;145 Seventh Ave So at Charles St;145 7th Ave S;;;;;
Biricchino;Chelsea;260 W 29th St at Eighth Ave;260 W 29th St;;;;;
Bistecca Fiorentina;Midtown West;;;;;;;
Bistro Citron;Upper West Side;;;;;;;
Bistro les Amis;SoHo;;;;;;;
Black Pearl (CLOSED);Park Slope;883 Union St btwn Seventh and Eighth...;883 Union St btwn Seventh and Eighth...;;;;;
Bloomingdale Road (CLOSED);Upper West Side;;;;;;;
Blossom Vegetarian Restaurant;Chelsea;187 Ninth Ave btwn 21st and 22nd Sts;187 Ninth Ave btwn 21st and 22nd Sts;;;;;
Blue Point;Midtown West;662 Ninth Ave at 46th St;662 9th Ave;;;;;
Blue Ribbon Bar;Greenwich Village;;;;;;;
Blue Ribbon Brasserie;SoHo;97 Sullivan St btwn Prince and Spring...;97 Sullivan St;;;;;
Blue Ribbon Park Slope;Park Slope;280 5th Ave btwn 1st St and Garfield Pl;280 5th Ave btwn 1st St and Garfield Pl;;;;;
Blue Ribbon Sushi Bar and Grill;Midtown West;;;;;;;
Blue Ribbon Sushi Manhattan;SoHo;;;;;;;
Blue Ribbon Sushi Park Slope;Park Slope;;;;;;;
Blue/Green (CLOSED);SoHo;248 Mott St btwn Houston and Prince Sts;248 Mott St btwn Houston and Prince Sts;;;;;
Blue/Green (CLOSED);Upper East Side;248 Mott St btwn Houston and Prince Sts;248 Mott St btwn Houston and Prince Sts;;;;;
Bobby Van's Park Avenue;Midtown East;;;;;;;
Bocca di Bacco;Midtown West;;;;;;;
Boka;East Village;;;;;;;
Bombay Bistro;Midtown East;;;;;;;
Bombay Frankie;Upper West Side;994 Amsterdam Ave btwn 109th and 110th...;994 Amsterdam Ave btwn 109th and 110th...;;;;;
Bond St;East Village;6 Bond St btwn Broadway and Lafayette St;6 Bond St;;;;;
Bone Lick Park;Greenwich Village;75 Greenwich Ave btwn Seventh Ave South...;75 Greenwich Ave;;;;;
Bonnie's Grill;Park Slope;;;;;;;
Bouchon Bakery;Midtown West;10 Columbus Circle btwn 58th and 60th...;10 Columbus Cir;;;;;
Boutique Del Vino;SoHo;;;;;;;
Braai;Midtown West;329 West 51st St btwn 8th and 9th Aves;329 W 51st St;;;;;
Braeburn;Greenwich Village;117 Perry St btwn Greenwich and Hudson...;117 Perry St;;;;;
Brasserie 52;Midtown West;772 Ninth Ave btwn 51st and 52nd Sts;772 Ninth Ave btwn 51st and 52nd Sts;;;;;
Brasserie Athenee;Midtown West;;;;;;;
Brawta Caribbean Outpost;Park Slope;447 Seventh Ave btwn 15th and 16th Sts;447 Seventh Ave btwn 15th and 16th Sts;;;;;
Brazil Brazil;Midtown West;330 W 46th St btwn Eighth and Ninth Aves;252 W 46th St;;;;;
Bread and Olive;Midtown West;24 W 45th St btwn Fifth and Sixth Aves;24 W 45th St;;;;;
Brgr;Chelsea;287 7th Ave btwn 26th and 27th Sts;287 7th Ave btwn 26th and 27th Sts;;;;;
Bricco;Midtown West;;;;;;;
Brick Lane Too;Midtown East;;;;;;;
Broadway Joe Steakhouse;Midtown West;;;;;;;
Brooklyn Fish Camp;Park Slope;162 Fifth Ave btwn DeGraw and Douglass...;162 5th Ave;;;;;
Brooklyn Flipster's;Park Slope;444 9th St;444 9th St;;;;;
Brookvin;Park Slope;;;;;;;
Brown Cafe;Lower East Side;;;;;;;
Bryant Park Cafe and Grill;Midtown West;;;;;;;
Bull and Bear;Midtown East;;;;;;;
Bun;SoHo;;;;;;;
Burger Heaven;Upper East Side;802 Lexington Ave at 62nd St;802 Lexington Ave;;;;;
Burger Heaven;Midtown East;802 Lexington Ave at 62nd St;802 Lexington Ave;;;;;
Burgers and Cupcakes;Chelsea;265 W 23 St btwn Seventh and Eighth Aves;265 W 23 St btwn Seventh and Eighth Aves;;;;;
Burrito Bar and Kitchen;Park Slope;;;;;;;
Bussaco;Park Slope;833 Union St btwn 6th and 7th Aves;833 Union St btwn 6th and 7th Aves;;;;;
Butcher Bay;East Village;511 E 5th St btwn Avenues A and B;511 E 5th St btwn Avenues A and B;;;;;
Butterfield 8;Midtown East;5 E 38th St btwn Fifth and Madison Aves;5 E 38th St btwn Fifth and Madison Aves;;;;;
Byblos;Midtown East;;;;;;;
Cabrito;Greenwich Village;;;;;;;
Cafe Asean;Greenwich Village;;;;;;;
Cafe Boulud;Upper East Side;;;;;;;
Cafe Cluny;Greenwich Village;;;;;;;
Cafe Condesa;Greenwich Village;;;;;;;
Cafe Evergreen;Upper East Side;1288 First Ave at 69th St;1288 First Ave at 69th St;;;;;
Cafe Fiorello;Upper West Side;1900 Broadway btwn 63rd and 64th Sts;1900 Broadway btwn 63rd and 64th Sts;;;;;
Cafe Joul;Upper East Side;;;;;;;
Cafe Katja;Lower East Side;;;;;;;
Cafe Luxembourg;Upper West Side;200 W 70th St Amsterdam Ave;200 W 70th St;;;;;
Cafe Pierre;Midtown East;;;;;;;
Cafe SFA;Midtown West;;106 W 145th St;;;;;
Cafe Sabarsky;Upper East Side;;106 W 145th St;;;;;
Cafe Spice;Greenwich Village;;;;;;;
Cafe Spice;Midtown West;;;;;;;
Cafe Steinhof;Park Slope;422 Seventh Ave at 14th St;422 7th Ave;;;;;
Cafe con Leche;Upper West Side;424 Amsterdam Ave btwn 80th and 81st Sts;E 81st St;;;;;
Cafe d'Alsace;Upper East Side;1695 2nd Ave at 88th St;1695 2nd Ave;;;;;
Cafe de Bruxelles;Greenwich Village;;;;;;;
Cafe des Artistes;Upper West Side;1 W 67th St at Central Park West;1 W 67th St;;;;;
Cafe@RMA;Chelsea;;;;;;;
Cafetasia;Greenwich Village;;;;;;;
Caffe Emilia;East Village;;;;;;;
Caffe Falai;SoHo;265 Lafayette St at Prince St;265 Lafayette St;;;;;
Caffe Linda;Midtown East;;;;;;;
CamaJe Bistro;Greenwich Village;;;;;;;
Cambodian Cuisine;Upper East Side;;;;;;;
Campo;Upper West Side;;;;;;;
Carbone;Midtown West;331 W 38th St btwn Eight and Ninth Aves;331 W 38th St;;;;;
Carl's Steaks;Midtown East;507 Third Ave btwn 34th and 35th Sts;507 Third Ave btwn 34th and 35th Sts;;;;;
Carne (CLOSED);Upper West Side;2737 Broadway at 105th St;2737 Broadway;;;;;
Carne Vale;East Village;;;;;;;
Casa;Greenwich Village;72 Bedford St at Commerce St;72 Bedford St;;;;;
Casa La Femme;Greenwich Village;;;;;;;
Casa la Femme North;Midtown East;;;;;;;
Casablanca Tea Room;SoHo;164 Mercer St btwn Houston and Prince...;164 Mercer St btwn Houston and Prince...;;;;;
Casellula Cheese and Wine Cafe;Midtown West;401 W 52nd St at Ninth Ave;401 W 52nd St;;;;;
Cavatappo Wine Bar;Upper East Side;1728 Second Ave btwn 89th and 90th Sts;1728 Second Ave btwn 89th and 90th Sts;;;;;
Cendrillon;SoHo;;;;;;;
Center Cut;Upper West Side;;;;;;;
Central Park Boathouse Restaurant;Upper East Side;Central Park Lake at 72nd St;Central Park Lake at 72nd St;;;;;
Centro Vinoteca;Greenwich Village;;;;;;;
Chai Home Kitchen;Midtown West;;;;;;;
Chat Noir;Upper East Side;;;;;;;
