0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r
Mai House;Tribeca;186 Franklin Street;186 Franklin St;New York;NY;;$$$;Vietnamese
Mai House;TriBeCa/SoHo;186 Franklin Street;186 Franklin St;New York;NY;;$$$;Vietnamese
Mai House;TriBeCa - Downtown;186 Franklin Street;186 Franklin St;New York;NY;;$$$;Vietnamese
Mai House;TriBeCa/SoHo;;nan;;;;;
Mai House;TriBeCa - Downtown;;nan;;;;;
Malatesta Trattoria;W. Village;649 Washington St;649 Washington St;New York;NY;;$$;Italian
Mama Mexico;Upper West Side;;nan;;;;;
Mama's Food Shop;E. Village;200 E Third St;200 E 3rd St;New York;NY;;$;American
Mamlouk;E. Village;211 East 4th St;211 E 4th St;New York;NY;;$$$;Middle Eastern
Mangia;Midtown West;50 W 57th St Fl 1;50 W 57th St Fl 1;New York;NY;;$;Italian
Mangia e Bevi;Midtown West;50 W 57th St Fl 1;50 W 57th St Fl 1;New York;NY;;$;Italian
MarkJoseph Steakhouse;Financial/Battery Pk;261 Water St;261 Water St;New York;NY;;$$$$;Steakhouse
Mary's Fish Camp;W. Village;;nan;;;;;
Masa;Upper W. Side;10 Columbus Circle;10 Columbus Cir;New York;NY;;$$$$$;Japanese
Max;E. Village;1274 Amsterdam Ave;1274 Amsterdam Ave;New York;NY;;$;Italian
Maya;Upper E. Side;;nan;;;;;
Maya - New York;Upper East Side;;nan;;;;;
Megu;Tribeca;62 Thomas St;62 Thomas St;New York;NY;;$$$$$;Japanese
Megu;TriBeCa/SoHo;62 Thomas St;62 Thomas St;New York;NY;;$$$$$;Japanese
Megu;TriBeCa - Downtown;62 Thomas St;62 Thomas St;New York;NY;;$$$$$;Japanese
Megu;TriBeCa/SoHo;;nan;;;;;
Megu;TriBeCa - Downtown;;nan;;;;;
Mercadito;West Village;179 Ave B;179 Avenue B;New York;NY;;$$;Mexican
Mercadito;E. Village;179 Ave B;179 Avenue B;New York;NY;;$$;Mexican
Mercadito Cantina;East Village;179 Ave B;172 Ave B btwn 10th and 11th Sts;New York;NY;;$$;Mexican
Mercadito;E. Village;;nan;;;;;
Mercadito Cantina;East Village;;172 Ave B btwn 10th and 11th Sts;;;;;
Mercadito Grove;W. Village;100 Seventh Ave S;100 7th Ave S;New York;NY;;$$;Mexican
Mercat;East Village;100 Seventh Ave S;100 7th Ave S;New York;NY;;$$;Mexican
Mermaid Inn;E. Village;96 Second Ave;96 2nd Ave;New York;NY;;$$$;Seafood
Metisse;Upper W. Side;239 W 105th St;239 W 105th St;New York;NY;;$$$;French
Metisse French Bistro;Upper West Side;239 W 105th St;239 W 105th St;New York;NY;;$$$;French
Mexican Radio;Nolita;250 Mulberry St;250 Mulberry St;New York;NY;;$$;Mexican
Mexicana Mama;W. Village;525 Hudson St;525 Hudson St;New York;NY;;$$;Mexican
Mezzaluna;Upper E. Side;1295 3rd Ave;1295 3rd Ave;New York;NY;;$$;American
Mickey Mantle's;Midtown West;42 Central Park South;42 Central Park S;New York;NY;;$$$;American
Morandi;W. Village;;nan;;;;;
Morrell Wine Bar & Cafe;Midtown East;1 Rockefeller Plaza;1 Rockefeller Plaza 48Th and;New York;NY;;$$$;American
Morrell Wine Bar and Cafe;Midtown West;1 Rockefeller Plaza;1 Rockefeller Plaza 48Th and;New York;NY;;$$$;American
Moustache;East Village;90 Bedford Street;90 Bedford St;New York;NY;;$;Middle Eastern
Moustache;E. Village;90 Bedford Street;90 Bedford St;New York;NY;;$;Middle Eastern
Moustache;W. Village;90 Bedford Street;90 Bedford St;New York;NY;;$;Middle Eastern
Moustache;E. Village;;nan;;;;;
Moustache;W. Village;;nan;;;;;
Moustache;W. Village;;nan;;;;;
Mughlai;Upper W. Side;320 Columbus Ave;320 Columbus Ave;New York;NY;;$$;Indian
Nelson Blue;Financial/Battery Pk;233 Front Street;233 Front St;New York;NY;;$$;British
Neptune Room;Upper W. Side;511 Amsterdam Ave;511 Amsterdam Ave;New York;NY;;$$$$;Seafood
Nero;W. Village;;nan;;;;;
Nicole's;Upper E. Side;;nan;;;;;
Noble Food & Wine;Nolita;7 Spring Street;7 Spring St;New York;NY;;$$$;American
Nobu Next Door;Tribeca;105 Hudson St;105 Hudson St;New York;NY;;$$$$;Sushi
Nobu Next Door;Tribeca;105 Hudson St;105 Hudson St;New York;NY;;$$$$;Japanese
Nobu Next Door;TriBeCa;105 Hudson St;105 Hudson St;New York;NY;;$$$$;Japanese
Nonna;Upper W. Side;;nan;;;;;
Ocean Grill;Upper W. Side;384 Columbus Ave;384 Columbus Ave;New York;NY;;$$$;Seafood
Ocean Grill New York;Upper West Side;384 Columbus Ave;384 Columbus Ave;New York;NY;;$$$;Seafood
Odeon;TriBeCa/SoHo;145 W Broadway;145 W Broadway;New York;NY;;$$$;French
Oliva;Lower E. Side;161 East Houston Street;161 E Houston St;New York;NY;;$$;American
Omen;SoHo;;nan;;;;;
Ouest;Upper W. Side;2315 Broadway;2315 Broadway;New York;NY;;$$$$;American
Paladar;Lower E. Side;161 Ludlow St;161 Ludlow St;New York;NY;;$$;Nuevo Latino
Paris Commune;W. Village;99 Bank St;99 Bank St;New York;NY;;$$;Continental
Pasha;Upper W. Side;;nan;;;;;
Pascalou;Upper E. Side;;nan;;;;;
Pasha;Upper W. Side;;nan;;;;;
Pearl Oyster Bar;W. Village;;nan;;;;;
Peasant;Nolita;194 Elizabeth St;194 Elizabeth St;New York;NY;;$$$;Italian
Peep;SoHo;;nan;;;;;
Penelope;Murray Hill/Kips Bay;159 Lexington Ave;159 Lexington Ave;New York;NY;;$;American
Per Se;Upper W. Side;;nan;;;;;
Perbacco;E. Village;234 E Fourth St;234 E 4th St;New York;NY;;$$$;Italian
Periyali;Flatiron/U. Sq.;35 W 20th St;35 W 20th St;New York;NY;;$$$$;Greek
Philip Marie;W. Village;569 Hudson St;569 Hudson St;New York;NY;;$$$;American
Piadina;W. Village;;nan;;;;;
Picholine;Upper W. Side;35 W 64th St;35 W 64th St;New York;NY;;$$$$;Mediterranean
Pig Heaven;Upper E. Side;;nan;;;;;
Po;W. Village;;nan;;;;;
Popover Cafe;Upper W. Side;551 Amsterdam Ave;551 Amsterdam Ave;New York;NY;;$;American
Post House;Upper E. Side;28 E 63rd St (Between Park Ave & Madison Ave);28 E 63rd St;New York;NY;;$$$$;Steakhouse
Prune;E. Village;54 E First St;54 E 1st St;New York;NY;;$$$;American
Public;Nolita;210 Elizabeth St;210 Elizabeth St;New York;NY;;$$$;International
Pure Food and Wine;Gramercy;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian
Pure Food and Wine;Gramercy / Flatiron;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian
Pure Food and Wine;Gramercy / Flatiron;;nan;;;;;
Pylos;E. Village;128 E Seventh St;128 E 7th St;New York;NY;;$$;Greek
Radio Perfecto;E. Village;190 Ave B;190 Avenue B;New York;NY;;$$;American
Raoul's;SoHo;;nan;;;;;
Resto;Murray Hill;;nan;;;;;
Resto;Gramercy / Flatiron;111 E. 29th Street;111 E 29th St;New York;NY;;$$;Belgian
Risotteria;W. Village;;nan;;;;;
Rosa Mexicano;Flatiron/U. Sq.;9 E 18th St;9 E 18th St;New York;NY;;$$$;Mexican
Sala;E. Village;;nan;;;;;
Salaam Bombay;Tribeca;319 Greenwich St;319 Greenwich St;New York;NY;;$$;Indian
Salaam Bombay Indian Cuisine;TriBeCa/SoHo;319 Greenwich St;319 Greenwich St;New York;NY;;$$;Indian
Salmon River;Midtown East;;nan;;;;;
Sambuca;Upper W. Side;20 W 72nd St;20 W 72nd St;New York;NY;;$$;Italian
Sant Ambroeus;W. Village;259 W Fourth St;259 West 4th Street;New York;NY;;$$$;Italian
Sapphire;Upper W. Side;1845 Broadway;1845 Broadway;New York;NY;;$$$;Indian
Savann;Upper W. Side;414 Amsterdam Ave;414 Amsterdam Ave;New York;NY;;$$;French
Savoy;SoHo;;nan;;;;;
Scalini Fedeli;Tribeca;165 Duane St;165 Duane St;New York;NY;;$$$$;Italian
Scalini Fedeli;TriBeCa/SoHo;165 Duane St;165 Duane St;New York;NY;;$$$$;Italian
Scalini Fedeli;TriBeCa - Downtown;165 Duane St;165 Duane St;New York;NY;;$$$$;Italian
Scalini Fedeli;TriBeCa/SoHo;;nan;;;;;
Scalini Fedeli;TriBeCa - Downtown;;nan;;;;;
Sfoglia;Upper E. Side;1402 Lexington Avenue;1402 Lexington Ave;New York;NY;;$$$$;Italian
Shaburi;Murray Hill/Kips Bay;125 E 39th St;125 E 39th St;New York;NY;;$$$;Japanese
Shake Shack;Flatiron/U. Sq.;11 Madison Ave;11 Madison Ave;New York;NY;;$$;American
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;
Shun Lee Cafe;Upper W. Side;;nan;;;;;
Snack;SoHo;;nan;;;;;
Snack Taverna;W. Village;63 Bedford St;63 Bedford St;New York;NY;;$$;Greek
Spice;Upper E. Side;1411 Second Ave;1411 2nd Ave;New York;NY;;$;Asian
Stella Maris;Financial/Battery Pk;213 Front St.;213 Front St;New York;NY;;$$;European
Supper;E. Village;156 E Second St;156 E 2nd St;New York;NY;;$$;Italian
Surya;W. Village;302 Bleecker St;302 Bleecker St;New York;NY;;$$;Indian
Sushi Samba;Flatiron/U. Sq.;245 Park Ave South;245 Park Ave S;New York;NY;;$$$;Sushi
Sushi Seki;Upper E. Side;1143 1st Ave;1143 1st Avenue;New York;NY;;$$$;Sushi
Tabla;Gramercy / Flatiron;11 Madison Ave;11 Madison Ave;New York;NY;;$$$$;Indian
Tailor;SoHo;;525 Broome St;;;;;
Tamarind;Flatiron/U. Sq.;41-43 E 22nd St;41 E 22nd St #43;New York;NY;;$$$;Indian
Tartine;W. Village;253 W 11th St;253 W 11th St;New York;NY;;$;French
Tavern on the Green;Upper West Side;;Central Park West & W 67th St;;;;;
Tavern on the Green;Upper West Side;;Central Park West & W 67th St;;;;;
Tavern on the Green;Upper W. Side;;nan;;;;;
Tea & Sympathy;W. Village;108 Greenwich Ave;108 Greenwich Ave;New York;NY;;$;British
Telepan;Upper W. Side;;nan;;;;;
The Harrison;Tribeca;355 Greenwich St;355 Greenwich St;New York;NY;;$$$;American
The Harrison;TriBeCa/SoHo;355 Greenwich St;355 Greenwich St;New York;NY;;$$$;American
The Harrison;TriBeCa - Downtown;355 Greenwich St;355 Greenwich St;New York;NY;;$$$;American
The Harrison;TriBeCa/SoHo;;nan;;;;;
The Harrison;TriBeCa - Downtown;;nan;;;;;
The House;Gramercy / Flatiron;121 E. 17th Street;121 E 17th St;New York;NY;;$$$$;Mediterranean
Thor;Lower E. Side;Hotel on Rivington;107 Rivington St;New York;NY;;$$$$;American
Tomoe Sushi;W. Village;;nan;;;;;
Tony's Di Napoli;Upper E. Side;;nan;;;;;
Tony's Di Napoli;Upper E. Side;;nan;;;;;
Tony's Di Napoli;Upper East Side;;nan;;;;;
Tribeca Grill;Tribeca;375 Greenwich St;375 Greenwich St;New York;NY;;$$$;American
Tribeca Grill;TriBeCa/SoHo;375 Greenwich St;375 Greenwich St;New York;NY;;$$$;American
Tribeca Grill;TriBeCa - Downtown;375 Greenwich St;375 Greenwich St;New York;NY;;$$$;American
Tribeca Grill;TriBeCa/SoHo;;nan;;;;;
Tribeca Hana;Tribeca;;nan;;;;;
Tribeca Grill;TriBeCa - Downtown;;nan;;;;;
Tsampa;E. Village;212 E Ninth St;212 E 9th St;New York;NY;;$;Southeast Asian
Turkuaz;Upper W. Side;;nan;;;;;
Turkuaz (CLOSED);Upper West Side;;2637 Broadway;;;;;
Two Boots To Go;W. Village;42 Avenue A;42 Avenue A;New York;NY;;$;Pizza
Two Boots To Go;E. Village;42 Avenue A;42 Avenue A;New York;NY;;$;Pizza
Two Boots To Go;E. Village;;nan;;;;;
Una Pizza Napoletana;E. Village;349 E 12th St;349 E 12th St;New York;NY;;$;Pizza
Veritas;Flatiron/U. Sq.;;nan;;;;;
Village;W. Village;;nan;;;;;
Walker's;TriBeCa/SoHo;16 N Moore St;16 N Moore St;New York;NY;;$;American
Wolfgang's Steakhouse;Murray Hill/Kips Bay;4 Park Avenue;4 Park Ave;New York;NY;;$$$$;Steakhouse
Woo Lae Oak;SoHo;;148 Mercer St;;;;;
Zerza;E. Village;304 E Sixth St;304 E 6th St;New York;NY;;$$;Moroccan
Zum Schneider;E. Village;107 Ave C;107 Loisaida Ave;New York;NY;;$;German
Zutto;Tribeca;77 Hudson Street;77 Hudson St;New York;NY;;$$;Sushi
Zutto Japanese Restaurant;TriBeCa/SoHo;77 Hudson Street;77 Hudson St;New York;NY;;$$;Sushi
1 Dominick;SoHo;;1 Dominick St;;;;;
7A;E. Village;;nan;;;;;
A Salt & Battery;W. Village;;nan;;;;;
Acappella;TriBeCa/SoHo;;nan;;;;;
Al Baraka;Upper E. Side;;nan;;;;;
Alibaba;Upper W. Side;;nan;;;;;
Ama;SoHo;;48 MacDougal St btwn Houston and Prince...;;;;;
Angon on the Sixth;E. Village;;nan;;;;;
Angon on the Sixth;E. Village;320 E Sixth St;320 E 6th St;New York;NY;;$;Indian
Angon on the Sixth;East Village;320 E Sixth St;320 E 6th St;New York;NY;;$;Indian
Antique Garage;SoHo;;41 Mercer St;;;;;
Apple Restaurant;E. Village;;nan;;;;;
Artepasta;W. Village;;nan;;;;;
Arté;E. Village;;nan;;;;;
Asia de Cuba;Murray Hill;;nan;;;;;
Asia de Cuba - New York;Murray Hill;;nan;;;;;
Avenue A Sushi;E. Village;;nan;;;;;
BB Sandwich Bar;W. Village;;nan;;;;;
BG;Midtown West;;nan;;;;;
BLT Burger;W. Village;;nan;;;;;
Bar Masa;Upper W. Side;;nan;;;;;
Bar Veloce;E. Village;;nan;;;;;
Barbuto;W. Village;;nan;;;;;
Bella Luna;Upper W. Side;;nan;;;;;
Better Burger;Murray Hill;;nan;;;;;
Big Enchilada;E. Village;;nan;;;;;
Bin 71;Upper W. Side;;nan;;;;;
Bistro du Nord;Upper E. Side;;nan;;;;;
Blue Ribbon Brasserie;SoHo;;97 Sullivan St;;;;;
Bonsignour;W. Village;;nan;;;;;
Bouchon Bakery;Upper W. Side;;nan;;;;;
Bravo Gianni;Upper E. Side;;nan;;;;;
Bread Tribeca;TriBeCa/SoHo;;nan;;;;;
Brick Lane Curry House;E. Village;;nan;;;;;
Brick Lane Curry House;E. Village;342 East 6th St;342 E 6th St;New York;NY;;$;Indian
Brick Lane Curry House;East Village;342 East 6th St;342 E 6th St;New York;NY;;$;Indian
Brio;Upper E. Side;;nan;;;;;
Bruno Jamais Restaurant Club;Upper E. Side;;nan;;;;;
Buona Sera Restaurant;E. Village;;nan;;;;;
Cafe Cluny;W. Village;;nan;;;;;
Cafe Rakka;E. Village;;nan;;;;;
Cafe Rakka;E. Village;;nan;;;;;
Cafecito;E. Village;;nan;;;;;
Caffe Buon Gusto;Upper E. Side;;nan;;;;;
Caffe Grazie;Upper E. Side;;nan;;;;;
Caffe Torino;W. Village;;nan;;;;;
Campus Eatery;E. Village;;nan;;;;;
Canaletto;Upper E. Side;;nan;;;;;
Caravan of Dreams;E. Village;;nan;;;;;
Carlyle Restaurant;Upper E. Side;;nan;;;;;
Casa Adela;E. Village;;nan;;;;;
Casa Adela;E. Village;;nan;;;;;
Casaville;Murray Hill;;nan;;;;;
Centolire;Upper E. Side;;nan;;;;;
Centovini;SoHo;;nan;;;;;
Centrico;TriBeCa/SoHo;;nan;;;;;
Centrico;TriBeCa - Downtown;;nan;;;;;
Centro Vinoteca;W. Village;;nan;;;;;
Charlie Mom;W. Village;;nan;;;;;
ChikaLicious;E. Village;;nan;;;;;
ChikaLicious Puddin';East Village;;nan;;;;;
Chinese Mirch;Murray Hill;;nan;;;;;
Choga;W. Village;;nan;;;;;
City Crab & Seafood Company;Gramercy / Flatiron;;nan;;;;;
City Diner;Upper W. Side;;nan;;;;;
Coco Pazzo;Upper E. Side;;nan;;;;;
Col Legno;E. Village;;nan;;;;;
Cones;W. Village;;nan;;;;;
Cortina;Upper E. Side;;nan;;;;;
Cosmic Cantina;E. Village;;nan;;;;;
Crif Dogs;E. Village;;nan;;;;;
Cucina Stagionale;W. Village;;nan;;;;;
Cucina di Pesce;E. Village;;nan;;;;;
Da Silvano Cantinetta;W. Village;;nan;;;;;
Degustation Wine & Tasting Bar;E. Village;;nan;;;;;
Degustation Wine & Tasting Bar;E. Village;239 E Fifth St;239 E 5th St;New York;NY;;$$$;Spanish
Degustation Wine & Tasting Bar;East Village;239 E Fifth St;239 E 5th St;New York;NY;;$$$;Spanish
Delectica;Murray Hill;;nan;;;;;
Delicatessen;NoLita;;nan;;;;;
Dennis Foy;TriBeCa/SoHo;;nan;;;;;
Dennis Foy;TriBeCa - Downtown;;nan;;;;;
Diablo Royale;W. Village;;nan;;;;;
Dojo;W. Village;;nan;;;;;
Downtown Cipriani;SoHo;;376 W Broadway;;;;;
Due;Upper E. Side;;nan;;;;;
EJ's Luncheonette;Upper West Side;;nan;;;;;
East Village Thai Restaurant;E. Village;;nan;;;;;
Ed's Lobster Bar;SoHo;;nan;;;;;
Edward's;TriBeCa/SoHo;;nan;;;;;
El Paso;W. Village;;nan;;;;;
Elephant & Castle;W. Village;;nan;;;;;
Elio's;Upper E. Side;;nan;;;;;
Elvie's Turo-Turo;E. Village;;nan;;;;;
Empire Szechuan Village;W. Village;;nan;;;;;
Ennio & Michael;W. Village;;nan;;;;;
Epices du Traiteur;Upper W. Side;;nan;;;;;
Evergreen Shanghai;Murray Hill;;nan;;;;;
Falai Panetteria;Lower E. Side;;nan;;;;;
Five Luck Restaurant;Upper E. Side;;nan;;;;;
Fives;Midtown West;;700 5th Ave;;;;;
Fleur de Sel;Flatiron/U. Sq.;;nan;;;;;
Fleur de Sel (CLOSED);Flatiron/U. Sq.;;nan;;;;;
Fleur de Sel;Flatiron/U. Sq.;5 E 20th St;5 E 20th St;New York;NY;;$$$$$;French
Fleur de Sel;Flatiron;5 E 20th St;5 E 20th St;New York;NY;;$$$$$;French
Focacceria;W. Village;;nan;;;;;
Freemans;Lower E. Side;;nan;;;;;
Freemans;Lower E. Side;Freeman Alley;Freeman Alley;New York;NY;;$$;American
Freemans;Lower East Side;Freeman Alley;Freeman Alley;New York;NY;;$$;American
Gene's;W. Village;;nan;;;;;
Ghandi Cafe;W. Village;;nan;;;;;
Gino;Upper E. Side;;nan;;;;;
Giorgione;SoHo;;nan;;;;;
Giovanni Venti Cinque;Upper E. Side;;nan;;;;;
Girasole;Upper E. Side;;nan;;;;;
Gonzo;W. Village;;nan;;;;;
Grace;TriBeCa/SoHo;;nan;;;;;
Gradisca;W. Village;;nan;;;;;
Grano Trattoria;W. Village;;nan;;;;;
Gusto Ristorante e Bar Americano;W. Village;;nan;;;;;
Hacienda de Argentina;Upper E. Side;;nan;;;;;
Hampton Chutney Co.;SoHo;;68 Prince St;;;;;
Harry Cipriani;Midtown East;;nan;;;;;
Hasaki Restaurant;E. Village;;nan;;;;;
Hasaki Restaurant;E. Village;210 E Ninth St;210 E 9th St;New York;NY;;$$;Sushi
Hasaki Restaurant;East Village;210 E Ninth St;210 E 9th St;New York;NY;;$$;Sushi
Heartbeat;Midtown West;;nan;;;;;
Heartbeat at W New York;Midtown East;;nan;;;;;
Henry's;Upper W. Side;;nan;;;;;
Henry's Restaurant;Upper West Side;;nan;;;;;
Hundred Acres;SoHo;;nan;;;;;
Ikeno Hana;Upper E. Side;;nan;;;;;
Il Postino;Midtown West;;nan;;;;;
Il Riccio;Upper E. Side;;nan;;;;;
Island;Upper E. Side;;nan;;;;;
Isle of Capri;Upper E. Side;;nan;;;;;
Itzocan Bistro;Upper East Side;;1575 Lexington Ave;;;;;
Jacques;NoLita;;nan;;;;;
Jaiya;Murray Hill;;nan;;;;;
Jean Claude;SoHo;;137 Sullivan St btwn Houston and Prince...;;;;;
Jewel Bako;E. Village;;nan;;;;;
John's of 12th Street;E. Village;;nan;;;;;
Karavas Place;W. Village;;nan;;;;;
Kasadela;E. Village;;nan;;;;;
Khyber Pass;E. Village;;nan;;;;;
Kitchenette;TriBeCa/SoHo;;nan;;;;;
Krik Krak;Upper W. Side;;nan;;;;;
L'Absinthe;Upper E. Side;;nan;;;;;
L'Absinthe Brasserie;Upper East Side;;nan;;;;;
L'Orange Bleue;SoHo;;nan;;;;;
La Caridad 78;Upper W. Side;;nan;;;;;
La Caridad Restaurant;Upper W. Side;;nan;;;;;
La Focaccia;W. Village;;nan;;;;;
La Foccaceria;E. Village;;nan;;;;;
La Giara;Murray Hill;;nan;;;;;
La Lanterna di Vittorio;W. Village;;nan;;;;;
La Laterna di Vittorio;W. Village;;nan;;;;;
La Ripaille;W. Village;;nan;;;;;
Las Ramblas;W. Village;;nan;;;;;
Le Refuge;Upper E. Side;;nan;;;;;
Life Cafe;E. Village;;nan;;;;;
Lil' Frankie's Pizza;E. Village;;nan;;;;;
Lil' Frankie's Pizza;E. Village;;nan;;;;;
Lil' Frankie's Pizza;East Village;;nan;;;;;
Live Bait;Flatiron/U. Sq.;;nan;;;;;
Lola;SoHo;;nan;;;;;
Lucky Cheng's;E. Village;;nan;;;;;
Lucky Strike;SoHo;;nan;;;;;
Lucy of Gramercy;Flatiron/U. Sq.;;nan;;;;;
Lumi;Upper E. Side;;nan;;;;;
Lupe's East L.A. Kitchen;SoHo;;110 6th Ave;;;;;
Lure Fishbar;SoHo;;nan;;;;;
Manatus Restaurant;W. Village;;nan;;;;;
Mancora;E. Village;;nan;;;;;
Manhattan Bistro;SoHo;;129 Spring St btwn Greene and Wooster...;;;;;
Manhattan Chili Co.;Midtown West;;nan;;;;;
Marinella;W. Village;;nan;;;;;
Maurizio Trattoria;W. Village;;nan;;;;;
Meli Melo;Murray Hill;;nan;;;;;
Mezzogiorno;SoHo;;nan;;;;;
Milon Restaurant;E. Village;;nan;;;;;
Miracle Grill;E. Village;;nan;;;;;
Mishima;Murray Hill;;nan;;;;;
Miss Mamie's Spoonbread Too;Upper W. Side;;nan;;;;;
Miyagi;W. Village;;nan;;;;;
Miyagi;W. Village;;nan;;;;;
Miyagi;West Village;;nan;;;;;
Mooncake Foods;SoHo;;28 Watts St btwn Sixth Ave and Thompson...;;;;;
Mr. Chow Tribeca;TriBeCa/SoHo;;nan;;;;;
Mustang Grill;Upper E. Side;;nan;;;;;
Nam;TriBeCa/SoHo;;nan;;;;;
New York Burger Co.;Flatiron/U. Sq.;;nan;;;;;
Nice Matin;Upper W. Side;;nan;;;;;
Ninja New York;TriBeCa/SoHo;;nan;;;;;
Nino's;Upper E. Side;;nan;;;;;
Nobu;TriBeCa/SoHo;;nan;;;;;
Noche Mexicana;Upper W. Side;;nan;;;;;
Nomad;E. Village;;nan;;;;;
Notaro;Murray Hill;;nan;;;;;
Orsay;Upper E. Side;;nan;;;;;
Osso Buco;Upper E. Side;;nan;;;;;
Osso Buco;E. Village;;nan;;;;;
Ostia;W. Village;;nan;;;;;
Ostia;W. Village;;nan;;;;;
Otafuku;E. Village;;nan;;;;;
Out of the Kitchen;W. Village;;nan;;;;;
Panca;East Village;;nan;;;;;
Paola's;Upper E. Side;;nan;;;;;
Paola's Restaurant;Upper East Side;;nan;;;;;
Papatzul;SoHo;;nan;;;;;
Papaya King;Upper E. Side;;nan;;;;;
Pappardella;Upper W. Side;;nan;;;;;
Pardo's;W. Village;;nan;;;;;
Paris Match;Upper E. Side;;nan;;;;;
Parma;Upper E. Side;;nan;;;;;
Pastrami Queen;Upper E. Side;;nan;;;;;
Penang;Upper W. Side;;nan;;;;;
Penang;Upper E. Side;;nan;;;;;
Penang;Upper E. Side;;nan;;;;;
Pepe Rosso to Go;SoHo;;nan;;;;;
Pepolino;TriBeCa/SoHo;;nan;;;;;
Persepolis;Upper E. Side;;nan;;;;;
Persepolis;Upper E. Side;;nan;;;;;
Persepolis;Upper East Side;;nan;;;;;
Petaluma;Upper E. Side;;nan;;;;;
Pietro's;Midtown West;;nan;;;;;
Pio Pio;Upper East Side;;nan;;;;;
Pio Pio Salon;Upper West Side;;702 Amsterdam Ave;;;;;
Piola;E. Village;;nan;;;;;
Piola;East Village;;48 E 12th St;;;;;
Piola;East Village;;48 E 12th St;;;;;
Pommes Frites;E. Village;;nan;;;;;
Porter House New York;Upper W. Side;;nan;;;;;
Prem-on Thai;W. Village;;nan;;;;;
Primola;Upper E. Side;;nan;;;;;
Pyramida;Upper E. Side;;nan;;;;;
Quantum Leap;West Village;;nan;;;;;
Regional;Upper W. Side;;nan;;;;;
Rocco;W. Village;;nan;;;;;
Rosanjin;TriBeCa/SoHo;;nan;;;;;
Rosanjin;TriBeCa - Downtown;;nan;;;;;
Rossini's;Murray Hill;;nan;;;;;
Saigon Grill;Upper W. Side;;nan;;;;;
Saigon Grill;Upper E. Side;;nan;;;;;
Saigon Grill;Upper E. Side;;nan;;;;;
Sake Hana;Upper West Side;;466 Amsterdam Ave btwn 82nd and 83rd Sts;;;;;
Sala Thai;Upper E. Side;;nan;;;;;
Sasabune;Upper E. Side;;nan;;;;;
Sette Mezzo;Upper E. Side;;nan;;;;;
Shabu-Tatsu;E. Village;;nan;;;;;
Shanghai Pavilion;Upper E. Side;;nan;;;;;
Sheep Meadow Cafe;Upper W. Side;;nan;;;;;
Shorty's.32;SoHo;;nan;;;;;
Sigiri;E. Village;;nan;;;;;
Silver Swan;Flatiron/U. Sq.;;nan;;;;;
Sistina;Upper E. Side;;nan;;;;;
Souen;SoHo;;28 E 13th St;;;;;
Soup Burg;Upper E. Side;;nan;;;;;
Soup Burg (CLOSED);Upper East Side;;nan;;;;;
Spain Restaurant;W. Village;;nan;;;;;
Sushi Hana;Upper E. Side;;nan;;;;;
Sushi of Gari;Upper E. Side;;nan;;;;;
Sushiden;Midtown West;;nan;;;;;
Swifty's;Upper E. Side;;nan;;;;;
Taco Taco;Upper E. Side;;nan;;;;;
Takahachi;E. Village;;nan;;;;;
Tanti Baci Caffe;W. Village;;nan;;;;;
The E.U.;E. Village;;nan;;;;;
The E.U. (CLOSED);East Village;;nan;;;;;
The Libertine;Financial District;;nan;;;;;
The Orchard;Lower E. Side;;nan;;;;;
The Spotted Pig;W. Village;;nan;;;;;
The Steakhouse at Fairway;Upper W. Side;;nan;;;;;
The Water Club;Murray Hill;;nan;;;;;
The Waverly Inn;W. Village;;nan;;;;;
Think Coffee;West Village;;nan;;;;;
Three of Cups;E. Village;;nan;;;;;
Toledo;Murray Hill;;nan;;;;;
Trattoria Alba;Murray Hill;;nan;;;;;
Trattoria Spaghetto;W. Village;;nan;;;;;
Triangolo;Upper E. Side;;nan;;;;;
Trio;Murray Hill;;nan;;;;;
Tsuki;Upper E. Side;;nan;;;;;
Uva;Upper E. Side;;nan;;;;;
Va Bene;Upper E. Side;;nan;;;;;
Vermicelli;Upper E. Side;;nan;;;;;
Vespa;Upper E. Side;;nan;;;;;
Via Emilia;Flatiron/U. Sq.;;nan;;;;;
Via Oreto;Upper E. Side;;nan;;;;;
Via Oreto (CLOSED);Upper E. Side;;nan;;;;;
Via Quadronno;Upper E. Side;;nan;;;;;
Villa Berulia;Murray Hill;;nan;;;;;
Villa Mosconi;W. Village;;nan;;;;;
Vince & Eddie's;Upper W. Side;;nan;;;;;
Vince and Eddie's;Upper West Side;;nan;;;;;
Vivolo;Upper E. Side;;nan;;;;;
Vynl;Upper West Side;1491 Second Ave btwn 77th and 78th Sts;1491 Second Ave btwn 77th and 78th Sts;;;;;
Yaffa Cafe;E. Village;;nan;;;;;
