restaurant;address;addressGoogle;country;neighborhood;type;phone;type_r
at;65 Cafe1941 Broadway-;65 Cafe1941 Broadway;;;;;
at Nicole Farhi;75 9th Ave-Btwn 15th & 16th St;75 9th Ave;;;;;
at65 Cafe;1941 Broadway-;1941 Broadway;;;;;
bagelry;429 3rd Ave-At 30th St;429 3rd Ave;;;;;
bagelry42;9 3rd Ave-;9 3rd Ave;;;;;
banc cafe;431 3rd Ave-At 30th St;431 3rd Ave;;;;;
betto;1385 6th Ave-;1385 6th Ave;;;;;
bite;211 E 14th St-Btwn 2nd & 3rd Ave;211 E 14th St;;;;;
bite211 E;14th St-;E 14th St;;;;;
bluechili;251 W 51st St-Btwn 8th Ave & Bway;251 W 51st St;;;;;
bobo;181 W 10th St-At 7th Ave S;181 W 10th St;;;;;
bobo181 W;10th St-;W 10th St;;;;;
brgr;287 7th Ave-Btwn 26th & 27th St;287 7th Ave;;;;;
bruschetteria;92 Rivington St-Btwn Orchard & Ludlow St;92 Rivington St;;;;;
cafecito;185 Avenue C-Btwn 11th & 12th St;185 Loisaida Ave;;;;;
cafetasia;38 E 8th St-Btwn University Pl & Greene St;38 E 8th St;;;;;
chickpea;210 E 14th St-Btwn 2nd & 3rd Ave;210 E 14th St;;;;;
chickpea (CLOSED);210 E 14th St-;210 E 14th St;;;;;
d'espresso;100 Stanton St-;100 Stanton St;;;;;
d.b.a.;41 1st Ave-Btwn 2nd & 3rd St;41 1st Avenue;;;;;
d.b.a.41;1st Ave-;1st Avenue;;;;;
de Cafe;4842 Broadway-At Academy St;4842 Broadway;;;;;
de Cafe48;42 Broadway-;42 Broadway;;;;;
de Febrero;1242 St Nicholas Ave-Btwn 172nd & 173rd St;1242 St Nicholas Ave;;;;;
dishes;48 Grand Central Terminal-42nd St btwn Park & Lex Ave;89 E 42nd St;;;;;
dishes6 E;45th St-;W 45th St;;;;;
eet;75 Varick St-Btwn Watts & Canal St;75 Varick St;;;;;
eet (CLOSED);75 Varick St-Btwn Watts & Canal St;75 Varick St;;;;;
fu Sushi;182 Avenue B-Btwn 11th & 12th St;182 Avenue B;;;;;
galanga;149 W 4th St-Btwn 6th Ave & MacDougal St;149 West 4th Street;;;;;
galanga14;9 W 4th St-;9 West 4th Street;;;;;
go;30 St Marks Pl-Btwn 2nd & 3rd Ave;30 St Marks Pl;;;;;
good;89 Greenwich Ave-Btwn Bank & W 12th St;89 Greenwich Ave;;;;;
goodburger;800 2nd Ave-At 43rd St;800 2nd Ave;;;;;
iggiz;333 3rd Ave-;333 3rd Ave;;;;;
il Laboratorio del Gelato;95 Orchard St-Btwn Broome & Delancey St;95 Orchard St;;;;;
ilili236;5th Ave-;5th Ave;;;;;
kobe club;68 W 58th St-Btwn 5th & 6th Ave;68 W 58th St;;;;;
lilli and loo;792 Lexington Ave-Btwn 61st & 62nd St;792 Lexington Ave;;;;;
lime leaf;2799 Broadway-At 108th St;2799 Broadway;;;;;
nd Ave Farm;940 2nd Ave-Corner of 50th St;940 2nd Ave;;;;;
nd Avenue Deli;162 E 33rd St-Btwn Lexington & 3rd Ave;162 E 33rd St;;;;;
nd Gourmet Deli;434 E 72nd St-Btwn 1st & York Ave;434 E 72nd St;;;;;
nd St Bagel;130 W 72nd St-Btwn Bway & Columbus Ave;130 W 72nd St;;;;;
p*ong;150 W 10th St-At Waverly Pl;150 W 10th St;;;;;
p*ong150 W;10th St-;W 10th St;;;;;
pukk;75 1st Ave-Btwn 4th & 5th St;75 1st Avenue;;;;;
spoon;17 W 20th St-Btwn 5th & 6th Ave;17 W 20th St;;;;;
spoon17 W;20th St-;W 20th St;;;;;
st St Bakery & Deli;808 181st St-At Ft Washington Ave;808 W 181st St;;;;;
taim;222 Waverly Pl-At 7th Ave;222 Waverly Pl;;;;;
tara thai;137 1st Ave-Btwn St Marks Pl & 9th St;137 1st Avenue;;;;;
tbsp;17 W 20th St-Btwn 5th & 6th Ave;17 W 20th St;;;;;
tbsp17 W;20th St-;W 20th St;;;;;
teany;90 Rivington St-Btwn Orchard & Ludlow St;90 Rivington St;;;;;
th Avenue Gourmet;829 10th Ave-At 55th St;829 10th Ave;;;;;
th Avenue Pizza;256 10th Ave-Btwn 24th & 25th St;256 10th Ave;;;;;
th Avenue Pizzeria;791 9th Ave-Btwn 52nd & 53rd St;791 9th Ave;;;;;
th Street Winecellar;28 W 8th St-Btwn 5th Ave & MacDougal St;28 W 8th St;;;;;
the hideaway;185 Duane St-Btwn Greenwich & Hudson St;185 Duane St;;;;;
tillman's;165 W 26th St-Btwn 6th & 7th Ave;Chelsea U;;;;;
tre;173 Ludlow St-Btwn Houston & Stanton St;173 Ludlow St;;;;;
wd-;5050 Clinton St-Btwn Stanton & Rivington St;5050 Clinton St;;;;;
wichcraft;0Union Square-;0Union Square;;;;;
'Cesca;164 West 75th Street;164 W 75th St;New York, UT, 10024;;;;
'Inoteca;98 Rivington Street;98 Rivington St;New York, NY, 10002;;;;
107 West;2787 Broadway;2787 Broadway;New York, NY, 10025;;;;
14 Wall Street;14 Wall Street, 31st Floor;14 Wall St 31st Floor;New York, NY, 10005;;;;
17 Murray;17 Murray Street;17 Murray Street;New York, NY, 10038;;;;
2 Rivers;10 Murray Street;10 Murray Street;New York, NY, 10007;;;;
23rd Street Bagels;170 West 23rd Street;170 W 23rd St;New York, NY, 10011;;;;
2nd Ave Deli RIP;156 2nd Avenue;156 2nd Ave;New York, NY, 10002;;;;
33 Gourmet Deli;157 West 33rd Street;157 W 33rd St;New York, NY, 10001;;;;
4 Fusion;132 West 58th Street;132 W 58th St;New York, NY, 10019;;;;
40 Carrots;1000 Third Avenue, Bloomingdale's 7th floor;1000 Third Avenue 59th Street and;New York, NY, 10022;;;;
44 Restaurant @ The Royalton Hotel;44 West 44th Street;44 W 44th St;New York, NY, 10036;;;;
44 Sw Ristorante Lounge;621 9th Avenue;621 9th Ave;New York, NY, 10036;;;;
44 ½;626 10th Avenue;626 10th Ave;New York, NY, 10036;;;;
44&X;622 10th Avenue;622 10th Ave;New York, NY, 10036;;;;
69;69 Bayard Street;69 Bayard St;New York, NY, 10013;;;;
696 Gourmet Deli;696 3rd Avenue;696 3rd Ave;New York, NY, 10017;;;;
7 Square (CLOSED);224 West 49th Street;224 W 49th St;New York, NY, 10019;;;;
71 Irving Place;71 Irving Place;71 Irving Pl;New York, NY, 10003;;;;
7A Cafe;109 Avenue A;109 Avenue A;New York, NY, 10009;;;;
88 Reach House;88 Division Street;88 Division St;New York, NY, 10002;;;;
94 Deli and Salad;94 Fulton Street;94 Fulton St;New York, NY, 10038;;;;
97th Street Greenmarket;97th Street;E 97th St;Manhattan, NY, 10025;;;;
99 Cent Fresh Pizza;569 9th Avenue;569 9th Ave;New York, NY, 10036;;;;
9th Street Market (CLOSED);337 East 9TH Street;337 E 9th St;New York, NY, 10003;;;;
AQ Cafe;58 Park Avenue;58 Park Ave;New York, NY, 10016;;;;
AZ;21 West 17th Street;21 W 17th St;New York, NY, 10011;;;;
Abb Goo Jung Korean Restaurant;10 West 32nd Street;10 W 32nd St;New York, NY, 10001;;;;
Abuela's Cocina;1758 1st Avenue;1758 1st Avenue;New York, NY, 10128;;;;
Abyssinia Ethiopian Grocery;225 West 116th Street;225 W 116th St;New York, NY, 10026;;;;
Acker, Merrall & Condit;160 West 72nd Street;160 W 72nd St;New York, NY, 10023;;;;
Acquario (CLOSED);5 Bleecker Street.;5 Bleecker St;New York, NY, 10012;;;;
Afghan Kebab House;155 West 46th Street;155 W 46th St;New York, NY, 10036;;;;
Africa 2 Restaurant;346 West 53rd Street;346 W 53rd St;New York, NY, 10019;;;;
Africa Kine Restaurant;256 West 116th Street;256 W 116th St;New York, NY, 10026;;;;
Ah Chihuahua;330 East 53RD Street;330 E 53rd St;New York, NY, 10022;;;;
Aix Brasserie (CLOSED);2398 Broadway;2398 Broadway;New York, NY, 10024;;;;
Aji Ichiban;167 Hester Street;167 Hester St;New York, NY, 10013;;;;
Aka Café;49 Clinton Street;49 Clinton St;New York, NY, 10002;;;;
Al Forno Pizzeria;1484 2nd Avenue;1484 2nd Ave;New York, NY, 10021;;;;
Alain Ducasse (CLOSED);155 West 58th Street;155 W 58th St;New York, NY, 10019;;;;
Alex Hotel 205 East 45th Street;;;;;;;
Alibaba;515 Amsterdam Avenue;515 Amsterdam Ave;New York, NY, 10024;;;;
Alleva Dairy;188 Grand Street;188 Grand St;New York, NY, 10013;;;;
Almond Flower Bistro (CLOSED);96 Bowery Street;96 Bowery;New York, NY, 10002;;;;
Alphabet Kitchen;171 Avenue A;171 Avenue A;New York, NY,;;;;
Am Pm Fried Fish Chicken & Donuts;330 West 125th Street;330 W 125th St;New York, NY, 10027;;;;
Ama Ya;234 East 4th Street;234 E 4th St;New York, NY, 10009;;;;
Amalia Restaurant;204 West 55th Street;204 W 55th St;New York, NY, 10019;;;;
Amazing Japanese & Thai Restaurant;;;;;;;
Amazing Thailand Restaurant;Amazing Japanese & Thai Restaurant;Amazing Japanese & Thai Restaurant;New York, NY, 10004;;;;
Ambrosia Cafe Ltd (CLOSED);158 East 45th Street;158 E 45th St;New York, NY, 10017;;;;
American Park;Battery Park;New York;New York, NY, 10004;;;;
Ametller (CLOSED);35 Christopher Street;35 Christopher St;New York, NY, 10014;;;;
Amici II;165 Mulberry Street;165 Mulberry St;New York, NY, 10013;;;;
Amin;155 8th Avenue;155 8th Ave;New York, NY, 10013;;;;
Angelica's Herb & Spice;147 1st Avenue;147 1st Avenue;New York, NY, 10003;;;;
Angelo's of Mulberry Street;146 Mulberry Street;146 Mulberry St;New York, NY, 10013;;;;
Angels Restaurant;1135 1st Avenue;1135 1st Avenue;New York, NY, 10021;;;;
Anh;363 2nd Avenue;363 2nd Ave;New York, NY, 10016;;;;
Annie's (CLOSED);1381 2nd Avenue;1381 2nd Ave;New York, NY, 10021;;;;
Aphrodisia;264 Bleecker Street;264 Bleecker St;New York, NY, 10014;;;;
Arte;21 East 9th Street;21 E 9th St;New York, NY, 10003;;;;
Arturo's Pizzeria;106 West Houston Street;106 W Houston St;New York, NY, 10012;;;;
Asia De Cuba;Morgans Hotel 237 Madison Avenue;237 Madison Ave;New York, NY, 10016;;;;
Asia Society Garden Court Cafe;725 Park Avenue;725 Park Ave;New York, NY, 10021;;;;
Asian Dragon;207 East 59th Street;207 E 59th St;New York, NY, 10022;;;;
Askew (CLOSED);504 La Guardia Place;504 LaGuardia Pl;New York, NY, 10012;;;;
Astor Place;New York, NY, 10003;New York;;;;;
Atelier;Ritz-Carlton Central Park;50 Central Park S;New York, NY, 10019;;;;
Atomic Wings @ Down the Hatch;179 West 4th Street;179 West 4th Street;New York, NY, 10014;;;;
Au Bon Pain in Macy's;151 West 34th Street;151 W 34th St;New York, NY, 10001;;;;
Au Bon Pain in Port Authority;625 8th Avenue;625 8th Ave;New York, NY, 10018;;;;
Au Bon Pain in the World Financial Center;200 Liberty Street;200 Liberty Street;New York, NY, 10281;;;;
Aureole (CLOSED);34 East 61st Street;34 E 61st St;New York, NY, 10021;;;;
Avalon;47 W. 20th St.;47 W 20th St;New York, NY, 10011;;;;
Awash Ethiopian Restaurant;947 Amsterdam Avenue;947 Amsterdam Ave;New York, NY, 10025;;;;
Azucar (Guantanamera);939 8th Avenue;939 8th Ave;New York, NY, 10019;;;;
B B Doyles;302 West 51st Street;302 W 51st St;New York, NY, 10019;;;;
B. B. King Blues Club;237 West 42nd Street;237 W 42nd St;New York, NY, 10036;;;;
B. Frites;1657 Broadway;1657 Broadway;New York, NY, 10019;;;;
BF&B Bar and Restaurant;1061 1st Avenue;1061 1st Avenue;New York, NY, 10022;;;;
Babu;99 MacDougal Street, downstairs;99 MacDougal St;New York, NY, 10012;;;;
Bachue;36 West 21st Street;36 W 21st St;New York, NY, 10010;;;;
Bagel Bean;1710 Broadway;1710 Broadway;New York, NY, 10019;;;;
Bagel More;331 Lexington Avenue;331 Lexington Ave;New York, NY, 10016;;;;
Bagel Stix;891 8th Avenue;891 8th Ave;New York, AL, 10019;;;;
Baked Ideas;450 Broadway;450 Broadway;New York, NY, 10013;;;;
Balsley Park Farmers Market;57th St. & 9th Avenue;9th Ave & W 57th St;New York, NY, 10019;;;;
Bandol;181 East 78th Street;181 E 78th St;New York, NY, 10021;;;;
Bangkok Center Market;104 Mosco Street;104 Mosco St;New York, NY, 10013;;;;
Banh Mi Saigon - under the Manhattan Bridge;;;;;;;
Banh Mi Sau Voi Cafe;101-105 Lafayette Street;101 Lafayette St #105;New York, NY, 10013;;;;
Bao 111;111 Avenue C;111 Loisaida Ave;New York, NY, 10009;;;;
Bar Six;502 6th Avenue;502 6th Ave;New York, NY, 10011;;;;
Barbès;21 East 36th Street;21 E 36th St;New York, NY, 10016;;;;
Barneys NY 660 Madison Avenue, 9th fl.;;;;;;;
Basso Est (CLOSED);198 Orchard Street;198 Orchard St;New York, NY, 10002;;;;
Basso56;234 West 56th Street;234 W 56th St;New York, NY, 10019;;;;
Battery Park;;;;;;;
Bayard's;1 Hanover Square;1 Hanover Square;New York, NY, 10004;;;;
Bbq Restaurant;21 University Place;21 University Pl;New York, NY, 10003;;;;
Beard Papa Sweets Cafe;2167 Broadway;2167 Broadway;New York, NY, 10024;;;;
Bella Cucina Incorporated;1297 Lexington Avenue;1297 Lexington Ave;New York, NY, 10128;;;;
Bem Bolado;2049 2nd Avenue at 105th Street;2049 2nd Ave;New York, NY, 10021;;;;
Ben's Kosher Deli;209 West 38th Street;209 W 38th St;New York, NY, 10018;;;;
Benjamin Hote, 565 Lexington Avenue near 50th Street;;;;;;;
Bette (CLOSED);461 West 23rd Street;461 W 23rd St;New York, NY, 10011;;;;
Big Al's;9 Thames Street,;9 Thames St;New York, NY, 10006;;;;
Big Daddy's Diner - East Side;1598 2nd Avenue;1598 2nd Ave;New York, NY, 10021;;;;
Billie's Black Bar, Lounge & Restaurant;271 West 119th Street;271 W 119th St;New York, NY, 10026;;;;
Black Duck (Park South Hotel);122 East 28th Street;122 E 28th St;New York, NY, 10016;;;;
Black Hound;170 2nd Avenue;170 2nd Ave;New York, NY, 10003;;;;
Blue 9;92 3rd Avenue at 12th Street;92 3rd Ave;New York, NY, 10003;;;;
Blue Mill (CLOSED);50 Commerce Street;50 Commerce St;New York, NY, 10014;;;;
Blue Ribbon Downing Street Wine Bar;34 Downing Street;34 Downing St;New York, NY, 10014;;;;
Bondi Road Fish And Chips;153 Rivington Street;153 Rivington St;New York, NY, 10002;;;;
Borough Food & Drink;12 East 22nd Street;12 E 22nd St;New York, NY, 10010;;;;
Boss Tweeds;115 Essex St;115 Essex St;;;;;
Boughalem;14 Bedford Street;14 Bedford St;New York, NY, 10014;;;;
Bouley, Upstairs;130 West Broadway, 2nd fl.;130 W Broadway 2nd fl;New York, NY, 10013;;;;
Bouterin;420 East 59th Street;420 E 59th St;New York, NY, 10022;;;;
Bread From Beirut;24 West 45th Street;24 W 45th St;New York, NY, 10036;;;;
Brick Oven Pizza 33;268 West 23rd Street;268 W 23rd St;New York, NY, 10011;;;;
Brisas Del Caribe (CLOSED);489 Broadway;489 Broadway;New York, NY, 10012;;;;
Brunetta'S;290 1st Avenue;290 1st Avenue;New York, NY,;;;;
Bruno;240 East 58th Street;240 E 58th St;New York, NY, 10022;;;;
Bruno Bakery;506 LaGuardia Place;506 LaGuardia Pl;New York, NY, 10012;;;;
Bryant Park Hotel;;;;;;;
Bryant Park Hotel, 40 West 40th Street;;;;;;;
Buffa's Deli And Coffee Shop;54 Prince Street;54 Prince St;New York, NY, 10012;;;;
Bulgin' Waffles;49 1/2 1st Avenue;49-1/2 1st Avenue;New York, NY, 10002;;;;
Buon Italia;75 9th Avenue;75 9th Ave;New York, NY, 10011;;;;
Burger Joint (CLOSED);190 Bleecker Street;190 Bleecker St;New York, NY, 10012;;;;
Burgundy Wine Company;323 West 11th Street;323 W 11th St;New York, NY, 10001;;;;
Burritoville (CLOSED);20 John St;20 John St;New York, NY, 10038;;;;
Burritoville 141 (CLOSED);141 2nd Avenue;141 2nd Ave;New York, NY, 10003;;;;
Burritoville 1487 (CLOSED);1487 2nd Avenue;1487 2nd Ave;New York, NY, 10021;;;;
Burritoville 152 (CLOSED);152 East 43rd Street;152 E 43rd St;New York, NY, 10017;;;;
Burritoville 166 (CLOSED);166 West 72nd Street;166 W 72nd St;New York, NY, 10023;;;;
Burritoville 264 (CLOSED);264 West 23rd Street;264 W 23rd St;New York, NY, 10011;;;;
Burritoville 298 (CLOSED);298 Bleecker Street;298 Bleecker St;New York, NY, 10014;;;;
Burritoville 625 (CLOSED);625 9th Avenue;625 9th Ave;New York, NY, 10036;;;;
Burritoville 866 (CLOSED);866 3rd Avenue;866 3rd Ave;New York, NY, 10022;;;;
Cacio E Pepe;182 2nd Avenue;182 2nd Ave;New York, NY, 10003;;;;
Cacio E Vino;80 2nd Avenue;80 2nd Ave;New York, NY, 10003;;;;
Cafe At Country;90 Madison Avenue;90 Madison Ave;New York, NY, 10016;;;;
Cafe B;135 East 65th Street;135 E 65th St;New York, NY, 10021;;;;
Cafe Español;78 Carmine Street;78 Carmine St;New York, NY, 10014;;;;
Cafe Fuego;9 St. Marks Place;9 St Marks Pl;New York, NY, 10003;;;;
Cafe Gigi;2067 Broadway;2067 Broadway;New York, NY, 10023;;;;
Cafe La Palette;50 MacDougal Street;50 MacDougal St;New York, NY, 10012;;;;
Cafe Luise;129 Rivington Street at Norfolk Street;129 Rivington St;New York, NY, 10002;;;;
Cafe Muse;43 West 32nd Street;43 W 32nd St;New York, NY, 10001;;;;
Cafe Rafaella;134 7th Avenue South;134 7th Ave S;New York, NY, 10014;;;;
Cafee Med;1268 2ND Avenue;1268 2nd Ave;New York, NY, 10021;;;;
Caffe Del Mare;89 Macdougal Street;89 MacDougal St;New York, NY, 10012;;;;
Café Botanica;Jumeirah Essex House, 160 Central Park South;160 Central Park S;New York, NY, 10019;;;;
Café De Bruxelles;118 Greenwich Avenue;118 Greenwich Ave;New York, NY, 10014;;;;
Café Du Soleil;2723 Broadway;2723 Broadway;New York, NY, 10025;;;;
Café Evergreen;1288 1st Avenue;1288 1st Avenue;New York, NY, 10021;;;;
Café Fiorello;1900 Broadway;1900 Broadway;New York, NY, 10023;;;;
Café Frida;368 Columbus Avenue;368 Columbus Ave;New York, NY, 10024;;;;
Café Mingala;1393 2nd Avenue;1393 2nd Ave;New York, NY, 10021;;;;
Café Mozart;154 West 70th Street;154 W 70th St;New York, NY, 10023;;;;
Café Rakka;38 Avenue B;38 Avenue B;New York, NY, 10009;;;;
Café Viva;2578 Broadway;2578 Broadway;New York, NY, 10025;;;;
Camaradas el barrio;2241 1st Avenue;2241 1st Avenue;New York, NY, 10029;;;;
Caminito;1664 Park Avenue;1664 Park Ave;New York, NY, 10035;;;;
Canapa;45 East Houston Street at Norfolk Street;45 East Houston Street at Norfolk Street;New York, NY,;;;;
Canton;45 Division Street;45 Division St;New York, NY, 10002;;;;
Cantoon Garden;22 Elizabeth Street;22 Elizabeth St;New York, NY,;;;;
Capitale;130 Bowery;130 Bowery;New York, NY, 10013;;;;
Caridad La Original;588 Amsterdam Avenue;588 Amsterdam Ave;New York, NY, 10024;;;;
Carolines;1626 Broadway;1626 Broadway;New York, NY, 10019;;;;
Casa Mia;225 East 24th Street;225 E 24th St;New York, NY, 10010;;;;
Caviar Bar At Emperor's Roe;200 Lenox Avenue;200 Malcolm X Blvd;New York, NY, 10027;;;;
Caviarteria in Grand Central;Grand Central Terminal;89 E 42nd St;New York, NY, 10017;;;;
Caviarteria on Park;502 Park Avenue;502 Park Ave;New York, NY, 10022;;;;
Caviarteria on West Broadway;310 West Broadway;310 W Broadway;New York, NY, 10013;;;;
Ceci-Cela Patisserie;166 Chambers Street;166 Chambers St;New York, NY, 10007;;;;
Chameleon;125 East 39th Street;125 E 39th St;New York, NY, 10016;;;;
Chanto (CLOSED);133 7th Avenue South;133 7th Ave S;New York, NY, 10014;;;;
Charley O's;416 8th Avenue;416 8th Ave;New York, NY, 10001;;;;
Chef Ho's Peking Duck Grill;1720 2nd Avenue;1720 2nd Ave;New York, NY, 10128;;;;
Chelsea Brewing Company;Chelsea Piers;Chelsea Piers;New York, NY, 10011;;;;
Chelsea Wholesale Flower Market;75 9th Avenue;75 9th Ave;New York, NY, 10011;;;;
Chelsea Wine Vault;Chelsea Market, 75 9th Avenue;75 9th Ave;New York, NY, 10011;;;;
Chennai Vegetarian Kosher;1663 1st Avenue;1663 1st Avenue;New York, NY, 10028;;;;
Chez Laurence;245 Madison Avenue;245 Madison Ave;New York, NY, 10016;;;;
Chiam Chinese Cuisine;160 East 48th Street;160 E 48th St;New York, NY, 10017;;;;
Chicama;35 East 18th Street at Broadway;35 E 18th St;New York, NY, 10003;;;;
Chicky's;355 East 86th Street;355 East 86th St;New York, NY, 10028;;;;
Chikalicious;203 East 10th Street;203 E 10th St;New York, NY, 10003;;;;
Chikubu;12 East 44th Street;12 E 44th St;New York, NY, 10017;;;;
China 1 Antique Restaurant & Lounge;50 Avenue B;50 Avenue B;New York, NY, 10009;;;;
China de Puebla;3143 Broadway;3143 Broadway;New York, NY, 10027;;;;
Chop't Creative Salad;60 East 56th Street;60 E 56th St;New York, NY, 10022;;;;
Christine's;208 1st Avenue;208 1st Avenue;New York, NY, 10009;;;;
Chubo;6 Clinton Street;6 Clinton St;New York, NY, 10002;;;;
Ciao Bella Gelato;285 Mott Street;285 Mott St;New York, NY, 10012;;;;
Cielo Azteca;1929C Lexington Avenue;1929 Lexington Ave;New York, NY, 10029;;;;
Cipriani 42nd Street;110 East 42nd Street;110 E 42nd St;New York, NY, 10017;;;;
Citarella;1313 3rd Avenue at 75th Street;1313 3rd Ave;New York, NY, 10023;;;;
City75 Market Restaurant;75 Rockefeller Placez;75 Rockefeller Plaza;New York, NY, 10019;;;;
Columbia Bagels;2836 Broadway at 110th Street;New York;New York, NY,;;;;
Cones: Ice Cream Artisans;272 Bleecker Street;272 Bleecker St;New York, NY, 10014;;;;
Connolly's Pub & Restaurant;44W 54th Street;44 W 54th St;New York, NY, 10019;;;;
Cooke's Corner;618 Amsterdam Avenue;618 Amsterdam Ave;New York, NY, 10024;;;;
Cookie Island;189 Broadway;189 Broadway;New York, NY, DNE;;;;
Cooper 35;35 Cooper Square;35 Cooper Sq;New York, NY, 10003;;;;
Cordato's;94½ Greenwich Street;94½ Greenwich Street;New York, NY, 10006;;;;
Cosmic Diner;888 8th Avenue;888 8th Ave;New York, NY, 10019;;;;
Cosí;841 Broadway;841 Broadway;New York, NY, 10003;;;;
Cozy Cafe;43 East 1st Street;43 E 1st St;New York, NY, 10003;;;;
Crepes To Go;90 West 3rd Street;90 W 3rd St;New York, NY, 10012;;;;
Crestanello;475 5th Avenue;475 5th Ave;New York, NY, 10017;;;;
Crudo;54 Clinton Street;54 Clinton St;New York, NY, 10002;;;;
Cupping Room Cafe;359 West Broadway;359 W Broadway;New York, NY, 10013;;;;
Custard Beach;33 East 8th Street;33 E 8th St;New York, NY,;;;;
Custom Cakes;335 W 38th St # 11;335 W 38th St Apt 11;New York, NY, 10018;;;;
D'Aituo;405 8th Avenue;405 8th Ave;New York, NY, 10001;;;;
D'Artagnan Rotisserie;152 East 46th Street;152 E 46th St;New York, NY,;;;;
D.M.E.'s Southern Style Food;100 West 124th Street;100 W 124th St;New York, NY, 10027;;;;
Da Antonio;157 East 55th Street;157 E 55th St;New York, NY, 10022;;;;
Da Filippo Restaurante Italian;1315 2nd Avenue;1315 2nd Ave;New York, NY, 10021;;;;
Dag Hammarskjold Plaza Greenmarket;47th Street & Second Avenue;2nd Ave & E 47th St;New York, NY, 10017;;;;
Dan Tempura;2018 Broadway at 69th Street;2018 Broadway;New York, NY, 10023;;;;
Dangerfield's;1118 1st Avenue;1118 1st Avenue;New York, NY, 10021;;;;
Dano (CLOSED);254 5th Avenue;254 5th Ave;New York, NY, 10001;;;;
Daphne's;233 East 14th Street;233 E 14th St;New York, NY, 10003;;;;
Darna Restaurant;633 2nd Avenue;633 2nd Ave;New York, NY, 10016;;;;
David Burke At Bloomingdale's;1000 3rd Avenue;1000 3rd Ave;New York, NY, 10022;;;;
Dawgs On Park;178 East 7th Street at Avenue B;178 E 7th St;New York, NY, 10009;;;;
Dean Deluca;575 Broadway;575 Broadway;New York, NY, 10012;;;;
Degrezia;231 East 50th Street;231 E 50th St;New York, NY, 10022;;;;
Dekk;241 Church Street;241 Church St;New York, NY, 10013;;;;
Delectica Catering;564 3rd Avenue;564 3rd Ave;New York, NY, 10016;;;;
Delegates' Diner;United Nations, 4th fl.;United Nations, 4th fl.;New York, NY, 10017;;;;
Delicia;322 West 11th Street;322 W 11th St;New York, NY, 10014;;;;
Delivery Com;110 East 59th Street;110 E 59th St;New York, NY, 10022;;;;
Delizia Pizzeria Restaurant;1374 1ST Avenue;1374 1st Avenue;New York, NY, 10021;;;;
Delphi Restaurant (CLOSED);109 West Broadway;109 W Broadway;New York, NY, 10013;;;;
Dervish Restaurant;146 West 47TH Street;146 W 47th St;New York, NY, 10036;;;;
Dervish Turkish;146 West 47th Street;146 W 47th St;New York, NY, 10036;;;;
Di Palo's Fine Foods;200 Grand Street at Mott Street;200 Grand St;New York, NY, 10013;;;;
Diamond Dairy Restaurant;4 West 47th Street;4 W 47th St;New York, NY, 10036;;;;
Dil-E-Punjab Deli;164 9th Avenue;164 9th Ave;New York, NY, 10011;;;;
Dishes;6 East 45th Street;6 E 45th St;New York, NY, 10017;;;;
Diwan;148 East 48th Street;148 E 48th St;New York, NY, 10017;;;;
Dizzy's Club Coca-Cola;Frederick P. Rose Hall, Home of Jazz at Lincoln Center;10 Columbus Cir;New York, NY, 10019;;;;
Django;480 Lexington Avenue;480 Lexington Ave;New York, NY, 10167;;;;
Doc Watson's Restaurant And Pub;1150 Lexington Avenue;1150 Lexington Ave;New York, NY, 10021;;;;
Docks Oyster Bar;633 3rd Avenue;633 3rd Ave;New York, NY, 10017;;;;
Dodo Cafe;45 Peck Slip;45 Peck Slip;New York, NY, 10038;;;;
Dolcino Ristorante;517 2nd Avenue;517 2nd Ave;New York, NY, 10016;;;;
Dom's Fine Foods;202 Lafayette Street;202 Lafayette St;New York, NY, 10012;;;;
Dominic;349 Greenwich Street;349 Greenwich St;New York, NY, 10013;;;;
Don Giovanni;214 10th Avenue;214 10th Ave;New York, NY, 10009;;;;
Dona (CLOSED);208 East 52nd Street;208 E 52nd St;New York, NY, 10022;;;;
Dosirak;30 East 13th Street;30 E 13th St;New York, NY, 10003;;;;
Down The Hatch;179 West 4th Street;179 West 4th Street;New York, NY, 10014;;;;
Doyers Vietnamese;11-13 Doyers Street;11 Doyers St #13;New York, NY, 10013;;;;
Dragon Gate;92-96 Elizabeth Street;92 Elizabeth St #96;New York, NY, 10013;;;;
Dragon Land Bakery;125 Walker Street;125 Walker St;New York, NY, 10013;;;;
Dragon Palace Restaurant;202 Centre Street;202 Centre St;New York, NY, 10013;;;;
Dragonfly (CLOSED);47-49 7th Avenue South;47 7th Ave;New York, NY, 10014;;;;
Duane Park Patisserie;179 Duane Street;179 Duane St;New York, NY, 10013;;;;
Dublin 6 Wine & Dine;575 Hudson Street;575 Hudson St;New York, NY, 10014;;;;
Duke's - Gramercy Park;99 East 19th Street;99 E 19th St;New York, NY, 10003;;;;
Duke's - Murray Hill;560 3rd Avenue;560 3rd Ave;New York, NY, 10016;;;;
Dumonet At The Carlyle;35 East 76th Street at Madison Avenue;35 E 76th St;New York, NY, 10021;;;;
E La Nave Va;119 St. Mark's Place;119 St Marks Pl;New York, NY, 10009;;;;
Ear Inn;326 Spring Street;326 Spring St;New York, NY, 10013;;;;
Earl's;560 3rd Avenue;560 3rd Ave;New York, NY, 10016;;;;
