0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Le Croissant;Midtown West;;nan;;;;;;Le Colonial;Midtown East; 149 E 57th St-between Lexington and Third Aves;149 E 57th St;New York;NY;Vietnamese;;
Le Jardin Bistro;Nolita;25 Cleveland Pl;25 Cleveland Pl;New York;NY;;$$$;French;Le Jardin;Soho;25 Cleveland Pl.;25 Cleveland Pl;New York;NY;;;French
Lorenzo and Maria's Kitchen;Upper E. Side;;;;;;;;Lorenzo & Maria Kitchen;Upper East Side;1418 3rd Ave-;1418 3rd Ave;New York;NY;;;Food or Beverage Shop
Lowe's Caribbean Restaurant;Harlem;;;;;;;;Lovies Place;Harlem;2190 Frederick Douglass Blvd.;2190 Frederick Douglass Blvd;New York;NY;;;
Luca Lounge;E. Village;;;;;;;;Luca Bar;East Village; 119 St. Marks Pl-between First Ave and Ave A;119 St Marks Pl;New York;NY;Italian;;
Manhattan Heroes Corp;Chelsea;;;;;;;;Manhattan Heroes;Chelsea;27th & 7th Ave.;7th Ave & W 27th St;New York;NY;;;
Mas;W. Village;;;;;;;;Mary’s Fish Camp;West Village; 64 Charles St-at W 4th St;64 Charles St;New York;NY;Seafood;;
Maureen's Passion;Upper E. Side;;;;;;;;MauiWowi Hawaiian Coffees & Smoothies;Upper East Side; 1598 Third Ave-between 89th and 90th Sts;1598 3rd Ave;New York;NY;Food or Beverage Shop;;
Michangelo;Midtown West;;;;;;;;Michaels Restaurant;Midtown West;24 W 55th St;24 W 55th St;New York;NY;;;American
Novitá;Gramercy;102 E 22nd Street;102 E 22nd St;New York;NY;;$$$;Italian;Novitas Restaurant;Gramercy/Flatiron;102 E 22nd St;102 E 22nd St;New York;NY;;;Italian
Olympic Restaurant;Midtown West;;nan;;;;;;Olympic Pita;Midtown West; 58 W 38th St-between Fifth and Sixth Aves;58 W 38th St;New York;NY;Kosher;;
Otto Enoteca Pizzeria;Greenwich Village;1 Fifth Ave;1 5th Ave;New York;NY;;$$$$;Italian;Otto;Greenwich Village;1 5th Avenue;1 5th Ave;New York;NY;;;Italian: Pizza
Ozu Restaurant;Upper W. Side;;;;;;;;Ozu;Upper West Side; 566 Amsterdam Ave-between 87th and 88th Sts;566 Amsterdam Ave;New York;NY;Asian: Pan-Asian;;
Panya Bakery (CLOSED);E. Village;;;;;;;;Panya;East Village;10 Stuyvesant Street;10 Stuyvesant St;New York;NY;;;Japanese
Pure Food and Wine;Gramercy;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Pure Food and Wine;Gramercy / Flatiron;54 Irving Pl;54 Irving Pl;New York;NY;;$$$$;Vegetarian;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Pure Food and Wine;Gramercy / Flatiron;;nan;;;;;;Pure Food And Wine;Gramercy/Flatiron;54 Irving Place;54 Irving Pl;New York;NY;;;Vegetarian & Organic
Ready to Eat;W. Village;;;;;;;;Ready To Eat;West Village;525 Hudson St-At W 10th St;525 Hudson St;New York;NY;;;American
Regional Thai Taste Restaurant;Chelsea;;;;;;;;Regional Thai Taste;Chelsea; 208 Seventh Ave-at 22nd St;208 7th Ave;New York;NY;Thai;;
Reunion;Midtown West;;;;;;;;Retsina;Midtown East; 115 E 60th St-between Lexington and Park Aves;115 E 60th St;New York;NY;Greek;;
Salam Cafe And Restaurant;W. Village;;;;;;;;Salam Cafe & Restaurant;West Village;104 West 13th Street;104 W 13th St;New York;NY;;;Middle Eastern
Syrah;Upper E. Side;;;;;;;;Symposium Greek Restaurant;Upper West Side;544 West 113th Street Frnt;544 W 113th St;New York;NY;;;Greek
Tai Hong Lau;Chinatown;;;;;;;;Tai;Chinatown/Little Italy; 223 Mulberry St-between Prince and Spring Sts;223 Mulberry St;New York;NY;Thai;;
University Place Restaurant;E. Village;;;;;;;;United Noodles;East Village; 349 E 12th St-between First and Second Aves;349 E 12th St;New York;NY;Thai;;
Vittorio Restaurant;W. Village;;;;;;;;Vittorio Cucina (CLOSED);West Village; 308 Bleecker St-between Barrow and Grove Sts;308 Bleecker St;New York;NY;Italian;;
York Indian Cuisine;Upper E. Side;;;;;;;;York Grill;Upper East Side; 1690 York Ave-between 88th and 89th Sts;1690 York Ave;New York;NY;American;;
You-Chun;Midtown West;;;;;;;;You Chun;Midtown West;5 West 36th Street;5 W 36th St;New York;NY;;;Korean
Aquavit Dining Room;Midtown East;;;;;;;;Aquavit Cafe;Midtown West;65 E 55th St-Btwn Park & Madison Ave;65 E 55th St;New York;NY;;;Eclectic
Arabelle at the Hotel Plaza Athenee;Upper East Side;;;;;;;;Arabelle;Upper East Side;Plaza Athénée -37 E 64th Stbetween Madison and Park Aves;;New York;NY;American Creative;;
Asiate;Midtown West;;;;;;;;Asiana Restaurant and Bar;Midtown East;120 East 34th Street;120 E 34th St;New York;NY;;;Asian: Pan-Asian
BG - Bergdorf Goodman;Midtown West;;;;;;;;BG;Midtown East; 754 Fifth Ave-between 57th and 58th Sts;754 5th Ave;New York;NY;Cafés;;
BLT Prime Bistro Laurent Tourondel;Gramercy / Flatiron;;;;;;;;BLT Prime;Gramercy/Flatiron; 111 E 22nd St-between Park Ave South and Lexington Ave;111 E 22nd St;New York;NY;Steakhouses;;
Bocca Restaurant;Gramercy / Flatiron;;;;;;;;Bocca;Gramercy/Flatiron; 39 E 19th St-between Broadway and Park Ave South;39 E 19th St;New York;NY;Italian;;
Brasserie Athenee;Midtown West;9 W 57th St;East River Realty Company;New York;NY;;$$$$;French;Brasserie 8½;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Brasserie Athenee;Midtown West;;nan;;;;;;Brasserie 8½;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Brasserie Athenee;Midtown West;;nan;;;;;;Brasserie 8½;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Ciaobella;Upper East Side;;;;;;;;CiaoBella;Upper East Side;1640 2nd Ave-At 85th St;1640 2nd Ave;New York;NY;;;Italian
Gotham Bar and Grill;Greenwich Village;12 E 12th St;12 E 12th St;New York;NY;;$$$$;American;Gotham Bar & Grill;Greenwich Village;12 E 12th St;12 E 12th St;New York;NY;;;American Creative
Koi - New York;Midtown West;;;;;;;;Koi;Midtown West;Bryant Park Hotel -40 W 40th Stbetween Fifth and Sixth Aves;;New York;NY;Japanese;;
Marfa;East Village;;;;;;;;Maremma;West Village;228 W 10th St.;228 W 10th St;New York;NY;;;nan
Massimo al Ponte Vecchio;Greenwich Village;;;;;;;;Massimo Al Ponte Vecchio;Greenwich Village; 206 Thompson St-between Bleecker and W 3rd Sts;206 Thompson St;New York;NY;Italian;;
Nirvana;Midtown East;;;;;;;;Nippon Restaurant;Midtown East;155 E 52nd St;155 E 52nd St;New York;NY;;;Japanese
Prem-on Thai;Greenwich Village;138 W Houston St;138 W Houston St;New York;NY;;$$;Thai;Prem-On Thai;Greenwich Village;138 W Houston St-Btwn MacDougal & Sullivan St;138 W Houston St;New York;NY;;;Thai
Vince and Eddie's;Upper West Side;;nan;;;;;;Vince & Ediies;Upper West Side;70 W 68th St;70 W 68th St;New York;NY;;;American
Vince and Eddie's;Upper West Side;;nan;;;;;;Vince & Ediies;Upper West Side;70 W 68th St;70 W 68th St;New York;NY;;;American
Acme Bar and Grill;Greenwich Village;;;;;;;;Acme Bar & Grill/Acme Underground;Greenwich Village; 9 Great Jones St-between Broadway and Lafayette St;9 Great Jones St;New York;NY;American Regional;;
Ayza Cafe and Wine Bar;Midtown East;11 W 31st St btwn Fifth Ave and Broadway;11 W 31st St btwn Fifth Ave and Broadway;;;;;;Ayza Cafe & Wine Bar;Midtown East;11 West 31st Street;11 W 31st St;New York;NY;;;Eclectic
Better Burger;Chelsea;461 W 23rd St;461 W 23rd St;New York;NY;;$$$;European;Bette (CLOSED);;461 West 23rd Street;461 W 23rd St;New York, NY, 10011;NY;;;
Cafe d'Alsace;Upper East Side;1695 2nd Ave at 88th St;1695 2nd Ave;;;;;;Cafe con Leche;Upper West Side; 726 Amsterdam Ave-between 95th and 96th Sts;726 Amsterdam Ave;New York;NY;Caribbean;;
Chai Home Kitchen;Midtown West;;;;;;;;Chai;Midtown West;930 8th Ave-At 55th St;930 8th Ave;New York;NY;;;Asian: Pan-Asian
China de Puebla (CLOSED);Upper West Side;3143 Broadway at La Salle St;3143 Broadway;;;;;;China de Puebla;;3143 Broadway;3143 Broadway;New York, NY, 10027;NY;;;
Choga;W. Village;;nan;;;;;;Chocolate Haven;West Village; 350 Hudson St-at King St;350 Hudson St;New York;NY;Cafés & diners;;
Core One Nine One (CLOSED);Lower East Side;;;;;;;;Core One Nine One;Lower East Side;191 Orchard Street;191 Orchard St;New York;NY;;;American Creative
Cork and Fin;Upper East Side;;;;;;;;Cork & Fin;Upper East Side; 1374 York Ave-between 73rd and 74th Sts;1374 York Ave;New York;NY;Seafood;;
Corner Bistro;Greenwich Village;;;;;;;;Cornelia Street Café;Greenwich Village; 29 Cornelia St-between Bleecker and W 4th Sts;29 Cornelia St;New York;NY;;;American
Crave on 42nd Street;Midtown West;650 W 42nd St at 11th Ave;650 W 42nd St;;;;;;Crave on 42nd;West 40s;650 West 42nd St.;650 W 42nd St;New York;NY;;;American
Crave on 42nd Street;Midtown West;650 W 42nd St at 11th Ave;650 W 42nd St;;;;;;Crave on 42nd;West 40s;650 West 42nd St.;650 W 42nd St;New York;NY;;;nan
El Parador Cafe;Midtown East;;;;;;;;El Parador;Midtown East;325 East 34th Street;325 E 34th St;New York;NY;;;Mexican
Ennio and Michael;Greenwich Village;539 La Guardia Pl btwn Bleecker and W...;539 LaGuardia Pl;;;;;;Ennio & Michael Ristorante;nan;539 Laguardia Pl-Btwn Bleecker & W 3rd St;539 LaGuardia Pl;New York;NY;;;nan
Grano Trattoria;Greenwich Village;21 Greenwich Ave at 10th St;21 Greenwich Ave;;;;;;Grano;West Village;21 Greenwich Avenue;21 Greenwich Ave;New York;NY;;;Italian
Grano Trattoria;W. Village;;nan;;;;;;Grano;West Village;21 Greenwich Avenue;21 Greenwich Ave;New York;NY;;;Italian
Havana Alma de Cuba;West Village;94 Christopher St;94 Christopher St;New York;NY;;$$;Cuban;Havana Alma De Cuba;nan;94 Christopher Street;94 Christopher St;New York;NY;;;nan
Il Laboratorio del Gelato;Lower East Side;95 Orchard St btwn Broome and Delancey...;95 Orchard St btwn Broome and Delancey...;;;;;;Il Laboratorio Del Gelato;Lower East Side;95 Orchard Street;95 Orchard St;New York;NY;;;Cafés & diners
La Lanterna di Vittorio;Greenwich Village;129 MacDougal St btwn 3rd and 4th Sts;129 MacDougal St btwn 3rd and 4th Sts;;;;;;La Lanterna Di Vittorio;Greenwich Village;129 MacDougal Street;129 MacDougal St;New York;NY;;;Italian: Pizza
Le Tableau (CLOSED);East Village;511 E 5th St btwn Aves A and B;511 E 5th St btwn Aves A and B;;;;;;Le Tableau;East Village;511 E 5th St;511 E 5th St;New York;NY;;;French
Malatesta Trattoria;W. Village;649 Washington St;649 Washington St;New York;NY;;$$;Italian;Malatesta;West Village;649 Washington St.;649 Washington St;New York;NY;;;Italian
Miracle Grill;West Village;415 Bleecker St;415 Bleecker St;New York;NY;;$$;Southwestern;Miracle Bar & Grill (CLOSED);nan;415 Bleecker St-;415 Bleecker St;New York;NY;;;nan
Pegu Club;SoHo;77 W Houston St btwn W Broadway and...;77 W Houston St;;;;;;Peep;Soho; 177 Prince St-between Sullivan and Thompson Sts;LOFTS AT PRINCE (WEDDING);New York;NY;Thai;;
Planethailand 212;Chelsea;;;;;;;;Planet Thailand 212;Chelsea;30 W 24th St.;30 W 24th St;New York;NY;;;Asian: Pan-Asian
Sarge's Deli;Midtown East;;;;;;;;Sardi’s;Midtown West; 234 W 44th St-between Broadway and Eighth Ave;234 W 44th St;New York;NY;American;;
Surya;W. Village;302 Bleecker St;302 Bleecker St;New York;NY;;$$;Indian;Surf City Squeeze;West Village; 266 Bleecker St-between Sixth and Seventh Aves;266 Bleecker St;New York;NY;American;;
Swizz Restaurant and Wine Bar;Midtown West;310 W 53rd St btwn Eighth and Ninth...;310 W 53rd St;;;;;;Swizz Restaurant Wine Bar;Midtown West;310 West 53rd Street;310 W 53rd St;New York;NY;;;Eclectic
Tasca (CLOSED);Greenwich Village;130 Seventh Avenue So at W 10th St;130 7th Ave S;;;;;;Tasca;West Village;130 7th Avenue South;130 7th Ave S;New York;NY;;;Spanish
The Carlyle Restaurant;Upper East Side;35 E 76th St at Madison Ave;35 E 76th St;;;;;;The Carlyle;Upper East Side;35 E 76th St-At Madison Ave;35 E 76th St;New York;NY;;;French
The Morgan Dining Room;Midtown East;;;;;;;;The Morgan Cafe;Midtown East;225 Madison Ave-At 36th St;225 Madison Ave;New York;NY;;;American
The Palm Too;Midtown East;;;;;;;;The Palm Court (CLOSED);Midtown West;The Plaza Hotel -768 Fifth Aveat Central Park South;;New York;NY;French;;
The Sheep Meadow Cafe;Upper West Side;;;;;;;;The Shark Bar Restaurant;Upper West Side; 307 Amsterdam Ave-between 74th and 75th Sts;307 Amsterdam Ave;New York;NY;American Regional;;
Village Natural;West Village;;nan;;;;;;Village Mingala;East Village; 21 E 7th St-between Second and Third Aves;21 E 7th St;New York;NY;Asian: Burmese;;
Zen Burger (CLOSED);Midtown East;465 Lexington Ave btwn 45th and 46th Sts;465 Lexington Ave btwn 45th and 46th Sts;;;;;;Zen Burger;Midtown East;465 Lexington Ave;465 Lexington Ave;New York;NY;;;American
Zip Burger (CLOSED);Midtown East;300 1/2 E 52nd St at 2nd Ave;300 1/2 E 52nd St;;;;;;Zip Burger;;300 1/2 East 52nd Street;300 1/2 E 52nd St;New York, NY, 10022;NY;;;
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Aurora Soho;SoHo;;510 Broome St;;;;;;Aurora SoHo;Soho;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;NY;;;Italian
Bistro du Nord;Upper E. Side;;nan;;;;;;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistro du Nord;Upper East Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistro du Nord;Upper E. Side;;nan;;;;;;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistro le Steak;Upper E. Side;;nan;;;;;;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Bistro le Steak;Upper E. Side;;nan;;;;;;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Candle Cafe;Upper E. Side;;nan;;;;;;Candle 79;Upper East Side; 154 E. 79th St-at Lexington Ave;154 E 79th St;New York;NY;Vegetarian & Organic;;
Candle Cafe;Upper E. Side;1307 Third Avenue;1307 3rd Ave;New York;NY;;$;Vegetarian;Candle 79;Upper East Side; 154 E. 79th St-at Lexington Ave;154 E 79th St;New York;NY;Vegetarian & Organic;;
Candle Cafe;Upper E. Side;154 E 79 St;154 E 79th St;New York;NY;;$$;Vegetarian;Candle 79;Upper East Side; 154 E. 79th St-at Lexington Ave;154 E 79th St;New York;NY;Vegetarian & Organic;;
Candle Cafe;Upper East Side;154 E 79 St;1307 3rd Ave;New York;NY;;$$;Vegetarian;Candle 79;Upper East Side; 154 E. 79th St-at Lexington Ave;154 E 79th St;New York;NY;Vegetarian & Organic;;
Esperanto Cafe;West Village;145 Ave C;145 Loisaida Ave;New York;NY;;$$;Nuevo Latino;Esperanto;East Village; 145 Ave C-at 9th St;145 Loisaida Ave;New York;NY;Latin American;;
Falai Panetteria;Lower E. Side;;nan;;;;;;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower E. Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower East Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower E. Side;;nan;;;;;;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Flea Market Cafe;E. Village;;nan;;;;;;Flea Market;East Village;131 Avenue A;131 Avenue A;New York;NY;;;French
Flea Market Cafe;E. Village;131 Ave A;131 Avenue A;New York;NY;;$;French;Flea Market;East Village;131 Avenue A;131 Avenue A;New York;NY;;;French
Gabriela's Restaurante y Tequila Bar;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;$$;Mexican;Gabriela's;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;;Mexican
Jarnac;Greenwich Village;100 University Pl;100 University Pl;New York;NY;;$$$;Sushi;Japonica Restaurant;Greenwich Village;100 University Pl;100 University Pl;New York;NY;;;Japanese
Momofuku Noodle Bar;E. Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Milk Bar and Bakery;East Village;207 Second Ave.;207 2nd Ave;New York;NY;;;
Momofuku Noodle Bar;E. Village;171 First Ave.;171 1st Avenue;New York;NY;;$$$;Chinese;Momofuku Milk Bar and Bakery;East Village;207 Second Ave.;207 2nd Ave;New York;NY;;;
Momofuku Noodle Bar;E. Village;163 First Ave;163 1st Avenue;New York;NY;;$$$$;Chinese;Momofuku Milk Bar and Bakery;East Village;207 Second Ave.;207 2nd Ave;New York;NY;;;
Momofuku Noodle Bar;East Village;163 First Ave;171 1st Avenue;New York;NY;;$$$$;Chinese;Momofuku Milk Bar and Bakery;East Village;207 Second Ave.;207 2nd Ave;New York;NY;;;
Momofuku Ssam Bar;E. Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssam Bar;E. Village;171 First Ave.;171 1st Avenue;New York;NY;;$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssam Bar;East Village;171 First Ave.;207 2nd Ave;New York;NY;;$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssam Bar;E. Village;;nan;;;;;;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssam Bar;E. Village;;nan;;;;;;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssäm Bar;East Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Momofuku Bakery and Milk Bar;East Village;163 First Ave;163 1st Avenue;New York;NY;;$$$$;Chinese;Momofuku Bakery & Milk Bar;East Village;207 Second Ave -at 13th Stentrance on 13th St;;New York;NY;Eclectic;;
Momofuku Bakery and Milk Bar;East Village;;nan;;;;;;Momofuku Bakery & Milk Bar;East Village;207 Second Ave -at 13th Stentrance on 13th St;;New York;NY;Eclectic;;
Niko's Mediterranean Grill and Bistro;Upper West Side;2161 Broadway;2161 Broadway;New York;NY;;$;Greek;Niko's Mediterranean Grill & Bistro;West 70s;2161 Broadway;2161 Broadway;New York;NY;;;nan
Novecento New York;SoHo;;nan;;;;;;Novecento;Soho; 343 West Broadway-between Broome and Grand Sts;343 W Broadway;New York;NY;Argentine;;
Sammy's Roumanian Steak House;Lower East Side;157 Chrystie St;157 Chrystie St;New York;NY;;$$$;European;Sammy's Roumanian;Lower East Side;157 Chrystie St-At Delancey St;157 Chrystie St;New York;NY;;;Eastern European
Tabla Street Cart;Flatiron;;nan;;;;;;Tabla Frankie Cart;Flatiron;11 Madison Ave.;11 Madison Ave;New York;NY;;;Indian
Tabla Street Cart;Flatiron;;nan;;;;;;Tabla Frankie Cart;Flatiron;11 Madison Ave.;11 Madison Ave;New York;NY;;;Indian
Xunta Tapas Bar;East Village;174 First Ave;174 1st Avenue;New York;NY;;$;Spanish;Xunta;East Village; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;NY;Spanish;;
Brasserie 8 1/2;Midtown East;9 W 57th St;East River Realty Company;New York;NY;;$$$$;French;Brasserie 8 1 2;Midtown West;9 West 57th Street;East River Realty Company;New York;NY;;;French
Cacio e Vino;East Village;;nan;;;;;;Cacio e Pepe;East Village; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;NY;Italian;;
Citrus Bar and Grill;Upper West Side;320 Amsterdam Ave;320 Amsterdam Ave;New York;NY;;$$;Asian;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Citrus Bar and Grill;Upper West Side;;nan;;;;;;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Grand Central Oyster Bar & Restaurant;Midtown East;89 E 42nd Street, Grand Central Terminal (Lower L;89 E 42nd St;New York;NY;;$$;Seafood;Grand Central Oyster Bar;;89 East 42nd Street;89 E 42nd St;;NY;;;
Perry St.;W. Village;176 Perry St;176 Perry St;New York;NY;;$$$$;French;Perry St;West Village;176 Perry St-At West St;176 Perry St;New York;NY;;;American
Perry St.;W. Village;;nan;;;;;;Perry St;West Village;176 Perry St-At West St;176 Perry St;New York;NY;;;American
Quattro Gatti;Upper East Side;;nan;;;;;;Quatorze Bis Restaurant;Upper East Side;323 E 79th St;323 E 79th St;New York;NY;;;French
Schiller's Liquor Bar;Lower East Side;131 Rivington St;131 Rivington St;New York;NY;;$$;International;Schiller's;nan;131 Rivington Street;131 Rivington St;New York;NY;;;nan
Schiller's Liquor Bar;Lower E. Side;131 Rivington St;131 Rivington St;New York;NY;;$$;International;Schiller's;nan;131 Rivington Street;131 Rivington St;New York;NY;;;nan
Uncle Jack's Steakhouse - Westside;Midtown West;;nan;;;;;;Uncle Jack's Steakhouse;Midtown West;440 9th Avenue;440 9th Ave;New York;NY;;;Steakhouses
