0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_addressGoogle;1_country;1_neighborhood;1_type;1_phone;1_type_r
Surya;West Village;302 Bleecker St;302 Bleecker St;New York;NY;Indian;$$;;Surf City Squeeze; 266 Bleecker St-between Sixth and Seventh Aves;266 Bleecker St;New York;West Village;American;(212-627-2431);
Tea & Sympathy;West Village;108 Greenwich Ave;108 Greenwich Ave;New York;NY;British;$;;Taïm; 222 Waverly Pl-at W 11th St and Seventh Ave;222 Waverly Pl;New York;West Village;Middle Eastern;(212-691-1287);
Troy Turkish Grill;Midtown West;539 9th Ave;539 9th Ave;New York;NY;Turkish;$;;Troy; 539 Ninth Ave-at 40th St;539 9th Ave;New York;Midtown West;Turkish;(212-465-0888);
Uncle Nick's;Chelsea;;;;;;;;Uncle Moe’s; 14 W 19th St-between Fifth and Sixth Aves;14 W 19th St;New York;Chelsea;Mexican;(212-727-9400);
Veselka Restaurant;East Village;144 2nd Ave;144 2nd Ave;New York;NY;American;$;;Veselka; 144 Second Ave-at 9th St;144 2nd Ave;New York;East Village;Eastern European;(212-228-9682);
Wichcraft;Midtown West;;;;;;;;Whym; 889 Ninth Ave-at 58th St;889 9th Ave;New York;Midtown West;American;(212-315-0088);
Wogies Restaurant;West Village;39 Greenwich Ave;39 Greenwich Ave;New York;NY;American;$;;Wogies Bar & Grill;39 Greenwich Ave-At Charles St;39 Greenwich Ave;New York;West Village;;(212-229-2171);American
Yozakura Kushiyaki Bar;Lower East Side;168 Ludlow St;168 Ludlow St;New York;NY;Japanese;$;;Yozakura; 168 Ludlow St-between E Houston and Stanton Sts;168 Ludlow St;New York;Lower East Side;Japanese;(212-260-2066);
88 Palace;Lower East Side;;;;;;;;88 Orchard; 88 Orchard St-between Broome and Grand Sts;88 Orchard St;New York;Lower East Side;Cafés;(212-228-8880);
A.O.C., (l’Ail ou la Cuisse);West Village;;;;;;;;A.O.C. Bedford (CLOSED); 14 Bedford St-between Sixth Ave and Downing St;14 Bedford St;New York;West Village;Spanish;(212-414-4764);
Aja Asian Bistro & Lounge;Midtown East;;;;;;;;Aja; 1066 First Ave-at 58th St;1066 1st Avenue;New York;Midtown East;Asian: Pan-Asian;(212-888-8008);
Akdeniz Turkish Cuisine;Midtown West;;;;;;;;Akdeniz; 19 W 46th St-between Fifth and Sixth Aves;19 W 46th St;New York;Midtown West;Turkish;(212-575-2307);
Alias Restaurant;Lower East Side;;;;;;;;Alias; 76 Clinton St-at Rivington St;76 Clinton St;New York;Lower East Side;American Creative;(212-505-5011);
Arabelle Restaurant;Upper East Side;;;;;;;;Arabelle;Plaza Athénée -37 E 64th Stbetween Madison and Park Aves;;New York;Upper East Side;American Creative;(212-606-4647);
Aurora Soho;Soho;;;;;;;;Aurora SoHo;510 Broome St-Btwn Thompson St & W Broadway;510 Broome St;New York;Soho;;(212-334-9020);Italian
Bistro du Nord;Upper East Side;;;;;;;;Bistro Ten 18; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;Upper West Side;American;(212-662-7600);
Bonjoo Restaurant;East Village;;;;;;;;Bonjoo; 107 First Ave-between 6th and 7th Sts;107 1st Avenue;New York;East Village;Korean;(212-505-7974);
Brasserie 52;Midtown West;772 Ninth Ave btwn 51st and 52nd Sts;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 44; 44 W 44th St-between Fifth and Sixth Aves;44 W 44th St;New York;Midtown West;American;(212-944-8844);
Bryant Park Grill;Midtown West;;;;;;;;Bryant Park Cafe and Grill; 25 W 40th St-between Fifth and Sixth Aves;25 W 40th St;New York;Midtown West;American;(212-840-6500);
Cacio e Vino;East Village;;;;;;;;Cacio e Pepe; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;East Village;Italian;(212-505-5931);
Caffe Reggio;West Village;;;;;;;;Caffe Raffaella;134 7th Avenue South;134 7th Ave S;New York;West Village;;(212-929-7247);Cafés
Caffè del Mare;West Village;;;;;;;;Caffè Vivaldi; 32 Jones St-at Bleecker St;32 Jones St;New York;West Village;Cafés;(212-691-7538);
Café Condesa;West Village;;;;;;;;Café Cluny; 284 W 12th St-at 4th St;284 W 12th St;New York;West Village;French;(212-255-6900);
Café Deville;East Village;;;;;;;;Café DeVille;103 3rd Ave.;103 3rd Ave;New York;East Village;;(212-477-4500);French
Café Spice;Midtown East;;;;;;;;Café Soleil; 1016 Second Ave-between 53rd and 54th Sts;1016 2nd Ave;New York;Midtown East;French;(212-758-1351);
Café du Soleil;Upper West Side;;;;;;;;Café des Artistes; 1 W 67th St-between Central Park West and Columbus Ave;1 W 67th St;New York;Upper West Side;French;(212-877-3500);
Capri Caffé;Tribeca;;;;;;;;Capri Cafe;165 Church St-Btwn Chambers & Reade St;165 Church St;New York;Tribeca;;(212-513-1358);Italian
Caravan of Dreams;East Village;;;;;;;;Caravan Of Dreams;405 East 6th Street;405 E 6th St;New York;East Village;;(212-254-1613);Vegetarian & Organic
Choga;West Village;;;;;;;;Chocolate Haven; 350 Hudson St-at King St;350 Hudson St;New York;West Village;Cafés & diners;(212-414-2462);
City Girl Café;Soho;;;;;;;;City Girl Cafe;63 Thompson St-Btwn Spring & Broome St;63 Thompson St;New York;Soho;;(212-343-0110);Cafés & diners
City Hall Restaurant;Tribeca;;;;;;;;City Hall; 131 Duane St-between Church St and West Broadway;131 Duane St;New York;Tribeca;American;(212-227-7777);
Deborah—Life Love Food;West Village;;;;;;;;Deborah (CLOSED); 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;West Village;American;(212-242-2606);
Degustation Wine & Tasting Bar;East Village;;;;;;;;Degustation; 239 E 5th St-between Second and Third Aves;239 E 5th St;New York;East Village;Spanish;(212-979-1012);
East of Eighth;Chelsea;;;;;;;;East of 8th;254 W 23rd St.;254 W 23rd St;New York;Chelsea;;;
El Castillo de Jagua Restaurant;Lower East Side;;;;;;;;El Castillo de Jagua; 113 Rivington St-between Essex and Ludlow Sts;113 Rivington St;New York;Lower East Side;Caribbean: Dominican;(212-982-6412);
El Maguey y La Tuna;Lower East Side;;;;;;;;El Maguey Y La Tuna;321 E Houston St-Btwn Ridge & Attorney St;321 E Houston St;New York;Lower East Side;;(212-473-3744);Mexican
Falai Panetteria;Lower East Side;;;;;;;;Falai; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;Lower East Side;Cafés & diners;(212-253-1960);
Festival Mexicano Restaurant;Lower East Side;;;;;;;;Festival Mexicano; 120 Rivington St-between Essex and Norfolk Sts;120 Rivington St;New York;Lower East Side;Mexican;(212-995-0154);
Friend House 2;East Village;;nan;;;;;;Friend House; 99 Third Ave-between 12th and 13th Sts;99 3rd Ave;New York;East Village;Thai;(212-388-1838);
Gena's Grill;East Village;;;;;;;;Gemma;The Bowery Hotel -335 Boweryat 3rd St;;New York;East Village;Italian;(212-505-9100);
Gotham Bar and Grill;Greenwich Village;12 E 12th St;12 E 12th St;New York;NY;;$$$$;American;Gotham Bar & Grill;12 E 12th St;12 E 12th St;New York;Greenwich Village;;(212-620-4020);American Creative
Gusto Organics;West Village;;;;;;;;Gusto Grilled Organics; 519 Sixth Ave-between 13th and 14th Sts;519 6th Ave;New York;West Village;Argentine;(212-242-5800);
Haku Sushi;Upper West Side;;;;;;;;Haku; 2425 Broadway-between 89th and 90th Sts;2425 Broadway;New York;Upper West Side;Japanese;(212-580-2566);
Hampton Chutney Co.;Upper West Side;;;;;;;;Hampton Chutney Co;464 Amsterdam Ave-At 82nd St;464 Amsterdam Ave;New York;Upper West Side;;(212-362-5050);Indian
Hasaki Restaurant;East Village;;;;;;;;Hasaki; 210 E 9th St-between Second and Third Aves;210 E 9th St;New York;East Village;Japanese;(212-473-3327);
Heidelberg Restaurant;Upper East Side;;;;;;;;Heidelberg; 1648 Second Ave-between 85th and 86th Sts;1648 2nd Ave;New York;Upper East Side;German;(212-628-2332);
Horus Café;East Village;;;;;;;;Horus Cafe; 93 Ave B-at 6th St;93 Avenue B;New York;East Village;Middle Eastern: Egyptian;(212-777-9199);
Hudson Diner;West Village;;;;;;;;Hudson Corner Cafe;570 Hudson St;570 Hudson St;New York;West Village;;(212-229-2727);American
Jeeb Thai Tapas;Lower East Side;;;;;;;;Jeeb; 154 Orchard St-between Stanton and Rivington Sts;154 Orchard St;New York;Lower East Side;Thai;(212-677-4101);
Kampuchea Restaurant;Lower East Side;;;;;;;;Kampuchea Noodle Bar; 78 Rivington St-at Allen St;78 Rivington St;New York;Lower East Side;Asian: Cambodian;(212-529-3901);
Khushie Indian Kitchen;Lower East Side;;;;;;;;Khushie;139 Essex St.;139 Essex St;New York;Lower East Side;;;
Knife + Fork;East Village;;;;;;;;Knife & Fork;108 E. Fourth St.;108 E 4th St;New York;East Village;;(212-228-4885);Eclectic
KushiQ;Midtown East;;;;;;;;Kushi-Q; 23 Third Ave-between 45th and 46th Sts;23 3rd Ave;New York;Midtown East;Japanese;(212-682-5814);
La Lanterna di Vittorio;Greenwich Village;129 MacDougal St btwn 3rd and 4th Sts;129 MacDougal St btwn 3rd and 4th Sts;;;;;;La Lanterna Di Vittorio;129 MacDougal Street;129 MacDougal St;New York;Greenwich Village;;(212-529-5945);Italian: Pizza
La Palapa West;West Village;;;;;;;;La Palapa Rockola; 359 Sixth Ave-between Washington Pl and W 4th St;359 6th Ave;New York;West Village;Mexican;(212-243-6870);
Lan Cafe;East Village;;;;;;;;Lan; 56 Third Ave-between 10th and 11th Sts;56 3rd Ave;New York;East Village;Japanese;(212-254-1959);
Levana;Upper West Side;;;;;;;;Levain’s; 167 W 74th St-between Columbus and Amsterdam Aves;167 W 74th St;New York;Upper West Side;Cafés;(212-874-6080);
Lever House Restaurant;Midtown East;;;;;;;;Lever House; 390 Park Ave-between 53rd and 54th Sts;390 Park Ave;New York;Midtown East;American;(212-888-2700);
Little Havana Restaurant;West Village;;;;;;;;Little Havana; 30 Cornelia St-between Bleecker and W 4th Sts;30 Cornelia St;New York;West Village;Caribbean: Cuban;(212-255-2212);
Loreley Restaurant & Biergarten;Lower East Side;;;;;;;;Loreley Restaurant & Biergaerten;7 Rivington St.;7 Rivington St;New York;Lower East Side;;;
Maruzzella Ristorante;Upper East Side;;;;;;;;Maruzzella; 1483 First Ave-between 77th and 78th Sts;1483 1st Avenue;New York;Upper East Side;Italian;(212-988-8877);
Minca Ramen Factory;East Village;;;;;;;;Minca; 536 E 5th St-between Aves A and B;536 E 5th St;New York;East Village;Asian: Pan-Asian;(212-505-8001);
Métisse French Bistro;Upper West Side;;;;;;;;Métisse; 239 W 105th St-between Amsterdam Ave and Broadway;239 W 105th St;New York;Upper West Side;French;(212-666-8825);
Ninja New York;Tribeca;;;;;;;;Ninja; 25 Hudson St-between Duane and Reade Sts;25 Hudson St;New York;Tribeca;Japanese;(212-274-8500);
Obiká;Midtown East;;;;;;;;Obika Mozzarella Bar;590 Madison Ave-At 57th St;590 Madison Ave;New York;Midtown East;;(212-355-2217);Italian
Oklahoma Smoke BBQ;Harlem;;;;;;;;Oklahoma Smoke; 231 W 145th St-between Frederick Douglass Blvd;231 W 145th St;New York;Harlem;Barbeque;(212-862-5335);
Old Homestead Steakhouse;Chelsea;;;;;;;;Old Homestead Steak House;56 9th Avenue;56 9th Ave;New York;Chelsea;;(212-242-9040);Steakhouses
Osteria del Circo;Midtown West;;;;;;;;Osteria al Doge; 142 W 44th St-between Sixth Ave and Broadway;142 W 44th St;New York;Midtown West;Italian;(212-944-3643);
Pepe Rosso to Go;Soho;;;;;;;;Pepe Rosso To Go;149 Sullivan St-Btwn Prince & Houston St;149 Sullivan St;New York;Soho;;(212-677-4555);Italian
Persepolis;Upper East Side;;;;;;;;Persephone; 115 E 60th St-between Park and Lexington Aves;115 E 60th St;New York;Upper East Side;Greek;(212-339-8363);
Prem-on Thai;Greenwich Village;138 W Houston St;138 W Houston St;New York;NY;;$$;Thai;Prem-On Thai;138 W Houston St-Btwn MacDougal & Sullivan St;138 W Houston St;New York;Greenwich Village;;(212-353-2338);Thai
Primehouse New York;Gramercy / Flatiron;;;;;;;;Primehouse; 381 Park Ave South-at 27th St;381 Park Ave S;New York;Gramercy/Flatiron;Steakhouses;(212-824-2600);
Rheon Café;Soho;;;;;;;;Rheon Cafe; 189 Spring St-between Sullivan and Thompson Sts;189 Spring St;New York;Soho;Cafés & diners;(212-966-7040);
Royale Cafe + Pastry;West Village;;;;;;;;Royale Cafe & Pastry;461 6th Ave-;461 6th Ave;New York;West Village;;(212-255-5236);Cafés & diners
Salsa y Salsa;Chelsea;;;;;;;;Salsa Y Salsa;206 7th Ave-At 22nd St;206 7th Ave;New York;Chelsea;;(212-929-2678);Mexican
Shanghai Cuisine;Chinatown;;;;;;;;Shanghai Café;100 Mott St.;100 Mott St;New York;Chinatown;;nan;nan
Sharz Café & Wine Bar;Upper East Side;;;;;;;;Sharz Cafe & Wine Bar;435 East 86th Street;435 East 86th St;New York;Upper East Side;;(212-369-1010);American
Soul Fixins;Midtown West;;371 W 34th St;;;;;;Soul Cafe; 444 W 42nd St-between Ninth and Tenth Aves;444 W 42nd St;New York;Midtown West;American Regional;(212-244-7685);
Spain Restaurant;West Village;;;;;;;;Spain; 113 W 13th St-between Sixth and Seventh Aves;113 W 13th St;New York;West Village;Spanish;(212-929-9580);
Tabla Street Cart;Flatiron;;;;;;;;Tabla Frankie Cart;11 Madison Ave.;11 Madison Ave;New York;Flatiron;;;
Tao Asian Bistro;Midtown East;;;;;;;;Tao; 42 E 58th St-between Madison and Park Aves;42 E 58th St;New York;Midtown East;Asian: Pan-Asian;(212-888-2288);
The Yoghurt Place II;Soho;;;;;;;;The Yard;SoHo Grand Hotel -310 West Broadwaybetween Canal and Grand Sts;;New York;Soho;American;(212-965-3000);
Tides Seafood;Lower East Side;;;;;;;;Tides; 102 Norfolk St-at Delancey St;The Back Room;New York;Lower East Side;Seafood;(212-254-8855);
Tony's;Upper East Side;;;;;;;;Tony “The Dragon” Dragonas; E 62nd St-at Madison Ave;E 62nd St;New York;Upper East Side;Eclectic;;
Trata Estiatorio;Upper East Side;;;;;;;;Trata; 1331 Second Ave-between 70th and 71st Sts;1331 2nd Ave;New York;Upper East Side;Greek;(212-535-3800);
Tre Dici Steak;Chelsea;;;;;;;;Tre Dici; 128 W 26th St-between Sixth and Seventh Aves;128 W 26th St;New York;Chelsea;Italian;(212-243-8183);
Ukrainian East Village Restaurant;East Village;;;;;;;;Ukrainian East Village; 140 Second Ave-between 8th and 9th Sts;140 2nd Ave;New York;East Village;Eastern European;(212-614-3283);
Via Delle Zoccolette;East Village;;;;;;;;Via Della Pace; 48 E 7th St-between First and Second Aves;48 E 7th St;New York;East Village;Italian;(212-253-5803);
Wondee Siam II;Midtown West;;;;;;;;Wondee Siam; 792 Ninth Ave-between 52nd and 53rd Sts;792 9th Ave;New York;Midtown West;Thai;(212-459-9057);
Xunta Tapas Bar;East Village;;;;;;;;Xunta; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;East Village;Spanish;(212-614-0620);
Yuva Frontier Indian Grill;Midtown East;;;;;;;;Yuva; 230 E 58th St-between Second and Third Aves;230 E 58th St;New York;Midtown East;Indian;(212-339-0090);
Zucchero e Pomodori;Upper East Side;;;;;;;;Zucchero E Pomodori;1431 2nd Avenue;1431 2nd Ave;New York;Upper East Side;;(212-585-2100);Italian
Zucco: Le French Diner;Lower East Side;;;;;;;;Zucco Le French Diner;188 Orchard Street;188 Orchard St;New York;Lower East Side;;(212-677-5200);French
Zócalo;Midtown East;;;;;;;;Zé Cafe; 398 E 52nd St-at First Ave;398 E 52nd St;New York;Midtown East;Eclectic;(212-758-1944);
wd~50;Lower East Side;;;;;;;;wd-50;50 Clinton St.;50 Clinton St;New York;Lower East Side;;;
Angon on the Sixth;East Village;320 E Sixth St;320 E 6th St;New York;NY;;$;Indian;Angon on Sixth; 320 E 6th St-between First and Second Aves;320 E 6th St;New York;East Village;Indian;(212-260-8229);
Azul Bistro;Lower East Side;152 Stanton St at Suffolk St;152 Stanton St;;;;;;Azul Argentine Bistro; 152 Stanton St-at Suffolk St;152 Stanton St;New York;Lower East Side;Argentine;(646-602-2004);
Bull & Bear Pub;Midtown East;;;;;;;;Bull & Bear;Waldorf=Astoria -570 Lexington Aveat 49th St;;New York;Midtown East;Steakhouses;(212-872-4900);
Charles's Southern-Style Kitchen;Harlem;;;;;;;;Charles' Southern Style Kitchen;2839 Eighth Ave.;2839 Frederick Douglass Blvd;New York;Harlem;;nan;nan
Chelsea Trattoria;Chelsea;;;;;;;;Chelsea Thai Wholesale;75 Ninth Ave.;75 9th Ave;New York;Chelsea;;;
Chin Chin Restaurant;Midtown East;;;;;;;;Chin Chin; 216 E 49th St-between Second and Third Aves;216 E 49th St;New York;Midtown East;Chinese;(212-888-4555);
Dawat Haute Indian Cuisine;Midtown East;;;;;;;;Dawat; 210 E 58th St-between Second and Third Aves;210 E 58th St;New York;Midtown East;Indian;(212-355-7555);
Dean & Deluca Cafe;Midtown West;;;;;;;;Dean & DeLuca;New York Times Building -620 Eighth Aveat 48th St;;New York;Midtown West;Food or Beverage Shop;(212-221-0308);
El Quijote Bar & Restaurant;Chelsea;;;;;;;;El Quijote; 226 W 23rd St-between Seventh and Eighth Aves;226 W 23rd St;New York;Chelsea;Spanish;(212-929-1855);
Fagiolini Restaurant Inc;Murray Hill;;;;;;;;Fagiolini Restaurant;334 Lexington Ave.;334 Lexington Ave;New York;Murray Hill;;;
Fresco by Scotto Restaurant;Midtown East;;;;;;;;Fresco by Scotto; 34 E 52nd St-between Madison and Park Aves;34 E 52nd St;New York;Midtown East;Italian;(212-935-3434);
Kashmir;Midtown West;;;;;;;;Kashkaval; 856 Ninth Ave-between 55th & 56th Sts;856 9th Ave;New York;Midtown West;Mediterranean;(212-581-8282);
Kraft Restaurant;Midtown West;;;;;;;;Kr.space untitled; 34 W 32nd St-between Fifth Ave and Broadway;34 W 32nd St;New York;Midtown West;Korean;(212-736-0099);
Lattanzi Ristorante;Midtown West;;;;;;;;Lattanzi Restaurant; 361 W 46th St-between Eighth and Ninth Aves;361 W 46th St;New York;Midtown West;Italian;(212-315-0980);
Le Biarritz Restaurant;Midtown West;;;;;;;;Le Bernardin; 155 W 51st St-between Sixth and Seventh Aves;155 W 51st St;New York;Midtown West;French;(212-489-1515);
Lowe's Caribbean Restaurant;Harlem;;;;;;;;Lovies Place;2190 Frederick Douglass Blvd.;2190 Frederick Douglass Blvd;New York;Harlem;;;
Manhattan Heroes Corp;Chelsea;;;;;;;;Manhattan Heroes;27th & 7th Ave.;7th Ave & W 27th St;New York;Chelsea;;;
Maroons (CLOSED);Chelsea;;;;;;;;Maroons; 244 W 16th St-between Seventh and Eighth Aves;244 W 16th St;New York;Chelsea;Caribbean: Jamaican;(212-206-8640);
Michangelo;Midtown West;;;;;;;;Michael’s; 24 W 55th St-between Fifth and Sixth Aves;24 W 55th St;New York;Midtown West;American;(212-767-0555);
Monkey Bar (Closed for renovations);Midtown East;;;;;;;;Monkey Bar;Hotel Elysée -60 E 54th Stbetween Madison and Park Aves;;New York;Midtown East;Asian: Pan-Asian;(212-838-2600);
Nook's Coffee Shop;Midtown West;;;;;;;;Nook; 746 Ninth Ave-between 50th and 51st Sts;746 9th Ave;New York;Midtown West;Eclectic;(212-247-5500);
Olympic Restaurant;Midtown West;;;;;;;;Olympic Pita; 58 W 38th St-between Fifth and Sixth Aves;58 W 38th St;New York;Midtown West;Kosher;(212-869-7482);
Park Cafe;Midtown West;;;;;;;;Park Blue; 158 West 58th St-between Sixth and Seventh Aves;158 W 58th St;New York;Midtown West;Eclectic;(212-247-2727);
Payard Patisserie and Bistro;Upper East Side;;1032 Lexington Ave;;;;;;Payard Patisserie & Bistro;1032 Lexington Avenue;1032 Lexington Ave;New York;Upper East Side;;(212-717-5252);French
Pershing Square Cafe;Midtown East;;;;;;;;Pershing Square; 90 E 42nd St-at Park Ave;90 E 42nd St;New York;Midtown East;American;(212-286-9600);
Petrossian Cafe And Boutique;Midtown West;;;;;;;;Petrossian Boutique & Cafe;911 7th Ave-Btwn 57th & 58th St;911 7th Ave;New York;Midtown West;;(212-245-2217);Russian
Regional Thai Taste Restaurant;Chelsea;;;;;;;;Regional Thai Taste; 208 Seventh Ave-at 22nd St;208 7th Ave;New York;Chelsea;Thai;(212-807-9872);
Russian Samovar Restaurant;Midtown West;;;;;;;;Russian Samovar; 256 W 52nd St-between Broadway and Eighth Ave;256 W 52nd St;New York;Midtown West;Russian;(212-757-0168);
Sel et Poivre;Upper East Side;853 Lexington Ave btwn 64th and 65th Sts;853 Lexington Avenue between 64th and;;;;;;Sel Et Poivre;853 Lexington Avenue;853 Lexington Ave;New York;Upper East Side;;(212-517-5780);French
Serafina Fabulous Pizza;Upper East Side;1022 Madison Ave at 79th St;1022 Madison Ave;;;;;;Serafina Fabulous Grill; 29 E 61st St-between Madison and Park Aves;29 E 61st St;New York;Upper East Side;Italian;(212-702-9898);
Sitar Indian Cuisine Inc;Midtown West;;;;;;;;Sitar; 58 W 56th St-between Fifth and Sixth Aves;58 W 56th St;New York;Midtown West;Indian;(212-581-1155);
