0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r;1_phone
Perry St.;W. Village;176 Perry St;176 Perry St;New York;NY;;$$$$;French;Perry Street;West Village;176 Perry Street;176 Perry St;New York;NY;;;American;(212-352-1900)
Sparks;Midtown East;210 E 46th Street;210 E 46th St;New York;NY;;$$$;Steakhouse;Sparks Steak House;Midtown East;210 E 46th St;210 E 46th St;New York;NY;;;Steakhouses;(212-687-4855)
Takahachi;Tribeca;145 Duane St;145 Duane St;New York;NY;;$$;Japanese;Takahachi Tribeca Restaurant;Tribeca;145 Duane Street;145 Duane St;New York;NY;;;Japanese;(212-571-1830)
The Pizzeria;West Village;310 W Fourth St;310 West 4th Street;New York;NY;;$$$;American;The Place;West Village; 310 W 4th St-between Bank and W 12th Sts;310 West 4th Street;New York;NY;Mediterranean;;;(212-924-2711)
Trio;Midtown East;49 West 44th Street;167 E 33rd St;New York;NY;;$$$$;French;Trio Restaurant & Bar;Midtown East;167 E 33rd Street;167 E 33rd St;New York;NY;;;Mediterranean;(212-685-1001)
Veselka;East Village;144 2nd Ave;144 2nd Ave;New York;NY;;$;American;Veselka Restaurant;East Village;144 2nd Ave;144 2nd Ave;New York;NY;;;Eastern European;(212-228-9682)
Veselka;E. Village;144 2nd Ave;144 2nd Ave;New York;NY;;$;American;Veselka Restaurant;East Village;144 2nd Ave;144 2nd Ave;New York;NY;;;Eastern European;(212-228-9682)
Zarela;Midtown East;953 Second Ave;953 2nd Ave;New York;NY;;$$$;Mexican;Zarela Restaurant;Midtown East;953 2nd Avenue;953 2nd Ave;New York;NY;;;Mexican;(212-644-6740)
Arturo's Pizzeria;Greenwich Village;106 W Houston St;106 W Houston St;New York;NY;;$;Italian;Arturos Restaurant;Greenwich Village;106 West Houston Street;106 W Houston St;New York;NY;;;Italian: Pizza;(212-677-3820)
Avra;Midtown East;141 E 48th St;141 E 48th St;New York;NY;;$$$$;Greek;Avra Estiatorio;Midtown East;141 East 48th Street;141 E 48th St;New York;NY;;;Greek;(212-759-8550)
China Grill - New York;Midtown West;60 W 53rd St;60 W 53rd St;New York;NY;;$$$$;Asian;China Grill New York;Midtown West;60 West 53rd Street;60 W 53rd St;New York;NY;;;Asian: Pan-Asian;(212-333-7788)
Crema;Chelsea;111 West 17th Street;111 W 17th St;New York;NY;;$$$;Mexican;Crema Restaurante;Chelsea;111 West 17th Street;111 W 17th St;New York;NY;;;Mexican;(212-691-4477)
Frankie & Johnnie's;Midtown West;32 W 37th St;32 W 37th St;New York;NY;;$$$;Steakhouse;Frankie & Johnnie's Steakhouse;Midtown West;32 West 37th Street;32 W 37th St;New York;NY;;;Steakhouses;(212-947-8940)
La Bonne Soup;Midtown West;;nan;;;;;;La Bonne Soupe;Midtown West; 48 W 55th St-between Fifth and Sixth Aves;48 W 55th St;New York;NY;French;;;(212-586-7650)
Le Beaujolais;Midtown West;155 W 51st St;155 W 51st St;New York;NY;;$$$$$;Seafood;Le Bernardin;Midtown West; 155 W 51st St-between Sixth and Seventh Aves;155 W 51st St;New York;NY;French;;;(212-489-1515)
Mediterranean;Upper E. Side;1260 Second Ave;1260 2nd Ave;New York;NY;;$$;Italian;Mediterraneo;nan;1260 2nd Ave-At 66th St;1260 2nd Ave;New York;NY;;;nan;nan
Sevilla Restaurant & Bar;W. Village;62 Charles St& West 4th St;62 Charles St;New York;NY;;$$;Spanish;Sevilla Restaurant Bar;nan;62 Charles Street;62 Charles St;New York;NY;;;nan;nan
Sushi Yasu;Midtown West;204 E 43rd St;204 E 43rd St;New York;NY;;$$$$$;Japanese;Sushi Yasuda;Midtown East; 204 E 43rd St-between Second and Third Aves;204 E 43rd St;New York;NY;Japanese;;;(212-972-1001)
Table d'Hote;Upper E. Side;;nan;;;;;;Table d'Hôte;Upper East Side;44 East 92nd Street;44 E 92nd St;New York;NY;;;French;(212-348-8125)
Telephone Bar & Grill;E. Village;;nan;;;;;;Telephone Bar and Grill;East Village;149 2nd Ave;149 2nd Ave;New York;NY;;;American;(212-529-5000)
Tello;Chelsea;263 W 19th St;263 W 19th St;New York;NY;;$$;Italian;Tello's Ristorante;Chelsea;263 W 19th St.;263 W 19th St;New York;NY;;;nan;nan
Vico;Upper E. Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;$$$;Italian;Vico Madison Av Ristorante;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;;Italian;(212-876-4160)
Vico;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;$$$;Italian;Vico Madison Av Ristorante;Upper East Side;1302 Madison Ave;1302 Madison Ave;New York;NY;;;Italian;(212-876-4160)
dell'anima;West Village;;nan;;;;;;dell’anima;West Village; 38 Eighth Ave-at Jane St;38 8th Ave;New York;NY;Italian;;;(212-366-6633)
Ammos;Midtown East;52 Vanderbilt Ave;52 Vanderbilt Ave;New York;NY;;$$$;Greek;Ammos Estiatorio;Midtown East;52 Vanderbilt Avenue;52 Vanderbilt Ave;New York;NY;;;Greek;(212-922-9999)
Bond St;East Village;;6 Bond St;;;;;;Bond St.;nan;6 Bond St-Btwn Bway & Lafayette St;6 Bond St;New York;NY;;;nan;nan
Chikalicious;East Village;203 E 10th St;203 E 10th St;New York;NY;;$;American;Chikalicious Dessert Bar;East Village;203 E 10th St.;203 E 10th St;New York;NY;;;nan;nan
Gordon Ramsay at The London;Midtown West;;151 W 54th St;;;;;;Gordon Ramsay at the London;;151 W 54th St-Btwn 6th & 7th Ave;151 W 54th St;;NY;;;;
Gordon Ramsay at The London;Midtown West;The London NYC;151 W 54th St;New York;NY;;$$$$$;French;Gordon Ramsay at the London;;151 W 54th St-Btwn 6th & 7th Ave;151 W 54th St;;NY;;;;
Lugo Caffe;Midtown West;;nan;;;;;;Lugo Caffè;Midtown West;1 Penn Plaza -33rd Stat Eighth Ave;;New York;NY;Italian;;;(212-760-2700)
Mas (Farmhouse);Greenwich Village;39 Downing St;39 Downing St;New York;NY;;$$$$;American;Mas (farmhouse);;39 Downing St-At Bedford St;39 Downing St;;NY;;;;
Papillon Bistro;Midtown East;;22 E 54th St;;;;;;Papillon Bistro and Bar;Midtown East;22 East 54th Street;22 E 54th St;New York;NY;;;French;(212-754-9006)
Rhong Tiam;Greenwich Village;;541 LaGuardia Pl btwn W 3rd and...;;;;;;Rhong-Tiam;Greenwich Village; 541 La Guardia Pl-between Bleecker and W 3rd Sts;541 LaGuardia Pl;New York;NY;Thai;;;(212-477-0600)
Shula's;Midtown West;270 W 43rd St;270 W 43rd St;New York;NY;;$$$$;American;Shula's Steak House;Midtown West;270 W. 43rd St. at 8th Ave.;270 W 43rd St;New York;NY;;;Steakhouses;(212-201-2776)
Suba;Lower E. Side;109 Ludlow St;109 Ludlow St;New York;NY;;$$$;Spanish;Suba (CLOSED);Lower East Side;109 Ludlow St-;109 Ludlow St;New York;NY;;;Spanish;(212-982-5714)
Symposium;Upper West Side;;544 W 113th St;;;;;;Symposium Greek Restaurant;Upper West Side;544 West 113th Street Frnt;544 W 113th St;New York;NY;;;Greek;(212-865-1011)
Tides;Lower East Side;;The Back Room;;;;;;Tides Seafood;Lower East Side;102 Norfolk St-Btwn Delancey & Rivington St;The Back Room;New York;NY;;;Seafood;(212-254-8855)
Apizz;Lower E. Side;217 Eldridge St;217 Eldridge St;New York;NY;;$$$;Italian;Apizz Restaurant;Lower East Side;217 Eldridge Street;217 Eldridge St;New York;NY;;;Italian;(212-253-9199)
Aquavit;Midtown East;65 East 55th Street;65 E 55th St;New York;NY;;$$$$;Scandinavian;Aquavit Cafe;Midtown West;65 E 55th St-Btwn Park & Madison Ave;65 E 55th St;New York;NY;;;Eclectic;(212-307-7311)
Arqua;Tribeca;281 Church Street;281 Church St;New York;NY;;$$$;Italian;Arqua Restaurant;Tribeca;281 Church Street;281 Church St;New York;NY;;;Italian;(212-334-1888)
Banjara;E. Village;97 First Ave;97 1st Avenue;New York;NY;;$$;Indian;Banjara Indian Restaurant;East Village;97 1st Ave;97 1st Avenue;New York;NY;;;Indian;(212-477-5956)
Barney Greengrass;Upper W. Side;541 Amsterdam Ave;541 Amsterdam Ave;New York;NY;;$;Deli;Barney Greengrass Inc;Upper West Side;541 Amsterdam Ave;541 Amsterdam Ave;New York;NY;;;American;(212-724-4707)
Bouley;Tribeca;120 West Broadway;120 W Broadway;New York;NY;;$$$$$;French;Bouley Bakery Restaurant;Tribeca;120 West Broadway;120 W Broadway;New York;NY;;;Food or Beverage Shop;(212-608-5829)
Canyon Road;Upper E. Side;1470 First Avenue;1470 1st Avenue;New York;NY;;$$;Southwestern;Canyon Road Bar & Grill;Upper East Side;1470 1st Avenue;1470 1st Avenue;New York;NY;;;American Regional;(212-734-1600)
Caracas Arepa Bar;E. Village;91 East 7th St;91 E 7th St;New York;NY;;$;South American;Caracas Arepa Bar To Go;East Village;91 E 7th St-Btwn 1st Ave & Ave A;91 E 7th St;New York;NY;;;Latin American: Venezuelan;(212-228-5062)
Casimir;E. Village;103-105 Ave B;103 Avenue B;New York;NY;;$$;French;Casimir Restaurant;East Village;103 Avenue B;103 Avenue B;New York;NY;;;French;(212-358-9683)
Celeste;Upper W. Side;502 Amsterdam Ave;502 Amsterdam Ave;New York;NY;;$$;Italian;Celeste Restaurant;Upper West Side;502 Amsterdam Av;502 Amsterdam Ave;New York;NY;;;Italian;(212-874-4559)
Compass Restaurant - New York;Upper West Side;208 W 70th Street;208 W 70th St;New York;NY;;$$$;American;Compass Restaurant New York;Upper West Side;208 West 70th Street;208 W 70th St;New York;NY;;;American Creative;(212-875-8600)
Compass Restaurant - New York;Upper West Side;;nan;;;;;;Compass Restaurant New York;Upper West Side;208 West 70th Street;208 W 70th St;New York;NY;;;American Creative;(212-875-8600)
Coppola's Pizzeria Restaurant;Upper W. Side;206 W 79th St;206 W 79th St;New York;NY;;$$;Italian;Coppolas Pizzeria Restaurant;Upper West Side;206 W 79th St;206 W 79th St;New York;NY;;;Italian;(212-877-3840)
Geisha;Upper E. Side;33 E 61st St;33 E 61st St;New York;NY;;$$$$;Japanese;Geisha Restaurant;Upper East Side;33 East 61st Street;33 E 61st St;New York;NY;;;Asian: Pan-Asian;(212-813-1112)
Gennaro;Upper W. Side;665 Amsterdam Ave;665 Amsterdam Ave;New York;NY;;$$;Italian;Gennaro Restaurant;Upper West Side;665 Amsterdam Ave;665 Amsterdam Ave;New York;NY;;;Italian;(212-665-5348)
Greenwich Grill;Tribeca;428 Greenwich St;428 Greenwich St;New York;NY;;$$$;Californian;Greenwich Grill & Sushi Azabu;Tribeca;428 Greenwich St-Btwn Laight & Vestry St;428 Greenwich St;New York;NY;;;Eclectic;(212-274-0428)
Jules;E. Village;65 St Marks Pl;65 St Marks Pl;New York;NY;;$$;French;Jules Bistro;East Village;65 St. Marks Place;65 St Marks Pl;New York;NY;;;French;(212-477-5560)
Kefi;Upper W. Side;222 W. 79th St.;222 W 79th St;New York;NY;;$$$;Greek;Kefi (CLOSED);Upper West Side; 222 W 79th St-between Amsterdam Ave and Broadway;222 W 79th St;New York;NY;Greek;;;(212-873-0200)
La Goulue (CLOSING APRIL 2009);Upper E. Side;746 Madison Ave;746 Madison Ave;New York;NY;;$$$;French;La Goulue Restaurant;Upper East Side;746 Madison Avenue;746 Madison Ave;New York;NY;;;French;(212-988-8169)
La Grenouille;Midtown West;3 E 52nd St;3 E 52nd St;New York;NY;;$$$$;French;La Grenouille Restaurant;Midtown East;3 E 52nd St;3 E 52nd St;New York;NY;;;French;(212-752-1495)
Pylos;E. Village;128 E Seventh St;128 E 7th St;New York;NY;;$$;Greek;Pylos Restaurant;East Village;128 East 7;128 E 7th St;New York;NY;;;Greek;(212-473-0220)
Savann;Upper W. Side;414 Amsterdam Ave;414 Amsterdam Ave;New York;NY;;$$;French;Savann Restaurant;Upper West Side;414 Amsterdam Ave;414 Amsterdam Ave;New York;NY;;;French;(212-580-0202)
Tribeca Grill;Tribeca;375 Greenwich St;375 Greenwich St;New York;NY;;$$$;American;Tribeca Grill Reservations;Tribeca;375 Greenwich St;375 Greenwich St;New York;NY;;;American;(212-941-3900)
Turkuaz (CLOSED);Upper West Side;;2637 Broadway;;;;;;Turkuaz Fine Turkish Cuisine;Upper West Side;2637 Broadway;2637 Broadway;New York;NY;;;Turkish;(212-665-9541)
Turkuaz (CLOSED);Upper West Side;;2637 Broadway;;;;;;Turkuaz Fine Turkish Cuisine;Upper West Side;2637 Broadway;2637 Broadway;New York;NY;;;Turkish;(212-665-9541)
Elephant & Castle;W. Village;;nan;;;;;;Elephant Castles;West Village;68 Greenwich Avenue;68 Greenwich Ave;New York;NY;;;American;(212-243-1400)
Elephant & Castle;West Village;The, 58 E First St;58 E 1st St;New York;NY;;$$;French;Elephant Castles;West Village;68 Greenwich Avenue;68 Greenwich Ave;New York;NY;;;American;(212-243-1400)
Lucky Cheng's;E. Village;;nan;;;;;;Lucky Chengs;East Village;24 First Avenue;24 1st Avenue;New York;NY;;;Asian: Pan-Asian;(212-473-0516)
Manhattan Bistro;SoHo;;129 Spring St btwn Greene and Wooster...;;;;;;Manhattan Bistro Inc;Soho;129 Spring St;129 Spring St;New York;NY;;;French;(212-966-3459)
Vince & Eddie's;Upper W. Side;;nan;;;;;;Vince & Ediies;Upper West Side;70 W 68th St;70 W 68th St;New York;NY;;;American;(212-721-0068)
Yaffa Cafe;E. Village;;nan;;;;;;Yaffa Café;East Village;97 St. Marks Pl.;97 St Marks Pl;New York;NY;;;American;(212-674-9302)
Teany;Lower East Side;;90 Rivington St;;;;;;Teany Cafe;Lower East Side;90 Rivington Street;90 Rivington St;New York;NY;;;Cafés;(212-475-9190)
Boi To Go;Midtown East;246 East 44th Street;800 2nd Ave;New York;NY;;$$;Vietnamese;Boi to Go;nan;800 2nd Avenue;800 2nd Ave;New York;NY;;;nan;nan
Amy Ruth's Home-Style Southern Cuisine;Harlem;113 W 116th St;113 W 116th St;New York;NY;;$;Southern;Amy Ruth's Restaurant;Harlem;113 West 116th Street;113 W 116th St;New York;NY;;;American Regional;(212-280-8779)
Big Nick's Burger and Pizza Joint;Upper West Side;2175 Broadway;2175 Broadway;New York;NY;;$;American;Big Nick's Pizza;Upper West Side;2175 Broadway;2175 Broadway;New York;NY;;;American;(212-362-9238)
Wondee Siam II;Midtown West;;nan;;;;;;Wondee Siam III;Midtown West; 641 Tenth Ave-between 45th and 46th Sts;641 Amsterdam Ave;New York;NY;Thai;;;(212-245-4601)
Baraonda Restaurant;Upper E. Side;;nan;;;;;;Baraonda Restaurant Inc;Upper East Side;1439 2nd Avenue;1439 2nd Ave;New York;NY;;;Italian;(212-288-8555)
Boca Chica Restaurant;E. Village;13 First Avenue;13 1st Avenue;New York;NY;;$;South American;Boca Chica Restrnt;East Village;13 1 Av;13 1st Avenue;New York;NY;;;Latin American;(212-473-0108)
Chin Chin Restaurant;Midtown East;216 E 49th St;216 E 49th St;New York;NY;;$$$;Chinese;Chin-Chin Restaurant Inc;Midtown East;216 East 49th Street Frnt;216 E 49th St;New York;NY;;;Chinese;(212-888-4555)
El Quijote Bar & Restaurant;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;;$$;Spanish;El Quijote Bar & Restaurant Inc;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;;;Spanish;(212-929-1855)
Erminia Italian Restaurant;Upper E. Side;250 E 83rd St;250 E 83rd St;New York;NY;;$$$;Italian;Erminia Ristorante;Upper East Side;250 E 83rd St;250 E 83rd St;New York;NY;;;Italian;(212-879-4284)
Haveli Restaurant;E. Village;100 Second Ave;100 2nd Ave;New York;NY;;$$;Indian;Haveli Restaurant Inc;East Village;100 2nd Ave;100 2nd Ave;New York;NY;;;Indian;(212-982-0533)
Isabella's Restaurant;Upper W. Side;359 Columbus Ave;359 Columbus Ave;New York;NY;;$$;American;Isabellas Restaurant;Upper West Side;359 Columbus Ave;359 Columbus Ave;New York;NY;;;Mediterranean;(212-724-2100)
Maz Mezcal Mexican Restaurant;Upper E. Side;;nan;;;;;;Maz Mezcal Mexican Restrnt;Upper East Side;316 East 86;316 East 86th St;New York;NY;;;Mexican;(212-472-1599)
Nello's;Upper E. Side;;nan;;;;;;Nellos;Upper East Side;696 Madison Ave;696 Madison Ave;New York;NY;;;Italian;(212-980-9099)
BLT Steak Bistro Laurent Tourondel;Midtown East;106 E 57th St;106 E 57th St;New York;NY;;$$$$$;Steakhouse;BLT Steak, Bistro Laurent Tourondel;Midtown East;106 East 57th Street;106 E 57th St;New York;NY;;;Steakhouses;(212-752-7470)
Capital Grille - New York City;Midtown East;155 E 42nd St;155 E 42nd St;New York;NY;;$$$$;Steakhouse;Capital Grille New York City;Midtown East;155 East 42nd Street;155 E 42nd St;New York;NY;;;Steakhouses;(212-953-2000)
Old Homestead Restaurant;Meatpacking District;56 9th Ave;56 9th Ave;New York;NY;;$$$$;Steakhouse;Old Homestead Restaurant Inc;nan;56 9th Ave;56 9th Ave;New York;NY;;;nan;nan
Sol Y Sombra - Manhattan;Upper West Side;462 Amsterdam Ave;462 Amsterdam Ave;New York;NY;;$;Spanish;Sol y Sombra;Upper West Side;462 Amsterdam Ave-At 82nd St;462 Amsterdam Ave;New York;NY;;;Spanish;(212-400-4036)
Tagine Dining Gallery / Lounge;Midtown West;;nan;;;;;;Tagine Dining Gallery and Lounge;Midtown West;537 9th Avenue;537 9th Ave;New York;NY;;;Moroccan;(212-564-7292)
The Modern - Dining Room;Midtown West;;nan;;;;;;The Modern Dining Room;Midtown West;9 West 53rd Street;9 W 53rd St;New York;NY;;;American Creative;(212-333-1220)
Artichoke Basille’s Pizza and Brewery;East Village;;328 E 14th St;;;;;;Artichoke Pizza;East Village;328 E 14th St-Btwn 1st & 2nd Ave;328 E 14th St;New York;NY;;;Italian;(212-228-2004)
Cub Room Cafe;SoHo;;nan;;;;;;Cub Room Café;Soho; 183 Prince St-at Sullivan St;183 Prince St;New York;NY;American;;;(212-777-0030)
'Ino;Greenwich Village;21 Bedford St;21 Bedford St;New York;NY;Italian;$;;'Ino;West Village;21 Bedford St.;21 Bedford St;New York;NY;;;;
'Inoteca;Lower East Side;98 Rivington St;98 Rivington St;New York;NY;Italian;$$;;'Inoteca;;98 Rivington Street;98 Rivington St;New York, NY, 10002;NY;;;;
2 West;Financial District;2 West St;2 West St;New York;NY;American;$$$;;2 West;Financial District;Ritz-Carlton Battery Park Hotel -2 West Stat Battery Pl;;New York;NY;Steakhouses;;;(917-790-2525)
21 Club;Midtown West;21 W 52nd St;21 W 52nd St;New York;NY;American;$$$;;21 Club;;21 W 52nd St;21 W 52nd St;New York;NY;;;;
44;Midtown West;44 W 44th Street;44 W 44th St;New York;NY;American;$$$;;44;;44 W 44th St;44 W 44th St;New York;NY;;;;
5 Napkin Burger;Hell's Kitchen;630 Ninth Ave;630 9th Ave;New York;NY;American;$$;;5 Napkin Burger;Midtown West; 630 Ninth Ave-at 45th St;630 9th Ave;New York;NY;American;;;(212-757-2277)
71 Irving Place;Gramercy Park;71 Irving Pl;71 Irving Pl;New York;NY;American;$;;71 Irving Place;nan;71 Irving Place;71 Irving Pl;New York;NY;;;nan;nan
A;Harlem;947 Columbus Ave;947 Columbus Ave;New York;NY;Caribbean;$;;A;West 100s;947 Columbus Ave.;947 Columbus Ave;New York;NY;;;;
Abboccato;Midtown West;136 W 55th St;136 W 55th St;New York;NY;Italian;$$$$;;Abboccato;Midtown West; 138 W 55th St-between Sixth and Seventh Aves;138 W 55th St;New York;NY;Italian;;;(212-265-4000)
Acqua;;718 Amsterdam Ave.;718 Amsterdam Ave;New York;NY;Italian;$$$$;;Acqua;Upper West Side; 718 Amsterdam Ave-at 95th St;718 Amsterdam Ave;New York;NY;Italian;;;(212-222-2752)
Acqua;Upper West Side;;;;;;;;Acqua;Upper West Side; 718 Amsterdam Ave-at 95th St;718 Amsterdam Ave;New York;NY;Italian;;;(212-222-2752)
Ada;Midtown East;208 E 58th Street;208 E 58th St;New York;NY;Indian;$$$;;Ada;;208 East 58th Street;208 E 58th St;New York;NY;;;;
Aki;Greenwich Village;181 W Fourth St;181 West 4th Street;New York;NY;Caribbean;$$$;;Aki;West Village; 181 W 4th St-between Barrow and Jones Sts;181 West 4th Street;New York;NY;Japanese;;;(212-989-5440)
Aki;West Village;;;;;;;;Aki;West Village; 181 W 4th St-between Barrow and Jones Sts;181 West 4th Street;New York;NY;Japanese;;;(212-989-5440)
Ali Baba;Midtown East;212 E 34th St btwn Second and Third Aves;212 E 34th St;;;;;;Ali Baba;Midtown East; 212 E 34th St-between Second and Third Aves;212 E 34th St;New York;NY;Turkish;;;(212-683-9206)
Allegretti;Flatiron;46 West 22nd St;46 W 22nd St;New York;NY;French;$$$$;;Allegretti;Gramercy/Flatiron; 46 W 22nd St-at Sixth Ave;46 W 22nd St;New York;NY;French;;;(212-206-0555)
Allegretti;Gramercy / Flatiron;;;;;;;;Allegretti;Gramercy/Flatiron; 46 W 22nd St-at Sixth Ave;46 W 22nd St;New York;NY;French;;;(212-206-0555)
Almond;Flatiron;12 E 22nd Street;12 E 22nd St;New York;NY;French;$$$$$;;Almond;Gramercy/Flatiron; 12 E 22nd St-between Broadway and Park Ave South;12 E 22nd St;New York;NY;French;;;(212-228-7557)
Almond;Gramercy / Flatiron;;;;;;;;Almond;Gramercy/Flatiron; 12 E 22nd St-between Broadway and Park Ave South;12 E 22nd St;New York;NY;French;;;(212-228-7557)
Alto;Midtown East;520 Madison Ave;520 Madison Ave;New York;NY;Italian;$$$$$;;Alto;Midtown East; 11 E 53rd St-;11 E 53rd St;New York;NY;Italian;;;(212-308-1099)
Amazing 66;Chinatown;66 Mott Street;66 Mott St;New York;NY;Chinese;$$;;Amazing 66;Chinatown;66 Mott St.;66 Mott St;New York;NY;;;;
Amber;;1406 Third Ave.;1406 3rd Ave;New York;NY;Pan-Asian;$$;;Amber;Upper East Side; 1406 Third Ave-at 80th St;1406 3rd Ave;New York;NY;Japanese;;;(212-249-5020)
Amber;Upper East Side;;1406 3rd Ave;;;;;;Amber;Upper East Side; 1406 Third Ave-at 80th St;1406 3rd Ave;New York;NY;Japanese;;;(212-249-5020)
Angelo & Maxies Steakhouse;Midtown West;233 Park Ave South (19th St);233 Park Ave S;New York;NY;Steakhouse;$$$;;Angelo & Maxies Steakhouse;Gramercy/Flatiron;233 Park Avenue South;233 Park Ave S;New York;NY;;;Steakhouses;(212-220-9200)
Apiary;East Village;60 Third Ave.;60 3rd Ave;New York;NY;American;$$$$;;Apiary;East Village; 60 Third Ave-between 10th and 11th Sts;60 3rd Ave;New York;NY;American;;;(212-254-0888)
Aquagrill;SOHO;210 Spring St;210 Spring St;New York;NY;Seafood;$$$$;;Aquagrill;Soho; 210 Spring St-at Sixth Ave;210 Spring St;New York;NY;Seafood;;;(212-274-0505)
Aquagrill;SoHo;;210 Spring St;;;;;;Aquagrill;Soho; 210 Spring St-at Sixth Ave;210 Spring St;New York;NY;Seafood;;;(212-274-0505)
Asia De Cuba;Murray Hill;237 Madison Ave;237 Madison Ave;New York;NY;Asian;$$$$;;Asia De Cuba;;Morgans Hotel 237 Madison Avenue;237 Madison Ave;New York, NY, 10016;NY;;;;
Asiakan;Upper West Side;710 Amsterdam Ave.;710 Amsterdam Ave;New York;NY;Pan-Asian;$;;Asiakan;Upper West Side; 710 Amsterdam Ave-between 94th and 95th Sts;710 Amsterdam Ave;New York;NY;Asian: Pan-Asian;;;(212-280-8878)
