;restaurant;address;country;addressGoogle
3300;The Vinegar Factory;405 East 91st Street;New York, NY, 10128;405 E 91st St
3301;The Volstead;125 East 54th Street;New York, NY, 10022;125 E 54th St
3302;The Waverly Inn And Garden;16 Bank Street;New York, NY, 10014;16 Bank St
3303;The Yoghurt Place II;71 Sullivan Street;New York, NY, 10012;71 Sullivan St
3304;Theatre Row Diner;424 West 42nd Street;New York, NY, 10036;424 W 42nd St
3305;Thor;The Hotel on Rivington;New York, NY, 10002;107 Rivington St
3306;Three Of Cups;83 1st Avenue;New York, NY, 10003;83 1st Avenue
3307;Three Tarts;164 9th Avenue;New York, NY, 10011;164 9th Ave
3308;Tia Pol;205 10th Avenue;New York, NY, 10011;205 10th Ave
3309;Tibet Shambala;488 Amsterdam Avenue;New York, NY, 10024;488 Amsterdam Ave
3310;Tides Seafood;102 Norfolk Street;New York, NY, 10002;The Back Room
3311;Tiengarden Vegan Restaurant;170 Allen Street;New York, NY, 10002;170 Allen St
3312;Tiffin Wallah;127 East 28th Street;New York, NY, 10016;127 E 28th St
3313;Tigerland;85 Avenue A;New York, NY, 10009;85 Avenue A
3314;Tillman's;165 West 26th Street;New York, NY, 10001;Chelsea U
3315;Time Cafe;87 7th Avenue South at Barrow Street;New York, NY, 10014;87 7th Ave S
3316;Time Cafe;380 Lafayette Street;New York, NY, 10005;380 Lafayette St
3317;Tiny Thai Cafe;693 9th Avenue;New York, NY, 10036;693 9th Ave
3318;Tiny's Giant Sandwich Shop;127 Rivington Street;New York, NY, 10002;127 Rivington St
3319;Tio Pepe;168 West 4th Street;New York, NY, 10014;168 West 4th Street
3320;Tiramisu;1410 3rd Avenue;New York, NY, 10028;1410 3rd Ave
3321;Tisserie;857 Broadway;New York, NY, 10003;857 Broadway
3322;Toasties;25 Union Square West;New York, NY, 10003;25 Union Square W
3323;Tocqueville;1 East 15th Street;New York, NY, 10003;1 E 15th St
3324;Todai;62 East 32nd Street;New York, NY, 10016;62 E 32nd St
3325;Todaro Bros;555 2nd Avenue;New York, NY, 10016;555 2nd Ave
3326;Tokyo Bar;277 Church Street;New York, NY, 10013;277 Church St
3327;Tokyo La Men;90 University Place;New York, NY, 10003;90 University Pl
3328;Tokyo Lunch;10 John St.;New York, NY, 10038;10 John St
3329;Tokyo Pop;2728 Broadway;New York, NY, 10025;2728 Broadway
3330;Tolache;251 W 50th Street;New York, NY, 10019;251 W 50th St
3331;Toloache;251 West 50th Street;New York, NY, 10019;251 W 50th St
3332;Tomoe Sushi;172 Thompson Street;New York, NY, 10012;172 Thompson St
3333;Tompkins Square Bakery;341 East 10th Street;New York, NY, 10009;341 E 10th St
3334;Tonda;235 E. 4th Street;;235 E 4th St
3335;Tony's Burgers;34 East 32nd Street;New York, NY, 10016;34 E 32nd St
3336;Tony's Pizza;58 West 31st Street;New York, NY, 10001;58 W 31st St
3337;Topaz Thai;127 West 56th Street;New York, NY, 10019;127 W 56th St
3338;Torigen;248 East 52nd Street, 2nd fl.;New York, NY, 10022;248 E 52nd St 2nd fl
3339;Tortilla Flats;767 Washington Street at West 12th Street;New York, NY, 10014;767 Washington St
3340;Tossed;30 Rockefeller Plaza Concourse;New York, NY, 10020;30 Rockefeller Plaza Concourse
3341;Tossed;295 Park Avenue South;New York, NY, 10010;295 Park Ave S
3342;Totonno's Pizzeria Napolitano;462 2nd Avenue;New York, NY, 10016;462 2nd Ave
3343;Tour (CLOSED);102 8th Avenue;New York, NY, 10001;102 8th Ave
3344;Tout Va Bien;311 West 51st Street;New York, NY, 10019;311 W 51st St
3345;Town;15 West 56th Street;New York, NY, 10019;15 W 56th St
3346;Townhouse Cafe;696 2nd Avenue;New York, NY, 10016;696 2nd Ave
3347;Toyo Sushi Incorporated;437 3RD Avenue;New York, NY, 10016;437 3rd Ave
3348;Trailer Park;271 West 23rd Street;New York, NY,;271 W 23rd St
3349;Trata Estiatorio;1331 2nd Avenue;New York, NY, 10021;1331 2nd Ave
3350;Trattoria Alba;233 East 34th Street;New York, NY, 10016;233 E 34th St
3351;Trattoria Belvedere;165 Lexington Avenue;New York, NY, 10016;165 Lexington Ave
3352;Trattoria Dante Caffe Dante;79-81 Macdougal Street;New York, NY, 10012;79 MacDougal St #81
3353;Trattoria Dopo Teatro;125 West 44th Street;New York, NY, 10036;125 W 44th St
3354;Trattoria Pesce & Pasta;1079 1st Avenue;New York, NY, 10022;1079 1st Avenue
3355;Trattoria Pesce & Pasta;262 Bleecker Street;New York, NY, 10014;262 Bleecker St
3356;Trattoria Pesce & Pasta;625 Columbus Avenue;New York, NY, 10024;625 Columbus Ave
3357;Trattoria Pesce & Pasta;1562 3rd Avenue;New York, NY, 10128;1562 3rd Ave
3358;Trattoria Rino;877 8th Avenue;New York, NY, 10019;877 8th Ave
3359;Trattoria Rustica;343 East 85TH Street;New York, NY, 10028;343 E 85th St
3360;Trattoria Spaghetto;232 Bleecker Street at Carmine Street;New York, NY, 10014;232 Bleecker St
3361;Tre;173 Ludlow St;New York, NY, 10002;173 Ludlow St
3362;Tre Dici;128 West 26th Street;New York, NY, 10001;128 W 26th St
3363;Tre Pomodori Restaurant;210 East 34TH Street;New York, NY, 10016;210 E 34th St
3364;Tree;190 1st Avenue;New York, NY, 10009;190 1st Avenue
3365;Tremes Jamaican Restaurant and Bakery;2086 7th Avenue a.k.a. Adam Clayton Blvd.;New York, NY, 10027;2086 7th Ave
3366;Trestle on Tenth;242 10th Avenue;New York, NY, 10001;242 10th Ave
3367;Tribeca Greenmarket;Greenwich Street;Manhattan, NY, 10013;Greenwich St
3368;Tribeca Grill;375 Greenwich Street;New York, NY, 10013;375 Greenwich St
3369;Trinity Place;115 Broadway;New York, NY, 10006;115 Broadway
3370;Trio;167 East 33rd Street;New York, NY, 10016;167 E 33rd St
3371;Triple Crown Ale House;330 7th Avenue;New York, NY, 10001;330 7th Ave
3372;Triple Eight Palace;88 East Broadway;New York, NY, 10002;88 E Broadway
3373;Trois Canards;184 8th Avenue;New York, NY, 10011;184 8th Ave
3374;Trump Grille;Trump Tower;New York, NY, 10022;725 5th Ave
3375;Tsampa;212 East 9th Street;New York, NY, 10003;212 E 9th St
3376;Tsuki;1410 1st Avenue;New York, NY, 10021;1410 1st Avenue
3377;Tuck Shop;68 East 1st Street;New York, NY, 10003;68 E 1st St
3378;Tulcingo Del Valle;665 10th Avenue;New York, NY, 10036;665 10th Ave
3379;Turkish Cuisine;631 9th Avenue;New York, NY, 10036;631 9th Ave
3380;Turkish Kitchen;386 3rd Avenue;New York, NY, 10016;386 3rd Ave
3381;Turks & Frogs;458 Greenwich Street;New York, NY, 10013;458 Greenwich St
3382;Turquoise;240 East 81st Street;New York, NY, 10028;240 E 81st St
3383;Tuscan;622 3rd Avenue;New York, NY, 10017;622 3rd Ave
3384;Tuscan Square (CLOSED);16 West 51st Street;New York, NY, 10020;16 W 51st St
3385;Tuscany;61 West 55TH Street Streete 1;New York, NY, 10019;61 West 55TH Street Streete 1
3386;Tuts Club;196 Orchard Street;New York, NY, 10002;196 Orchard St
3387;Two Boots;Grand Central lower level;New York, NY, 10017;89 E 42nd St
3388;Two Boots;74 Bleecker Street;New York, NY, 10012;74 Bleecker St
3389;Two Boots;30 Rockefeller Plaza, downstairs;New York, NY, 10112;30 Rockefeller Plaza
3390;Two Boots;42 Avenue A;New York, NY, 10009;42 Avenue A
3391;Two Boots;201 West 11th Street;New York, NY, 10014;201 W 11th St
3392;Two Little Red Hens;1652 2nd Avenue;New York, NY, 10028;1652 2nd Ave
3393;Two Little Red Hens;1652 2ND Avenue;New York, NY, 10028;1652 2nd Ave
3394;Udipi Palace;101 Lexington Avenue;New York, NY, 10016;101 Lexington Ave
3395;Ulrika's;115 East 60th Street;New York, NY, 10022;115 E 60th St
3396;Umanoff Parsons Bakery;467 Greenwich Street;New York, NY, 10013;467 Greenwich St
3397;Umberto's Clam House;178 Mulberry Street;New York, NY, 10013;178 Mulberry St
3398;Umi Japanese Restaurant;118 East 31ST Street;New York, NY, 10016;118 E 31st St
3399;Una Pizza Napoletana;349 East 12th Street;New York, NY, 10003;349 E 12th St
3400;Uncle Moes Burrito & Taco Shop;14 West 19th Street;New York, NY, 10011;14 W 19th St
3401;Uncle Nick's;747 9th Avenue;New York, NY, 10019;747 9th Ave
3402;Uncle Vanya;315 West 54th Street;New York, NY, 10019;315 W 54th St
3403;Under D Tree;2086 7th Avenue a.k.a. Adam Clayton Blvd.;;2086 7th Ave
3404;Union Pacific;111 East 22nd Street;New York, NY, 10010;111 E 22nd St
3405;Union Square Cafe;21 East 16th Street;New York, NY, 10003;21 E 16th St
3406;Union Square Greenmarket;17th Street;New York, NY, 10003;W 17th St
3407;Union Square Wines;33 Union SquareWest;New York, NY, 10003;33 Union Square W
3408;United Noodles;349 East 12th Street;New York, NY, 10003;349 E 12th St
3409;Uno Chicago Grill;220 East 86th Street;New York, NY, 10028;220 East 86th St
3410;Uno Chicago Grill;432 Columbus Avenue;New York, NY, 10024;432 Columbus Ave
3411;Uno Chicago Grill;89 South Street;New York, NY, 10038;89 South St
3412;Uno Chicago Grill;391 5th Avenue;New York, NY, 10014;391 5th Ave
3413;Uno Chicago Grill (CLOSED);55 3rd Avenue;New York, NY, 10003;55 3rd Ave
3414;Uovo;175 Avenue B;New York, NY, 10009;175 Avenue B
3415;Upper East;240 E 82 St;New York, NY, 10028;240 E 82nd St
3416;Uptown Cottage;1748 2ND Avenue;New York, NY, 10128;1748 2nd Ave
3417;Uptown Juice Bar;54 West 125th Street;New York, NY, 10027;54 W 125th St
3418;Uptown Juice Bar;116 Chambers Street;New York, NY, 10007;116 Chambers St
3419;Uptown Renaissance Diner;108 West 116th Street;New York, NY, 10026;108 W 116th St
3420;Urban America;2686 Broadway;New York, NY, 10025;2686 Broadway
3421;Urban Lobster;240 East Houston Street;New York, NY, 10002;240 E Houston St
3422;Ureña;37 East 28th Street;New York, NY, 10016;37 E 28th St
3423;Ushiwakamaru;136 W. Houston St.;New York, NY, 10012;136 W Houston St
3424;Uskudar;1405 2nd Avenue;New York, NY, 10021;1405 2nd Ave
3425;Uva;1486 2nd Avenue;New York, NY, 10021;1486 2nd Ave
3426;VaTutto;23 Cleveland Place;New York, NY, 10012;23 Cleveland Pl
3427;Vago Restaurant;29 West 56TH Street;New York, NY, 10019;29 W 56th St
3428;Vamos;348 1st Avenue;New York, NY, 10009;348 1st Avenue
3429;Vanel On First;95 1st Avenue;New York, NY, 10003;95 1st Avenue
3430;Varietal;138 West 25th Street;New York, NY, 10001;138 W 25th St
3431;Vatan;409 3rd Avenue;New York, NY, 10016;409 3rd Ave
3432;Vega House;66 West 45th Street;New York, NY, 10036;66 W 45th St
3433;Vegetarian Dim Sum House;24 Pell Street;New York, NY, 10013;24 Pell St
3434;Vegetarian House;139 East 45th Street 2nd Floor;New York, NY, 10017;139 E 45th St 2nd Floor
3435;Vegetarian Paradise;144 West 4th Street;New York, NY, 10012;144 West 4th Street
3436;Vegetarian Paradise 3 (VP3);33 Mott Street;New York, NY, 10013;33 Mott St
3437;Veniero's;342 East 11th Street;New York, NY, 10003;342 E 11th St
3438;Vento;675 Hudson Street;New York, NY, 10014;675 Hudson St
3439;Veritas;43 East 20th Street;New York, NY, 10003;43 E 20th St
3440;Vermicelli;1492 2nd Avenue;New York, NY, 10021;1492 2nd Ave
3441;Veselka;144 2nd Avenue;New York, NY, 10003;144 2nd Ave
3442;Vesuvio Bakery;160 Prince Street;New York, NY, 10012;160 Prince St
3443;Vezzo;178 Lexington Avenue;New York, NY, 10016;178 Lexington Ave
3444;Via Emilia;240 Park Avenue South at 20th Street;New York, NY, 10010;240 Park Ave S
3445;Via Italia Ristorante;45 West 46th Street;New York, NY, 10036;45 W 46th St
3446;Via Quadronno;25 East 73rd Street;New York, NY, 10021;25 E 73rd St
3447;Viand;300 East 86th Street;New York, NY, 10028;300 East 86th St
3448;Viand;1011 Madison Avenue;New York, NY, 10021;1011 Madison Ave
3449;Viand;673 Madison Avenue;New York, NY, 10021;673 Madison Ave
3450;Viang Ping;210 East 23rd Street;New York, NY, 10010;210 E 23rd St
3451;ViceVersa;325 West 51st Street;New York, NY, 10019;325 W 51st St
3452;Vico;1302 Madison Avenue;New York, NY, 10128;1302 Madison Ave
3453;Viet-nam Banh-mi So 1 Inc.;369 Broome Street;New York, NY, 10013;369 Broome St
3454;Villa Berulia;107 East 34th Street;New York, NY, 10016;107 E 34th St
3455;Villa Mosconi;69 MacDougal Street;New York, NY, 10012;69 MacDougal St
3456;Villa Pazzo;296 Bleecker Street;New York, NY, 10014;296 Bleecker St
3457;Village Lantern;167 Bleecker Street;New York, NY, 10012;167 Bleecker St
3458;Village Ma;107 Macdougal Street;New York, NY, 10012;107 MacDougal St
3459;Village Mingala;21-23 East 7th Street;New York, NY, 10003;21 E 7th St #23
3460;Village Natural;46 Greenwich Avenue;New York, NY, 10011;46 Greenwich Ave
3461;Village Restaurant;62 West 9th Street;New York, NY, 10011;62 W 9th St
3462;Village Schawarma;321 6th Avenue;New York, NY, 10014;321 6th Ave
3463;Village Yokocho;8 Streetuyvesant Street;New York, NY, 10003;8 Streetuyvesant Street
3464;Vince & Eddie's;70 West 68th Street;New York, NY, 10023;70 W 68th St
3465;Vincent's;119 Mott Street;New York, NY, 10013;119 Mott St
3466;Vinne's Pizzeria;285 Amsterdam Avenue;New York, NY, 10023;285 Amsterdam Ave
3467;Vino;121 East 27th Street;New York, NY, 10016;121 E 27th St
3468;Vintage New York Wine Bar;482 Broome Street;New York, NY, 10013;482 Broome St
3469;Virage;118 2nd Avenue;New York, NY, 10003;118 2nd Ave
3470;Virgil's Real Barbecue;152 West 44th Street;New York, NY, 10036;152 W 44th St
3471;Viva Cafe;2578 Broadway at 97th Street;New York, NY, 10025;2578 Broadway
3472;Viva Herbal;179 2nd Avenue;New York, NY, 10003;179 2nd Ave
3473;Viva Natural Pizzeria (aka Café Viva);Café Viva 2578 Broadway;New York, NY, 10025;2578 Broadway
3474;Viva Pancho;156 West 44th Street;New York, NY,;156 W 44th St
3475;Vivo Restaurant;1586 2nd Avenue;New York, NY, 10028;1586 2nd Ave
3476;Vivolo;140 East 74th Street;New York, NY, 10021;140 E 74th St
3477;Vizio;255 West 55th Street;New York, NY, 10019;255 W 55th St
3478;Vol De Nuit;148 West 4th Street;New York, NY, 10012;148 West 4th Street
3479;Vong;200 East 54th Street;New York, NY, 10022;200 E 54th St
3480;Vox;165 8th Avenue;New York, NY, 10003;165 8th Ave
3481;Voyage (CLOSED);117 Perry Street;New York, NY, 10014;117 Perry St
3482;Vynl;754 Nimth Avenue;New York, NY, 10019;754 9th Ave
3483;Wai Café;583 5th Avenue;New York, NY, 10011;583 5th Ave
3484;Wai Café;201 1st Avenue;New York, NY, 10003;201 1st Avenue
3485;Waikiki Wally's;101 East 2nd Street;New York, NY, 10009;101 E 2nd St
3486;Waiters New York More;125 Broad Street;New York, NY, 10002;125 Broad St
3487;Wakiya;2 Lexington Avenue;New York, NY, 10010;2 Lexington Ave
3488;Waldy's Wood Fired Pizza;800 5th Avenue;New York, NY, 10001;800 5th Ave
3489;Walker's;16 North Moore Street;New York, NY, 10013;16 N Moore St
3490;Wallse;344 West 11th Street;New York, NY, 10014;344 W 11th St
3491;Washington Park;24 5th Avenue;New York, NY,;24 5th Ave
3492;Water Club;East River at 30th Street;New York, NY, 10016;E 30th St
3493;Waterfront Ale House;540 2nd Avenue at 30th Street;New York, NY, 10016;540 2nd Ave
3494;Waterstone Grill;79 Pearl Street;New York, NY, 10004;79 Pearl St
3495;Waverly Restaurant;385 6th Avenue;New York, NY, 10014;385 6th Ave
3496;Wd-50;50 Clinton Street;New York, NY, 10002;50 Clinton St
3497;Wendy's;957 3rd Avenue;New York, NY, 10022;957 3rd Ave
3498;West Africa Restaurant;2077 7th Avenue;New York, NY, 10027;2077 7th Ave
3499;West African Market;533 9th Avenue;New York, NY, 10018;533 9th Ave
3500;West Bank Cafe;Manhattan Plaza;New York, NY, 10036;Leasing Office
3501;West Side Sushi;717 9th Avenue;New York, NY, 10019;717 9th Ave
3502;West Times Square Hotel;New York, NY, 10036;;New York
3503;Westin New York at Times Square;New York, NY, 10036;;New York
3504;Westside Brewing Company;340 Amsterdam Avenue at 76th Street;New York, NY, 10024;340 Amsterdam Ave
3505;Westside Coffee Shop;323 Church Street;New York, NY, 10013;323 Church St
3506;Westville;210 West 10th Street;New York, NY, 10014;210 W 10th St
3507;Westville East;173 Avenue A;New York, NY, 10009;173 Avenue A
3508;Westway Diner Restaurant;614 9th Avenue;New York, NY, 10036;614 9th Ave
3509;Whistlin' Dixie's;714 11th Avenue;New York, NY, 10019;714 11th Ave
3510;White Horse Tavern;567 Hudson Street;New York, NY, 10014;567 Hudson St
3511;Whole Earth Bakery & Kitchen;130 St. Mark's Place;New York, NY, 10009;130 St Marks Pl
3512;Whole Foods Café;Time Warner Ctr. 10 Columbus Circle, downstairs;New York, NY, 10019;10 Columbus Cir
3513;Whole Foods Café;4 Union Square South;New York, NY, 10003;4 Union Square W
3514;Whole Foods Market;10 Columbus Circle;New York, NY, 10019;10 Columbus Cir
3515;Whole Foods Market;250 7th Avenue;New York, NY, 10011;250 7th Ave
3516;Whole Foods Market;220 3rd Street;New York, NY, 10009;220 3rd Ave
3517;Whole Foods, Prepared Food Section;Concourse Level;New York, NY, 10019;Concourse Level
3518;Why Curry Incorporated;126 St. Marks Place;New York, NY, 10009;126 St Marks Pl
3519;Why Curry?;126 St Marks Place;New York, NY, 10009;126 St Marks Pl
3520;Whym;889 9th Avenue;New York, NY, 10019;889 9th Ave
3521;Wild Edibles;The Market at Grand Central Terminal Lexington Avenue at 43rd St.;New York, NY,;89 E 42nd St
3522;Wild Ginger;51 Grove Street;New York, NY, 10014;51 Grove St
3523;Wild Ginger Vegetarian Cafe;380 Broome Street;New York, NY, 10013;380 Broome St
3524;Wild Greens;444 Park Avenue South;New York, NY, 10022;444 Park Ave S
3525;Wild Lily Tea Market;545 East 12th Street;New York, NY, 10009;545 E 12th St
3526;Wild Red Onion;242 West 56th Street;New York, NY, 10019;242 W 56th St
3527;WildFlower;192 Bleecker Street;New York, NY, 10012;192 Bleecker St
3528;William Greenberg Jr. Desserts;1000 Madison Avenue;New York, NY,;1000 Madison Ave
3529;Wimp's Sky Café;29 West 125th Street, 2nd fl.;New York, NY, 10027;29 W 125th St 2nd fl
3530;Windsor Garden Restaurant;81 Chrystie Street;New York, NY, 10002;81 Chrystie St
3531;Wine and Roses;360 East 55th Street;New York, NY, 10022;360 E 55th St
3532;Wing Wong Chinese Restaurant;102 Mott Street;New York, NY, 10013;102 Mott St
3533;Wo-Hop Restaurant;17 Mott Street at Mosco Street, just south of Bayard Street;New York, NY, 10013;17 Mott St
3534;Wogie's;39 Greenwich Avenue at Charles Street;New York, NY, 10014;39 Greenwich Ave
3535;Wolfgang's Steakhouse;4 Park Avenue;New York, NY, 10016;Park Ave
3536;Wolfgang's Steakhouse Tribeca;409 Greenwich Street;New York, NY, 10013;409 Greenwich St
3537;Wondee Siam;792 9th Avenue;New York, NY, 10019;792 9th Ave
3538;Wondee Siam;813 9th Avenue;New York, NY, 10019;813 9th Ave
3539;Wong's Rice And Noodle Shoppe;86 Mulberry Street;New York, NY,;86 Mulberry St
3540;Woo Chon Restaurant;8-10 West 36th Street;New York, NY, 10018;8 W 36th St #10
3541;Woo Lae Oak;148 Mercer Street;New York, NY, 10012;148 Mercer St
3542;Woorijip;12 West 32nd Street;New York, NY, 10001;12 W 32nd St
3543;Wu Liang Ye;36 West 48th Street;New York, NY, 10036;36 W 48th St
3544;Wu Liang Ye;215 East 86th Street;New York, NY, 10028;215 East 86th St
3545;Wu Liang Ye;338 Lexington Avenue;New York, NY, 10016;338 Lexington Ave
3546;X.O.;148 Hester Street;New York, NY, 10013;148 Hester St
3547;X.O.;96 Walker Street;New York, NY, 10013;96 Walker St
3548;Xunta Tapas Bar;174 1st Avenue;New York, NY, 10009;174 1st Avenue
3549;Yaffa Cafe;97 St. Marks Place;New York, NY, 10003;97 St Marks Pl
3550;Yakiniku JuJu;157 East 28th Street;New York, NY, 10016;157 E 28th St
3551;Yakiniku West;218 East 9th Street;New York, NY, 10003;218 E 9th St
3552;Yakitori Totto;251 West 55th Street;New York, NY, 10019;251 W 55th St
3553;Yama;92 West Houston Street;New York, NY, 10012;92 W Houston St
3554;Yama;38-40 Carmine Street;New York, NY, 10014;38-40 Carmine St
3555;Yama;122 East 17th Street;New York, NY, 10003;122 E 17th St
3556;Yama;308 East 49th Street;New York, NY, 10022;308 E 49th St
3557;Yang Pyung Seoul;43 West 33rd Street;New York, NY, 10001;43 W 33rd St
3558;Yatagan Kebab House;104 MacDougal Street;New York, NY, 10012;104 MacDougal St
3559;Yatra;32 West 31st Street;New York, NY, 10001;32 W 31st St
3560;Yeah Shanghai Deluxe;65 Bayard Street;New York, NY, 10013;65 Bayard St
3561;Yello Bar;32 Mulberry Street;New York, NY, 10013;32 Mulberry St
3562;Yip's;126 Water Street;New York, NY, 10005;126 Water St
3563;Yip's;136 William Street;New York, NY, 10038;136 William St
3564;Yip's Restaurant;18 BeAvenuer Street;New York, NY, 10004;16 Beaver St
