level_0;level_1;ristorante;indirizzoOriginale;indirizzoGoogle;Score;0_restaurant;0_address;0_addressFix;1_restaurant;1_address;1_neighborhood;1_type;1_cost;1_addressFix
;836,000;;;;;;;;Rice;277 Mott Street;NoLita;International;$;277 Mott St, New York, NY 10012, USA
;837,000;;;;;;;;Rice 'N' Beans;744 9th Ave;Midtown West;South American;$;744 9th Ave, New York, NY 10019, USA
;838,000;;;;;;;;Riingo;205 E. 45th St;Midtown East;Japanese;$$$$;205 E 45th St, New York, NY 10017, USA
;839,000;;;;;;;;Risotteria;270 Bleecker St;;;;270 Bleecker St, New York, NY 10014, USA
;840,000;;;;;;;;Roberto Passon;741 Ninth Ave;Midtown West;Italian;$$$;741 9th Ave, New York, NY 10019, USA
;841,000;;;;;;;;Rocco Restaurant;181 Thompson St;Greenwich Village;Italian;$$;181 Thompson St, New York, NY 10012, USA
;842,000;;;;;;;;Rock Center Cafe;2 W 50th St;Midtown West;American;$$$;2 W 50th St, Los Angeles, CA 90037, USA
;843,000;;;;;;;;Rocking Horse;182 Eighth Ave;Chelsea;Mexican;$$;182 Eighth Ave, Rosebud VIC 3939, Australia
;844,000;;;;;;;;Rolf's;281 Third Ave.;German;$$;;281 3rd Ave, New York, NY 10010, USA
;845,000;;;;;;;;Roppongi Restaurant;200 W 81st St;Upper West Side;Sushi;$$;200 W 81st St, New York, NY 10024, USA
;846,000;;;;;;;;Rosa Mexicano;61 Columbus Avenue;Upper West Side;Mexican;$$$;61 Columbus Ave, New York, NY 10023, USA
;847,000;;;;;;;;Rosa Mexicano;9 E 18th St;Flatiron;Mexican;$$$;9 E 18th St
;848,000;;;;;;;;Rosa Mexicano - First Avenue;1063 First Ave;Midtown East;Mexican;$$$;1063 1st Avenue, New York, NY 10022, USA
;849,000;;;;;;;;Roy's;130 Washington St;TriBeCa;Fusion;$$$;130 Washington St
;850,000;;;;;;;;Rub Bbq;208 W 23rd St;;;;208 W 23rd St, New York, NY 10011, USA
;851,000;;;;;;;;Ruby Foo's Times Square;1626 Broadway;Midtown West;Pan-Asian;$$$;1626 Broadway, New York, NY 10019, USA
;852,000;;;;;;;;Ruby Foo's Uptown;2182 Broadway;Upper West Side;Pan-Asian;$$$;2182 Broadway, New York, NY 10024, USA
;853,000;;;;;;;;Rue 57;60 West 57th Street;;;;60 W 57th St, New York, NY 10019, USA
;854,000;;;;;;;;Russian Samovar;256 W 52nd St;Midtown West;Continental;$$$;256 W 52nd St, New York, NY 10019, USA
;856,000;;;;;;;;S.O.B.'s;200 Varick St;SOHO;Brazilian;$;200 Varick St, New York, NY 10014, USA
;857,000;;;;;;;;Sachiko's On 25 Clinton;25 Clinton St;Lower East Side;Japanese;$$$;25 Clinton St, New York, NY 10002, USA
;858,000;;;;;;;;Sacred Chow;227 Sullivan Street;Greenwich Village;Vegetarian;$;227 Sullivan St, New York, NY 10012, USA
;859,000;;;;;;;;Sal Anthony's S.P.Q.R.;133 Mulberry St;Little Italy;Italian;$$;133 Mulberry St, New York, NY 10013, USA
;860,000;;;;;;;;Sala;344 Bowery;NoLita;Spanish;$$;344 Bowery, New York, NY 10012, USA
;861,000;;;;;;;;Salaam Bombay;319 Greenwich St;TriBeCa;Indian;$$;319 Greenwich St, New York, NY 10013, USA
;863,000;;;;;;;;Salt;58 Macdougal St;SOHO;American;$$$;58 MacDougal St, New York, NY 10012, USA
;864,000;;;;;;;;Salt Bar;29 Clinton St;Lower East Side;American;$$$;29 Clinton St, New York, NY 10002, USA
;865,000;;;;;;;;Salud Restaurant and Bar;142 Beekman Street;;;;142 Beekman St, New York, NY 10038, USA
;866,000;;;;;;;;Salute;270 Madison Ave;Murray Hill;Italian;$;270 Madison Ave, New York, NY 10016, USA
;867,000;;;;;;;;Sambuca;20 W 72nd St;Upper West Side;Italian;$$;20 W 72nd St, New York, NY 10023, USA
;868,000;;;;;;;;Sammy's Roumanian;157 Chrystie St;Lower East Side;European;$$$;157 Chrystie St, New York, NY 10002, USA
;869,000;;;;;;;;San Domenico;240 Central Park South;Midtown West;Italian;$$$$;240 Central Park S, New York, NY 10019, United States
;870,000;;;;;;;;Sanctuary T;337 West Broadway;SOHO;Continental;$$$;337 W Broadway, New York, NY 10013, USA
;871,000;;;;;;;;Sant Ambroeus;259 W Fourth St;West Village;Italian;$$$;259 West 4th Street, New York, NY 10014, USA
;872,000;;;;;;;;Santa Fe;73 W 71st St;Upper West Side;Southwestern;$$;73 W 71st St, New York, NY 10023, USA
;874,000;;;;;;;;Sapphire;1845 Broadway;Upper West Side;Indian;$$$;1845 Broadway, New York, NY 10023, USA
;876,000;;;;;;;;Sarge's Deli;548 Third Avenue;Murray Hill;Deli;$;548 3rd Ave, New York, NY 10016, USA
;877,000;;;;;;;;Saucy;1409 York Avenue;Upper East Side;International;$$;1409 York Ave, New York, NY 10021, USA
;878,000;;;;;;;;Savann;414 Amsterdam Ave;Upper West Side;French;$$;414 Amsterdam Ave, New York, NY 10024, USA
;879,000;;;;;;;;Savoy;70 Prince St;SOHO;American;$$$;70 Prince St
;880,000;;;;;;;;Scaletta;50 W 77th St;Midtown West;Italian;$$$;50 W 77th St, New York, NY 10024, USA
;881,000;;;;;;;;Scalinatella;201 East 61st Street;Upper East Side;Italian;$$$$;201 E 61st St, New York, NY 10065, USA
;882,000;;;;;;;;Scalini Fedeli;165 Duane St;TriBeCa;Italian;$$$$;165 Duane St, New York, NY 10013, USA
;883,000;;;;;;;;Scarlatto;250 W 47th St;Midtown West;Italian;$$;250 W 47th St, New York, NY 10036, USA
;884,000;;;;;;;;Scarpetta;355 W 14th St;Meatpacking District;Italian;$$$$;355 W 14th St, New York, NY 10014, USA
;885,000;;;;;;;;Schiller's Restaurant;131 Rivington St;Lower East Side;International;$$;131 Rivington St, New York, NY 10002, USA
;886,000;;;;;;;;Sea;75 Second Ave;East Village;Asian;$;75 2nd Ave, New York, NY 10003, USA
;888,000;;;;;;;;Sequoia;Pier 17;Wall Street;Seafood;$$;Pier 17
;889,000;;;;;;;;Serendipity 3;225 E 60th St;Upper East Side;American;$;225 E 60th St, New York, NY 10022, USA
;890,000;;;;;;;;Sevilla Restaurant and Bar;62 Charles St& West 4th St;West Village;Spanish;$$;62 Charles St, New York, NY 10014, USA
;891,000;;;;;;;;Sezz Medi';1260 Amsterdam Ave;Harlem;Mediterranean;$$;1260 Amsterdam Ave, New York, NY 10027, USA
;892,000;;;;;;;;Sfoglia;1402 Lexington Avenue;Upper East Side;Italian;$$$$;1402 Lexington Ave, New York, NY 10128, USA
;893,000;;;;;;;;Shaburi;125 E 39th St;Murray Hill;Japanese;$$$;125 E 39th St, New York, NY 10016, USA
;894,000;;;;;;;;Shaffer City Oyster Bar & Grill;5 W 21st St;Flatiron;Seafood;$$$;5 W 21st St, New York, NY 10010, USA
;895,000;;;;;;;;Shake Shack;366 Columbus Ave;Upper West Side;American;$$;366 Columbus Ave, New York, NY 10024, USA
;896,000;;;;;;;;Shake Shack;11 Madison Ave;Flatiron;American;$$;11 Madison Ave, New York, NY 10010, United States
;897,000;;;;;;;;Shula's Steak House;270 W 43rd St;Midtown West;American;$$$$;270 W 43rd St, New York, NY 10036, USA
;901,000;;;;;;;;Sip Sak;928 Second Ave;Midtown East;Middle Eastern;$;928 2nd Ave, New York, NY 10022, USA
;902,000;;;;;;;;Slane;102 MacDougal St;West Village;Irish;$$;102 MacDougal St, New York, NY 10012, USA
;904,000;;;;;;;;Smorgas Chef;283 W. 12th St.;Scandinavian;----;;283 W 12th St, New York, NY 10014, USA
;905,000;;;;;;;;Snack;105 Thompson St;SOHO;Greek;$;105 Thompson St, New York, NY 10012, USA
;906,000;;;;;;;;Snack Taverna;63 Bedford St;West Village;Greek;$$;63 Bedford St, New York, NY 10014, USA
;907,000;;;;;;;;Soba-Ya;229 E Ninth St;East Village;Asian;$;229 E 9th St, New York, NY 10003, USA
;908,000;;;;;;;;Sofrito;400 E. 57th St.;Nuevo Latino;$$;;400 E 57th St, New York, NY 10022, USA
;909,000;;;;;;;;Sol Y Sombra;462 Amsterdam Ave;Upper West Side;Spanish;$;462 Amsterdam Ave, New York, NY 10024, USA
;911,000;;;;;;;;Son Cubano;361 Greenwich St;Meatpacking District;Cuban;$$$;361 Greenwich St, New York, NY 10013, USA
;912,000;;;;;;;;Soto;357 Sixth;Greenwich Village;Sushi;$$$;357 6th Ave, New York, NY 10014, USA
;913,000;;;;;;;;Soto;357 Sixth Avenue;Greenwich Village;Sushi;$$$$;357 6th Ave, New York, NY 10014, USA
;914,000;;;;;;;;Southside Cafe;252 W 47th Street;Theater;Italian;$$;252 W 47th St, New York, NY 10036, USA
;915,000;;;;;;;;Sparks Steak House;210 E 46th Street;Midtown East;Steakhouse;$$$;210 E 46th St, New York, NY 10017, USA
;916,000;;;;;;;;Spice;1411 Second Ave;Upper East Side;Asian;$;1411 2nd Ave, New York, NY 10021, USA
;917,000;;;;;;;;Spice;104 Second Ave.;East Village;Thai;$$;104 2nd Ave, New York, NY 10003, USA
;918,000;;;;;;;;Spice Market;403 W 13th St;Meatpacking District;Malaysian;$$$;403 W 13th St, Benton, KY 42025, USA
;919,000;;;;;;;;Spigolo;1561 Second Ave;Upper East Side;Italian;$$$;1561 2nd Ave, New York, NY 10028, USA
;920,000;;;;;;;;Spotlight Live;1604 Broadway;Theater;American;$$$$;1604 Broadway, New York, NY 10019, USA
;921,000;;;;;;;;Spotted Pig;The, 314 W 11th St;West Village;British;$$$;The, 314 W 11th St
;922,000;;;;;;;;Spring St Natural Restaurant;62 Spring St;NoLita;Vegetarian;$;62 Spring St
;923,000;;;;;;;;Stage Deli;834 Seventh Avenue;Midtown West;Deli;$;834 7th Ave, New York, NY 10019, USA
;924,000;;;;;;;;Stand;24 E. 12th Street;Greenwich Village;American;$;24 E 12th St, New York, NY 10003, USA
;926,000;;;;;;;;Stanton Social Club;99 Stanton Street;Small Plates;$$$;;99 Stanton St, New York, NY 10002, USA
;928,000;;;;;;;;Stella Di Mare;346 Lexington Avenue;Murray Hill;Italian;$$$;346 Lexington Ave, New York, NY 10016, USA
;929,000;;;;;;;;Stella Maris;213 Front St.;Financial District;European;$$;213 Front St, New York, NY 10038, USA
;930,000;;;;;;;;Strip House;13 E 12th St;Greenwich Village;Steakhouse;$$$;13 E 12th St, New York, NY 10003, USA
;931,000;;;;;;;;Suba;109 Ludlow St;Lower East Side;Spanish;$$$;109 Ludlow St, New York, NY 10002, USA
;932,000;;;;;;;;Suenos;311 W 17th St;Chelsea;Mexican;$$$;311 W 17th St, New York, NY 10011, USA
;933,000;;;;;;;;Sugiyama;251 W 55th St;Midtown West;Japanese;$$$$;251 W 55th St, New York, NY 10019, USA
;934,000;;;;;;;;Sui;54 Spring Street;Lower East Side;Japanese;$$$;54 Spring St, New York, NY 10012, USA
;935,000;;;;;;;;Supper;156 E Second St;East Village;Italian;$$;156 E 2nd St, New York, NY 10009, USA
;936,000;;;;;;;;Surya;302 Bleecker St;West Village;Indian;$$;302 Bleecker St, New York, NY 10014, USA
;937,000;;;;;;;;Sushi Of Gari;402 E 78th St;Upper East Side;Sushi;$$$$;402 E 78th St, New York, NY 10075, USA
;938,000;;;;;;;;Sushi Samba;245 Park Ave South;Flatiron;Sushi;$$$;245 Park Ave S, New York, NY 10003, USA
;939,000;;;;;;;;Sushi Seki;1143 1st Ave;Upper East Side;Sushi;$$$;1143 1st Avenue, New York, NY 10065, USA
;940,000;;;;;;;;Sushi Yasuda;204 E 43rd St;Midtown East;Japanese;$$$$$;204 E 43rd St, New York, NY 10017, USA
;941,000;;;;;;;;Sushi Zen;108 W 44th St;Midtown West;Sushi;$$$;108 W 44th St, New York, NY 10036, USA
;942,000;;;;;;;;Sushisamba 7;87 Seventh Ave South;Greenwich Village;Sushi;$$$;87 7th Ave S, New York, NY 10014, USA
;943,000;;;;;;;;Swagat Indian Cuisine;411a Amsterdam Ave;;;;411A Amsterdam Ave, New York, NY 10024, USA
;944,000;;;;;;;;Swing 46;349 W. 46 St;Theater;American;$$$;349 W 46th St, New York, NY 10036, USA
;945,000;;;;;;;;Swizz;310 W 53rd St;Midtown West;Swiss;$$;310 W 53rd St, New York, NY 10019, USA
;946,000;;;;;;;;Tabla;11 Madison Ave;Gramercy Park;Indian;$$$$;11 Madison Ave, New York, NY 10010, United States
;947,000;;;;;;;;Taboon;773 10th Ave;Midtown West;Mediterranean;$$$;773 10th Ave, New York, NY 10019, USA
;948,000;;;;;;;;Tailor;525 Broome St.;;;;525 Broome St, New York, NY 10013, USA
;949,000;;;;;;;;Takahachi Tribeca;145 Duane St;TriBeCa;Japanese;$$;145 Duane St, New York, NY 10013, USA
;950,000;;;;;;;;Talay;701 W 135th St;Harlem;Thai;$$$;701 W 135th St, New York, NY 10031, USA
;951,000;;;;;;;;Tamarind;41-43 E 22nd St;Flatiron;Indian;$$$;41 E 22nd St #43, New York, NY 10010, USA
;952,000;;;;;;;;Tang Pavilion;65 W 55th St;Midtown West;Chinese;$$;65 W 55th St, New York, NY 10019, USA
;954,000;;;;;;;;Taormina;147 Mulberry St;Little Italy;Italian;$$;147 Mulberry St
;955,000;;;;;;;;Tartine;253 W 11th St;West Village;French;$;253 W 11th St, New York, NY 10014, USA
;956,000;;;;;;;;Tasting Room;72 E First St;East Village;American;$$$;72 E 1st St, New York, NY 10003, USA
;957,000;;;;;;;;Tavern on the Green;Central Park W.;;;;Central Park W.
;958,000;;;;;;;;Tea & Sympathy;108 Greenwich Ave;West Village;British;$;108 Greenwich Ave, New York, NY 10011, USA
;959,000;;;;;;;;Telepan;72 West 69th Street;Midtown West;American;$$$$;72 W 69th St, New York, NY 10023, USA
;960,000;;;;;;;;Tello's;263 W 19th St;Chelsea;Italian;$$;263 W 19th St, New York, NY 10011, USA
;961,000;;;;;;;;Tenzan;285 Columbus Ave;Upper West Side;Japanese;$$;285 Columbus Ave, Boston, MA 02116, United States
;962,000;;;;;;;;Tenzan;988 Second Avenue;Midtown East;Sushi;$$$$;988 2nd Ave, New York, NY 10022, USA
;963,000;;;;;;;;Tequila's Chito's Mexican Bar & Grill;358 W 23rd St;Chelsea;Mexican;$$;358 W 23rd St, New York, NY 10011, USA
;964,000;;;;;;;;Teresa's;103 1st Ave;East Village;Polish;$;103 1st Avenue, New York, NY 10003, USA
;966,000;;;;;;;;The American;235 Mulberry St.;NoLita;American;$;235 Mulberry St, New York, NY 10012, USA
;967,000;;;;;;;;The Cafe Carlyle;35 E 76 St;;;;E76, Italy
;968,000;;;;;;;;The Cupping Room Cafe;359 West Broadway;;;;359 W Broadway, New York, NY 10013, USA
;969,000;;;;;;;;The Four Seasons;99 E 52nd St;Midtown East;Continental;$$$$;99 E 52nd St, New York, NY 10022, USA
;970,000;;;;;;;;The Harrison;355 Greenwich St;TriBeCa;American;$$$;355 Greenwich St, New York, NY 10013, USA
;971,000;;;;;;;;The House;121 E. 17th Street;Gramercy Park;Mediterranean;$$$$;121 E 17th St, New York, NY 10003, USA
;972,000;;;;;;;;The Mezzanine Restaurant;235 W 46th Street;Theater;Mediterranean;$$;235 W 46th St, New York, NY 10036, USA
;973,000;;;;;;;;The Modern;9 W 53rd St;Midtown West;American;$$$$;9 W 53rd St, New York, NY 10019, USA
;974,000;;;;;;;;The New French;522 Hudson St;Greenwich Village;French;$$$;522 Hudson St, Hoboken, NJ 07030, USA
;975,000;;;;;;;;The Pink Tea Cup;42 Grove St;West Village;Southern;$;42 Grove St, New York, NY 10014, USA
;976,000;;;;;;;;The Place;310 W Fourth St;West Village;American;$$$;310 West 4th Street, New York, NY 10014, USA
;977,000;;;;;;;;The Place on West 10th;142 W 10th St;Greenwich Village;American;$$$;142 W 10th St, New York, NY 10014, USA
;978,000;;;;;;;;The Pump Energy Food;275 Madison Ave.;;;;275 Madison Ave, New York, NY 10016, USA
;979,000;;;;;;;;The Redhead;349 E. 13th Street;East Village;American;$$$;349 E 13th St, New York, NY 10003, USA
;980,000;;;;;;;;The Sunburnt Cow;137 Avenue C;East Village;Australian;$;137 Loisaida Ave, New York, NY 10009, USA
;981,000;;;;;;;;Thor;Hotel on Rivington;Lower East Side;American;$$$$;Hotel on Rivington
;982,000;;;;;;;;Three Of Cups;83 First Ave;East Village;Italian;$;83 First Ave, Marsden QLD 4132, Australia
;983,000;;;;;;;;Tia Pol;205 Tenth Ave;Chelsea;Spanish;$$;205 Tenth Ave
;985,000;;;;;;;;Tomo;2850 Broadway;Harlem;Sushi;$;2850 Broadway, New York, NY 10025, USA
;986,000;;;;;;;;Tomoe Sushi;172 Thompson St;Greenwich Village;Sushi;$$;172 Thompson St, New York, NY 10012, USA
;987,000;;;;;;;;Tong;39 E. 13th St.;Thai;$$$;;39 E 13th St, New York, NY 10003, USA
;988,000;;;;;;;;Tony's Di Napoli;1606 2nd Avenue;;;;1606 2nd Avenue
;989,000;;;;;;;;Town;Chambers Hotel, 15 West 56th St;Midtown West;American;$$$$;15 W 56th St, New York, NY 10019, United States
;990,000;;;;;;;;Trattoria Dell'Arte;900 Seventh Ave;Midtown West;Italian;$$$;900 7th Ave, New York, NY 10019, USA
;992,000;;;;;;;;Triomphe;49 West 44th Street;Midtown West;French;$$$$;49 W 44th St, New York, NY 10036, USA
;993,000;;;;;;;;Troy Turkish Grill;539 9th Ave;Midtown West;Turkish;$;539 9th Ave
;994,000;;;;;;;;Tsampa;212 E Ninth St;East Village;Southeast Asian;$;212 E 9th St, New York, NY 10003, USA
;995,000;;;;;;;;Tse Yang;34 East 51st Street;Midtown East;Chinese;$$$;34 E 51st St, New York, NY 10022, USA
;996,000;;;;;;;;Turkish Cuisine;631 9th Ave;Midtown West;Middle Eastern;$$;631 9th Ave, New York, NY 10036, USA
;997,000;;;;;;;;Turkish Kitchen;386 Third Ave;Midtown East;Turkish;$$$$;386 3rd Ave, New York, NY 10016, USA
;998,000;;;;;;;;Turkuaz;2637 Broadway;Harlem;Middle Eastern;$$;2637 Broadway, New York, NY 10025, USA
;999,000;;;;;;;;Tuscan Square;16 W 51st St;Midtown West;Italian;$$$;16 W 51st St, New York, NY 10111, USA
;1000,000;;;;;;;;Two Boots Lower East Side;384 Grand Street;Lower East Side;Pizza;$;384 Grand St, New York, NY 10002, USA
;1001,000;;;;;;;;Two Boots Rock Center;30 Rockefeller Plaza;Midtown West;Pizza;$;Rockefeller Plaza, New York, NY 10111, USA
;1002,000;;;;;;;;Two Boots To Go;42 Avenue A;East Village;Pizza;$;42 Avenue A, New York, NY 10009, USA
;1003,000;;;;;;;;Two Boots To Go Go;74 Bleecker Street;SOHO;Pizza;$;74 Bleecker St, Brooklyn, NY 11221, USA
;1004,000;;;;;;;;Two Boots To Go West;201 West 11th Street;West Village;Pizza;$;201 W 11th St, New York, NY 10014, USA
;1005,000;;;;;;;;Una Pizza Napoletana;349 E 12th St;East Village;Pizza;$;349 E 12th St, New York, NY 10003, USA
;1008,000;;;;;;;;Union Square Cafe;21 E 16th St;Union Square;American;$$$$;21 E 16th St, New York, NY 10003, USA
;1009,000;;;;;;;;Upstairs;130 W Broadway, 2nd Fl;TriBeCa;International;$$$;130 W Broadway 2nd Fl, Vancouver, BC V5Y 1P3, Canada
;1011,000;;;;;;;;Uskudar Turkish Restaurantt;1405 Second Ave;Upper East Side;Middle Eastern;$$;1405 2nd Ave, New York, NY 10021, USA
;1012,000;;;;;;;;Utsav;1185 Sixth Ave, 2nd Fl;Midtown West;Indian;$$$;1185 6th Ave 2nd Fl, New York, NY 10036, USA
;1013,000;;;;;;;;Varietal;138 W. 25th Street;Chelsea;American;$$$$;138 W 25th St, New York, NY 10001, USA
;1014,000;;;;;;;;Vatan;409 Third Ave;Gramercy Park;Indian;$$;409 3rd Ave, New York, NY 10016, USA
;1015,000;;;;;;;;Veniero's;342 E 11th St;East Village;American;$;342 E 11th St, New York, NY 10003, USA
;1016,000;;;;;;;;Vento;675 Hudson St;Meatpacking District;Italian;$$$;675 Hudson St, New York, NY 10014, USA
;1017,000;;;;;;;;Veritas;43 E 20th St;Union Square;American;$$$$;43 E 20th St, New York, NY 10003, USA
;1018,000;;;;;;;;Veselka Restaurant;144 2nd Ave;East Village;American;$;144 2nd Ave, New York, NY 10003, USA
;1019,000;;;;;;;;Vespa Cibobouno;1625 Second Ave;;;;1625 2nd Ave, New York, NY 10028, USA
;1021,000;;;;;;;;Viceversa;325 W 51st St;Midtown West;Italian;$$$$;325 W 51st St, New York, NY 10019, USA
;1022,000;;;;;;;;Vico Ristorante;1302 Madison Ave;Upper East Side;Italian;$$$;1302 Madison Ave, New York, NY 10128, USA
;1024,000;;;;;;;;Villa Mosconi Restaurant;69 Macdougal St;Greenwich Village;Italian;$$$;69 MacDougal St, New York, NY 10012, USA
;1025,000;;;;;;;;Village;62 W Ninth St;Greenwich Village;French;$$$;62 W 9th St, New York, NY 10011, USA
;1026,000;;;;;;;;Vincent's Restaurant;119 Mott St;Little Italy;Italian;$$;119 Mott St, New York, NY 10013, USA
;1027,000;;;;;;;;Vintage Irving;118A E. 15th St.;Union Square;Small Plates;$$$;118A E 15th St, New York, NY 10003, USA
;1030,000;;;;;;;;Walker's;16 N Moore St;TriBeCa;American;$;16 N Moore St, New York, NY 10013, USA
;1031,000;;;;;;;;Wallse;344 W 11th St;West Village;Austrian;$$$$;344 W 11th St, New York, NY 10014, USA
;1032,000;;;;;;;;Wd-50;50 Clinton St;Murray Hill;American;$$$$;50 Clinton St, New York, NY 10002, USA
;1033,000;;;;;;;;Westville;210 W 10th St;West Village;American;$;210 W 10th St, New York, NY 10014, USA
;1034,000;;;;;;;;Westville East;173 Ave. A;East Village;American;$;173 Avenue A, New York, NY 10009, USA
;1035,000;;;;;;;;Whym;889 Ninth Ave.;;;;889 9th Ave, New York, NY 10019, USA
;1036,000;;;;;;;;Wichcraft;397 Greenwich St;TriBeCa;American;$;397 Greenwich St
;1037,000;;;;;;;;Wild Ginger;51 Grove St.;Thai;$$$;;51 Grove St, New York, NY 10014, USA
;1038,000;;;;;;;;Wildwood BBQ;225 Park Avenue South;Gramercy Park;Barbecue;$$$;225 Park Avenue South
;1039,000;;;;;;;;Wo Hop Restaurant;17 Mott St;;;;17 Mott St, New York, NY 10013, USA
;1040,000;;;;;;;;Wogies Restaurant;39 Greenwich Ave;West Village;American;$;39 Greenwich Ave, New York, NY 10014, USA
;1041,000;;;;;;;;Wolfgang's Steakhouse;4 Park Avenue;Murray Hill;Steakhouse;$$$$;Park Ave, United States
;1042,000;;;;;;;;Wollensky's Grill;205 East 49th Street;Midtown East;American;$$$;205 E 49th St, Savannah, GA 31405, USA
;1043,000;;;;;;;;Won Jo;23 W 32nd St;Midtown West;Korean;$$;23 W 32nd St, New York, NY 10001, USA
;1044,000;;;;;;;;Woo Lae Oak;148 Mercer St;SOHO;Korean;$$$;148 Mercer St, New York, NY 10012, USA
;1045,000;;;;;;;;Xing;785 Ninth Ave;Midtown West;Asian;$$$;785 9th Ave, New York, NY 10019, USA
;1046,000;;;;;;;;Xunta;174 First Ave;East Village;Spanish;$;174 1st Avenue, New York, NY 10009, USA
;1047,000;;;;;;;;Yakitori Totto;251 W. 55th St., 2nd fl;Midtown West;Japanese;$$$;251 W 55th St 2nd fl, New York, NY 10019, USA
;1048,000;;;;;;;;Yama;38-40 Carmine St;Midtown East;Sushi;$$;38-40 Carmine St, New York, NY 10014, USA
;1049,000;;;;;;;;Yozakura Kushiyaki Bar;168 Ludlow St;Lower East Side;Japanese;$;168 Ludlow St, New York, NY 10002, USA
;1050,000;;;;;;;;Yuca Bar;111 Ave A;East Village;Nuevo Latino;$;111 Avenue A, New York, NY 10009, USA
;1051,000;;;;;;;;Yuka;1557 2nd Ave;;;;1557 2nd Ave, New York, NY 10028, USA
;1052,000;;;;;;;;Yuki Sushi;656 Amsterdam Ave;Upper West Side;Sushi;$;656 Amsterdam Ave, New York, NY 10025, USA
;1053,000;;;;;;;;Za3calo;174 E 82nd St;Upper East Side;Mexican;$$;174 E 82nd St, New York, NY 10028, USA
;1054,000;;;;;;;;Zabar's Cafe;2245 Broadway;Upper West Side;Deli;$;2245 Broadway, New York, NY 10024, USA
;1056,000;;;;;;;;Zebu Grill;305 E 92nd St;Upper East Side;South American;$$;305 E 92nd St, New York, NY 10128, USA
;1057,000;;;;;;;;Zen Palate;34 East Union Sq;Union Square;Vegetarian;$;34 Union Square E, New York, NY 10003, USA
;1059,000;;;;;;;;Zeytin;519 Columbus Ave;Upper West Side;Turkish;$$;519 Columbus Ave, New York, NY 10024, USA
;1060,000;;;;;;;;Zoe;90 Prince St;SOHO;American;$$$;90 Prince St, New York, NY 10012, USA
;1061,000;;;;;;;;Zoma;2084 Frederick Douglass Blvd.;Harlem;Ethiopian;$$;2084 Frederick Douglass Blvd, New York, NY 10026, USA
