restaurant;address;country;neighborhood;type;phone
Souths;273 Church St-Btwn White & Franklin St;;;;
Southwest;621 9th Ave-At 44th St;;;;
Soutine Bakery;104 W 70th St-At Columbus Ave;;;;
Soy And Sake Village;47 7th Ave S-Btwn Bleecker & Morton St;;;;
Space Market;1 University Place-Btwn Waverly Pl & 8th St;;;;
Spade's;557 3rd Ave-At 37th St;;;;
Spade's55;7 3rd Ave-;;;;
Spanky's BBQ;127 W 43rd St-Btwn 6th & 7th Ave;;;;
Spanky's BBQ (CLOSED);127 W 43rd St-;;;;
Speedy's;1271 Broadway-At 32nd St;;;;
Spice Noodle;1744 1st Ave-Btwn 90th & 91st St;;;;
Spice104;2nd Ave-;;;;
Spice1411;2nd Ave-;;;;
Spice199;8th Ave-;;;;
Spice39 E;13th St-;;;;
SpiegelworldPier;17-At South Street;;;;
Spiga200 W;84th St-;;;;
Spigolo15;61 2nd Ave-;;;;
Spinelli's Pizza;425 7th Ave-Btwn 33rd & 34th St;;;;
Spitzer's Corner;101 Rivington St-At Ludlow St;;;;
Splendid China;2038 Amsterdam Ave-At 161st St;;;;
St. Andrews;120 W 44th St-Btwn Bway & Sixth Ave;;;;
St. Dymphna's;118 St Marks Pl-Btwn Ave A & 1st Av;;;;
St. James Gate;441 Amsterdam Ave-At 81st St;;;;
Stage Door;5 Penn Plaza-Corner of 8th Ave & 33rd St;;;;
Stage Door Deli;26 Vesey St-Btwn Broadway & Church St;;;;
Stage Restaurant;128 2nd Ave-Btwn 7th & 8th St;;;;
Stage Star Cafe;105 W 55th St-Btwn 6th & 7th Ave;;;;
Stand24 E;12th St-;;;;
Stanton24;4 E 79th St-;;;;
Star Cafe;19 Division St-;;;;
Star Coffee Shop;541 Columbus Ave-At 86th St;;;;
Star Deli;65 Leonard St-Corner of Church St;;;;
Star Gourmet;797 6th Ave-At 27th St;;;;
Star Lite Deli;212 W 44th St-Btwn 7th & 8th Ave;;;;
Star Lounge;50 Central Park S-Btwn 5th & 6th Ave;;;;
Starlite Diner;1279 1st Ave-At 69th St;;;;
Starvin' Marvin Cafe;171 W 23rd St-Btwn 6th & 7th Ave;;;;
Steak & Hoagies;1657 Madison Ave-Btwn 110th & 111th St;;;;
Stella's Pizza;110 9th Ave-Btwn 17th & 18th St;;;;
Steve's Pizza;110 Trinity Pl-At Cedar St;;;;
Sticky Rice;85 Orchard St-At Broome St;;;;
Stir;1363 1st Ave-At 73rd St;;;;
Stir Cafe;32 Broadway-Btwn Whitehall St & Exchange Pl;;;;
Stir1363;1st Ave-;;;;
Stitch Bar & Lounge;247 W 37th St-Btwn 7th & 8th Ave;;;;
Stogo159;2nd Ave-;;;;
Stone Creek;140 E 27th St-Btwn 3rd & Lexington Ave;;;;
Stop;1253143 Broadway-Btwn La Salle St & Tiemann Pl;;;;
Stop 1253;143 Broadway-;;;;
Strada;57 Ristorante Italiano315 W 57th St-Btwn 8th & 9th Ave;;;;
Strictly Roots;2058 Adam Clayton Powell Blvd-At 123rd St;;;;
Strokos Deli;888 10th Ave-At 58th St;;;;
Strokos Pizza;1090 Amsterdam Ave-At 114th St;;;;
Stromboli Pizza;83 Saint Marks Pl-At 1st Ave;;;;
Stromboli Pizzeria;112 University Pl-Btwn E 12th St & 13th St;;;;
Stumble Inn;1454 2nd Ave-Btwn 75th & 76th St;;;;
Suba (CLOSED);109 Ludlow St-;;;;
Subsconscious;1213 Amsterdam Ave-Btwn 119th & 120th St;;;;
Subtle Tea;121 Madison Ave-At 30th St;;;;
Suenos;311 W 17th St-Btwn 8th & 9th Ave;;;;
Suenos311 W;17th St-;;;;
Sugar Cafe;200 Allen St-Btwn Houston & Stanton St;;;;
Sugar Deli Food Center;468 9th Ave-At 36th St;;;;
Sukhadia;17 W 45th St-Btwn 5th & 6th Ave;;;;
Sultana Cafe;128 E 4th St-Btwn 1st & 2nd Ave;;;;
Suma Sushi;964 Amsterdam Ave-Btwn 107th & 108th St;;;;
Sun Cafe;67 Reade St-Btwn Bway & Church St;;;;
Sun Deli & Pizzeria;1544 Madison Ave-Btwn 104th & 105th St;;;;
Sun Gourmet Deli;440 9th Ave-Corner of 35th St;;;;
Sun Lee's Gourmet Deli;321 5th Ave-Btwn 32nd & 33rd St;;;;
Sun Yip;7 W 45th St-Btwn 5th & 6th Ave;;;;
Sun Yip7 W;45th St-;;;;
Sun-Chan;2707 Broadway-Btwn 103rd & 104th St;;;;
Sunberry's Cafe;106 E 60th St-Btwn Park & Lexington Ave;;;;
Sunburst Espresso Bar;206 3rd Ave-At 18th St;;;;
Sunflower Diner;359 3rd Ave-At 26th St;;;;
Sunny Chinese Cuisine;1425 3rd Ave-;;;;
Sunrise;27 Division St-Btwn Chatham Sq & Market St;;;;
Sunrise Delicatessen;575 7th Ave-Btwn 40th & 41st St;;;;
Super Green;52 A Sherman Ave-Btwn Thayer & Arden St;;;;
Super Sandwich;265 Columbus Ave-Btwn 72nd & 73rd St;;;;
Super Tacos;96th St & Broadway-SW Corner;;;;
Supper156;2nd St-;;;;
Sura Thai Kitchen;2656 Broadway-At 101st St;;;;
Sura: The King's Meal;105 E 9th St-Btwn 3rd & 4th Ave;;;;
Sushi & Deli Box;68 W 39th St-Btwn 5th Ave & 6th Ave;;;;
Sushi A la Kawa;18 Maiden Ln-;;;;
Sushi Bar;1414 Madsion Ave-At 98th St;;;;
Sushi Damo Damo;330 W 58th St-Btwn 8th & 9th Ave;;;;
Sushi Edo;9 E 17th St-Btwn Bway & 5th Ave;;;;
Sushi Fuji;316 W 36th St-Btwn 8th & 9th Ave;;;;
Sushi Generation;1571 2nd Ave-Btwn 81st & 82nd St;;;;
Sushi King;399 1st Ave-Btwn 23rd & 24th St;;;;
Sushi Kou;208 3rd Ave-Btwn 18th & 19th St;;;;
Sushi Lounge;132 Saint Marks Pl-At Ave A;;;;
Sushi Mambo;255 Bleecker St-At Cornelia St;;;;
Sushi Republic;43 W 54th St-Btwn 5th & 6th Ave;;;;
Sushi Sennin;1420 3rd Ave-Btwn 80th & 81st St;;;;
Sushi Sennin (CLOSED);1420 3rd Ave-Btwn 80th & 81st St;;;;
Sushi Suki;1577 York Ave-Btwn 83rd & 84th St;;;;
Sushi Time;821 2nd Ave-Btwn 43rd & 44th St;;;;
Sushi Twist;66 Madison Ave-Btwn 27th & 28th St;;;;
Sushi You;246 E 51st St-Btwn 2nd & 3rd Ave;;;;
Sushi Yu;2827 W 181st St-Btwn Pinehurst & Cabrini;;;;
Sushi a la Kawa;18 Maiden Ln-At Liberty Pl;;;;
Sushi a-go-go;1900 Broadway-Btwn 63rd & 64th St;;;;
Sushi on Hudson;556 Hudson St-Btwn Perry & 11th St;;;;
Sushi-Ann;38 E 51st St-Btwn Park & Madison Ave;;;;
Sushi-Tei;4711 E 47th St-Btwn Madison & 5th Ave;;;;
SushiSamba;787 7th Ave S-Btwn Grove & Barrow St;;;;
SushiSamba Park;245 Park Ave S-Btwn 19th & 20th St;;;;
Sushiya;28 W 56th St-Btwn 5th & 6th Ave;;;;
Sushiya28 W;56th St-;;;;
Susie's Kitchen;444 Park Ave S-At 30th St;;;;
Suspenders;111 Broadway-At Thames St;;;;
Sutton Cafe;1026 1st Ave-Btwn 56th & 57th St;;;;
Sutton Pizza & Gyro;1140 1st Ave-Btwn 62nd & 63rd St;;;;
Sutton Place;1015 2nd Ave-Btwn 53rd & 54th St;;;;
Suzie's;163 Bleecker St-Btwn Thompson & Sullivan St;;;;
Suzie's16;3 Bleecker St-;;;;
Suzu Sushi;1075 1st Ave-Btwn 58th & 59th St;;;;
Swagat;411A Amsterdam Ave-Btwn 79th & 80th St;;;;
Swagat205 W;29th St-;;;;
Sweet;270 Greenwich St-Btwn Warren & Murray St;;;;
Sweet & Lowdown;123 Allen St-Btwn Rivington & Delancey St;;;;
Sweet & Vicious;5 Spring St-Btwn Elizabeth St & Bowery;;;;
Sweet Emily's;321 W 51st St-;;;;
Sweet Spring Restaurant;25A Catherine St-At Henry St;;;;
Swich Pressed Sandwiches;104 8th Ave-Btwn 15th & 16th St;;;;
Swift;34 E 4th St-Btwn Lafayette St & Bowery;;;;
Swift34 E;4th St-;;;;
Swifty's;1007 Lexington Ave-Btwn 72nd & 73rd St;;;;
Swig;1629 2nd Ave-Btwn 84th & 85th St;;;;
Swig1629;2nd Ave-;;;;
Swing;46349 W 46th St-Btwn 8th & 9th Ave;;;;
Swing 463;49 W 46th St-;;;;
Swizz;310 W 53rd St-At 8th Ave;;;;
Swizz310 W;53rd St-;;;;
Sylvia's;328 Lenox Ave-Btwn 126th & 127th St;;;;
Szechuan Garden Kitchen;2076 8th Ave-Btwn 112th & 113th St;;;;
Szechuan Hunan Cottage;1588 York Ave-Btwn 83rd & 84th St;;;;
T & R Pizza;411 Amsterdam Ave-Btwn 79th & 80th St;;;;
T.J. Byrnes;77 Fulton St-At Ryders Aly;;;;
T.S. Ma;480 9th Ave-Btwn 36th & 37th St;;;;
T.S. Ma48;0 9th Ave-;;;;
TA Cocina Express;710 9th Ave-Btwn 48th & 49th St;;;;
TAO42 E 5;8th St-;;;;
TG Whitney's;244 E 53rd St-Btwn 2nd & 3rd Ave;;;;
TOC;0(Thai on Clinton)6 Clinton St-;;;;
TOC (Thai on Clinton);6 Clinton St-Btwn Houston & Stanton St;;;;
Taam-Tov;46 W 47th St-Btwn 5th & 6th Ave;;;;
Taan Thai;17 E 31st St-Btwn Madison & 5th Ave;;;;
Table Tales Cafe;243 Water St-Btwn Beekman St & Peck Slip;;;;
Table d'Hote;44 E 92nd St-Btwn Madison & Park Ave;;;;
Taboon773;10th Ave-;;;;
Tabouli;3915 Broadway-;;;;
Taco;1229 1st Avenue-Btwn 66th & 67th St;;;;
Taco Express;397 8th Ave-Btwn 29th & 30th St;;;;
Taco King Grill;1448 1st Ave-Btwn 75th and 76th Sts;;;;
Taco Today;1659 1st Ave-Btwn 86th & 87th St;;;;
Taco1229;1st Avenue-;;;;
Tacocina;714 9th Ave-Btwn 48th & 49th St;;;;
Tacos El Paisa;1548 St Nicholas Ave-;;;;
Tacos Neza;1455 Saint Nicholas Ave-Btwn 183rd & 184th St;;;;
Tadka229 E;53rd St-;;;;
Tahini;0(fka Kosher Village)23 3rd Ave-;;;;
Tahini (fka Kosher Village);23 3rd Ave-Btwn St Marks Pl & 9th St;;;;
Tai Thai;78 E 1st St-Btwn 1st Ave & Ave A;;;;
Tai Thai (fka Tiny Thai Cafe);693 9th Ave-Btwn 47th & 48th St;;;;
Taipei Noodle Restaurant;7 Allen St-Btwn Canal & Division St;;;;
Taj II;48 W 21st St-Btwn 5th & 6th Ave;;;;
Taj II48 W;21st St-;;;;
Tajin;85 Greenwich St-Btwn Edgar & Rector St;;;;
Taki Sushi;60 W 48th St-Btwn 5th & 6th Ave;;;;
Taksim103;0 2nd Ave-;;;;
Talay701 W;135th St-;;;;
Talent Thai Kitchen;210 E 34th St-Btwn 2nd & 3rd Ave;;;;
Talia's Steakhouse;668 Amsterdam Ave-Btwn 92nd & 93rd St;;;;
Talia's To Go;668 Amsterdam Ave-Btwn 92nd & 93rd St;;;;
Tamarind Gourmet;3161 Broadway-Btwn Lasalle & Tiemann Pl;;;;
Tamaya;4030 Broadway-At St Nicholas Ave;;;;
Tamaya403;0 Broadway-;;;;
Tamilnadu Bhavan;102 Lexington Ave-At 27th St;;;;
Tan Wong Restaurant;103 E Broadway-Btwn Allen & Forsyth St;;;;
Tanaka Sushi;222 E 51st St-Btwn 2nd & 3rd Ave;;;;
Tandoor Palace;88 Fulton St-At Gold St;;;;
Tandoori;210 W 94th St-Btwn Amsterdam Ave & Broadway;;;;
Tang S.;306 St Nicholas Ave-Btwn 126th & 127th St;;;;
Tang S.30;6 St Nicholas Ave-;;;;
Tang Tang;1328 3rd Ave-At 76th St;;;;
Tanti Baci;163 W 10th St-At 7th Ave;;;;
Tapeo;2929 Clinton St-At Stanton St;;;;
Tapeo 292;9 Clinton St-;;;;
Taqueria La Fogata;2104 2nd Ave-Btwn 108th & 109th;;;;
Taqueria Mexicana Los Angeles;1336 St Nicholas Ave-Btwn 176th & 177th St;;;;
Taqueria y Fonda la Mexicana;968 Amsterdam Ave-Btwn 107th & 108th St;;;;
Taro;1364 Lexington Ave-Btwn 90th & 91st St;;;;
Tartine25;3 W 11th St-;;;;
Taso's;600 W 57th St-At 11th Ave;;;;
Taso's600 W;57th St-;;;;
Taste Of Seafood;59 E 125th St-;;;;
Taste of Tokyo;60 Beaver St-At Hanover Sq;;;;
Taste1413;3rd Ave-;;;;
Tasty Cafe;126 Madison Ave-Btwn 30th & 31st St;;;;
Tasty Hand-Pulled Noodles;1 Doyers St-;;;;
Tasty King;534 E 14th St-Btwn Ave A & Ave B;;;;
Tataki;3 Lispenard St-Btwn Church St & W Broadway;;;;
Tatany;721400 2nd Ave-Btwn 72nd & 73rd St;;;;
Tatany 72;1400 2nd Ave-;;;;
Tatany207 E;26th St-;;;;
Tauro Restaurant;284 Hudson St-Btwn Broome & Spring St;;;;
Tavern on Jane;31 8th Ave-At Jane St;;;;
Tavern on the GreenCentral Park West;0 At 67th St-;;;;
Tawaa;4005 Broadway-Btwn 168th & 169th St;;;;
Tawaa401 E;68th St-;;;;
Taz Cafe;84 William St-At Nassau St;;;;
Tea and Sympathy;108 Greenwich Ave-At Jane St;;;;
Teariffic;51 Mott St-At Bayard St;;;;
Tebaya144 W;19th St-;;;;
Tehuitzingo;695 10th Ave-Btwn 47th & 48th St;;;;
Teleon Cafe;162 W 56th St-Btwn 6th & 7th Ave;;;;
Telepan72 W;69th St-;;;;
Telio;2481 Broadway-Btwn 92nd & 93rd St;;;;
Tello's;263 W 19th St-Btwn 7th & 8th Ave;;;;
Tello's26;3 W 19th St-;;;;
Ten Sushi;39 E 31st St-Btwn Madison & Park Ave S;;;;
Ten's Cabaret;35 E 21st St-Btwn Broadway & Park Ave;;;;
Teng Dragon;2260 1st Ave-Btwn 116th & 117th St;;;;
Tenzan;1714 2nd Ave-At 89th St;;;;
Tenzan171;4 2nd Ave-;;;;
Tenzan988;2nd Ave-;;;;
Teodora14;1 E 57th St-;;;;
Tequila Chito's Bar & Grille;358 W 23rd St-Btwn 8th & 9th Ave;;;;
Tequila Jack's;1668 3rd Ave-Btwn 93rd & 94th St;;;;
Teresa's;220 E 42nd St-Btwn 2nd & 3rd Ave;;;;
Terminal Restaurant;329 10th Ave-Corner of 29th St;;;;
Terrace;59 W 53rd St-Btwn 5th & 6th Ave;;;;
Terrace Fish & Chip;77 Pearl St-At Coenties Aly;;;;
Terrace Fish and Chip;124 Fulton St-Btwn Dutch & Nassau St;;;;
Terrace In The Sky;400 W 119th St-Btwn Amsterdam Ave & Morningside Dr;;;;
Terramare;22 E 65th St-Btwn Madison & 5th Ave;;;;
Terroir41;3 E 12th St-;;;;
Terry's Gourmet Deli;575 6th Ave-At 16th St;;;;
Tevere;155 E 84th St-Btwn Lexington & 3rd Ave;;;;
Tevere155 E;84th St-;;;;
Texas Chicken & Grill;360 W 42nd St-Btwn 8th & 9th Ave;;;;
Thai;51224 E 51st St-Btwn 2nd & 3rd Ave;;;;
Thai 5122;4 E 51st St-;;;;
Thai Angel;141 Grand St-Btwn Bway & Lafayette St;;;;
Thai Basil;860 9th Ave-Btwn 55th & 56th St;;;;
Thai Lemongrass;273A Mott St-Btwn Houston & Prince St;;;;
Thai Market;960 Amsterdam Ave-Btwn 107th & 108th St;;;;
Thai Me Up;238 E 14th St-Btwn 2nd & 3rd Ave;;;;
Thai Terminal;349 E 12th St-Btwn 1st & 2nd Ave;;;;
Thai on Two;180 2nd Ave-Btwn 11th & 12th St;;;;
Thai-Nam;137 E 45th St-Btwn 3rd & Lexington Ave;;;;
ThaiNY;394 3rd Ave-At 28th St;;;;
ThaiNY394;3rd Ave-;;;;
Thaison;89 Baxter St-Btwn Bayard & Walker St;;;;
Thalia828;8th Ave-;;;;
That's Amore Pizza;1246 Saint Nicholas Ave-Btwn 172nd & 173rd St;;;;
The Adore;17 E 13th St-Btwn 5th Ave & University Pl;;;;
The Australian;20 W 38th St-Btwn 5th & 6th Ave;;;;
The Back Page;1472 3rd Ave-At 83rd St;;;;
The Bagel Cafe/Ray's Pizza;2 Saint Marks Pl-At 3rd Ave;;;;
The Bagel Mill;1700 1st Ave-At 88th St;;;;
The Bar @ Etats-Unis;247 E 81st St-Btwn 2nd & 3rd Ave;;;;
The Bar Room at The Modern;9 W 53rd St-Btwn 5th & 6th Ave;;;;
The Beekman Pub;15 Beekman St-Btwn William & Nassau St;;;;
The Bigger Place;61 Warren St-At W Bway;;;;
The BlackFinn;218 E 53rd St-Btwn 2nd & 3rd Ave;;;;
The Blind Tiger;281 Bleecker St-At Jones St;;;;
The Blue Seats;157 Ludlow St-At Stanton St;;;;
The Breadstix Cafe;254 8th Ave-At 23rd St;;;;
The Bullpen;1678 1st Ave-Btwn 87th & 88th St;;;;
The Cafe @ RMA;150 W 17th St-Btwn 6th & 7th Ave;;;;
The Cafe at Country;90 Madison Ave-At 29th St;;;;
The Cafe at Le Cirque;151 E 58th St-;;;;
The Capital Grille;155 E 42nd St-Btwn Lex & 3rd Ave;;;;
The Carlyle;35 E 76th St-At Madison Ave;;;;
The Carnegie Club;156 W 56th St-Btwn 6th & 7th Ave;;;;
The Casual Grill;24 John St-Btwn Bway & Nassau St;;;;
The Casual Grill (CLOSED);24 John St-;;;;
The Center RoomColumbus Ave;0 At 64th St-;;;;
The Champagne Bar;768 5th Ave-At W 58th St;;;;
The China Star;145 1st Ave-Btwn St Marks Pl & 9th St;;;;
The City Bakery;3 W 18th St-Btwn 5th and 6th St;;;;
The City Grill;269 Columbus Ave-Btwn 72nd & 73rd St;;;;
The Coliseum;312 W 58th St-Btwn 8th & 9th Ave;;;;
The Country Cafe;60 Wall St-Btwn William & Pearl St;;;;
The Country Kebab;76 Fulton St-At Gold St;;;;
The Crooked Knife;29 E 30th St-Btwn Park & Madison Ave;;;;
The Cupping Room;496 Hudson St-Btwn Christopher & Grove St;;;;
The Cutting Room;19 W 24th St-Btwn Bway & 6th Ave;;;;
The Cutting Room (CLOSED);19 W 24th St-Btwn Bway & 6th Ave;;;;
The Den;2150 5th Ave-Btwn 131st & 132nd St;;;;
The Den21;50 5th Ave-;;;;
The Dish;201 8th Ave-Btwn 20th & 21st St;;;;
The Donut Pub;203 W 14th St-At 7th Ave;;;;
The Dove Parlor;228 Thompson St-Btwn Bleeker & W 3rd St;;;;
The Emery Bar;125 E 50th St-At Lexington Ave;;;;
The Ethiopian Restaurant;1582 York Ave-Btwn 83rd & 84th St;;;;
The Flame Restaurant;893 9th Ave-At 58th St;;;;
The Four Seasons;99 E 52nd St-Btwn Park & Lexington Ave;;;;
The Full Shilling;160 Pearl St-At Wall St;;;;
The Garden Cafe;66 Park Ave-At 38th St;;;;
The Giant Bagel Shop;120 University Pl-At 13th St;;;;
The Ginger Man;11 E 36th St-Btwn Madison & 5th Ave;;;;
The Grand Sichuan;125 Canal St-At Chrystie St;;;;
The Grand Tier Restaurant;30 Lincoln Center Plaza-At Columbus Ave & 64th St;;;;
The Greek's Collegiate Restaurant;1600 Amsterdam Ave-At 139th St;;;;
The Green Bean Cafe;1413 York Ave-Btwn 75th & 76th St;;;;
The Green Room;0south street Seaport Pier 17-;;;;
The Green Room0South Street Seaport Pier;17-;;;;
The Grill;1274 1st Ave-Btwn 68th & 69th St;;;;
The Grill (CLOSED);1274 1st Ave-Btwn 68th & 69th St;;;;
The Grill Room;225 Liberty St-At West Side Hwy;;;;
The Grotto;69 New St-Btwn Beaver St & Exchange Pl;;;;
The Hairy Monk;337 3rd Ave-At 25th St;;;;
The Half Pint;76 W 3rd St-At Thompson St;;;;
The Harlem Tea Room;1793A Madison Ave-At 118th St;;;;
The Havana Room;306 E 76th St-Btwn 1st & 2nd Ave;;;;
The Hog Pit;37 W 26th St-Btwn Broadway & 6th Ave;;;;
The House of Brews;363 W 46th St-Btwn 8th & 9th Ave;;;;
The Irish Rogue;356 W 44th St-Btwn 8th & 9th Ave;;;;
The Jaguar;1735 Lexington Ave-At 108th St;;;;
The Kati Roll Company;99 Macdougal St-Btwn Bleecker St & Minetta Ln;;;;
The Ketch;181 Pearl St-Btwn Pearl & William St;;;;
The Kingswood;121 W 10th St-At Greenwich Ave;;;;
The Kinsale Tavern;1672 3rd Ave-Btwn 93rd & 94th St;;;;
The Kiosk;80 E 116th St-Btwn Madison & Park Ave;;;;
The Kitchen at Company Bar;242 E 10th St-Btwn 1st & 2nd Ave;;;;
The Landmark Tavern;626 11th Ave-At 46th St;;;;
The Lobby at the Algonquin Hotel;59 W 44th St-Btwn 5th & 6th Ave;;;;
The Lobster Place;436 W 16th St-At 10th Ave;;;;
The London Bar;151 W 54th St-Btwn 6th & 7th Ave;;;;
The Madras Cafe;79 2nd Ave-Btwn 4th & 5th St;;;;
The Mercury Dime;246 E 5th St-Btwn 2nd & 3rd Ave;;;;
The Morgan Cafe;225 Madison Ave-At 36th St;;;;
The Mudspot;307 E 9th St-At 2nd Ave;;;;
The New Market Place;419 E 70th St-At 1st Ave;;;;
The Oak Cellar;430 Amsterdam Ave-Btwn 80th & 81st St;;;;
The Oak Room at the Algonquin Hotel;59 W 44th St-Btwn 5th & 6th Ave;;;;
The Palm Court;768 5th Ave-At W 58th St;;;;
The Palm West Side;250 W 50th St-Btwn Bway & 8th Ave;;;;
The Pantry;405 W 23rd St-At 9th Ave;;;;
The Pembroke Room;28 E 63rd St-Btwn Madison & Park Ave;;;;
The Perfect Pint;123 W 45th St-Btwn 6th & 7th Ave;;;;
The Pizza Place;1325 5th Ave-Btwn 111th & 112th St;;;;
The Pizza Shop;110 Avenue A-Btwn 6th & 7th St;;;;
The Pizzeria;114 Macdougal St-Btwn W 3rd St & Bleecker St;;;;
The Playwright;27 W 35th St-Btwn 5th & 6th Ave;;;;
The Press Box;932 2nd Ave-Btwn 49th & 50th St;;;;
The Pump;31 E 21st St-Btwn Park Ave & Bway;;;;
The Randolph at Broome;354 Broome St-Btwn Elizabeth St & Bowery;;;;
The Red Flame;67 W 44th St-Btwn 5th & 6th Ave;;;;
The Restaurant at Jumeirah;0Essex House160 Central Park S-;;;;
The Restaurant at Jumeirah Essex House;160 Central Park S 1 Btwn 6th & 7th Ave-;;;;
The Restaurant at The Benjamin;125 E 50th St-At Lexington Ave;;;;
The Ridgeway Diner;664 6th Ave-Btwn 20th & 21st St;;;;
The River RoomRiverbank State Park;-145th St & Riverside Dr;;;;
The Rose Club;768 5th Ave-At W 58th St;;;;
The Rusty Knot;425 West St-At 11th St;;;;
The Shoreham Restaurant & Bar;33 W 55th St-Btwn 5th & 6th Ave;;;;
The Sixth Ward;191 Orchard St-Btwn Houston & Stanton St;;;;
The Slaughtered Lamb Pub;182 W 4th St-At Jones St;;;;
The Square Diner;33 Leonard St-At W Bway;;;;
The Stag's Head;961 2nd Ave-At 51st St;;;;
The Star on;18 Diner128 10th Ave-At 18th St;;;;
The Stoned Crow;85 Washington Pl-Btwn 6th Ave & MacDougal St;;;;
The Tavern Restaurant;27 W 35th St-Btwn 5th & 6th Ave;;;;
The Tea Box At Takashimaya;693 5th Ave-Btwn 54th & 55th St;;;;
The Ten Bells;247 Broome St-Btwn Orchard & Ludlow St;;;;
The Three Monkeys;99 Rivington St-At Ludlow St;;;;
The Town Tavern;134 W 3rd St-At MacDougal St;;;;
The Ultimate Pasta;401 E 57th St-At 1st Ave;;;;
The Ultimate Pizza;401 E 57th St-At 1st Ave;;;;
The Verona;265 Madison Ave-At 39th St;;;;
The View;1535 Broadway, 47th Fl-Btwn 45th & 46th St;;;;
The Watering Hole;106 E 19th St-Btwn Irving & Park Ave;;;;
The Wellness Cafe;11 W 56th St-Btwn 5th & 6th Ave;;;;
The Westside Brewing Co;340 Amsterdam Ave-At 76th St;;;;
The Westside Brewing Co (CLOSED);340 Amsterdam Ave-;;;;
The Wicked Wolf;1442 1st Ave-At E 75th St;;;;
The World Bar;845 United Nations Plaza-Btwn 47th & 48th St;;;;
The Yoghurt Place II;71 Sullivan St-Btwn Spring & Broome St;;;;
Theater Row Diner;424 W 42nd St-At Dyer Ave;;;;
Thirty Five;1Lispenard St 1 Btwn Church St & Broadway-;;;;
Thompson Cafe;68 Thompson St-Btwn Spring & Broome St;;;;
Three Tarts;164 9th Ave-At 20th St;;;;
Tia Pol20;5 10th Ave-;;;;
Tides Seafood;102 Norfolk St-Btwn Delancey & Rivington St;;;;
Times Deli Cafe;158 W 44th St-Btwn Bway & 6th Ave;;;;
Times Gourmet Deli;240 W 40th St-Btwn 7th & 8th Ave;;;;
Times Square Deli;168 Madison Ave-At 33rd St;;;;
Times Square Hot Bagels;200 W 44th St-At 7th Ave;;;;
Tina;203 E 14th St-Btwn 2nd & 3rd Ave;;;;
Tina's Restaurant;179 Madison Ave-Btwn 33rd & 34th St;;;;
Tina203 E;14th St-;;;;
Tiny's Giant Sandwich Shop;129 Rivington St-At Norfolk St;;;;
Tipico Dominicano;4172 Broadway Ave-At 177th St;;;;
Tir Na Nog;5 Penn Plaza-At 33rd St;;;;
TiramiSu;1410 3rd Ave-At 80th St;;;;
Tito's;2049 2nd Ave-;;;;
Tito's204;9 2nd Ave-;;;;
Toastie's;6 E 48th St-Btwn 5th Ave & Madison Ave;;;;
Toasties;25 Union Sq W-Btwn 15th & 16th St;;;;
Toasties Delicatessen;214 7th Ave-Btwn 22nd & 23rd St;;;;
Todai;6 E 32nd St-Btwn Madison & 5th Ave;;;;
Todai6 E;32nd St-;;;;
Tokubei;86314 E 86th St-Btwn 1st & 2nd Ave;;;;
Tokyo Bay;183 Duane St-Btwn Greenwich & Hudson St;;;;
Tokyo Lamen (CLOSED);90 University Pl-At 12th St;;;;
Tokyo Restaurant;342 Lexington Ave-Btwn 39th & 40th St;;;;
Tom Tuesday Dinner;47 E 19th St-Btwn Bway & Park Ave S;;;;
Tom's;3161 Broadway-Btwn Lasalle & Tiemann Pl;;;;
Tom's Restaurant;2880 Broadway-At 112th St;;;;
Tomato Nouvelle;144 E 52nd St-Btwn 3rd & Lexington Ave;;;;
Tommys;3795 Broadway-Btwn 157th & 158th St;;;;
Tommys379;5 Broadway-;;;;
Tomo (CLOSED);2850 Broadway-;;;;
Tonda;235 E 4th St-;;;;
Tonic;727 7th Ave-Btwn 48th & 49th St;;;;
Tonic727;7th Ave-;;;;
Tonnie's Minis;120 W 3rd St-Btwn MacDougal St & 6th Ave;;;;
Tono Sushi;174 7th Ave-Btwn 20th & 21st St;;;;
Tony's;347 1st Ave-At 20th St;;;;
Tony's Pizza;58 W 31st St-At 6th Ave;;;;
Tony's Pizza & Pasta;4771 Broadway-At Dyckman;;;;
Tony's Sushi & Grill;720 2nd Ave-At 39th St;;;;
Tony's347;1st Ave-;;;;
Toons;417 Bleecker St-At Bank St;;;;
Topaz;127 W 56th St-Btwn 6th & 7th Ave;;;;
Topaz127 W;56th St-;;;;
Tops Food;139 E Broadway-Btwn Pike & Rutgers St;;;;
Tori Shin;1193 1st Ave-Btwn 64th & 65th St;;;;
Torino;22 W 56th St-Btwn 5th & 6th Ave;;;;
Torino22 W;56th St-;;;;
Tortillas;1049 St. Nicholas Ave-Btwn 162nd & 163rd St;;;;
Totally Baked;8 W 18th St-Btwn 5th & 6th Ave;;;;
Totoya;1144 1st Ave-At 63rd St;;;;
Totoya114;4 1st Ave-;;;;
Touch of India;232 W 37th St-Btwn 7th & 8th Ave;;;;
Tower Cafe;506 Lenox Ave-Btwn 135th & 136th St;;;;
Town15 W;56th St-;;;;
Townhouse Restaurant/Diner;696 2nd Ave-Btwn 37th & 38th St;;;;
Toyama Sushi;11 W 36th St-Btwn 5th & 6th Ave;;;;
Toyo Sushi;437 3rd Ave-Btwn 30th & 31st St;;;;
