restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
D & J Seventy-first Food;413 E 71st St;;New York;NY;;;
D & Z Corp;108 Chambers St;;New York;NY;;;
D J & E Restaurant;267 West 4th Street;;New York;NY;;;
D J Restaurant;503 W 161st St;;New York;NY;;;
DB Bistro Moderne;New York;;New York;NY;;;
DPA Wondee Siam;792 9th Ave;;New York;NY;;;
DT UT;1626 2nd Ave;;New York;NY;;;
Da Antonio Ristorante;157 E 55th St;;New York;NY;;;
Da Beco Restaurant;517 2nd Ave;;New York;NY;;;
Da Genaros;129 Mulberry St;;New York;NY;;;
Da Giovanni Restaurant;140 E 27th St;;New York;NY;;;
Da Silvano Restaurant;260 6th Ave;;New York;NY;;;
Da Valentino Pizzeria & Restaurant;1701 Broadway;;New York;NY;;;
Daciro Inc;229 Lexington Ave;;New York;NY;;;
Dae Han Seafood Corp;100 W 125th St;;New York;NY;;;
Dah Dee Inc;53 Division St #1;;New York;NY;;;
Dai Riki Japanese Restaurant;49 E 34th St;;New York;NY;;;
Daikichi Inc;37 W 48th St;;New York;NY;;;
Daikichi Inc;469 7th Ave;;New York;NY;;;
Daikichi Inc;89 South St #3;;New York;NY;;;
Daikichi Sushi;34 E 23rd St #1;;New York;NY;;;
Daikichi Sushi;2345 Broadway;;New York;NY;;;
Daikichi Sushi;901 6th Ave;;New York;NY;;;
Daikichi Sushi;176 W 72nd St;;New York;NY;;;
Daikichi Sushi;350 5th Ave;;New York;NY;;;
Daikichi Sushi;2847 Broadway;;New York;NY;;;
Daikichi Sushi;60 E 42nd St;;New York;NY;;;
Daikichi Sushi;1407 Broadway #1;;New York;NY;;;
Daikichi Sushi;1109 Lexington Ave;;New York;NY;;;
Daikichi Sushi;1156 6th Ave #1;;New York;NY;;;
Daikichi Sushi;45 E 45th St;;New York;NY;;;
Daikichi Sushi Inc;35 E 8th St;;New York;NY;;;
Daikichi Sushi Inc;672 Lexington Ave;;New York;NY;;;
Daily Soup;686 8th Ave;;New York;NY;;;
Daily Soup;325 Park Ave S;;New York;NY;;;
Daily Soup;134 E 43rdst Frrnt 1;;New York;NY;;;
Daily Soup;225 E 17th St;;New York;NY;;;
Daily Soup Corp;110 Barrow St;;New York;NY;;;
Daioh Japanese Restaurant;300 W 23rd St;;New York;NY;;;
Daisy Salad & Sea Food;135 W Broadway;;New York;NY;;;
Dakota Bar & Grill;1576 3rd Ave;;New York;NY;;;
Dal Restaurant Co;1293 Lexington Ave;;New York;NY;;;
Dallas Jones Bbq;315 6th Ave;;New York;NY;;;
Damici Inc;785 Broadway;;New York;NY;;;
Dan Tempura House;225 Broadway #2018;;New York;NY;;;
Daniela Restaurant;728 8th Ave;;New York;NY;;;
Daniella Ristorant;320 8th Ave;;New York;NY;;;
Daniellos Pizzaria;70 W 95th St;;New York;NY;;;
Dannys Gourmet & Pizzeria;169 W 32nd St;;New York;NY;;;
Dante Trattoria Ltd;79 MacDougal St #1;;New York;NY;;;
Danube;120 W Broadway;;New York;NY;;;
Daphnes Caribbean Express;233 E 14th St #1;;New York;NY;;;
Daphnes Hibiscus;243 E 14th St;;New York;NY;;;
Darbar Fine Indian Cuisine;152 E 46th St;;New York;NY;;;
Darbar Grill Fine Indian Cuisine;157 E 55th St;;New York;NY;;;
Darbar Indian Restaurant;44 W 56th St #12;;New York;NY;;;
Dardanel Mediterranean & Seafood;1071 1st Avenue;;New York;NY;;;
Dauky Restaurant;86 Mulberry St;;New York;NY;;;
David & Chius Pl Restaurant Inc;111 Lafayette St;;New York;NY;;;
Dawat Haute Indian Cuisine;210 E 58th St;;New York;NY;;;
Dba 41 First Ave;41 1st Avenue;;New York;NY;;;
Dba Kwik & Tasty Inc;77 Pearl St;;New York;NY;;;
Dba South;211 Pearl St;;New York;NY;;;
De Eveloyn;380 Columbus Ave;;New York;NY;;;
De Grezia Restaurante;231 E 50th St;;New York;NY;;;
Dean & Deluca Espresso Inc;9 Rockefeller Plaza;;New York;NY;;;
Deanna's;107 Rivington St;;New York;NY;;;
Delano Drive;15 Waterside Plaza;;New York;NY;;;
Delegates Dining Room;46 1st Avenue;;New York;NY;;;
Deli Den;69 E 45th St;;New York;NY;;;
Deli Glatt Corp;152 Fulton St;;New York;NY;;;
Deli Plus;625 8th Ave;;New York;NY;;;
Delias Restaurant;197 E 3rd St;;New York;NY;;;
Delicia Restaurant;322 W 11th St;;New York;NY;;;
Delightful Restaurant;2258 1st Avenue;;New York;NY;;;
Delmonico Hotel;502 Park Ave;;New York;NY;;;
Delphi Restaurant Corp;109 W Broadway # 1-2;;New York;NY;;;
Delphini Restaurant;519 Columbus Ave;;New York;NY;;;
Deluxe;134 Reade St;;New York;NY;;;
Demama- LLC.;137 E 55th St;;New York;NY;;;
Demerara Restaurant;215 W 28th St;;New York;NY;;;
Demi;1316 Madison Ave;;New York;NY;;;
Den Restaurant & Cafe;1500 3rd Ave;;New York;NY;;;
Deniz A La Turk;400 E 57th St;;New York;NY;;;
Denizen;73 Thompson St;;New York;NY;;;
Denizen Bar Restaurant;73 Thompson St;;New York;NY;;;
Dennis Restaurant;137 Franklin St;;New York;NY;;;
Derosa Restaurant & Bar;531 2nd Ave;;New York;NY;;;
Dervish Turkish Restaurant;6 7th Ave;;New York;NY;;;
Dervish Turkish Restaurant;(212) 997-0070;;New York;NY;;;
Desperados;996 Amsterdam Ave;;New York;NY;;;
Desse Sushi;113 E 18th St;;New York;NY;;;
Detour;349 E 13th St;;New York;NY;;;
Dew Drop Inn;57 Greenwich Ave;;New York;NY;;;
Dezer Properties Co;89 5th Ave #11r;;New York;NY;;;
Dgp Daily Treat Inc;24 W 38th St;;New York;NY;;;
Diadlo Mexican Restaurant;173 E 2nd St;;New York;NY;;;
Dial-a-dinner;350 5th Ave #7903;;New York;NY;;;
Diamante Italian Restaurant;8 E 48th St;;New York;NY;;;
Diamond Dairy Kosher Lunchnet;4 W 47th St #2aa;;New York;NY;;;
Diamond Express Restaurant;101 Dyckman St;;New York;NY;;;
Dianes Uptown;249 Columbus Ave;;New York;NY;;;
Die Fliedermaus;315 W 57th St #414;;New York;NY;;;
Die Fliedermaus;311 W 57th St;;New York;NY;;;
Dillons Bar & Grill;1361 1st Avenue;;New York;NY;;;
Dim - Sum;207 Grand St;;New York;NY;;;
Dima Cafe;73 2nd Ave #1;;New York;NY;;;
Dine Bar;422 W Broadway;;New York;NY;;;
Dine-o-mat Restaurant Corp;1491 Broadway;;New York;NY;;;
Diner Dogs;89 South St;;New York;NY;;;
Diner On The Square;1260 Broadway;;New York;NY;;;
Dinersty;411 8th Ave;;New York;NY;;;
Dining At Rubis;260 W 125th St;;New York;NY;;;
Dish;201 8th Ave;;New York;NY;;;
Diva Restaurant & Bar;341 W Broadway;;New York;NY;;;
Dive 75;101 W 75th St;;New York;NY;;;
Divina;737 9th Ave;;New York;NY;;;
Divino Cafe;1542 2nd Ave;;New York;NY;;;
Divino Ristorante;1556 2nd Ave;;New York;NY;;;
Diwan Restaurant;148 E 48th St;Midtown East;New York;NY;Indian;;(212-593-5425)
Dizzy Izzys Ny Bagels East;250 E 14th St;;New York;NY;;;
Doaba Diner;1133 1st Avenue;;New York;NY;;;
Doc Hollidays;141 Avenue A;;New York;NY;;;
Docks Restaurant;633 3rd Ave;;New York;NY;;;
Docks Restaurant;2427 Broadway;;New York;NY;;;
Dod Publicans;56 Greenwich Ave;;New York;NY;;;
Doge Restaurant;142 W 44th St;;New York;NY;;;
Dohertys Restaurant;102 8th Ave;;New York;NY;;;
Dojo Restaurant;24 St Marks Pl #26;;New York;NY;;;
Dojo West Restaurant Inc;14 West 4th Street;;New York;NY;;;
Dok Sunis Restaurant;119 1st Avenue;;New York;NY;;;
Dolce Of New York Inc;60 E 49th St;;New York;NY;;;
Dolci On Park Cafe;12 Park Ave #1;;New York;NY;;;
Domingo Restaurant;209 E 49th St;;New York;NY;;;
Dominic Cafe;174 Audubon Ave;;New York;NY;;;
Dominos Pizza;4797 Broadway;;New York;NY;;;
Dominos Pizza;Pizzeria;;New York;NY;;;
Dominos Pizza;736 W 181st St;;New York;NY;;;
Don Giovianni;358 W 44th St;;New York;NY;;;
Don Giovianni Restaurant;214 10th Ave;;New York;NY;;;
Don Pedro Restaurant;247 Dyckman St;;New York;NY;;;
Donohues Cafe Inc;845 Lexington Ave;;New York;NY;;;
Doozo Japanese Restaurant;216 Thompson St #1;;New York;NY;;;
Dorrians Red Hand Restaurant;300 E 84th St;;New York;NY;;;
Doso Restaurant;968 Amsterdam Ave;;New York;NY;;;
Double Hey Restaurant;81 Mott St #51;;New York;NY;;;
Double Star Chinese Restaurant;108 W 39thst Frrnt 1;;New York;NY;;;
Dougies Bbq & Grill;222 W 72nd St;;New York;NY;;;
Downtown Cottage;51 Warren St;;New York;NY;;;
Downtown Restaurant;376 W Broadway;;New York;NY;;;
Dragon Gold;591 1st Avenue;;New York;NY;;;
Drip;489 Amsterdam Ave;;New York;NY;;;
Drovers Restaurant;9 Jones St;;New York;NY;;;
Druids Bar And Restaurant;736 10th Ave;;New York;NY;;;
Du Midi Restaurant;251 W 51st St;;New York;NY;;;
Due Restaurant;1396 3rd Ave;;New York;NY;;;
Dumont At The Carlyle;Madison Ave & E 76th St;;New York;NY;;;
Dumpling King;1694 2nd Ave;;New York;NY;;;
Dumpling King Ii;986 2nd Ave;;New York;NY;;;
Dumpling Town;157 Allen St;;New York;NY;;;
Dunkin Donuts;800 2nd Ave;;New York;NY;;;
Dunkin Donuts;24 E 23rd St;;New York;NY;;;
Dunkin Donuts;266 1st Avenue;;New York;NY;;;
Dunkin Donuts;54-66 7th Ave #1;;New York;NY;;;
Dunkin' Donuts - Riese Restaurant;321 Broadway;;New York;NY;;;
Dynasty Restaurant;2836 Broadway;;New York;NY;;;
Dynesty Worldclass Jamaican;122 Chambers St #1;;New York;NY;;;
E & O Restaurant;100 W Houston St;;New York;NY;;;
E G Soup Inc;76 Fulton St;;New York;NY;;;
EStacey Corp.;175 Madison Ave;;New York;NY;;;
Eagle Bar Ny;142 11th Ave;;New York;NY;;;
Eamonn Doran;998 2nd Ave;;New York;NY;;;
Eamonn Doran At Madison Square;136 W 33rd St;;New York;NY;;;
East Bay Restaurant;491 1st Avenue;;New York;NY;;;
East Boat Rest Inc;72 Kenmare St;;New York;NY;;;
East Boy Inc;250 W 57th St #1422;;New York;NY;;;
East Japanase Restaurant;137 E 47th St;;New York;NY;;;
East Japanese Restaurant;251 W 55th St;;New York;NY;;;
East Japanese Restaurant;1420 3rd Ave;;New York;NY;;;
East Japanese Restaurant;9 E 38th St;;New York;NY;;;
East Junior Enterprises;354 E 66th St;;New York;NY;;;
East On East Restaurant;365 1st Avenue;;New York;NY;;;
East Side Cafe Inc;189 E Broadway;;New York;NY;;;
East Side Diner;325 3rd Ave #1;;New York;NY;;;
East Side Gourmet Inc;Casa 74;;New York;NY;;;
Eastern Chinese Restaurant;4740 Broadway;;New York;NY;;;
Eastern Villa Restaurant Inc;66 Mott St;;New York;NY;;;
Eastside Cottage Restaurant;207 E 59th St;;New York;NY;;;
Eastside Poultry Inc;1522 1st Avenue;;New York;NY;;;
Eat & Run;21 Thames St;;New York;NY;;;
Eat Gourmet Foods;1064 Madison Ave;;New York;NY;;;
Eatzis Market & Bakery;151 W 34th St;;New York;NY;;;
Ecco Litalia Ristorante;289 Bleecker St;;New York;NY;;;
Edge;95 E 3rd St;;New York;NY;;;
Eds Cafe and Steakhouse;1708 2nd Ave;;New York;NY;;;
Edward Moran Bar & Grill;250 Vesey St;;New York;NY;;;
Efendi;310 W 14th St;;New York;NY;;;
Eight-eights;228 W 10th St;;New York;NY;;;
Eighteen Arhans Corp;227 Centre St;;New York;NY;;;
Eighteenth And Eighth Rest;159 8th Ave;;New York;NY;;;
Eisay Restaurant;27 Thames St;;New York;NY;;;
Eisenberg Sandwich Shop;174 5th Ave #1;;New York;NY;;;
El Azteca Mexican Restaurant;783 9th Ave;;New York;NY;;;
El Barrio Restaurant;152 E 110th St;;New York;NY;;;
El Barrio Steak House;158 E 116th St;;New York;NY;;;
El Cambito;968 Amsterdam Ave;;New York;NY;;;
El Caminante;4073 Broadway;;New York;NY;;;
El Caney-cafe;154 W 26th St;;New York;NY;;;
El Caserio Restaurant;3496 Broadway;;New York;NY;;;
El Castillo De Jagua;113 Rivington St #1;;New York;NY;;;
El Cerito Restaurant;1575 Lexington Ave;;New York;NY;;;
El Cid Tapas Bar & Restaurant;322 W 15th St;;New York;NY;;;
El Colodrillo Caribeno;284 Audubon Ave;;New York;NY;;;
El Famoso Cuchifrito;27 Rutgers St #1;;New York;NY;;;
El Faro Restaurant;823 Greenwich St;;New York;NY;;;
El Floridita Restaurant;656 W 177th St;;New York;NY;;;
El Malecon Restaurant;4141 Broadway;;New York;NY;;;
El Malecon Restaurant Ii;764 Amsterdam Ave;;New York;NY;;;
El Morenito Restaurant;1830 Amsterdam Ave;;New York;NY;;;
El Nuevo Encientro Restaurant;320 W 37th St;;New York;NY;;;
El Nuevo Paraiso;1773 Lexington Ave;;New York;NY;;;
El Papasito Restaurant;370 W 52nd St #3;;New York;NY;;;
El Paso;134 W Houston St #234;;New York;NY;;;
El Pollo;1746 1st Avenue;;New York;NY;;;
El Primitivo Restaurant;333 W 39th St;;New York;NY;;;
El Quijote Bar & Restaurant Inc;226 W 23rd St;;New York;NY;;;
El Rio Grande Restaurant Inc;160 E 38th St;;New York;NY;;;
El Teddys;219 W Broadway;;New York;NY;;;
El Tejano Restaurant;2210 3rd Ave;;New York;NY;;;
El Tina Fish Market Corp;500 W 207th St;;New York;NY;;;
El Tina Restaurant;511 W 125th St;;New York;NY;;;
El Tunnel;145 W 27th St;;New York;NY;;;
El Valle Restaurant;263 Sherman Ave;;New York;NY;;;
El Vesuvo Resturant;3517 Broadway;;New York;NY;;;
Elard Corp;1703 2nd Ave;;New York;NY;;;
Elbohemio;352 W 39th St;;New York;NY;;;
Elephant Inc;58 E 1st St #2;;New York;NY;;;
Elias Restaurant;76 Clinton St;;New York;NY;;;
Elike Pizzeria;150 E 116th St;;New York;NY;;;
Elios Restaurant;1621 2nd Ave;;New York;NY;;;
Elis Bread At Vinegar Factory;431 E 91st St;;New York;NY;;;
Elite Cafe Restaurant;185 Columbus Ave;;New York;NY;;;
Elizabeth Restaurant;103-22 110th St;;New York;NY;;;
Ellen Odees Lex 40;130 E 40th St;;New York;NY;;;
Ellens Cafe;270 Broadway #1;;New York;NY;;;
Ellens Stardust Diner;1650 Broadway #1;;New York;NY;;;
Ellens Stardust Diner;44 W 63rd St.;;New York;NY;;;
Emerald Planet;2 Great Jones St;;New York;NY;;;
Emilys Restaurant;1325 5th Ave;;New York;NY;;;
Eminax Llc;1185 6th Ave;;New York;NY;;;
Empanada Oven;826 7th Ave;;New York;NY;;;
Empire 57;877 10th Ave;;New York;NY;;;
Empire Chinese Kitchen;757 St Nicholas Ave;;New York;NY;;;
Empire Chinese Restaurant;563 W 207th St A;;New York;NY;;;
Empire Pizza Deli;325 5th Ave;;New York;NY;;;
Empire Restaurant;1635 St Nicholas Ave;;New York;NY;;;
Empire Szechuan;75 2nd Ave;;New York;NY;;;
Empire Szechuan Balcony Inc;381 3rd Ave;;New York;NY;;;
Empire Szechuan Columbus;193 Columbus Ave #1;;New York;NY;;;
Empire Szechuan Garden;1241 Amsterdam Ave;;New York;NY;;;
Empire Szechuan Gourmet;2574 Broadway #1;;New York;NY;;;
Empire Szechuan Greenwich;15 Greenwich Ave #1;;New York;NY;;;
Empire Szechuan Noodle House;4041 Broadway;;New York;NY;;;
Encore;1535 Broadway #8;;New York;NY;;;
Ennio & Michael Restaurant Corp;539 LaGuardia Pl;;New York;NY;;;
Epoque Bar and Grill;401 W 50th St;;New York;NY;;;
Eric Levine Restaurant;530 E 76th St;;New York;NY;;;
Erie Entertainment;91 7th Ave S #3;;New York;NY;;;
Ernies;2150 Broadway;;New York;NY;;;
Eros;1076 1st Avenue;;New York;NY;;;
Esashi Japanese Restaurant Corp;32 Avenue A;;New York;NY;;;
Espace Restaurant;9 E 16th St;;New York;NY;;;
Espana 2000;455 2nd Ave;;New York;NY;;;
Ess-a-bagel;831 3rd Ave #1;;New York;NY;;;
Essen West Inc;226 W 72nd St;;New York;NY;;;
Essex Restaurant;120 Essex St;;New York;NY;;;
Est Est Est;64 Carmine St #1;;New York;NY;;;
Etats Unis Restaurant;242 E 81st St;;New York;NY;;;
Ethos First Avenue;905 1st Avenue;;New York;NY;;;
Eugene Colley Restaurant;4036 Broadway;;New York;NY;;;
Eureka Luncheonette;132 Varick St;;New York;NY;;;
Eurostar Cafe;17 E 45th St;;New York;NY;;;
Evas Restaurant Corp;11 W 8th St;;New York;NY;;;
Evelyn;380 Columbus Ave;;New York;NY;;;
Evergreen Coffee Shop Restaurant;145 W 47th St;;New York;NY;;;
Everybodys Hero;1580 York Ave;;New York;NY;;;
Everything Ok Inc;311 W Broadway;;New York;NY;;;
Everything Yogurt & Salad Cafe;5 World Trade Center;;New York;NY;;;
Excelsior Coffee Shop;45 W 81st St;;New York;NY;;;
Exchange Club;6 Hanover St;;New York;NY;;;
Exile;117 W 70th St;;New York;NY;;;
Exit Deli Inc;34 E 40th St;;New York;NY;;;
Express Line Inc;88 Fulton St;;New York;NY;;;
Extremes Restaurant & Bakery;2086 Adam Clayton Powell Jr Blvd;;New York;NY;;;
Extremes Restaurant & Bakery;182 Lenox Ave;;New York;NY;;;
Fa Choy Inc;118 3rd Ave;;New York;NY;;;
Fa Xing Restaurant;2107 3rd Ave;;New York;NY;;;
Factory Cafe;104 Christopher St;;New York;NY;;;
Fado Inc;504 Canal St;;New York;NY;;;
Failte;531 2nd Ave;;New York;NY;;;
Fairway Fruits & Vegetables;2127 Broadway;;New York;NY;;;
Fairwood Fast Food Inc;23 Pell St;;New York;NY;;;
Falafel House;1752 2nd Ave;;New York;NY;;;
Falafel Hudson Restaurant;516 Hudson St;;New York;NY;;;
Family Deli;2655 Frederick Douglass Blvd #1;;New York;NY;;;
Family Garden Restaurant;329 3rd Ave;;New York;NY;;;
Family Noodle Restaurant Inc;19 Henry St;;New York;NY;;;
Fantasia Restaurant;119 Fulton St;;New York;NY;;;
Fantastic Restaurant;2351 2nd Ave;;New York;NY;;;
Fanti Lechonera & Restaurant;1753 Lexington Ave;;New York;NY;;;
Fashion 40 Lounge;202 W 40th St;;New York;NY;;;
Fashion Cafe Restaurant;630 5th Ave #278;;New York;NY;;;
Fashion World Co;22 E 33rd St #3;;New York;NY;;;
Fast Food;279 1st Avenue;;New York;NY;;;
Fat B Cafe;25 Howard St;;New York;NY;;;
Fat Ming Restaurant;666 Amsterdam Ave;;New York;NY;;;
Fatina Restaurant;404 W 49th St;;New York;NY;;;
Favia Lite Cafe;1140 2nd Ave;;New York;NY;;;
Fay & Allens;201 E 71st St;;New York;NY;;;
Fed Up Inc;4015 Broadway;;New York;NY;;;
Federal Sandwich Shop;92 Duane St;;New York;NY;;;
Federicos;1981 Broadway;;New York;NY;;;
Fedora Restaurant;239 West 4th Street;;New York;NY;;;
Fei Ming Chinese Restaurant;82 Nagle Ave;;New York;NY;;;
Felicias Restaurant;4986 Broadway;;New York;NY;;;
Felidia Ristorante Inc;243 E 58th St;;New York;NY;;;
Felix;63 Greene St;;New York;NY;;;
Ferrier Restaurant;29 E 65th St #1;;New York;NY;;;
Festival Restaurnt;120 Rivington St;;New York;NY;;;
Fiamma Cafe;619 Hudson St;;New York;NY;;;
Fiddlers Green;58 W 48th St;;New York;NY;;;
Fiesta Mexicana Inc;2823 Broadway;;New York;NY;;;
Figaro Cafe Le;184 Bleecker St #1;;New York;NY;;;
Figaro Pizza;42 W 56th St;;New York;NY;;;
Figaro Pizzeria & Bar;28 W 44th St;;New York;NY;;;
Fino Restaurant;4 E 36th St;;New York;NY;;;
Fionas Bar & Restaurant;1664 1st Avenue;;New York;NY;;;
Fiorellos Roman Cafe;1900 Broadway;;New York;NY;;;
Fiori Restaurant;Park Ave;;New York;NY;;;
Firebird Russian Restaurant;365 W 46th St #2;;New York;NY;;;
First;87 1st Avenue;;New York;NY;;;
First Av Restaurant;361 1st Avenue;;New York;NY;;;
First Avenue Pizza;347 1st Avenue;;New York;NY;;;
First Cafe Boss Corp;23 W 32nd St;;New York;NY;;;
First Choice Chinese Kitchen;3893 Broadway A;;New York;NY;;;
First Punjabi Dhabha Inc;301 10th Ave #1001;;New York;NY;;;
First Taste;53 Bayard St;;New York;NY;;;
First Taste Restaurant;3861 Broadway;;New York;NY;;;
First Wok Restaurant;1570 3rd Ave;;New York;NY;;;
Fischer Brothers & Leslie Kosher Meat &;230 W 72nd St #2f;;New York;NY;;;
Fish Market Restaurant;1429 2nd Ave;;New York;NY;;;
Fish Restaurant;2799 Broadway;;New York;NY;;;
Fishin Eddie;73 W 71st St;;New York;NY;;;
Fitzgeralds Pub;336 3rd Ave #25;;New York;NY;;;
Flamboyan Restauant;1505 Lexington Ave;;New York;NY;;;
Flamers Charbroiled Hamburgers;901 6th Ave;;New York;NY;;;
Flaming Embers;206 East 86th St;;New York;NY;;;
Flamingo East;219 2nd Ave #219;;New York;NY;;;
Flash Inn Restaurant;107 Macombs Pl;;New York;NY;;;
Flavours Restaurant;2099 Frederick Douglass Blvd;;New York;NY;;;
Flight 151;151 8th Ave;;New York;NY;;;
Flor De Mayo Restaurant;2651 Broadway #101;;New York;NY;;;
Florent Restaurant Inc;69 Gansevoort St;;New York;NY;;;
Florios Pizzeria & Restaurant;192 Grand St;;New York;NY;;;
Flower Drum Restaurant;856 2nd Ave;;New York;NY;;;
Flowers Restaurant;21 W 17th St;;New York;NY;;;
Flying Burrito Brothers;165 West 4th Street;;New York;NY;;;
Flying Fish;395 West St;;New York;NY;;;
Focaccia Fiorentina Restaurant;1166 1st Avenue;;New York;NY;;;
Follonico;6 W 24th St;;New York;NY;;;
Foo King Chinese Kitchen;694 10th Ave;;New York;NY;;;
Food Exchange Market;47 Broadway;;New York;NY;;;
Food King Chinese Restaurant;2331 1st Avenue;;New York;NY;;;
Fook Sing Chinese Restaurant;314 E 106th St;;New York;NY;;;
Foro-italico Restaurant;455 W 34th St;;New York;NY;;;
Fort Tryon Park Cafe;(914) 923-2233;;New York;NY;;;
Fort Tryon Park Cafe;Riverside;;New York;NY;;;
Fortuna Valentino;422 W Broadway;;New York;NY;;;
Fortune Garden;845 2nd Ave;;New York;NY;;;
Four Brothers Food Inc;1 W 137th St;;New York;NY;;;
Four Seasons Banquet Dept;99 E 52nd St;;New York;NY;;;
Foxhounds;320 South End Ave;;New York;NY;;;
Francesca Pizzeria & Restaurant;1811 1st Avenue;;New York;NY;;;
Francisco's;159 W 23rd St;;New York;NY;;;
Francos San Remo Itlian;393 8th Ave #1;;New York;NY;;;
Franda Restaurant;538 W 207th St;;New York;NY;;;
Franks Restaurant;US-NYC-8510;;New York;NY;;;
Franks Restaurant;1546 2nd Ave;;New York;NY;;;
Fratelli Restaurant;115 Mulberry St;;New York;NY;;;
Frazier Foods Inc;52 Fulton St;;New York;NY;;;
Frazier Foods West Inc;167 Chambers St;;New York;NY;;;
Fresco Tortilla Grill;769 6th Ave;;New York;NY;;;
Fresco Tortilla Grill;24 Lexington Ave;;New York;NY;;;
Fresco Tortilla Grill;215 W 14th St #1;;New York;NY;;;
Fresco Tortilla Plus;143 Fulton St;;New York;NY;;;
Fresco Tortillas;125 W 42nd St #1;;New York;NY;;;
Fresco Tortillas Bakery;719 2nd Ave #1;;New York;NY;;;
Fresco Tortillas Inc;980 2nd Ave;;New York;NY;;;
Fresco Tortillas Inc;546 3rd Ave;;New York;NY;;;
Fresh Basils;663 Lexington Ave #1;;New York;NY;;;
Fresh Grill Tortilla;411 Amsterdam Ave;;New York;NY;;;
Fresh Tortilla;328 E 14th St #1;;New York;NY;;;
Fresh Tortilla Grill;1280 1st Avenue;;New York;NY;;;
Fresh Tortillas;595 W 207th St I;;New York;NY;;;
Fresh Tortillas;134 4th Ave;;New York;NY;;;
Fresh Tortillas;456 9th Ave;;New York;NY;;;
Fresh Tortillas;206 Varick St #1;;New York;NY;;;
Friars Coffee Shop;303 E 46th St;;New York;NY;;;
Friars National Assn Inc;57 E 55th St;;New York;NY;;;
Frico Bar;402 W 43rd St;;New York;NY;;;
Frisbee;36 W 46th St;;New York;NY;;;
Frontier Restaurant;593 3rd Ave #1;;New York;NY;;;
Frontiere Restaurant;199 Prince St;;New York;NY;;;
Frozena Fish And Chips House;116 Hamilton Pl;;New York;NY;;;
Fu Chow Restaurant;137 E Broadway;;New York;NY;;;
Fu Kee Chinese Restaurant;128 Lafayette St;;New York;NY;;;
Fu On Kitchen;2419 7th Ave;;New York;NY;;;
Fu Wah Restaurants;1407 Amsterdam Ave;;New York;NY;;;
Fu Ying Chinese Restaurant;748 E 9th St;;New York;NY;;;
Fu Ying Chinese Take Out;811 8th Ave;;New York;NY;;;
Fuentes Restaurant;107 Clinton St;;New York;NY;;;
Fuji Restaurant;238 W 56th St;;New York;NY;;;
Fuji Sushi & Teriyaki;146 E 55th St;;New York;NY;;;
Fujii;62 Greenwich Ave;;New York;NY;;;
Fujiyama-Mama Restrnt;467 Columbus Ave;;New York;NY;;;
Full Moon Saloon;735 8th Ave;;New York;NY;;;
Fumei;305 E 115th St;;New York;NY;;;
Funda Cibaena;605 W 142nd St;;New York;NY;;;
Fung Doo Restaurant;103 E Broadway;;New York;NY;;;
G;223 W 19th St;;New York;NY;;;
G & B Franks;567 9th Ave;;New York;NY;;;
