TimeOut	#1 Farmer’s Market	1458 Second Ave,  at 76th St,  Upper East Side,  (212-396-2626) 
TimeOut	Revival 	2367 Frederick Douglass Blvd (Eighth Ave),  at 127th St,  Harlem,  (212-222-8338) 
TimeOut	Revival 	American 	2367 Frederick Douglass Blvd (Eighth Ave),  at 127th St,  Harlem,  (212-222-8338) 
TimeOut	Revival   	2367 Frederick Douglass Blvd (Eighth Ave),  at 127th St,  Harlem,  (212-222-8338) 	 American 
TimeOut	Rheon Cafe	189 Spring St,  between Sullivan and Thompson Sts,  Soho,  (212-966-7040) 
TimeOut	Rheon Cafe	Cafés & diners 	189 Spring St,  between Sullivan and Thompson Sts,  Soho,  (212-966-7040) 
TimeOut	Rheon Cafe 	189 Spring St,  between Sullivan and Thompson Sts,  Soho,  (212-966-7040) 
TimeOut	Rheon Cafe 	Cafés & diners 	189 Spring St,  between Sullivan and Thompson Sts,  Soho,  (212-966-7040) 
TimeOut	Rheon Cafe   	189 Spring St,  between Sullivan and Thompson Sts,  Soho,  (212-966-7040) 	 Cafés & diners 
TimeOut	Rhong-Tiam	541 La Guardia Pl,  between Bleecker and W 3rd Sts,  Greenwich Village,  (212-477-0600) 
TimeOut	Rhong-Tiam	Thai 	541 La Guardia Pl,  between Bleecker and W 3rd Sts,  Greenwich Village,  (212-477-0600) 
TimeOut	Rhong-Tiam 	541 La Guardia Pl,  between Bleecker and W 3rd Sts,  Greenwich Village,  (212-477-0600) 
TimeOut	Rhong-Tiam 	Thai 	541 La Guardia Pl,  between Bleecker and W 3rd Sts,  Greenwich Village,  (212-477-0600) 
TimeOut	Rhong-Tiam   	541 La Guardia Pl,  between Bleecker and W 3rd Sts,  Greenwich Village,  (212-477-0600) 	 Thai 
TimeOut	Ribot (CLOSED)	780 Third Ave,  at 48th St ,  Midtown East,  (212-355-3700) 
TimeOut	Ribot (CLOSED)	Mediterranean 	780 Third Ave,  at 48th St ,  Midtown East,  (212-355-3700) 
TimeOut	Ribot (CLOSED) 	780 Third Ave,  at 48th St ,  Midtown East,  (212-355-3700) 
TimeOut	Ribot (CLOSED) 	Mediterranean 	780 Third Ave,  at 48th St ,  Midtown East,  (212-355-3700) 
TimeOut	Ribot (CLOSED)   	780 Third Ave,  at 48th St ,  Midtown East,  (212-355-3700) 	 Mediterranean 
TimeOut	Ricardo Steakhouse	2145 Second Ave,  between 110th and 111th Sts,  East Harlem,  (212-289-5895) 
TimeOut	Ricardo Steakhouse	Caribbean 	2145 Second Ave,  between 110th and 111th Sts,  Upper East Side,  (212-289-5895) 
TimeOut	Ricardo Steakhouse 	2145 Second Ave,  between 110th and 111th Sts,  East Harlem,  (212-289-5895) 
TimeOut	Ricardo Steakhouse 	Caribbean 	2145 Second Ave,  between 110th and 111th Sts,  Upper East Side,  (212-289-5895) 
TimeOut	Ricardo Steakhouse   	2145 Second Ave,  between 110th and 111th Sts,  Upper East Side,  (212-289-5895) 	 Caribbean 
TimeOut	Rice	115 Lexington Ave,  at 28th St ,  Gramercy/Flatiron,  (212-686-5400) 
TimeOut	Rice	292 Elizabeth,  between Bleecker and Houston Sts,  Chinatown/Little Italy,  (212-226-5775) 
TimeOut	Rice	Eclectic 	115 Lexington Ave,  at 28th St ,  Gramercy/Flatiron,  (212-686-5400) 
TimeOut	Rice	Eclectic 	292 Elizabeth,  between Bleecker and Houston Sts,  Chinatown/Little Italy,  (212-226-5775) 
TimeOut	Rice 	115 Lexington Ave,  at 28th St ,  Gramercy/Flatiron,  (212-686-5400) 
TimeOut	Rice 	292 Elizabeth,  between Bleecker and Houston Sts,  Chinatown/Little Italy,  (212-226-5775) 
TimeOut	Rice 	Eclectic 	115 Lexington Ave,  at 28th St ,  Gramercy/Flatiron,  (212-686-5400) 
TimeOut	Rice 	Eclectic 	292 Elizabeth,  between Bleecker and Houston Sts,  Chinatown/Little Italy,  (212-226-5775) 
TimeOut	Rice & Spicy	97 Bowery,  between Grand and Hester Sts,  Lower East Side,  (212-219-9955) 
TimeOut	Rice & Spicy	Thai 	97 Bowery,  between Grand and Hester Sts,  Lower East Side,  (212-219-9955) 
TimeOut	Rice & Spicy 	97 Bowery,  between Grand and Hester Sts,  Lower East Side,  (212-219-9955) 
TimeOut	Rice & Spicy 	Thai 	97 Bowery,  between Grand and Hester Sts,  Lower East Side,  (212-219-9955) 
TimeOut	Rice & Spicy   	97 Bowery,  between Grand and Hester Sts,  Lower East Side,  (212-219-9955) 	 Thai 
TimeOut	Rice to Riches	37 Spring St,  at Mott St,  Chinatown/Little Italy,  (212-274-0008) 
TimeOut	Rice to Riches	Cafés & diners 	37 Spring St,  at Mott St,  Chinatown/Little Italy,  (212-274-0008) 
TimeOut	Rice to Riches 	37 Spring St,  at Mott St,  Chinatown/Little Italy,  (212-274-0008) 
TimeOut	Rice to Riches 	Cafés & diners 	37 Spring St,  at Mott St,  Chinatown/Little Italy,  (212-274-0008) 
TimeOut	Rice to Riches   	37 Spring St,  at Mott St,  Chinatown/Little Italy,  (212-274-0008) 	 Cafés & diners 
TimeOut	Rice   	115 Lexington Ave,  at 28th St ,  Gramercy/Flatiron,  (212-686-5400) 	 Eclectic 
TimeOut	Rice   	292 Elizabeth,  between Bleecker and Houston Sts,  Chinatown/Little Italy,  (212-226-5775) 	 Eclectic 
TimeOut	Rice ’n’ Beans	744 Ninth Ave,  between 50th and 51st Sts,  Midtown West,  (212-265-4444) 
TimeOut	Rice ’n’ Beans	Brazilian 	744 Ninth Ave,  between 50th and 51st Sts,  Midtown West,  (212-265-4444) 
TimeOut	Rice ’n’ Beans 	744 Ninth Ave,  between 50th and 51st Sts,  Midtown West,  (212-265-4444) 
TimeOut	Rice ’n’ Beans 	Brazilian 	744 Ninth Ave,  between 50th and 51st Sts,  Midtown West,  (212-265-4444) 
TimeOut	Rice ’n’ Beans   	744 Ninth Ave,  between 50th and 51st Sts,  Midtown West,  (212-265-4444) 	 Brazilian 
TimeOut	Rickshaw Dumpling Bar	61 W 23rd St,  between Fifth and Sixth Aves,  Chelsea,  (212-924-9220) 
TimeOut	Rickshaw Dumpling Bar	Asian: Pan-Asian 	61 W 23rd St,  between Fifth and Sixth Aves,  Chelsea,  (212-924-9220) 
TimeOut	Rickshaw Dumpling Bar 	61 W 23rd St,  between Fifth and Sixth Aves,  Chelsea,  (212-924-9220) 
TimeOut	Rickshaw Dumpling Bar 	Asian: Pan-Asian 	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 
TimeOut	Rickshaw Dumpling Bar 	Asian: Pan-Asian 	61 W 23rd St,  between Fifth and Sixth Aves,  Chelsea,  (212-924-9220) 
TimeOut	Rickshaw Dumpling Bar (Closed)	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 
TimeOut	Rickshaw Dumpling Bar (Closed)	Asian: Pan-Asian 	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 
TimeOut	Rickshaw Dumpling Bar (Closed) 	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 
TimeOut	Rickshaw Dumpling Bar (Closed) 	Asian: Pan-Asian 	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 
TimeOut	Rickshaw Dumpling Bar   	53 E 8th St,  between Broadway and University Pl,  Greenwich Village,  (212-461-1750) 	 Asian: Pan-Asian 
TimeOut	Rickshaw Dumpling Bar   	61 W 23rd St,  between Fifth and Sixth Aves,  Chelsea,  (212-924-9220) 	 Asian: Pan-Asian 
TimeOut	Rick’s Cabaret	50 W 33rd St,  between Broadway and Fifth Ave ,  Midtown West,  (212-372-0850) 
TimeOut	Rick’s Cabaret	Steakhouses 	50 W 33rd St,  between Broadway and Fifth Ave ,  Midtown West,  (212-372-0850) 
TimeOut	Rick’s Cabaret 	50 W 33rd St,  between Broadway and Fifth Ave ,  Midtown West,  (212-372-0850) 
TimeOut	Rick’s Cabaret 	Steakhouses 	50 W 33rd St,  between Broadway and Fifth Ave ,  Midtown West,  (212-372-0850) 
TimeOut	Rick’s Cabaret   	50 W 33rd St,  between Broadway and Fifth Ave ,  Midtown West,  (212-372-0850) 	 Steakhouses 
TimeOut	Rico	153 Ave C,  between 9th and 10th Sts,  East Village,  (212-505-5757) 
TimeOut	Rico	Middle Eastern 	153 Ave C,  between 9th and 10th Sts,  East Village,  (212-505-5757) 
TimeOut	Rico 	153 Ave C,  between 9th and 10th Sts,  East Village,  (212-505-5757) 
TimeOut	Rico 	Middle Eastern 	153 Ave C,  between 9th and 10th Sts,  East Village,  (212-505-5757) 
TimeOut	Rico   	153 Ave C,  between 9th and 10th Sts,  East Village,  (212-505-5757) 	 Middle Eastern 
TimeOut	Riingo	Japanese 	The Alex Hotel, 205 E 45th St,  at Third Ave,  Midtown East,  (212-867-4200) 
TimeOut	Riingo	The Alex Hotel, 205 E 45th St,  at Third Ave,  Midtown East,  (212-867-4200) 
TimeOut	Riingo 	Japanese 	The Alex Hotel, 205 E 45th St,  at Third Ave,  Midtown East,  (212-867-4200) 
TimeOut	Riingo 	The Alex Hotel, 205 E 45th St,  at Third Ave,  Midtown East,  (212-867-4200) 
TimeOut	Riingo   	The Alex Hotel, 205 E 45th St,  at Third Ave,  Midtown East,  (212-867-4200) 	 Japanese 
TimeOut	Rinconcito Peruano	803 Ninth Ave,  between 53rd and 54th Sts,  Midtown West,  (212-333-5685) 
TimeOut	Rinconcito Peruano	Peruvian 	803 Ninth Ave,  between 53rd and 54th Sts,  Midtown West,  (212-333-5685) 
TimeOut	Rinconcito Peruano 	803 Ninth Ave,  between 53rd and 54th Sts,  Midtown West,  (212-333-5685) 
TimeOut	Rinconcito Peruano 	Peruvian 	803 Ninth Ave,  between 53rd and 54th Sts,  Midtown West,  (212-333-5685) 
TimeOut	Rinconcito Peruano   	803 Ninth Ave,  between 53rd and 54th Sts,  Midtown West,  (212-333-5685) 	 Peruvian 
TimeOut	Rink Bar & Café	20 W 50th St,  at Rockefeller Plaza,  Midtown West,  (212-332-7620) 
TimeOut	Rink Bar & Café	American 	20 W 50th St,  at Rockefeller Plaza,  Midtown West,  (212-332-7620) 
TimeOut	Rink Bar & Café 	20 W 50th St,  at Rockefeller Plaza,  Midtown West,  (212-332-7620) 
TimeOut	Rink Bar & Café 	American 	20 W 50th St,  at Rockefeller Plaza,  Midtown West,  (212-332-7620) 
TimeOut	Rink Bar & Café   	20 W 50th St,  at Rockefeller Plaza,  Midtown West,  (212-332-7620) 	 American 
TimeOut	Rio Churrascaria	360 Park Avenue South,  at 26th St ,  Gramercy/Flatiron,  (212-252-7080) 
TimeOut	Rio Churrascaria	Brazilian 	360 Park Avenue South,  at 26th St ,  Gramercy/Flatiron,  (212-252-7080) 
TimeOut	Rio Churrascaria 	360 Park Avenue South,  at 26th St ,  Gramercy/Flatiron,  (212-252-7080) 
TimeOut	Rio Churrascaria 	Brazilian 	360 Park Avenue South,  at 26th St ,  Gramercy/Flatiron,  (212-252-7080) 
TimeOut	Rio Churrascaria   	360 Park Avenue South,  at 26th St ,  Gramercy/Flatiron,  (212-252-7080) 	 Brazilian 
TimeOut	Risotteria	270 Bleecker St,  at Morton St,  West Village,  (212-924-6664) 
TimeOut	Risotteria	Italian 	270 Bleecker St,  at Morton St,  West Village,  (212-924-6664) 
TimeOut	Risotteria 	270 Bleecker St,  at Morton St,  West Village,  (212-924-6664) 
TimeOut	Risotteria 	Italian 	270 Bleecker St,  at Morton St,  West Village,  (212-924-6664) 
TimeOut	Risotteria   	270 Bleecker St,  at Morton St,  West Village,  (212-924-6664) 	 Italian 
TimeOut	Ristorante Brunelli	1409 York Ave,  at 75th St,  Upper East Side,  (212-744-8899) 
TimeOut	Ristorante Brunelli	Italian 	1409 York Ave,  at 75th St,  Upper East Side,  (212-744-8899) 
TimeOut	Ristorante Brunelli 	1409 York Ave,  at 75th St,  Upper East Side,  (212-744-8899) 
TimeOut	Ristorante Brunelli 	Italian 	1409 York Ave,  at 75th St,  Upper East Side,  (212-744-8899) 
TimeOut	Ristorante Brunelli   	1409 York Ave,  at 75th St,  Upper East Side,  (212-744-8899) 	 Italian 
TimeOut	Ristorante La Grolla	413 Amsterdam Ave,  between 79th and 80th Sts,  Upper West Side,  (212-496-0890) 
TimeOut	Ristorante La Grolla	Italian 	413 Amsterdam Ave,  between 79th and 80th Sts,  Upper West Side,  (212-496-0890) 
TimeOut	Ristorante La Grolla 	413 Amsterdam Ave,  between 79th and 80th Sts,  Upper West Side,  (212-496-0890) 
TimeOut	Ristorante La Grolla 	Italian 	413 Amsterdam Ave,  between 79th and 80th Sts,  Upper West Side,  (212-496-0890) 
TimeOut	Ristorante La Grolla   	413 Amsterdam Ave,  between 79th and 80th Sts,  Upper West Side,  (212-496-0890) 	 Italian 
TimeOut	Ristorante Primavera	1578 First Ave,  at 82nd St,  Upper East Side,  (212-861-8608) 
TimeOut	Ristorante Primavera	Italian 	1578 First Ave,  at 82nd St,  Upper East Side,  (212-861-8608) 
TimeOut	Ristorante Primavera 	1578 First Ave,  at 82nd St,  Upper East Side,  (212-861-8608) 
TimeOut	Ristorante Primavera 	Italian 	1578 First Ave,  at 82nd St,  Upper East Side,  (212-861-8608) 
TimeOut	Ristorante Primavera   	1578 First Ave,  at 82nd St,  Upper East Side,  (212-861-8608) 	 Italian 
TimeOut	Ritz Asia	189 Bleecker St,  at MacDougal St,  Greenwich Village,  (212-228-3366) 
TimeOut	Ritz Asia 	189 Bleecker St,  at MacDougal St,  Greenwich Village,  (212-228-3366) 
TimeOut	Roasting Plant	75 Greenwich Ave,  at Seventh Ave,  Greenwich Village,  (212-775-7755) 
TimeOut	Roasting Plant	81 Orchard St,  between Broome and Grand Sts,  Lower East Side,  (212-775-7755) 
TimeOut	Roasting Plant	Food or Beverage Shop 	75 Greenwich Ave,  at Seventh Ave,  Greenwich Village,  (212-775-7755) 
TimeOut	Roasting Plant	Food or Beverage Shop 	81 Orchard St,  between Broome and Grand Sts,  Lower East Side,  (212-775-7755) 
TimeOut	Roasting Plant 	75 Greenwich Ave,  at Seventh Ave,  Greenwich Village,  (212-775-7755) 
TimeOut	Roasting Plant 	81 Orchard St,  between Broome and Grand Sts,  Lower East Side,  (212-775-7755) 
TimeOut	Roasting Plant 	Food or Beverage Shop 	75 Greenwich Ave,  at Seventh Ave,  Greenwich Village,  (212-775-7755) 
TimeOut	Roasting Plant 	Food or Beverage Shop 	81 Orchard St,  between Broome and Grand Sts,  Lower East Side,  (212-775-7755) 
TimeOut	Roasting Plant   	75 Greenwich Ave,  at Seventh Ave,  Greenwich Village,  (212-775-7755) 	 Food or Beverage Shop 
TimeOut	Roasting Plant   	81 Orchard St,  between Broome and Grand Sts,  Lower East Side,  (212-775-7755) 	 Food or Beverage Shop 
TimeOut	Roberto Passon	741 Ninth Ave,  at 50th St,  Midtown West,  (212-582-5599) 
TimeOut	Roberto Passon	Italian 	741 Ninth Ave,  at 50th St,  Midtown West,  (212-582-5599) 
TimeOut	Roberto Passon 	741 Ninth Ave,  at 50th St,  Midtown West,  (212-582-5599) 
TimeOut	Roberto Passon 	Italian 	741 Ninth Ave,  at 50th St,  Midtown West,  (212-582-5599) 
TimeOut	Roberto Passon   	741 Ninth Ave,  at 50th St,  Midtown West,  (212-582-5599) 	 Italian 
TimeOut	Robert’s Steakhouse	603 W 45th St,  at Eleventh Ave,  Midtown West,  (212-245-0002) 
TimeOut	Robert’s Steakhouse	Steakhouses 	603 W 45th St,  at Eleventh Ave,  Midtown West,  (212-245-0002) 
TimeOut	Robert’s Steakhouse 	603 W 45th St,  at Eleventh Ave,  Midtown West,  (212-245-0002) 
TimeOut	Robert’s Steakhouse 	Steakhouses 	603 W 45th St,  at Eleventh Ave,  Midtown West,  (212-245-0002) 
TimeOut	Robert’s Steakhouse   	603 W 45th St,  at Eleventh Ave,  Midtown West,  (212-245-0002) 	 Steakhouses 
TimeOut	Roc	190A Duane St,  at Greenwich St,  Tribeca,  (212-625-3333) 
TimeOut	Roc	Italian 	190A Duane St,  at Greenwich St,  Tribeca,  (212-625-3333) 
TimeOut	Roc 	190A Duane St,  at Greenwich St,  Tribeca,  (212-625-3333) 
TimeOut	Roc 	Italian 	190A Duane St,  at Greenwich St,  Tribeca,  (212-625-3333) 
TimeOut	Roc   	190A Duane St,  at Greenwich St,  Tribeca,  (212-625-3333) 	 Italian 
TimeOut	Rock Center Café	20 W 50th St,  between Fifth and Sixth Aves,  Midtown West,  (212-332-7620) 
TimeOut	Rock Center Café	American 	20 W 50th St,  between Fifth and Sixth Aves,  Midtown West,  (212-332-7620) 
TimeOut	Rock Center Café 	20 W 50th St,  between Fifth and Sixth Aves,  Midtown West,  (212-332-7620) 
TimeOut	Rock Center Café 	American 	20 W 50th St,  between Fifth and Sixth Aves,  Midtown West,  (212-332-7620) 
TimeOut	Rock Center Café   	20 W 50th St,  between Fifth and Sixth Aves,  Midtown West,  (212-332-7620) 	 American 
TimeOut	Rock-n-Sake	138 W 25th St,  between Sixth and Seventh Aves,  Chelsea,  (212-255-7255) 
TimeOut	Rock-n-Sake	Japanese 	138 W 25th St,  between Sixth and Seventh Aves,  Chelsea,  (212-255-7255) 
TimeOut	Rock-n-Sake 	138 W 25th St,  between Sixth and Seventh Aves,  Chelsea,  (212-255-7255) 
TimeOut	Rock-n-Sake 	Japanese 	138 W 25th St,  between Sixth and Seventh Aves,  Chelsea,  (212-255-7255) 
TimeOut	Rock-n-Sake   	138 W 25th St,  between Sixth and Seventh Aves,  Chelsea,  (212-255-7255) 	 Japanese 
TimeOut	Rocking Horse Cafe	182 Eighth Ave,  between 19th and 20th Sts,  Chelsea,  (212-463-9511) 
TimeOut	Rocking Horse Cafe	Mexican 	182 Eighth Ave,  between 19th and 20th Sts,  Chelsea,  (212-463-9511) 
TimeOut	Rocking Horse Cafe 	182 Eighth Ave,  between 19th and 20th Sts,  Chelsea,  (212-463-9511) 
TimeOut	Rocking Horse Cafe 	Mexican 	182 Eighth Ave,  between 19th and 20th Sts,  Chelsea,  (212-463-9511) 
TimeOut	Rocking Horse Cafe   	182 Eighth Ave,  between 19th and 20th Sts,  Chelsea,  (212-463-9511) 	 Mexican 
TimeOut	Rodeo Bar & Grill	375 Third Ave,  at 27th St,  Gramercy/Flatiron,  (212-683-6500) 
TimeOut	Rodeo Bar & Grill	American Regional 	375 Third Ave,  at 27th St,  Gramercy/Flatiron,  (212-683-6500) 
TimeOut	Rodeo Bar & Grill 	375 Third Ave,  at 27th St,  Gramercy/Flatiron,  (212-683-6500) 
TimeOut	Rodeo Bar & Grill 	American Regional 	375 Third Ave,  at 27th St,  Gramercy/Flatiron,  (212-683-6500) 
TimeOut	Rodeo Bar & Grill   	375 Third Ave,  at 27th St,  Gramercy/Flatiron,  (212-683-6500) 	 American Regional 
TimeOut	Rolf’s Restaurant	281 Third Ave,  at 22nd St,  Gramercy/Flatiron,  (212-473-8718) 
TimeOut	Rolf’s Restaurant	German 	281 Third Ave,  at 22nd St,  Gramercy/Flatiron,  (212-473-8718) 
TimeOut	Rolf’s Restaurant 	281 Third Ave,  at 22nd St,  Gramercy/Flatiron,  (212-473-8718) 
TimeOut	Rolf’s Restaurant 	German 	281 Third Ave,  at 22nd St,  Gramercy/Flatiron,  (212-473-8718) 
TimeOut	Rolf’s Restaurant   	281 Third Ave,  at 22nd St,  Gramercy/Flatiron,  (212-473-8718) 	 German 
TimeOut	Rolls ’N’ Curry	101 Lexington Ave,  between 27th and 28th Sts,  Gramercy/Flatiron,  (212-683-4229) 
TimeOut	Rolls ’N’ Curry	Indian 	101 Lexington Ave,  between 27th and 28th Sts,  Gramercy/Flatiron,  (212-683-4229) 
TimeOut	Rolls ’N’ Curry 	101 Lexington Ave,  between 27th and 28th Sts,  Gramercy/Flatiron,  (212-683-4229) 
TimeOut	Rolls ’N’ Curry 	Indian 	101 Lexington Ave,  between 27th and 28th Sts,  Gramercy/Flatiron,  (212-683-4229) 
TimeOut	Rolls ’N’ Curry   	101 Lexington Ave,  between 27th and 28th Sts,  Gramercy/Flatiron,  (212-683-4229) 	 Indian 
TimeOut	Roni-Sue’s Chocolates	Essex Street Market, 120 Essex St,  at Delancey St,  Lower East Side,  (212-260-0421) 
TimeOut	Roni-Sue’s Chocolates	Food or Beverage Shop 	Essex Street Market, 120 Essex St,  at Delancey St,  Lower East Side,  (212-260-0421) 
TimeOut	Roni-Sue’s Chocolates 	Essex Street Market, 120 Essex St,  at Delancey St,  Lower East Side,  (212-260-0421) 
TimeOut	Roni-Sue’s Chocolates 	Food or Beverage Shop 	Essex Street Market, 120 Essex St,  at Delancey St,  Lower East Side,  (212-260-0421) 
TimeOut	Roni-Sue’s Chocolates   	Essex Street Market, 120 Essex St,  at Delancey St,  Lower East Side,  (212-260-0421) 	 Food or Beverage Shop 
TimeOut	Ronnybrook Milk Bar	Chelsea Market, 75 Ninth Ave,  at 16th St,  Chelsea,  (212-741-6455) 
TimeOut	Ronnybrook Milk Bar	Food or Beverage Shop 	Chelsea Market, 75 Ninth Ave,  at 16th St,  Chelsea,  (212-741-6455) 
TimeOut	Ronnybrook Milk Bar 	Chelsea Market, 75 Ninth Ave,  at 16th St,  Chelsea,  (212-741-6455) 
